vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;8683;230.63;737.75;1277.37;1720.77;3439.36
0;001;2;22155;263.85;1392.68;1771.38;2253.55;3347.43
0;001;3;131710;1640.63;2225.24;3064.13;5107.06;12561.38
0;001;4;875172;1241.71;2626.37;4322.92;10770.99;25034.31
0;002;1;7418;7418.42;7418.42;7418.42;7418.42;7418.42
0;002;2;25349;482.9;3274.83;4395.79;5081.78;7717.85
0;002;3;98520;1367.58;1881.8;3326.53;6796.13;7909.03
0;002;4;607551;1800.55;5139.95;7021.72;9416.56;19522.62
0;003;1;218889;10.71;733.61;5949.91;7335.86;11752.88
0;003;2;568499;392.73;3425.05;5739.19;9162.03;16632.73
0;003;3;1559459;1910.75;3892.48;5823.76;9714.8;20333.96
0;003;4;2661012;3300.53;6172.33;9188.08;15354.18;36618.15
0;004;1;23295;33.46;86.65;359.48;813.37;3028.86
0;004;2;152102;8.73;510.46;1288.7;3277.26;6376.23
0;004;3;899861;287.29;1247.43;2598.78;4435.15;9826.08
0;004;4;11644611;1322.83;3397.69;5770.3;9480.1;18649.12
0;005;1;47796;42.57;326.67;506.33;825.02;2150
0;005;2;123443;91.11;416.05;645.24;1038.01;2387.5
0;005;3;189918;180.09;564.49;1161.41;1659.29;4081.06
0;005;4;416991;356.54;1127.45;2504.42;4646.18;8420.05
0;020;1;31727;15.87;100.25;187.93;340.18;633.06
0;020;2;59047;67.27;165.97;275.02;459.77;1321.5
0;020;3;148487;85.73;227.96;527.2;1182.23;2854.72
0;020;4;488757;283.21;835.65;1710.23;3264.21;7737.6
0;021;1;486844;25.94;147.3;327.62;517.18;924.52
0;021;2;744412;96.43;278.96;480.12;712.57;1664.24
0;021;3;953661;176.88;482.4;834.66;1472.62;4160.03
0;021;4;1903340;416.71;1081.02;1919.84;3581.7;7852.55
0;022;1;29452;21.65;59.97;86.1;130.84;359.58
0;022;2;73237;27.29;71.69;117.46;223.82;1021.71
0;022;3;103009;51.77;133.67;368.57;1020.12;2920.48
0;022;4;203668;103.26;556.81;1404.06;3416.44;6425.05
0;023;1;93299;7.73;53.09;94.81;168.34;543.19
0;023;2;118369;18.59;89.52;200.38;445.23;1205.3
0;023;3;152501;59.49;153.99;371.22;1083.67;2576.53
0;023;4;114285;416.32;937.24;2451.24;3826.95;5844.05
0;024;1;189040;49.91;88.88;126.86;178.84;325.11
0;024;2;404694;69.56;120.05;169.16;237.08;422.91
0;024;3;325280;94.57;176.58;281.18;480.71;1221.26
0;024;4;194824;194.29;520.05;1162.08;2311.84;5275.34
0;025;1;154053;1.58;12.56;35.83;58.79;119.23
0;025;2;25546;3.56;22.19;56.48;148.35;459.42
0;025;3;12080;4.63;32.18;108.07;350.25;1180.89
0;025;4;18421;326.55;1155.42;2392.22;3516.89;8638.02
0;026;1;80148;0.89;40.03;80.1;138.23;346.89
0;026;2;139526;6.08;59.92;127.87;250.63;1171.68
0;026;3;194403;48.44;146.91;304.3;724.39;2325.91
0;026;4;219009;180.71;683.93;1605.61;2849.3;6242.35
0;040;1;22743;0;4;27.64;76.84;592.58
0;040;2;56353;0;11.83;76.18;225.8;984.09
0;040;3;64377;0;40.87;149.99;615.71;2189.28
0;040;4;40266;77.63;586.22;1104.52;2260.78;5236.83
0;041;1;106960;5.72;63.11;136.55;253.34;683.68
0;041;2;440811;8.2;86.79;180.63;374.72;1483.18
0;041;3;534835;23.4;144.79;356.5;732.89;2026.91
0;041;4;270789;61.4;228.98;672.84;1786.74;4600.32
0;042;1;158667;0;1.02;18.36;65.75;227.29
0;042;2;446910;0;14.84;53.04;125.02;408.46
0;042;3;540044;5.13;48.82;125.12;318.33;1043.27
0;042;4;306371;40.46;197.59;492.49;1230.92;3403.87
0;043;1;302011;0;1.44;186.21;343.9;531.87
0;043;2;160551;0;37.03;199.84;373.56;614.52
0;043;3;61471;6.82;61.61;215.36;488.78;1289.59
0;043;4;25215;44.15;128.12;529.33;1850.58;4002.21
0;044;1;56416;0;12.27;45.3;123.31;472.01
0;044;2;205778;3.57;24.9;89.92;244.39;911.85
0;044;3;453650;6.53;52.37;168.88;495.34;1418.58
0;044;4;523994;16.09;226.83;607.28;1373.71;3928.16
0;045;1;74021;3.22;28.71;73.95;126.24;277.14
0;045;2;637743;10.4;49.9;106.26;195.32;512.44
0;045;3;792288;21.2;99.52;210.42;463.29;1254.28
0;045;4;1134818;62.79;293.82;655.17;1369.75;3503.79
0;046;1;137393;0.82;21.07;71.3;121.87;247.58
0;046;2;693274;6.19;38.27;87.91;162.44;480.14
0;046;3;820141;15.97;78.82;175.06;379.08;1187.61
0;046;4;1049529;44.69;255.93;654.83;1476.16;3605.37
0;047;1;91207;0;9.81;30.89;75.32;168.06
0;047;2;438249;2.55;20.82;54.8;111.41;286.99
0;047;3;320757;9.81;47.82;107.48;213.51;688.86
0;047;4;116838;34.2;173.25;372.55;1176.62;2542.02
0;048;1;142547;0;6.03;18.7;63.82;287.39
0;048;2;198539;0;10.84;35.25;88.14;260.77
0;048;3;526460;0;11.14;52.33;160.86;1360.09
0;048;4;85289;27.67;206.13;425.26;1722.03;4493.65
0;049;1;71105;0.43;167.99;376.86;684.93;1321.34
0;049;2;777320;0;9.34;437.43;4273.35;7412.8
0;049;3;299623;52.12;296.32;658.92;1853.83;7990.15
0;049;4;296016;102.65;602.99;1398.64;3046.81;12016.95
0;050;1;55406;0;14.53;80.95;388.92;989.48
0;050;2;121163;0;35.82;140.81;441.97;1797.81
0;050;3;106704;0;124.06;616.66;1343.11;2994.24
0;050;4;127784;120.42;886.28;1879.42;3230.14;6126.23
0;051;1;72393;0;12.21;47.62;112.02;344.31
0;051;2;73773;3.76;31.14;113.52;294.57;1559.56
0;051;3;11858;3.69;25.93;96.03;199.88;1800.26
0;051;4;3183;68.12;233.64;262.05;766.63;1590.23
0;052;1;19702;0;0;7.28;35.66;128.34
0;052;2;51700;0;11.37;41.43;117.79;397.18
0;052;3;160256;4.72;43.16;120.59;304.54;1085.68
0;052;4;292142;15.24;188.87;506.67;1338.79;4076.67
0;053;1;225994;0;1.57;10.45;43.02;133.37
0;053;2;382155;0;9.54;38.43;99.54;313.89
0;053;3;465583;0;11.21;63.1;192.74;934.87
0;053;4;433870;53.54;317.95;725.33;1609.34;3979.72
0;054;1;94559;0;3.42;13.32;40.51;112.01
0;054;2;72735;0;7.82;26.69;69.93;172.9
0;054;3;25061;0;15.74;47.74;131.22;553.86
0;054;4;7136;27.69;117.22;402.03;717.89;2834.41
0;055;1;40656;0;7.01;28.06;95.77;286.04
0;055;2;82766;2.48;27.29;76.45;183.27;554.59
0;055;3;131312;7.87;57.6;153.45;372.2;1156.91
0;055;4;146577;28.23;307.39;745.56;1658.8;3870.91
0;056;1;28633;0;0;6.84;35.14;146.11
0;056;2;41377;0;16.15;53.32;151.26;476.56
0;056;3;25601;3.65;39.55;146.71;399.56;1021.64
0;056;4;30101;45.95;269.24;578.74;1575.76;3392.29
0;057;1;86080;0;0;0.48;8.01;38.25
0;057;2;43734;0;1.85;11.77;39.44;148.25
0;057;3;37468;0;17.87;56.05;132.15;411.8
0;057;4;26391;5.88;162.68;685.65;1857.3;3365.56
0;058;1;129497;0;0;0;0;73.57
0;058;2;301717;0;0;0;49.78;246.51
0;058;3;335613;0;0;68.73;202.57;760.86
0;058;4;266371;24.17;144.56;516.24;1297.04;3657.86
0;070;1;37453;21.6;54.31;77.47;127.05;240.37
0;070;2;30075;31.05;61.87;105.09;182.4;704.52
0;070;3;6567;38.31;80.98;156.06;291.51;781.66
0;070;4;118;118.42;118.42;118.42;118.42;118.42
0;071;1;214615;9.84;30.77;54.18;79.86;144.72
0;071;2;196064;13.75;45.45;68.55;98.52;248.42
0;071;3;11627;17.92;56.14;103.28;166.96;442.31
0;071;4;8186;388.09;442.26;894.69;3650.85;6008.75
