vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;2;237.56
0;001;2;24;213.46
0;001;3;51;488.4
0;001;4;117;595.64
0;002;2;15;1665.51
0;002;3;31;1642.02
0;002;4;72;2927.63
0;003;1;84;40.55
0;003;2;93;23.85
0;003;3;164;13.25
0;003;4;196;45.89
0;004;1;28;263.17
0;004;2;90;424.35
0;004;3;315;267.06
0;004;4;1525;698.19
0;005;1;82;100.29
0;005;2;152;126.87
0;005;3;127;129.88
0;005;4;141;423.75
0;020;1;166;134.59
0;020;2;130;228.36
0;020;3;173;123.35
0;020;4;211;274.69
0;021;1;1282;409.17
0;021;2;1151;656.55
0;021;3;681;380.62
0;021;4;537;496.44
0;022;1;250;604.62
0;022;2;296;430.93
0;022;3;109;359.63
0;022;4;67;237.78
0;023;1;733;756.24
0;023;2;326;662.79
0;023;3;175;859.11
0;023;4;36;885.47
0;024;1;1296;234.41
0;024;2;1792;176.95
0;024;3;548;244.99
0;024;4;104;469.14
0;025;1;3501;15.87
0;025;2;182;206.29
0;025;3;41;273.15
0;025;4;9;43.21
0;026;1;678;452.79
0;026;2;414;1828.8
0;026;3;214;2593.03
0;026;4;74;1664.9
0;040;1;226;1.71
0;040;2;226;7.5
0;040;3;123;23.36
0;040;4;40;20.79
0;041;1;525;4.32
0;041;2;1115;3.54
0;041;3;692;11.71
0;041;4;156;13.39
0;042;1;2404;7.34
0;042;2;3376;0.26
0;042;3;1447;1.07
0;042;4;247;5.22
0;043;1;1372;0.29
0;043;2;588;0.09
0;043;3;165;32.53
0;043;4;30;7.81
0;044;1;587;0.73
0;044;2;888;2.47
0;044;3;1060;57.09
0;044;4;323;13.2
0;045;1;661;0.12
0;045;2;3165;1.03
0;045;3;1620;2.42
0;045;4;785;9.85
0;046;1;1936;3.52
0;046;2;5333;3.61
0;046;3;2396;4.61
0;046;4;812;8
0;047;1;2049;5.31
0;047;2;4844;1.57
0;047;3;1455;1.79
0;047;4;138;7.29
0;048;1;1890;2.88
0;048;2;2117;2.87
0;048;3;1567;2.61
0;048;4;73;7.04
0;049;1;218;0
0;049;2;398;0.23
0;049;3;154;1.48
0;049;4;100;13.78
0;050;1;280;4.22
0;050;2;297;0.04
0;050;3;103;0
0;050;4;46;11.72
0;051;1;1090;0
0;051;2;240;0
0;051;3;43;0.84
0;051;4;14;0
0;052;1;604;0.47
0;052;2;622;5.68
0;052;3;563;5.12
0;052;4;249;21.88
0;053;1;6895;0.18
0;053;2;3777;0.37
0;053;3;1910;0.8
0;053;4;303;7.35
0;054;1;3328;2.99
0;054;2;1201;0
0;054;3;134;2.5
0;054;4;6;0
0;055;1;570;0.15
0;055;2;441;1.1
