vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;4372741;5700.7;8845.61;13824;26744.71;65664
0;002;3210741;8105.43;11880.63;14976;20798.01;53568
0;003;10559072;1071.8;7514.08;11791.2;16753.84;31107.24
0;004;57382307;4979.04;12040.22;20846.61;33059.4;65593.36
0;005;5777533;2353.75;5631.01;8952.77;15701.28;33014.92
0;020;6519412;753.66;2557.52;5083.26;10164.44;24117.94
0;021;29966079;1178.58;2544.15;4032;7397.55;20978.76
0;022;5266178;861.54;2000.28;3456;7462.56;22048.75
0;023;6118981;666.76;1245.54;2380.26;5161.78;18728.32
0;024;12856363;689.72;1178.58;1630.68;2542.82;10416.18
0;025;2643498;317.16;402.87;695.75;1071.8;2779.42
0;026;7111999;408.1;1037.24;2402.36;5993.28;22766.86
0;040;2799628;364.95;832.98;2323.19;5009;19008
0;041;15651557;621.97;1660.72;3333.8;6529.6;17148.8
0;042;81877423;676.74;2487.7;4872;8553.65;19586.04
0;043;4812334;360.6;814.82;1560.16;2504.5;7483.98
0;044;18592871;330.78;994.17;3264.8;7352.87;21849.12
0;045;92704023;729.9;2087.06;3692.04;7283.79;20429.82
0;046;4028856;364.7;1094.46;2056.68;3838.4;10639.82
0;047;20880782;391.25;1130.92;2014.35;3362.5;8317.08
0;048;13451587;348.39;797.86;1630.68;3080.2;8998.75
0;049;4095961;652.04;2108.76;4014.89;6992.8;22507.8
0;050;3291780;600.59;1580.99;3010.39;6025.19;15564.52
0;051;2274403;407.41;842.54;1249.41;1928.88;4164.9
0;052;7518990;331.96;668.34;1665.96;3516.59;10368
0;053;30537799;330.78;555.19;1034.58;2280.28;7357.14
0;054;7183735;324.98;430.77;832.98;1681.25;3716.3
0;055;11584305;348.41;1189.53;2643.12;5983.95;16714.89
0;056;4156616;328.09;622.38;1224.3;3126.78;9043.92
0;057;6404864;306.57;340.09;378.33;677.42;1984.92
0;058;25659035;317.6;365.73;555.19;1179.12;7011.31
0;070;997533;334.17;600.59;1066.08;2348.15;5048.8
0;071;5374335;353.53;500.9;726.9;1152;1878.52
0;072;1654674;330.78;430.77;590.69;1041.21;2679.5
0;073;3098034;323.67;357.04;469.63;702.92;1140.14
0;080;869542;576;1114.89;1738.6;2852.95;5894.9
0;081;1503831;355.36;784.11;1495.62;2446.32;5473.16
0;082;6215666;339.04;707.06;1535.4;3002.95;9173.21
0;090;2997892;469.63;1152;6930.43;11680.27;29072.84
0;091;1684241;500.9;1090.35;1665.57;3002.25;9104.32
0;092;3843172;330.82;567.84;726.9;1130.49;2348.15
0;093;5502213;315.74;363.09;650.7;834.88;1665.57
0;094;2428874;326.02;408.1;743.26;1304.08;3990.49
0;095;976312;331.96;636.85;959.85;1571.44;3155.5
0;096;1275064;347.93;684.34;1004.13;1435.6;2717.8
0;097;5519404;315.74;356.38;631.29;749.16;1521.46
0;098;10691743;320.32;398.93;666.76;939.26;1788.24
0;110;5384174;371.3;792.9;1462.92;3449.32;13268.8
0;111;9877141;331.96;698.53;1342.56;2456.64;6060.24
0;112;1675671;324.22;611.15;1023.39;1734.88;4695
0;113;16620752;338.44;676.88;1017.12;1476.84;2947.8
0;114;7007820;324.98;408.1;830.36;1618.35;5830.58
0;115;18567624;307.08;344.86;376.83;543.56;1179.12
0;120;10217820;2278.71;3420.42;4608;6662.28;12445.6
0;121;23385242;630.06;1801.77;3648.25;6484.78;15450.03
0;122;4641429;557.28;1152;3059.01;7795.5;21387.51
0;130;16580156;1858.15;4521.96;7212.92;12380.76;25133.14
0;131;3743106;555.19;1607.7;3511.56;6713.49;10012.59
0;132;355466;348.39;1025.35;1803.38;4012.99;10085.85
0;133;5305381;339.89;756.66;2277.45;4592.51;11942.28
0;134;19608860;672.5;2090.46;3123.12;4822.02;10510.24
0;135;6856868;349.62;1053.69;2414.11;5032.62;11923.62
