vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;2;1;12;177061;13740.97;13740.97;13740.97;13740.97;25560.97
0;001;2;2;12;12530;773.47;776.51;1034.33;1264.84;1495.36
0;001;2;3;13;7208;245.41;379.38;490.82;714;1015.97
0;001;2;4;4;164;32.72;32.72;32.72;49.08;65.44
0;001;2;6;13;4040;69.63;125.95;285.6;467.18;548.21
0;001;2;7;13;1455;34.26;68.36;101.92;136.1;269.36
0;001;2;9;13;4276;203.86;204.15;296.64;317.61;775.76
0;001;2;12;13;7207;96.3;365.67;652.68;736.69;1113
0;001;3;1;34;492808;13740.97;13740.97;13740.97;13778.84;20369.12
0;001;3;2;34;39652;773.47;776.51;1097.73;1292.16;1782.02
0;001;3;3;34;24259;374.67;549.72;611.66;848.99;1064.1
0;001;3;4;16;2185;32.72;32.72;65.44;98.16;749.83
0;001;3;6;34;14801;134.26;216.77;302.07;478.12;1011.35
0;001;3;7;34;6059;43.68;93.64;145.6;213.98;345.64
0;001;3;9;31;10079;203.86;250.98;296.35;317.61;552.32
0;001;3;10;1;304;303.9;303.9;303.9;303.9;303.9
0;001;3;12;34;23875;77.77;502.63;677.62;834.15;1380.33
0;001;3;13;1;148;147.68;147.68;147.68;147.68;147.68
0;001;4;1;153;2416203;11489.08;13740.97;13816.7;14446.36;27042.38
0;001;4;2;150;226346;776.51;1173.08;1363.63;1833.58;2797.03
0;001;4;3;152;189987;467.71;750.19;1048.21;1565.36;2969.89
0;001;4;4;112;213049;32.72;143.19;627.74;1631.93;7289.35
0;001;4;5;1;18;17.97;17.97;17.97;17.97;17.97
0;001;4;6;153;185559;265.82;558.27;904.98;1389.67;3422.73
0;001;4;7;147;70421;78.8;172.4;273.22;506.72;1613.86
0;001;4;9;152;74516;204.15;296.2;390.44;511.33;968.43
0;001;4;10;11;4558;303.9;303.9;303.9;303.9;1519.5
0;001;4;12;153;234649;268.25;715.75;1095.52;1690.09;3573.64
0;001;4;13;8;2245;59.07;73.84;135.04;295.35;1177.61
0;002;2;1;4;40206;8864.81;9318.01;9977.23;10785.03;11386.82
0;002;2;2;4;4602;776.51;913.48;1169.78;1387.32;1485.53
0;002;2;3;4;3659;600.89;719.38;877.1;1110.22;1304.12
0;002;2;4;4;2575;215.33;269.16;350.79;1018.23;1657.88
0;002;2;6;4;2521;312.94;408.78;530.05;851.85;1148.23
0;002;2;7;3;489;68.96;68.96;209.64;210.69;210.69
0;002;2;9;4;1160;110.1;184.65;293.46;395.48;463.23
0;002;2;12;4;4102;164.41;554.66;1029.36;1496.48;1879.16
0;002;3;1;24;242933;4708.32;9699.91;9771.22;11386.82;13766.16
0;002;3;2;24;32196;773.47;1292.16;1472.19;1490.44;1678.9
0;002;3;3;24;28424;724.77;836.37;1104.66;1404.77;1957.85
0;002;3;4;24;20189;323;451.38;609.94;990.68;1765.8
0;002;3;6;24;20456;323.63;443.34;524.49;1170.64;1993.19
0;002;3;7;15;2156;53.96;76.96;99.54;196.58;367.22
0;002;3;9;24;9872;92.49;308.31;421.68;500.74;647.94
0;002;3;12;24;29635;305.82;850.87;1195.13;1575.58;2301.89
0;002;3;13;1;177;177.21;177.21;177.21;177.21;177.21
0;002;4;1;108;1488564;9771.22;10577.54;11462.59;17945.06;22773.66
0;002;4;2;108;152956;773.47;823.48;1363.13;1882.1;2544.31
0;002;4;3;109;195916;756.39;985.67;1408.14;2464.13;3777.56
0;002;4;4;109;233840;302.7;518.35;959.1;1727.24;10434
0;002;4;6;109;137112;392.75;604.5;867.83;1447.21;3662.06
0;002;4;7;95;37924;20.93;94.64;180.72;511.19;1497.2
0;002;4;9;109;54865;204.15;327.44;463.06;572.87;1035.37
0;002;4;10;3;1216;303.9;303.9;303.9;607.8;607.8
0;002;4;12;109;210482;590.62;1037.26;1547.85;2247.37;4906.65
0;002;4;13;22;5787;59.07;118.14;236.28;354.42;531.63
0;003;1;1;39;10655;6.58;121.56;251.77;343.32;1057.41
0;003;1;2;33;5732;51.24;123.76;126.8;185.64;568.14
0;003;1;3;3;364;94.25;94.25;134.64;134.64;134.64
0;003;1;4;47;181538;163.6;1124.62;2594.59;7419.15;8707.37
0;003;1;6;53;4699;26.84;29.17;52.39;88.68;252.41
0;003;1;7;20;1223;12.74;24.13;35.7;67.64;209.4
0;003;1;8;10;26130;581.96;2444.26;2735.24;3142.61;3142.61
0;003;1;9;18;1795;54.76;92.2;92.49;92.49;250.98
0;003;1;10;3;1216;303.9;303.9;303.9;607.8;607.8
0;003;1;12;52;6399;16.88;31.32;73.39;161.3;361.6
0;003;1;13;15;5079;115.69;154.26;308.52;462.78;578.45
0;003;2;1;29;11886;13.16;38.25;201.41;343.32;631.95
0;003;2;2;22;3330;42.7;51.24;126.8;188.68;382.03
0;003;2;3;12;1829;53.86;53.86;53.86;114.44;584.74
0;003;2;4;67;386746;32.72;1314.78;5388.12;7615.47;16735.03
0;003;2;6;59;9669;14;41.94;110.85;249.64;590.28
0;003;2;7;19;1716;11.87;35.61;58.24;104.97;302.7
0;003;2;8;30;75335;581.96;2327.86;2589.75;3259;3433.6
0;003;2;9;16;1645;54.76;55.05;92.49;124.56;241.78
0;003;2;10;10;3951;303.9;303.9;303.9;607.8;607.8
0;003;2;12;77;12540;16.88;36.2;147.78;230.16;421.7
0;003;2;13;10;2360;59.07;154.26;192.82;308.52;447.16
0;003;3;1;39;17428;6.58;6.58;14.31;64.05;4030.35
0;003;3;2;3;763;87.66;87.66;188.68;486.46;486.46
0;003;3;3;44;8830;53.86;53.86;134.64;134.64;584.74
0;003;3;4;137;549927;130.88;2325.51;2725.47;5486.28;9712.13
0;003;3;6;133;25802;14;82.84;148.77;255.57;532.91
0;003;3;7;63;9547;11.87;35.61;130.57;218.4;386.25
0;003;3;8;28;79466;931.14;2749.78;3046.55;3244.45;3433.6
0;003;3;9;21;2269;54.76;55.05;92.49;146.96;186.73
0;003;3;10;10;4862;303.9;303.9;303.9;607.8;1215.6
0;003;3;12;140;35597;88.93;150.48;201.01;288.11;575.05
0;003;3;13;31;7268;59.07;118.14;177.21;308.52;455.85
0;003;4;1;165;176546;6.58;13.16;54.06;3189.23;3224.88
0;003;4;2;65;13503;42.7;42.7;85.4;180.48;1034.33
0;003;4;3;172;97175;53.86;134.64;575.39;584.74;2536.22
0;003;4;4;461;2416854;98.16;2356.32;2834.47;6970;19252.91
0;003;4;5;2;407;94.78;94.78;203.48;312.19;312.19
0;003;4;6;443;157742;14;87.93;222.12;457.89;1228.64
0;003;4;7;227;52370;15.45;94.96;173.04;288.18;684.34
0;003;4;8;99;299421;1047.55;2968.02;3229.91;3404.5;3433.6
0;003;4;9;130;18358;54.76;55.05;109.52;168.51;412.88
0;003;4;10;85;41938;303.9;303.9;303.9;607.8;911.7
0;003;4;12;463;231995;105.24;212.57;343.58;601.03;1406.58
0;003;4;13;109;30965;115.69;154.26;231.38;354.42;601.42
0;004;1;1;6;6425;146.12;224.54;1032.3;1447.75;2542.15
0;004;1;2;8;4201;126.8;126.8;431.98;929.9;1096.87
0;004;1;3;5;2077;94.25;94.25;132.3;213.08;1543.45
0;004;1;4;1;65;65.44;65.44;65.44;65.44;65.44
0;004;1;6;6;1485;23.34;39.09;107.26;266.04;942.27
0;004;1;7;3;597;58.86;58.86;178.05;360.04;360.04
0;004;1;9;6;1375;149;178.34;204.15;282.47;357.14
0;004;1;10;1;304;303.9;303.9;303.9;303.9;303.9
