vrai_hop;rdrg;N;moy_gemid
0;001;194;516.47
0;002;118;2429.45
0;003;537;31.27
0;004;1958;610.03
0;005;502;206.67
0;020;680;193.13
0;021;3651;494.67
0;022;722;462.38
0;023;1270;750.09
0;024;3740;214.96
0;025;3733;28.05
0;026;1380;1262.48
0;040;615;9.41
0;041;2488;6.59
0;042;7474;2.86
0;043;2155;2.81
0;044;2858;23.58
0;045;6231;2.4
0;046;10477;4.16
0;047;8486;2.6
0;048;5647;2.86
0;049;870;1.95
0;050;726;2.39
0;051;1387;0.03
0;052;2038;5.96
0;053;12885;0.5
0;054;4669;2.2
0;055;1380;2.14
0;056;1474;0.29
0;057;12410;0.34
0;058;17625;3.71
0;070;560;33.63
0;071;5548;18.36
0;072;3578;23.42
0;073;13584;97.14
0;080;288;0
0;081;663;0.19
0;082;2668;1.03
0;090;376;154.59
0;091;497;4674.81
0;092;2755;169.5
0;093;7866;1.89
0;094;2493;14.91
0;095;433;1.8
0;096;982;1.12
0;097;11801;0.31
0;098;15664;5.35
0;110;1946;15.72
0;111;3610;0.9
0;112;1040;3.83
0;113;11030;0.56
0;114;6019;0.41
0;115;4338;0.41
0;120;1478;367.24
0;121;3967;128.42
0;122;571;137.03
0;130;1345;40.77
0;131;649;8.06
0;132;59;0
0;133;2985;13.27
0;134;4303;5.52
0;135;1517;4.59
0;136;9410;15.93
0;137;5706;6.02
0;138;375;0
0;139;25479;2.03
0;140;22567;3.5
0;141;11358;0.33
0;142;1263;4.05
0;143;2785;34.29
0;144;22603;2.76
0;160;99;1877.49
0;161;485;4283.61
0;162;732;4224.07
0;163;2340;4055.18
0;164;2;2442.46
0;165;2648;1607
0;166;5141;1392.69
0;167;555;2455.87
0;168;2794;919.28
0;169;870;979.1
0;170;270;5562.75
0;171;4781;5569.09
0;172;808;310.7
0;173;13153;847.24
0;174;2820;2171.53
0;175;16965;1709.14
0;176;1915;4518.29
0;177;899;3153.25
0;178;565;32.36
0;179;14243;2.51
0;180;968;39.72
0;190;10788;140.76
0;191;7100;73.74
0;192;22032;66.14
0;193;208;18.17
0;194;16225;9.33
0;195;1476;4.79
0;196;1294;20.1
0;197;9423;25.99
0;198;5146;117.09
0;199;3660;4.78
0;200;1557;24.59
0;201;17435;12.67
0;202;7717;74.33
0;203;4854;3.98
0;204;7590;1.62
0;205;972;7.41
0;206;919;50.24
0;207;5226;40.84
0;220;5335;278.37
0;221;12125;182.15
0;222;662;23.47
0;223;1399;82.04
0;224;1697;36.25
0;225;13183;105.51
0;226;10503;3.61
0;227;8721;51.91
0;228;19571;64
0;229;2397;54.15
0;240;6896;24.49
0;241;9593;2.17
0;242;806;6.69
0;243;9895;1.28
0;244;6399;0.45
0;245;2816;0.98
0;246;1006;10.05
0;247;6438;1.92
0;248;488;3.48
0;249;27040;0.55
0;250;26749;1.54
0;260;1488;125.81
0;261;863;115.6
0;262;1379;111.17
0;263;14656;262.96
0;264;1145;91.87
0;280;4112;6.09
0;281;4198;30.71
0;282;4836;28
0;283;4287;6.79
0;284;6978;55.44
0;300;197;1717.76
0;301;5425;1273.49
0;302;24098;1707.91
0;303;194;4958.03
0;304;4417;2505.55
0;305;148;148.71
0;306;987;504.76
0;307;227;169.94
0;308;8899;356.02
0;309;1727;217.38
0;310;16604;259.45
0;311;86;3.67
0;312;836;86.24
0;313;28121;52.42
0;314;10122;34.2
0;315;22224;46.53
0;316;6678;28.62
0;317;7817;5.3
0;318;5696;9.76
0;319;4331;14.89
0;320;6041;149.21
0;340;1166;2.06
0;341;2898;0.57
0;342;10544;0.87
0;343;5855;8.46
0;344;442;6.13
0;345;364;0.43
0;346;3252;5.88
0;347;21554;4.21
0;348;5429;2.29
0;349;1799;1.15
0;350;3054;0.16
0;351;3777;3.42
0;360;1140;21.92
0;361;3674;18.12
0;362;5769;24.88
0;363;12661;17.27
0;364;7852;24.2
0;380;1757;5.04
0;381;1577;0.52
0;382;1712;6.62
0;383;7394;0.63
0;384;6376;1.64
0;385;3533;1.44
0;400;189;116.8
0;401;361;51.02
