vrai_hop;rdrg;N;moy_gemid
0;402;170;45.49
0;403;5900;68.07
0;404;5791;3.89
0;405;1115;169.29
0;420;9510;1.98
0;421;4713;1.31
0;422;7373;1.57
0;423;426;3.29
0;424;3153;2.27
0;440;345;25.78
0;441;983;272.43
0;442;1404;34.24
0;443;3048;39.07
0;444;159;124.24
0;445;1764;91.6
0;446;13473;6.56
0;447;1647;354.7
0;460;3204;8.71
0;461;1448;20.23
0;462;743;8.15
0;463;12343;0.92
0;464;2474;1.95
0;465;10514;1.94
0;466;1073;6.15
0;467;2618;0.62
0;468;4392;9.07
0;480;4403;8.44
0;481;1381;71.98
0;482;9120;9.79
0;483;5109;10.36
0;484;2874;4.77
0;500;1759;8.46
0;501;2712;1.14
0;510;1975;42.12
0;511;515;88.76
0;512;899;57.7
0;513;24539;75.19
0;514;5268;47.93
0;515;2330;8.98
0;516;3551;15.74
0;517;3938;4.34
0;518;977;46.44
0;530;1544;24.77
0;531;848;0.03
0;532;2174;2.83
0;540;18037;0.3
0;541;601;0.98
0;542;362;1.85
0;543;380;8.14
0;544;3428;1.79
0;560;84930;0.03
0;561;753;0.69
0;562;1423;152.94
0;563;7003;0.02
0;564;988;0.23
0;565;981;0
0;566;8362;0.18
0;580;185;2.36
0;581;19;0
0;582;1;0
0;583;2;3445.7
0;590;13;109.88
0;591;47;8.95
0;592;21;167.43
0;593;117;10.21
0;600;24;98.55
0;601;88;3.4
0;602;157;8.27
0;603;191;2.25
0;610;16;292.77
0;611;69;2.32
0;612;177;4.74
0;613;62;0
0;614;350;1.44
0;620;17;702.64
0;621;94;6.89
0;622;143;5.51
0;623;62;1.22
0;624;227;1.19
0;625;117;0.96
0;626;230;0
0;630;82;1156.69
0;631;86;138.67
0;632;229;32.23
0;633;364;3.59
0;634;237;6.58
0;635;60;3.89
0;636;262;0.87
0;637;1177;0.35
0;638;1456;0.12
0;639;228;2.22
0;640;425;0.12
0;650;246;121.98
0;651;826;11.92
0;660;1357;7.01
0;661;1496;4.32
0;662;179;3.67
0;663;7463;3.64
0;664;1658;3.2
0;680;433;142.76
0;681;971;149.1
0;682;944;56.34
0;683;1361;90.48
0;690;1239;29.65
0;691;4340;23.95
0;692;747;5.49
0;693;23952;17.64
0;694;2088;16.22
0;710;819;161.17
0;711;877;67.79
0;720;4442;11.73
0;721;1624;3.2
0;722;1881;2
0;723;5812;0.26
0;724;1948;3.59
0;740;1032;287.55
0;750;548;0.1
0;751;5803;0.46
0;752;767;0.25
0;753;956;0.07
0;754;8088;0.23
0;755;1797;0.09
0;756;3880;1.26
0;757;7925;1.32
0;758;858;0.05
0;759;495;0.23
0;760;3660;0.08
0;770;991;0
0;771;306;0
0;772;53;0
0;773;397;0.14
0;774;90;0
0;775;8843;0.42
0;776;1244;0.27
0;790;1029;25.68
0;791;2291;104.18
0;792;1291;118.26
0;810;1536;2.51
0;811;853;2.12
0;812;11490;0.68
0;813;2938;17.71
0;814;319;0
0;815;1508;1
0;830;42;13.14
0;831;2;50.08
0;832;207;14.01
0;833;83;6.71
0;840;577;0.83
0;850;3267;281.7
0;860;5458;13.65
0;861;3639;2.54
0;862;31336;8.94
0;871;8;199.21
0;872;25;215.48
0;873;49;34.15
0;890;41;15.73
0;891;147;10.81
0;892;84;1.5
0;893;269;0.38
0;894;135;0
0;910;548;821.45
0;911;533;243.96
0;930;560;18.7
0;931;97;7.43
0;950;6756;481.94
0;951;746;35.65
0;952;5719;47.63
0;955;396;5.88
0;956;576;112.01
