vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;68;68;68;68;68;68
0;001;2;52;18;44;60;64;67
0;001;3;55;35;51;57;63;68
0;001;4;53;19;48;57;63;69
0;002;1;59;59;59;59;59;59
0;002;2;52;23;46;54;65;66
0;002;3;50;23;39;56;61;66
0;002;4;54;27;50;58;62;65
0;003;1;53;29;50;56;60;70
0;003;2;52;26;46;56;61;68
0;003;3;50;21;43;55;61;67
0;003;4;43;3;26;47;59;68
0;004;1;42;22;25;35;68;69
0;004;2;61;28;54;63;72;84
0;004;3;59;25;50;62;73;83
0;004;4;64;31;55;67;76;83
0;005;1;59;22;51;58;70;79
0;005;2;58;41;51;58;68;77
0;005;3;59;44;54;59;66;81
0;005;4;61;38;53;62;71;81
0;020;1;45;2;25;46;66;84
0;020;2;57;6;39;62;78;87
0;020;3;59;17;48;65;77;87
0;020;4;59;14;43;64;78;86
0;021;1;54;13;42;56;69;83
0;021;2;53;20;43;55;66;79
0;021;3;54;12;46;56;67;81
0;021;4;58;12;49;61;74;85
0;022;1;49;0;25;59;73;84
0;022;2;51;4;29;58;73;81
0;022;3;51;4;21;62;74;85
0;022;4;57;2;49;62;77;84
0;023;1;51;29;43;51;59;74
0;023;2;53;16;42;54;69;80
0;023;3;54;16;41;58;71;83
0;023;4;53;4;37;60;73;86
0;024;1;71;53;65;72;79;85
0;024;2;72;55;66;73;79;85
0;024;3;73;55;67;76;81;87
0;024;4;75;58;68;77;82;87
0;025;1;55;25;43;55;70;85
0;025;2;56;21;45;57;69;84
0;025;3;62;16;51;64;80;88
0;025;4;52;10;38;49;82;82
0;026;1;49;10;35;52;64;78
0;026;2;59;14;48;62;76;86
0;026;3;68;19;58;76;82;88
0;026;4;62;4;52;74;80;88
0;040;1;36;2;15;35;56;76
0;040;2;51;5;27;54;76;89
0;040;3;54;4;31;59;74;88
0;040;4;54;4;26;62;76;87
0;041;1;55;14;45;58;68;81
0;041;2;62;36;54;64;73;83
0;041;3;63;36;55;65;75;85
0;041;4;61;16;55;65;73;83
