vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;4;85.8;16.24;16.58;17.26;26.32;35.04
0;-p;001;1;B;4;1904.12;307.4;340.6;412.48;611.46;771.76
0;-p;001;1;C;4;101.04;2.92;8.56;20.22;41.96;57.68
0;-p;001;1;D;1;2.68;2.68;2.68;2.68;2.68;2.68
0;-p;001;1;H;4;1570.35;52.8;55.46;58.4;729.71;1400.75
0;-p;001;1;J;4;1309.11;10.68;75.32;358.36;579.23;581.7
0;-p;001;1;L;4;8255.91;2007.5;2018.19;2034;2109.76;2180.4
0;-p;001;1;M;4;74;14.04;16.98;19.92;20.02;20.12
0;-p;001;1;N;4;460.32;75.96;87.84;112.9;142.32;158.56
0;-p;001;1;R;1;0.32;0.32;0.32;0.32;0.32;0.32
0;-p;001;1;V;1;123.68;123.68;123.68;123.68;123.68;123.68
0;-p;001;2;A;46;1315.92;7.84;13.4;20.2;32.44;80.32
0;-p;001;2;B;46;35613;112.8;217.88;373.74;835.36;3013.86
0;-p;001;2;C;43;532.48;0.48;1.84;4.04;14.2;53.24
0;-p;001;2;D;6;10.08;1.68;1.68;1.68;1.68;1.68
0;-p;001;2;G;1;0.4;0.4;0.4;0.4;0.4;0.4
0;-p;001;2;H;46;3127.22;10.68;27.44;46.58;59.48;98.92
0;-p;001;2;J;46;86630.57;10.68;72.44;336.7;1060.28;14454.08
0;-p;001;2;L;46;66824.27;66.39;283.55;1988.14;2059.54;2257.08
0;-p;001;2;M;45;736.52;5.44;9.48;13.6;19.92;33.48
0;-p;001;2;N;46;4149.72;11.56;47.84;83.84;113.32;257.68
0;-p;001;2;P;2;19.68;9.84;9.84;9.84;9.84;9.84
0;-p;001;2;R;17;566.01;0.12;0.88;1.64;6.16;376.81
0;-p;001;2;S;2;7.6;3.44;3.44;3.8;4.16;4.16
0;-p;001;2;V;17;1484.32;4.24;33.24;52;82.68;300.6
0;-p;001;3;A;93;3629.68;7.32;14.16;23.56;44.2;140.2
0;-p;001;3;B;94;140265.39;181.91;434;849.03;2188.89;4830.83
0;-p;001;3;C;90;1920.04;0.56;2.72;6.7;16.88;114.8
0;-p;001;3;D;19;65.36;1.68;1.68;1.68;3.36;16.84
0;-p;001;3;G;3;11.8;0.64;0.64;0.88;10.28;10.28
0;-p;001;3;H;93;9154.66;7.8;20.2;33.8;66.64;420.3
0;-p;001;3;J;94;235678.76;17.4;86.96;270.92;1018.15;16961.65
0;-p;001;3;L;92;128974.86;58.29;159.35;1985;2142.58;3238.95
0;-p;001;3;M;90;1947.08;5.44;9.48;17.2;23.36;62.92
0;-p;001;3;N;94;11817.22;16.64;67.04;97.44;133.28;335.2
0;-p;001;3;P;6;64.44;0.2;3.04;9.84;9.84;31.68
0;-p;001;3;R;44;516.39;0.12;0.52;5.44;11.41;51.2
0;-p;001;3;S;1;18.2;18.2;18.2;18.2;18.2;18.2
0;-p;001;3;V;55;5052.96;2.36;24.44;56.04;121.44;295.4
0;-p;001;4;A;115;11642.84;4.08;32.44;67.24;115.84;355.6
0;-p;001;4;B;115;434838.35;491.96;1512.88;3146.02;5679.08;8588.16
0;-p;001;4;C;112;10288.74;1.04;5.42;17.66;60.06;225.4
0;-p;001;4;D;30;191.04;1.68;1.68;2.2;3.36;42.2
0;-p;001;4;G;4;1139.78;0.44;2.52;5.16;567.37;1129.02
0;-p;001;4;H;110;73777.9;11.16;40.72;95.3;512.7;3252.39
0;-p;001;4;J;115;664151.43;80.36;448.41;1544.54;2906.63;33905.91
0;-p;001;4;L;115;205764.45;96.36;345.91;2043.08;2540.84;4082.96
0;-p;001;4;M;109;3483.4;6.32;14.48;21.72;32.92;81.04
0;-p;001;4;N;115;27454.22;34.16;93.72;145.92;263.92;649.8
0;-p;001;4;P;24;434.8;1.2;2.92;5.98;19.28;89.6
0;-p;001;4;R;78;1823.26;0.2;1.84;10.88;22.4;77.4
0;-p;001;4;S;13;100.44;2.08;3.16;6.32;9.48;22.12
0;-p;001;4;V;101;12736.27;5.6;36.04;80.76;171.08;343.8
0;-p;002;2;A;7;423.56;25.52;31.52;38.72;108;143.12
0;-p;002;2;B;7;6169.32;184.28;611.72;999.27;1254.4;1290.43
0;-p;002;2;C;7;199.6;0.52;4.44;9.24;28.36;136.68
0;-p;002;2;D;3;6.72;1.68;1.68;1.68;3.36;3.36
0;-p;002;2;H;7;479.16;58.36;58.92;64.24;79.04;89.8
0;-p;002;2;J;7;12536.27;289.5;508.47;1188.16;2604.85;5135.4
0;-p;002;2;L;7;19154.26;2121.68;2237.74;2446.21;3391.56;4173.75
0;-p;002;2;M;7;99.96;8.16;9.48;12.68;15.84;29.08
0;-p;002;2;N;7;701.12;56.68;79.52;100.32;134.88;139.56
0;-p;002;2;R;5;65.84;1.72;3.4;10.96;24.48;25.28
0;-p;002;2;S;2;13;1.56;1.56;6.5;11.44;11.44
0;-p;002;2;V;2;61.16;1.76;1.76;30.58;59.4;59.4
0;-p;002;3;A;77;4030.72;10.08;22.92;42.48;76.6;118.76
0;-p;002;3;B;77;96275.69;199.15;484.04;984.19;1434.04;3370.62
0;-p;002;3;C;76;10775.2;3.32;7.52;23.82;75.88;1199.28
0;-p;002;3;D;33;77.04;1.68;1.68;1.68;3.32;5
0;-p;002;3;G;2;8.12;1.28;1.28;4.06;6.84;6.84
0;-p;002;3;H;77;7904.66;40.68;57;83.44;117.23;315.04
0;-p;002;3;J;77;92809.22;15.76;83.88;1017.43;1768.69;3635.46
0;-p;002;3;L;77;192106.14;404.88;1858.15;2529.56;3242.69;4671.4
0;-p;002;3;M;76;1224.44;6.32;9.04;14.62;20.12;33.96
0;-p;002;3;N;77;13455.44;50.96;83;126;221.36;527.64
0;-p;002;3;P;1;18.88;18.88;18.88;18.88;18.88;18.88
0;-p;002;3;R;45;1047.85;0.24;1.72;7.6;18.36;115.08
0;-p;002;3;S;10;72.52;0.28;1.32;6.7;12.44;16.56
0;-p;002;3;V;48;11970.12;1.76;3.48;10.72;50.94;2687.27
0;-p;002;4;A;108;14394.12;12.84;45.56;83.32;141.08;389.24
0;-p;002;4;B;108;247496.4;366.83;812.19;1471.92;2641.34;6648.6
0;-p;002;4;C;107;25668.24;2.52;13.2;44.56;150.4;959.24
0;-p;002;4;D;50;227.28;1.68;1.68;3.34;5;10.04
0;-p;002;4;G;8;413.24;2.28;5.2;11.6;34.3;308.76
0;-p;002;4;H;108;19483.94;57.72;81.65;113.38;184.75;419.52
0;-p;002;4;J;108;493213.88;121.4;1064.34;2123.68;5994.24;15023.5
0;-p;002;4;L;108;305519.19;1284.34;2044.77;2551.88;3309.78;5635.15
0;-p;002;4;M;106;3420.28;9.48;14.48;19;27.8;69.64
0;-p;002;4;N;108;51813.13;82.28;129.6;253.24;503.62;1977.17
0;-p;002;4;P;10;232.36;0.44;3.12;7.94;37.76;94.48
0;-p;002;4;R;83;5749.92;0.32;1.72;6;25.09;224.89
0;-p;002;4;S;25;223.48;0.28;3.28;6.76;12.44;20.72
0;-p;002;4;V;86;8437.21;3.48;9.72;42.92;84.6;218.96
0;-p;003;1;A;282;47017.85;31.72;99.48;145.26;210.44;373.92
0;-p;003;1;B;285;148735.22;77.12;190.2;391.4;792.24;1233.84
0;-p;003;1;C;249;2386.72;0.28;1.12;2.08;5.2;17.28
0;-p;003;1;D;29;135.32;1.56;2.16;3.24;4.52;14.64
0;-p;003;1;G;22;70.44;0.16;1;2.32;4.32;5.72
0;-p;003;1;H;251;7809.65;2.12;2.8;9.2;18.8;73.48
0;-p;003;1;J;284;437085.88;62.78;452.53;823.02;1755.21;6621.04
0;-p;003;1;L;284;1172717.17;289.63;1760.21;2422.28;5811.52;11589.48
0;-p;003;1;M;117;906.4;0.08;0.28;0.44;0.76;72.52
0;-p;003;1;N;244;5677.48;0.44;4.98;13.4;30.62;75.16
0;-p;003;1;P;47;1280.48;0.6;18.88;18.88;37.8;56.68
