vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;35;10;16;19;41;111
0;002;38;6;21;27;43;94
0;003;26;5;18;23;31;53
0;004;61;12;31;51;79;149
0;005;32;5;15;22;36;91
0;020;22;2;7;13;27;63
0;021;18;3;7;11;21;58
0;022;16;2;5;9;18;50
0;023;13;2;3;6;12;51
0;024;9;2;4;5;8;28
0;025;3;1;1;2;3;8
0;026;14;1;2;4;15;53
0;040;11;1;2;5;13;47
0;041;14;2;4;9;17;42
0;042;19;2;7;13;23;55
0;043;7;1;3;5;8;20
0;044;16;1;2;9;20;57
0;045;19;2;7;11;22;64
0;046;13;1;4;8;14;42
0;047;9;2;4;7;11;26
0;048;8;1;3;5;10;22
0;049;16;2;7;11;18;47
0;050;13;1;4;8;15;42
0;051;5;2;3;4;5;11
0;052;9;1;2;5;10;32
0;053;6;1;1;3;6;20
0;054;4;1;1;2;5;11
0;055;12;1;3;8;16;37
0;056;6;1;2;3;7;22
0;057;2;1;1;1;2;6
0;058;4;1;1;1;2;16
0;070;4;1;2;3;5;11
0;071;3;1;2;2;3;6
0;072;2;1;1;2;2;6
0;073;2;1;1;2;2;3
0;080;6;2;3;5;7;15
0;081;6;1;2;4;7;14
0;082;7;1;3;5;9;22
0;090;21;1;3;16;25;74
0;091;9;2;3;4;10;29
0;092;3;1;2;2;3;6
0;093;2;1;2;2;3;4
0;094;4;1;1;2;3;11
0;095;3;1;2;2;4;6
0;096;3;1;2;3;4;6
0;097;2;1;1;2;2;4
0;098;2;1;1;2;3;5
0;110;9;1;2;4;10;36
0;111;6;1;2;4;8;17
0;112;4;1;2;3;5;9
0;113;4;1;2;3;4;9
0;114;4;1;1;3;5;13
0;115;3;1;1;1;3;8
0;120;15;6;9;12;16;33
0;121;13;2;4;9;17;39
0;122;17;2;3;10;21;65
0;130;24;5;12;19;30;60
0;131;9;1;3;8;13;20
0;132;9;1;4;7;11;21
0;133;12;1;3;9;15;33
0;134;12;2;7;10;15;31
0;135;11;1;3;6;13;34
0;136;10;1;3;6;13;32
0;137;16;2;8;13;20;41
0;138;6;2;4;5;8;14
0;139;10;2;5;7;12;28
0;140;12;2;6;10;15;32
0;141;5;1;3;4;7;12
0;142;10;1;4;7;13;28
0;143;9;1;4;6;10;24
0;144;7;1;2;4;8;21
0;160;15;6;8;11;17;36
0;161;10;2;3;5;14;34
0;162;25;9;13;20;31;62
0;163;16;8;10;12;17;37
0;164;44;44;44;44;44;44
0;165;18;8;11;14;20;41
0;166;13;7;9;10;13;24
0;167;8;2;2;3;10;24
0;168;14;2;6;10;15;39
0;169;16;3;9;12;19;43
0;170;17;3;7;13;20;40
0;171;8;2;3;5;9;23
0;172;46;8;19;33;57;141
0;173;9;1;2;5;10;31
0;174;7;1;2;5;8;16
0;175;3;1;2;2;3;10
0;176;4;1;2;2;4;12
0;177;6;1;2;3;6;17
0;178;16;2;5;11;22;50
0;179;2;1;1;2;2;4
0;180;19;1;4;11;24;63
0;190;9;1;3;6;11;26
0;191;5;1;2;3;6;17
0;192;3;1;2;2;3;8
0;193;26;3;9;22;38;59
0;194;14;2;6;10;16;36
0;195;11;2;6;8;13;27
0;196;4;1;1;1;4;17
0;197;8;1;2;4;9;27
0;198;6;1;2;4;7;17
0;199;7;1;3;5;9;17
0;200;9;1;2;5;11;27
0;201;6;1;2;4;8;19
0;202;5;1;2;3;6;14
0;203;3;1;1;2;4;10
0;204;6;1;1;3;7;17
0;205;10;1;3;6;11;29
0;206;9;1;2;5;10;30
0;207;7;1;2;4;8;21
0;220;13;2;4;7;15;42
0;221;18;6;9;13;20;47
0;222;8;1;3;4;8;26
0;223;11;2;5;8;13;27
0;224;10;2;3;7;12;28
0;225;4;2;2;3;5;9
0;226;3;1;2;2;4;9
0;227;5;1;2;3;6;12
0;228;3;1;2;2;3;6
0;229;13;1;3;8;15;43
0;240;10;1;3;5;11;31
0;241;8;1;3;5;9;22
0;242;7;1;3;5;9;22
0;243;5;1;2;3;6;17
0;244;7;1;3;6;9;17
0;245;8;1;3;6;10;22
0;246;11;1;4;8;14;31
0;247;7;1;3;5;9;22
0;248;11;2;5;8;13;28
0;249;4;1;2;3;5;11
0;250;6;1;2;3;7;18
0;260;17;2;8;12;20;49
0;261;17;2;7;13;22;46
0;262;13;3;6;9;15;34
0;263;5;2;3;3;5;12
0;264;13;1;3;8;16;47
0;280;13;1;5;9;16;37
0;281;10;1;3;7;14;31
0;282;9;2;4;7;11;24
0;283;8;1;2;5;10;25
0;284;8;1;3;6;10;21
0;300;40;9;15;25;54;119
0;301;24;7;12;17;28;65
0;302;13;6;8;10;14;31
0;303;13;5;8;10;14;29
0;304;10;4;6;8;10;23
0;305;41;6;15;29;57;126
0;306;13;2;5;7;12;44
0;307;7;1;2;4;7;19
0;308;24;5;10;16;28;72
0;309;17;2;4;8;19;61
0;310;7;2;4;5;7;17
0;311;7;1;1;2;5;26
0;312;22;1;3;12;30;72
0;313;5;1;2;3;5;16
0;314;4;1;2;3;4;9
0;315;4;1;2;2;4;12
0;316;2;1;1;2;2;5
0;317;4;1;2;2;3;10
0;318;4;1;2;2;3;11
0;319;4;1;2;2;3;12
0;320;7;1;2;3;7;28
0;340;15;1;3;9;20;51
0;341;20;2;6;13;26;55
0;342;7;1;1;2;5;32
0;343;16;2;6;12;21;44
0;344;16;2;7;12;21;45
0;345;14;2;6;10;18;42
0;346;9;1;3;5;11;27
0;347;8;1;2;5;9;25
0;348;10;1;3;6;12;29
0;349;8;1;2;4;9;28
0;350;8;1;2;5;9;28
0;351;8;1;2;4;9;28
0;360;29;2;7;18;36;93
0;361;6;1;2;3;7;23
0;362;7;2;5;6;8;14
0;363;4;1;2;3;4;8
0;364;5;1;2;2;4;16
0;380;21;2;8;15;26;58
0;381;10;2;5;7;12;26
0;382;11;1;3;5;13;38
0;383;8;1;3;6;10;24
0;384;7;1;1;2;8;26
0;385;6;1;2;4;7;18
0;400;30;3;11;22;34;87
0;401;11;3;6;8;11;28
0;402;18;2;4;6;22;66
0;403;5;2;3;4;5;9
0;404;4;1;3;3;4;7
0;405;11;2;3;4;11;39
0;420;9;1;4;6;10;23
