vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;3;67077;18638.04;18638.04;19395.52;29043.5;29043.5
0;001;2;52;1021075;10018.93;18836.55;19480.62;20172.43;28146.55
0;001;3;93;1907933;17525.1;19402.67;20123.89;21609.89;26344.06
0;001;4;129;4127404;19177.38;22650.68;26977.82;38715.27;58330.48
0;002;1;1;19360;19359.67;19359.67;19359.67;19359.67;19359.67
0;002;2;3;55954;17834.11;17834.11;18746.82;19373.39;19373.39
0;002;3;69;1337107;15100.72;17305.56;18637.1;20474.62;30300.62
0;002;4;106;3021992;17473.64;19941.14;23181.58;32218.45;52993.74
0;003;1;271;2244793;946.85;3201.75;3493.83;10475.69;32605.04
0;003;2;392;3284877;403.41;3296.28;3673.44;10180.09;31159.04
0;003;3;149;1668206;1590.57;3783.02;7694.9;14120.16;33293.58
0;003;4;95;2313109;7554.07;12556.43;20350.61;31339.98;53367.5
0;004;1;11;59979;29.77;29.77;1028.04;10977.89;19766.77
0;004;2;35;339758;1411.15;4713.64;7267.04;13856.15;28987.63
0;004;3;224;2741591;2003.52;6883.52;11211.08;15820.21;26661.45
0;004;4;1145;22896473;3875.22;11806.47;17577.81;25685.78;42777.95
0;005;1;2;14174;4945.91;4945.91;7087.2;9228.5;9228.5
0;005;2;10;109520;5594.14;7949.55;9931.05;14040.57;20502.79
0;005;3;61;733967;4538.54;7667.3;11774.96;15421.13;22165.16
0;005;4;264;4001010;5122.26;9692.91;13722.54;19344.51;31432.04
0;006;2;3;66782;19210.76;19210.76;23170.71;24400.04;24400.04
0;006;3;12;254615;16843.09;19085.94;19997.79;24196.24;27085.53
0;006;4;1;31801;31800.74;31800.74;31800.74;31800.74;31800.74
0;020;1;198;526211;645.62;1815.08;2391.54;3083.82;5404.58
0;020;2;105;398082;598.76;2167.96;3390.09;5116.63;7681.61
0;020;3;258;1182512;1514.05;2940.46;4080.23;5519.05;9364.52
0;020;4;179;1804378;3227.66;5873.79;9111.33;13153.85;19863.09
0;021;1;1056;4062692;634.52;2748.52;4146.72;4914.65;6013.13
0;021;2;1706;7643506;1524.19;3976.43;4442.44;5187.15;7008.45
0;021;3;1205;6977943;2199.07;4340.36;5180.65;6486.37;11261.88
0;021;4;694;6649171;2687.6;5310.52;7865.96;12470.01;21283.33
0;022;1;267;513877;815.16;1686.89;1799.21;1959.29;3050.33
0;022;2;222;487027;637.67;1713.63;1928.95;2451.34;4222.99
0;022;3;84;297122;892.82;1918.3;2685.46;4188.2;8874.76
