vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;2;15;9;12;15;18;22
0;001;3;20.4;9;14;17;20;31
0;001;4;40.8;10;19;26;44;126
0;002;2;25.5;20;20.5;24;30.5;34
0;002;3;26.7;16;18.5;23;28;58
0;002;4;47.4;18;25;36;51;128
0;003;1;10.5;1;2;4;20;30
0;003;2;14.2;1;3;15.5;24;32
0;003;3;24.4;15;19;23;28;41.5
0;003;4;33.1;16;22;27;37;75
0;004;1;12.1;1;4;9;16;32
0;004;2;15.2;3;9;12;18;40
0;004;3;39.9;3;18;35;49;102
0;004;4;66.9;18;37;56;85;155
0;005;1;13.5;6;9;12;17;25
0;005;2;18.6;5;11;16;22;38
0;005;3;29.9;7;15;23.5;37.5;76
0;005;4;44.6;11;22;35.5;58;116
0;020;1;7.7;1;4;7;10;16
0;020;2;17.2;3;8;12;18;54
0;020;3;18.7;1;3;13;23.5;57
0;020;4;33.7;3;11;24;45;96
0;021;1;9.9;3;6;8;11;23
0;021;2;11.3;3;5;8;13;31
0;021;3;21.7;3;9;15;25;68
0;021;4;39.4;5;14;29;54;107
0;022;1;7;2;4;6;8;14.5
0;022;2;11.3;3;5;8;12;30
0;022;3;27.1;4;9;18;35;66
0;022;4;31.9;2;7;17;39.5;110
0;023;1;4.5;1;2;3;5;11
0;023;2;9.8;2;4;8;12;26
0;023;3;29.3;5;11;17;30;103
0;023;4;43.8;5;18;28;62;109
0;024;1;4.3;2;3;4;5;8
0;024;2;5.7;2;3;4;6;13
0;024;3;19.1;3;5;11;23;61
0;024;4;48.8;4;15.5;30.5;63.5;154
0;025;1;2.5;1;1;2;2;6
0;025;2;3.5;1;2;2;4;10
0;025;3;14.4;1;2;4;22;54
0;025;4;85.8;4;9;53;69;294
0;026;1;4.5;1;2;2;4;15
0;026;2;10.4;2;3;6;12;35
0;026;3;27.8;3;12;19;33;83
0;026;4;54.1;6;22;43;78;122
0;040;1;4;1;1;2;5;11
0;040;2;8.7;1;2;5;9;34
0;040;3;17.6;1;5;9;17;74
0;040;4;30.5;3;8;24;41;97
0;041;1;6.4;1;2;4;7;20
0;041;2;10.8;2;4;7;13;35
0;041;3;18.5;2;7;14;23;50
0;041;4;24.1;3;11;19;31;61
0;042;1;10.8;1;2;6;12;37
0;042;2;17.7;2;7;12;21;52
0;042;3;25;4;12;19;31;65
0;042;4;36.7;6;17;28;50;97
0;043;1;4.1;1;2;3;5;9
0;043;2;8.8;2;4;5;9;29
0;043;3;16.4;1;5;10.5;17;51
0;043;4;21.4;2;8;17;26;58
0;044;1;7;1;1;4;9;22
0;044;2;14.3;1;3;9;18;47
0;044;3;15;1;1;8;19;52
0;044;4;34.2;1;9;22;44;120
0;045;1;6.8;1;3;6;8;15
