vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1037721;1138.43;2108.85;3437.33;8332.19;20073.07
0;002;738838;1680.45;3703.26;6651.17;8354.19;15187.75
0;003;5007858;1193.4;4305.51;6938.73;11192.16;27659.64
0;004;12719869;640.64;2669.17;5122.95;8576.66;17087.29
0;005;778148;142.73;506.03;916.04;2001.43;5928.38
0;020;728017;73.47;199.5;467.6;1325.97;4901.93
0;021;4088257;74.12;285.7;545.77;1075.98;3947.18
0;022;409367;31.54;77.41;133.28;415.45;2968.37
0;023;478455;13.52;70.41;138.3;368.69;1742.21
0;024;1113837;64.45;112.22;168.51;256.55;703.78
0;025;210100;1.8;13.15;36.98;61.34;156.3
0;026;633086;3.91;63.11;124.87;286.27;1844.02
0;040;183739;0;10.6;60.98;250.85;1386.65
0;041;1353394;11.15;99.47;215.66;511.58;1903.47
0;042;1451992;0;13.12;56.92;150.35;671.94
0;043;549248;0;12.66;197.75;357.85;613.58
0;044;1239837;3.57;34.39;133.27;433.76;1733.6
0;045;2638869;12.08;65.94;143.26;332.17;1328.15
0;046;2700337;6.63;47.62;109.03;247.37;1176.02
0;047;967051;2.21;20.86;58;122.51;374.55
0;048;952834;0;8.71;33.09;96.41;532.64
0;049;1444064;0;124.34;565.4;1944.33;7437.2
0;050;411057;0;34.45;184.57;670.16;2617.07
0;051;161207;0;15.34;57.32;138.68;647.56
0;052;523801;0;8.39;52.66;194.01;1197.32
0;053;1507602;0;4.19;23.23;83.6;418.8
0;054;199490;0;4.51;17.04;52.66;147.5
0;055;401312;0;20.61;77.46;230.65;1148.05
0;056;125711;0;1.01;18.96;81.48;415.54
0;057;193674;0;0;1.7;10.35;59.21
0;058;1033198;0;0;0;14.46;243.65
0;070;74213;25.41;55.58;84.43;145.97;371.2
0;071;430492;10.69;36.89;60.25;87.69;181.77
0;072;212400;3.6;28.4;50.01;72.35;168.1
0;073;702588;7.31;16.84;34.73;73.98;196.28
0;080;64392;9.57;34.64;80.32;199.55;904.54
0;081;75452;0;13.39;70.12;194.99;415.41
0;082;365554;0;8.63;33.8;129.8;643.53
0;090;286644;32.75;100.52;408.84;850.82;3142.73
0;091;232987;60.68;143.84;216.52;358.07;1763.79
0;092;540265;49.92;89;133.29;212.05;403.12
0;093;871173;35.71;59.8;82.48;115.3;226.96
0;094;293482;23.67;46.9;69.02;110.86;331.94
0;095;40972;28.43;57.09;77.17;111.47;205.62
0;096;95595;32.22;55.59;78.3;113.19;207.95
