vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;1;2;2;2;2;2;2
0;001;1;B-107b;1;69;69;69;69;69;69
0;001;1;B-110;1;9;9;9;9;9;9
0;001;1;B-112ap;1;26;26;26;26;26;26
0;001;1;B-116p;1;3;3;3;3;3;3
0;001;1;B-131;1;2;2;2;2;2;2
0;001;1;B-134o;1;13;13;13;13;13;13
0;001;1;B-134p;1;6;6;6;6;6;6
0;001;2;B-106;3;55;3;3;4;47;47
0;001;2;B-107a;16;285;3;12;15;20;58
0;001;2;B-107b;2;23;7;7;11;16;16
0;001;2;B-108b;4;1542;40;48;246;723;1011
0;001;2;B-109;9;1593;37;157;167;202;325
0;001;2;B-110;3;33;2;2;4;26;26
0;001;2;B-111;5;328;14;17;69;105;124
0;001;2;B-112ap;15;906;8;36;40;92;146
0;001;2;B-112b;1;18;18;18;18;18;18
0;001;2;B-116p;19;731;3;5;13;68;135
0;001;2;B-121;1;7;7;7;7;7;7
0;001;2;B-124p;8;1881;99;153;212;340;374
0;001;2;B-125o;3;115;3;3;3;108;108
0;001;2;B-125p;1;182;182;182;182;182;182
0;001;2;B-131;10;45;0;1;1;2;34
0;001;2;B-132;2;21;0;0;10;21;21
0;001;2;B-134o;15;433;3;5;8;30;150
0;001;2;B-134p;18;1007;6;6;22;73;260
0;001;3;B-106;2;98;37;37;49;61;61
0;001;3;B-107a;27;501;9;11;15;22;46
0;001;3;B-107b;3;13;2;2;5;6;6
0;001;3;B-108b;7;3940;264;377;485;575;1328
0;001;3;B-109;3;473;89;89;93;291;291
0;001;3;B-110;8;41;2;2;2;7;17
0;001;3;B-111;10;278;5;14;25;43;52
0;001;3;B-112ap;28;1445;26;34;44;58;103
0;001;3;B-112b;2;328;93;93;164;235;235
0;001;3;B-114;7;2788;28;115;253;529;1381
0;001;3;B-115;2;122;17;17;61;104;104
0;001;3;B-116p;22;526;5;10;13;26;68
0;001;3;B-119b;1;9;9;9;9;9;9
0;001;3;B-121;3;54;14;14;20;20;20
0;001;3;B-124p;8;2862;22;87;210;565;1115
0;001;3;B-125o;7;160;11;14;17;35;42
0;001;3;B-125p;2;243;30;30;121;212;212
0;001;3;B-127;1;1;1;1;1;1;1
0;001;3;B-131;26;38;0;1;1;2;2
0;001;3;B-132;3;40;3;3;5;33;33
0;001;3;B-134o;29;1443;5;10;34;71;180
0;001;3;B-134p;29;1878;6;12;17;61;216
0;001;4;B-105;1;58;58;58;58;58;58
0;001;4;B-106;13;2291;3;12;84;194;706
0;001;4;B-107a;71;1798;2;12;17;29;83
0;001;4;B-107b;31;1335;3;6;17;69;171
0;001;4;B-108b;47;26863;83;277;456;753;1480
0;001;4;B-109;25;7126;37;93;167;209;1177
0;001;4;B-110;31;495;2;2;5;18;36
0;001;4;B-111;36;1322;5;10;33;50;100
0;001;4;B-112ap;62;5391;8;35;70;121;223
0;001;4;B-112b;32;21418;81;179;307;615;2981
0;001;4;B-112c;13;4290;24;47;236;448;1060
0;001;4;B-114;44;43003;107;400;854;1404;2495
0;001;4;B-115;2;766;279;279;383;488;488
0;001;4;B-116o;1;11;11;11;11;11;11
0;001;4;B-116p;82;5147;3;10;23;65;250
0;001;4;B-118;4;2802;5;202;511;1199;1776
0;001;4;B-119a;13;1140;8;15;31;77;540
0;001;4;B-119b;8;167;8;8;14;21;72
0;001;4;B-120;3;66;8;8;9;49;49
0;001;4;B-121;20;5502;7;14;82;354;1241
0;001;4;B-123;2;13;4;4;7;9;9
0;001;4;B-124p;81;33528;22;109;271;513;1364
0;001;4;B-125o;43;1409;3;9;17;37;94
0;001;4;B-125p;31;10245;20;52;128;356;1620
0;001;4;B-126b;6;16;1;1;1;4;7
0;001;4;B-127;6;11;0;0;1;3;5
0;001;4;B-131;58;386;0;1;2;3;69
0;001;4;B-132;31;2010;4;6;28;87;284
0;001;4;B-134o;92;14769;5;10;30;85;350
0;001;4;B-134p;112;153134;6;22;40;147;7352
0;001;4;B-259;3;5266;1185;1185;1975;2106;2106
0;002;1;B-106;1;327;327;327;327;327;327
0;002;1;B-111;1;296;296;296;296;296;296
0;002;1;B-112c;1;1178;1178;1178;1178;1178;1178
0;002;1;B-124p;1;481;481;481;481;481;481
0;002;1;B-131;1;2;2;2;2;2;2
0;002;1;B-134p;1;115;115;115;115;115;115
0;002;2;B-106;1;428;428;428;428;428;428
0;002;2;B-107a;1;7;7;7;7;7;7
0;002;2;B-107b;2;45;21;21;22;24;24
0;002;2;B-109;1;471;471;471;471;471;471
0;002;2;B-110;11;179;4;7;17;22;37
0;002;2;B-111;2;75;16;16;38;59;59
0;002;2;B-112b;1;1556;1556;1556;1556;1556;1556
0;002;2;B-116p;3;58;13;13;15;30;30
0;002;2;B-119a;1;23;23;23;23;23;23
0;002;2;B-120;4;64;2;2;3;30;55
0;002;2;B-121;2;27;14;14;14;14;14
0;002;2;B-124p;1;22;22;22;22;22;22
0;002;2;B-131;6;32;2;2;3;4;19
0;002;2;B-134o;8;1423;3;8;22;47;1264
0;002;2;B-134p;2;346;127;127;173;219;219
0;002;3;B-106;1;122;122;122;122;122;122
0;002;3;B-107b;4;39;2;2;5;17;27
0;002;3;B-108b;2;515;139;139;258;377;377
0;002;3;B-110;16;337;3;13;18;28;54
0;002;3;B-111;6;440;16;24;45;95;214
