vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;1;B-107b;1;6.6;6.6;6.6;6.6;6.6;6.6
0;001;1;B-110;1;0.8;0.8;0.8;0.8;0.8;0.8
0;001;1;B-112ap;1;2;2;2;2;2;2
0;001;1;B-116p;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;1;B-131;1;8.5;8.5;8.5;8.5;8.5;8.5
0;001;1;B-134o;1;37.5;37.5;37.5;37.5;37.5;37.5
0;001;1;B-134p;1;1;1;1;1;1;1
0;001;2;B-106;3;5.5;0.3;0.3;1;4.3;4.3
0;001;2;B-107a;16;45.1;0.5;2.3;2.6;3.4;6
0;001;2;B-107b;2;12.9;5.7;5.7;6.4;7.1;7.1
0;001;2;B-108b;4;22.6;0.6;0.9;3.7;10.4;14.6
0;001;2;B-109;9;29.5;1;3;3;3.5;5.5
0;001;2;B-110;3;3.6;0.4;0.4;0.8;2.4;2.4
0;001;2;B-111;5;29.3;1;1.3;7.3;9;10.7
0;001;2;B-112ap;15;51.7;0.3;2.3;3;5;6.3
0;001;2;B-112b;1;0.4;0.4;0.4;0.4;0.4;0.4
0;001;2;B-116p;19;94.8;0.3;0.7;1.7;9;17.3
0;001;2;B-121;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;2;B-124p;8;47;4;4;5.5;7;10
0;001;2;B-125o;3;33;1;1;1;31;31
0;001;2;B-125p;1;6;6;6;6;6;6
0;001;2;B-131;10;63;1;3;5;8;18
0;001;2;B-132;2;2.7;0.7;0.7;1.3;2;2
0;001;2;B-134o;15;192.5;1;2;11;22.5;30
0;001;2;B-134p;18;81;1;1;2;6;19
0;001;3;B-106;2;8.5;3;3;4.3;5.5;5.5
0;001;3;B-107a;27;103.7;1.7;2.3;3.1;4.8;8.5
0;001;3;B-107b;3;2.9;0.6;0.6;0.6;1.7;1.7
0;001;3;B-108b;7;61.4;5.4;5.4;7.4;10;19.1
0;001;3;B-109;3;9.5;2;2;2.5;5;5
0;001;3;B-110;8;5.6;0.4;0.4;0.4;1;1.6
0;001;3;B-111;10;18.7;0.3;1;1.7;2.7;3.7
0;001;3;B-112ap;28;113.3;2;2.7;3.3;5;8
0;001;3;B-112b;2;5.2;1.6;1.6;2.6;3.6;3.6
0;001;3;B-114;7;39;0.3;1.7;3.3;7.7;20
