vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;826;313.01;313.01;412.75;512.49;512.49
0;001;2;34;19909;283.51;446.04;592.7;669.77;1014.19
0;001;3;91;84078;507.03;681.36;828.82;1079.28;1587.96
0;001;4;116;288181;727.82;1203.05;1852.73;3384.69;5982.68
0;002;2;8;7056;641.32;681.25;764.18;1050.52;1422.97
0;002;3;66;72377;680.11;838.33;1049.8;1215.14;1736.25
0;002;4;91;236951;860.07;1260.33;1914.09;3041.52;6738.75
0;003;1;323;142175;24.79;220.43;384.65;606.07;990
0;003;2;389;262782;217.35;404.01;590.61;838.88;1392.01
0;003;3;82;86016;390.23;659.53;868.69;1231.79;2212.08
0;003;4;72;152034;699.9;1054.87;1516.83;2699.48;5801.89
0;004;1;1;492;492.47;492.47;492.47;492.47;492.47
0;004;2;19;10348;0;42.98;520.59;962.48;1503.69
0;004;3;118;116654;111.99;517.9;887.21;1420.34;2151.29
0;004;4;950;1957254;357.96;1120.88;1743.71;2632.01;4788.5
0;005;1;2;1088;416.68;416.68;544.05;671.42;671.42
0;005;2;19;16307;90.29;455.01;759.19;1196.18;2354.8
0;005;3;154;157741;272.68;582.04;975.23;1324.94;2044.78
0;005;4;503;866311;459.77;984.22;1415.89;2289.06;3886.53
0;006;3;4;3808;588.9;741.05;930;1162.73;1358.67
0;006;4;5;11219;1081.05;2043.88;2181.04;2535.73;3377.66
0;020;1;281;22411;0;32.03;62.49;106.37;241.71
0;020;2;107;14243;6.03;37.77;101.39;197.87;314.66
0;020;3;288;76462;34.02;104.66;196.07;356.84;761.93
0;020;4;167;108266;159.27;334.59;538.6;845.9;1574.91
0;021;1;1228;82195;3.22;28.9;53.61;87.52;158.95
0;021;2;1418;153613;17.96;51.2;84.5;129.68;278.15
0;021;3;849;204784;43.38;92.39;154.27;283.41;713.42
0;021;4;451;308829;90.12;249.86;513.24;932.12;1957.65
0;022;1;261;5668;0;3.22;12.29;24.08;73.19
0;022;2;320;20273;0;10.83;23.67;67.18;250.25
0;022;3;211;60653;13.27;67.8;169.85;408.91;903.73
0;022;4;137;116697;113.61;346.38;678.14;1265.86;2239.24
0;023;1;925;10063;0;0;3.22;11.43;46.23
0;023;2;520;18177;0;3.22;16.77;42.68;135.26
0;023;3;218;36090;8.62;61.2;106.77;230.2;494.28
0;023;4;47;33514;172.55;267.12;559.69;895.27;1955.87
0;024;1;1759;79465;0;20.78;38.32;63.06;104.22
0;024;2;1771;113555;7.84;29.13;52;81.25;147.85
0;024;3;780;98236;16.79;49.96;85.38;143.17;387.95
0;024;4;128;67688;58.56;178.61;357.2;683.72;1600.98
0;026;1;2168;14110;0;0;0;6.41;30.49
0;026;2;800;16562;0;0;6.42;21.31;81.62
0;026;3;294;30829;0;15.77;60.77;124.86;400.53
0;026;4;43;23965;63.2;115.13;403.04;653.65;1275.25
0;040;1;113;4212;0;0;17.33;70.89;127.94
0;040;2;189;9825;0;14.95;38.9;73.2;136.18
0;040;3;106;12255;4.66;35.37;92.94;142.25;333.09
0;040;4;23;10543;65.9;129.9;252.61;509.21;1140.2
0;041;1;322;8543;0;4.82;16.56;34.15;94.46
0;041;2;1031;36809;0;10.11;24.95;48.02;108.5
0;041;3;1248;79712;0;19.39;42.35;81.33;188.35
0;041;4;136;20684;9.62;36.93;98.16;184.11;571.65
0;042;1;1842;49878;0;3.22;18.75;39.1;90.17
0;042;2;6202;282792;0;18.81;37.09;60.52;119.11
0;042;3;3288;275896;9.54;41.01;67.29;107.97;209.52
0;042;4;322;72705;25.55;76.58;126.46;230.42;687.73
0;043;1;1876;57670;0;0;13.78;46.19;113.53
0;043;2;888;38924;0;9.58;28.26;62.41;138.39
0;043;3;148;15023;2.01;34.05;75.72;143.61;229.3
0;043;4;13;3461;37;115.27;211.69;392.75;658.5
0;044;1;477;17389;0;6.62;23.83;50.47;120.77
0;044;2;982;54493;0;13.23;35.13;73.34;187.32
0;044;3;1445;133571;0;18.66;50.06;118.69;317.57
0;044;4;295;87336;4.9;76.65;197.36;411.61;1071.88
0;045;1;1329;41148;0;10.44;25.53;42.71;82.39
0;045;2;8006;389366;1.2;20.15;37.2;62.8;133.38
0;045;3;4970;483456;10.26;39.66;69.83;121.79;277.92
0;045;4;989;258672;25.55;86.24;172.3;340.83;765.75
0;046;1;180;4053;0;3.6;17.81;32.88;68.73
0;046;2;543;21296;0;16.48;32.4;51.33;101.14
0;046;3;324;23506;1.6;29.52;55.79;96.32;203.04
0;046;4;25;4055;31.2;68.43;127.35;249.45;393.13
0;047;1;1987;50619;0;8.02;22.15;35.94;65.94
0;047;2;4096;148498;0;15.51;30.52;48.16;91.94
0;047;3;1094;76356;7.29;32.62;55.19;87.88;171.98
0;047;4;82;22915;51.98;88.53;179.34;343.89;775.41
0;048;1;1616;46993;0;2.76;18.78;41.21;101.87
