vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;0;1;0;0;0;0;0;0
0;001;1;1;3;1936;364.42;364.42;421.42;1150.23;1150.23
0;001;2;0;2;0;0;0;0;0;0
0;001;2;1;14;18548;104.12;391.68;640.81;1068.46;8164.52
0;001;2;3;1;37;36.81;36.81;36.81;36.81;36.81
0;001;3;0;7;0;0;0;0;0;0
0;001;3;1;28;30301;195.84;425.13;738.72;1351.02;2855.74
0;001;3;3;1;49;49.21;49.21;49.21;49.21;49.21
0;001;4;0;9;0;0;0;0;0;0
0;001;4;1;142;499204;183.44;783.36;2172.76;4655.51;12885.33
0;001;4;3;16;702;29.38;36.81;36.81;52.12;86.02
0;002;2;1;4;4972;275.16;366.88;471;2118.87;3754.34
0;002;2;3;2;74;36.81;36.81;36.81;36.81;36.81
0;002;3;0;6;0;0;0;0;0;0
0;002;3;1;20;14828;169.81;358.2;603;755.46;2158.5
0;002;3;3;8;447;36.81;36.81;36.81;64.32;134.48
0;002;4;0;4;0;0;0;0;0;0
0;002;4;1;96;225465;104.12;379.28;995.29;2119.48;8935.14
0;002;4;3;36;2522;36.81;36.81;73.62;73.62;134.48
0;003;1;0;15;0;0;0;0;0;0
0;003;1;1;44;58594;183.44;424.5;910.37;1768.7;4616.99
0;003;1;3;5;184;36.81;36.81;36.81;36.81;36.81
0;003;1;4;3;1735;297.47;297.47;322.26;1115.53;1115.53
0;003;2;0;15;0;0;0;0;0;0
0;003;2;1;75;136862;255.32;555.28;1145.2;2042.64;6643.49
0;003;2;3;5;196;36.81;36.81;36.81;36.81;49.21
0;003;3;0;17;0;0;0;0;0;0
0;003;3;1;180;397713;327.22;749.86;1377.03;2768.33;7240.78
0;003;3;3;5;227;24.42;36.81;36.81;36.81;91.84
0;003;4;1;261;1572724;337.12;1193.58;2197.54;6502.23;16121.31
0;003;4;3;18;981;18.22;36.81;36.81;36.81;173.16
0;004;1;0;9;0;0;0;0;0;0
0;004;1;1;5;811;66.93;133.86;133.86;200.79;275.16
0;004;1;3;1;29;29.38;29.38;29.38;29.38;29.38
0;004;2;0;40;0;0;0;0;0;0
0;004;2;1;19;19601;66.93;133.86;200.79;642.04;11372.1
0;004;2;3;5;221;36.81;36.81;36.81;36.81;73.62
0;004;3;0;120;0;0;0;0;0;0
0;004;3;1;104;54101;91.72;133.86;271.44;617.25;1769.96
0;004;3;3;10;526;29.38;36.81;36.81;73.62;110.43
0;004;3;4;1;322;322.26;322.26;322.26;322.26;322.26
0;004;4;0;325;0;0;0;0;0;0
0;004;4;1;1417;1759020;91.72;275.16;617.25;1319.99;4343.11
0;004;4;3;203;12620;36.81;36.81;36.81;73.62;159.64
0;004;4;4;24;30705;148.74;272.68;445.66;1450.17;3057.6
0;005;1;0;32;0;0;0;0;0;0
0;005;1;1;6;761;66.93;66.93;112.79;200.79;200.79
0;005;1;3;5;213;36.81;36.81;36.81;36.81;66.19
0;005;2;0;87;0;0;0;0;0;0
0;005;2;1;47;11899;66.93;133.86;200.79;317.3;550.32
0;005;2;3;17;1508;36.81;36.81;36.81;55.03;660.73
0;005;2;4;1;273;272.69;272.69;272.69;272.69;272.69
0;005;3;0;63;0;0;0;0;0;0
0;005;3;1;41;13744;66.93;133.86;275.16;366.88;708.97
0;005;3;3;17;1126;29.38;36.81;36.81;55.03;239.35
0;005;3;4;1;322;322.26;322.26;322.26;322.26;322.26
0;005;4;0;34;0;0;0;0;0;0
0;005;4;1;87;44395;66.93;158.65;304.91;676.75;1616.26
0;005;4;3;30;2170;18.22;36.81;36.81;103;173.16
0;005;4;4;1;28;27.75;27.75;27.75;27.75;27.75
0;020;1;0;106;0;0;0;0;0;0
0;020;1;1;8;1662;34.71;118.99;204.51;306.75;366.88
0;020;1;3;2;74;36.81;36.81;36.81;36.81;36.81
0;020;1;4;1;273;272.69;272.69;272.69;272.69;272.69
0;020;2;0;132;0;0;0;0;0;0
0;020;2;1;27;6083;66.93;91.72;133.86;260.3;699.04
0;020;2;3;1;37;36.81;36.81;36.81;36.81;36.81
0;020;3;0;98;0;0;0;0;0;0
0;020;3;1;59;19308;66.93;104.12;235.5;426.37;1059.74
0;020;3;3;6;497;36.81;55.03;73.62;110.43;147.24
0;020;4;0;88;0;0;0;0;0;0
0;020;4;1;114;56122;91.72;133.86;334.65;634.61;1430.28
0;020;4;3;11;570;36.81;36.81;36.81;73.62;91.84
0;020;4;4;1;1562;1561.74;1561.74;1561.74;1561.74;1561.74
0;021;1;0;1083;0;0;0;0;0;0
0;021;1;1;44;10283;66.93;91.72;133.86;301.81;855.23
0;021;1;3;62;4066;29.38;36.81;36.81;73.62;173.16
0;021;1;4;3;1686;421.42;421.42;421.42;842.84;842.84
0;021;2;0;1037;0;0;0;0;0;0
0;021;2;1;94;23619;66.93;91.72;133.86;208.24;1053.5
0;021;2;3;102;6879;29.38;36.81;36.81;73.62;209.96
0;021;2;4;16;7858;148.74;371.84;421.42;570.16;1140.32
0;021;3;0;534;0;0;0;0;0;0
0;021;3;1;139;42967;66.93;91.72;171.05;275.16;980.39
0;021;3;3;83;6885;36.81;36.81;36.81;86.02;209.97
0;021;3;4;8;4852;166.32;421.42;421.42;656.92;1685.68
0;021;4;0;331;0;0;0;0;0;0
0;021;4;1;271;128650;66.93;133.86;200.79;468.51;1519.59
0;021;4;3;80;4922;27.51;36.81;36.81;73.62;173.16
0;021;4;4;1;421;421.42;421.42;421.42;421.42;421.42
0;022;1;0;181;0;0;0;0;0;0
0;022;1;1;2;275;91.72;91.72;137.58;183.44;183.44
0;022;1;3;6;295;36.81;36.81;43.01;49.21;86.02
0;022;2;0;262;0;0;0;0;0;0
0;022;2;1;3;1211;133.86;133.86;418.92;658.16;658.16
0;022;2;3;16;748;36.81;36.81;36.81;52.12;91.84
0;022;3;0;88;0;0;0;0;0;0
0;022;3;1;18;3632;34.71;66.93;133.86;286.3;777.13
0;022;3;3;23;1450;36.81;36.81;49.21;73.62;135.23
0;022;4;0;76;0;0;0;0;0;0
0;022;4;1;21;6617;91.72;104.12;183.44;401.58;1093.17
0;022;4;3;8;307;36.81;36.81;36.81;36.81;49.21
0;023;1;0;489;0;0;0;0;0;0
0;023;1;1;4;736;133.86;133.86;133.86;234.25;334.65
0;023;1;3;9;380;36.81;36.81;36.81;36.81;73.62
0;023;1;4;20;6594;123.95;198.32;247.9;347.05;929.6
0;023;2;0;253;0;0;0;0;0;0
0;023;2;1;14;2308;91.72;133.86;133.86;158.65;342.09
0;023;2;3;19;1152;18.22;36.81;36.81;73.62;173.16
0;023;2;4;3;1215;297.47;297.47;371.84;545.38;545.38
0;023;3;0;90;0;0;0;0;0;0
0;023;3;1;30;8754;66.93;133.86;200.79;317.3;676.75
0;023;3;3;30;1318;36.81;36.81;36.81;36.81;86.02
0;023;3;4;18;9271;123.95;297.47;433.81;743.7;991.6
0;023;4;0;17;0;0;0;0;0;0
0;023;4;1;22;9179;66.93;133.86;256.57;505.7;1613.77
0;023;4;3;9;655;18.22;36.81;73.62;110.06;128.65
0;023;4;4;5;2281;247.9;297.47;297.47;322.26;1115.52
0;024;1;0;1026;0;0;0;0;0;0
0;024;1;1;24;3679;66.93;66.93;66.93;234.25;384.23
0;024;1;3;19;1221;18.22;36.81;73.62;73.62;135.23
0;024;2;0;1903;0;0;0;0;0;0
0;024;2;1;86;12315;66.93;66.93;97.92;158.65;371.84
0;024;2;3;88;4931;36.81;36.81;49.21;73.62;73.62
0;024;2;4;1;83;83.16;83.16;83.16;83.16;83.16
0;024;3;0;495;0;0;0;0;0;0
0;024;3;1;100;20779;66.93;91.72;133.86;252.85;531.72
0;024;3;3;95;5773;29.38;36.81;49.21;73.62;135.23
0;024;4;0;30;0;0;0;0;0;0
0;024;4;1;45;18374;66.93;133.86;200.79;468.51;1204.77
0;024;4;3;22;1554;36.81;36.81;55.21;86.02;147.24
0;025;1;0;2785;0;0;0;0;0;0
0;025;1;1;3;649;66.93;66.93;91.72;490.8;490.8
0;025;1;3;28;1086;18.22;36.81;36.81;36.81;55.03
0;025;1;4;2;669;297.48;297.48;334.66;371.84;371.84
0;025;2;0;214;0;0;0;0;0;0
0;025;2;1;1;67;66.93;66.93;66.93;66.93;66.93
0;025;2;3;4;130;9.55;23.18;36.81;41.58;46.36
0;025;2;4;1;421;421.42;421.42;421.42;421.42;421.42
0;025;3;0;54;0;0;0;0;0;0
0;025;3;1;3;635;133.86;133.86;133.86;366.88;366.88
0;025;3;3;6;325;36.81;36.81;43.01;73.62;91.84
0;025;3;4;1;372;371.84;371.84;371.84;371.84;371.84
0;025;4;0;7;0;0;0;0;0;0
0;025;4;1;1;92;91.72;91.72;91.72;91.72;91.72
0;025;4;3;2;74;36.81;36.81;36.81;36.81;36.81
0;026;1;0;616;0;0;0;0;0;0
0;026;1;1;4;803;66.93;100.39;200.79;301.18;334.65
0;026;1;3;35;3826;18.22;36.81;49.21;173.15;173.16
0;026;1;4;2;446;148.74;148.74;223.11;297.48;297.48
0;026;2;0;392;0;0;0;0;0;0
0;026;2;1;8;1217;66.93;74.36;125.18;237.98;275.16
0;026;2;3;58;3708;36.81;36.81;36.81;73.62;173.16
0;026;2;4;1;476;476.16;476.16;476.16;476.16;476.16
0;026;3;0;185;0;0;0;0;0;0
0;026;3;1;34;8862;66.93;133.86;183.44;275.16;907.28
0;026;3;3;69;4302;18.22;36.81;36.81;73.62;154.01
0;026;4;0;48;0;0;0;0;0;0
0;026;4;1;32;14155;66.93;171.04;330.94;501.97;1360.92
0;026;4;3;29;2274;29.38;36.81;66.19;86.02;177.86
0;026;4;4;1;248;247.89;247.89;247.89;247.89;247.89
0;040;1;0;176;0;0;0;0;0;0
0;040;1;1;4;610;91.72;112.79;158.65;192.11;200.79
0;040;1;3;18;810;18.22;36.81;36.81;36.81;128.65
0;040;2;0;186;0;0;0;0;0;0
0;040;2;1;7;1622;66.93;133.86;183.44;275.16;554.02
0;040;2;3;27;1049;36.81;36.81;36.81;36.81;73.62
0;040;2;4;1;297;297.47;297.47;297.47;297.47;297.47
0;040;3;0;97;0;0;0;0;0;0
0;040;3;1;9;1971;66.93;133.86;183.44;267.72;510.66
0;040;3;3;27;1437;36.81;36.81;36.81;73.62;110.43
0;040;4;0;26;0;0;0;0;0;0
0;040;4;1;9;5982;133.86;200.79;334.65;366.88;3634
0;040;4;3;9;998;36.81;36.81;91.84;173.15;246.78
0;041;1;0;333;0;0;0;0;0;0
0;041;1;1;7;2308;66.93;91.72;366.88;418.92;746.14
0;041;1;3;83;5319;29.38;36.81;36.81;49.21;209.97
0;041;2;0;864;0;0;0;0;0;0
0;041;2;1;34;8002;91.72;133.86;183.44;204.5;756.07
0;041;2;3;286;20482;36.81;36.81;36.81;49.21;173.16
0;041;3;0;620;0;0;0;0;0;0
0;041;3;1;56;20344;91.72;163.61;202.65;461.69;1267.97
