vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;4;20.3;1;2;5.2;8.1;8.8
0;001;1;B-110;1;0.4;0.4;0.4;0.4;0.4;0.4
0;001;1;B-112ap;4;16.7;2;3;4.2;5.3;6.3
0;001;1;B-116o;2;0.7;0.3;0.3;0.3;0.3;0.3
0;001;1;B-116p;2;1;0.3;0.3;0.5;0.7;0.7
0;001;1;B-119b;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;1;B-121;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;1;B-125o;1;4.5;4.5;4.5;4.5;4.5;4.5
0;001;1;B-131;1;0.5;0.5;0.5;0.5;0.5;0.5
0;001;1;B-134o;1;2;2;2;2;2;2
0;001;1;B-134p;3;26;8;8;8;10;10
0;001;2;B-107a;9;47.6;0.3;4;7;7.7;8
0;001;2;B-110;1;0.4;0.4;0.4;0.4;0.4;0.4
0;001;2;B-112ap;9;49.3;3.7;4.3;5;7;8
0;001;2;B-116o;5;1.7;0.3;0.3;0.3;0.3;0.3
0;001;2;B-116p;7;3;0.3;0.3;0.3;0.7;0.7
0;001;2;B-119b;2;0.7;0.3;0.3;0.3;0.3;0.3
0;001;2;B-121;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;2;B-124p;1;15;15;15;15;15;15
0;001;2;B-131;5;12;1.5;1.5;2.5;3;3.5
0;001;2;B-134o;6;23;2;2;3.7;5.3;6.3
0;001;2;B-134p;6;52;6;7;7.5;10;14
0;001;3;B-106;5;23.3;2.3;4;4.8;6;6.3
0;001;3;B-107a;14;47.5;1.5;2;2.3;3.3;9.7
0;001;3;B-108b;1;3.7;3.7;3.7;3.7;3.7;3.7
0;001;3;B-109;4;33;6;7.3;8.8;9.3;9.5
0;001;3;B-110;2;4;0.4;0.4;2;3.6;3.6
0;001;3;B-111;5;6;0.3;0.3;0.7;2;2.7
0;001;3;B-112ap;16;68;1;2.3;3;5.2;13
0;001;3;B-112b;1;4;4;4;4;4;4
0;001;3;B-114;3;47;9.3;9.3;9.7;28;28
0;001;3;B-116o;3;9.7;0.3;0.3;0.3;9;9
0;001;3;B-116p;17;83.3;0.3;1;1.3;10;18.7
0;001;3;B-119b;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-120;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-121;11;107.8;2.5;3.8;4.2;5.3;65.6
0;001;3;B-124p;3;29.8;9.3;9.3;9.5;11;11
0;001;3;B-125o;2;14.5;6.5;6.5;7.3;8;8
0;001;3;B-125p;2;13;2;2;6.5;11;11
0;001;3;B-131;13;69;0.5;2;2.5;8.5;20
0;001;3;B-132;5;16.7;0.4;0.4;1.2;2;12.7
0;001;3;B-134o;13;426;2;15;30;42.5;73
0;001;3;B-134p;17;109;1;1;6;8;19
0;001;4;B-105;10;5;0.3;0.5;0.5;0.5;0.8
0;001;4;B-106;18;70.6;0.3;0.5;4;5;9.8
0;001;4;B-107a;58;510.4;1;2;2.8;4.5;15.3
0;001;4;B-107b;8;40.9;0.6;1.3;5.1;8.1;11.1
0;001;4;B-108b;18;175.4;3.1;6.6;8.7;12.6;19.1
0;001;4;B-109;24;101;1;2.3;4.3;5.5;7.5
0;001;4;B-110;16;21.2;0.4;0.4;1;2;3.2
0;001;4;B-111;20;47;0.3;0.3;0.8;2;14.5
0;001;4;B-112ap;44;193.3;0.7;2.7;3.3;5.5;11
0;001;4;B-112b;18;124.8;0.4;2.4;5.6;8;34.8
0;001;4;B-112c;7;57;1;2;4;13;24.5
0;001;4;B-114;14;354.3;0.7;7.7;12;27;148.7
0;001;4;B-116o;6;4.5;0.3;0.3;0.3;1.5;1.7
0;001;4;B-116p;68;454.3;0.5;1;1.5;8.8;27
0;001;4;B-119a;6;20.9;0.4;0.4;3.8;4;8.5
0;001;4;B-119b;1;0.7;0.7;0.7;0.7;0.7;0.7
