vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;4;4;1480.1;179.8;287.3;398.9;452.8;502.4
0;001;2;26;26;11176.1;82;250.6;434.8;564.6;804.5
0;001;3;45;45;21237.2;3.8;122.2;309.4;495.3;1284.4
0;001;4;79;79;78402.7;95.4;209.6;454.2;1259;3487.6
0;002;1;2;2;344.2;82.2;82.2;172.1;262;262
0;002;2;7;7;3889.9;29.2;38.3;144;518.4;2931.4
0;002;3;35;33;13951.6;29.4;54.4;133.4;282;2187.1
0;002;4;61;60;113718.7;49.9;237;1035.2;2505.6;5822
0;003;1;74;61;50551.4;3.9;161.8;586.5;1052.2;3030.3
0;003;2;100;86;98185;28.5;344.1;984.2;1524.4;2818.3
0;003;3;187;187;261486.5;77.3;513.5;1100.8;1977.6;3577.7
0;003;4;184;184;488570.1;377.7;1373.6;2164.8;3289.8;6140.2
0;004;1;31;26;22679.7;13.7;80.5;365.2;1627.1;2480.2
0;004;2;88;82;98581.1;6.8;127.2;677.7;1747.4;4328.1
0;004;3;328;320;470711.9;65.7;388.4;1104.9;1985.3;4297.9
0;004;4;1322;1311;3366251.7;190.2;958.3;2005.5;3500.5;6650.9
0;005;1;110;96;27778;7.1;62.6;153.5;262.7;1222.1
0;005;2;118;106;31106.4;20.8;89.6;169.8;406.2;916.1
0;005;3;79;73;51161.1;20.1;170.8;402.1;991.1;2039.7
0;005;4;126;122;161915.1;55;245.1;708.6;1918.9;4335.3
0;020;1;152;124;7570.6;3.4;6.9;13.8;45.4;329.1
0;020;2;134;115;14127;3.5;10.4;21.6;82.8;561.1
0;020;3;147;129;30731.8;6.9;13.8;36.7;210.2;1346.3
0;020;4;176;171;123919.7;6.9;68.5;381.7;992.8;2617
0;021;1;1492;1241;52581.4;3.5;6.9;13.8;20.8;157.8
0;021;2;1050;893;90494.8;3.5;6.9;13.8;29.9;503.8
0;021;3;680;612;257786.3;6.5;12.1;33.1;299.6;2091.9
0;021;4;527;507;405963.9;6.9;56.4;311.7;999.4;3082
0;022;1;230;196;6576.8;3.5;6.9;7.4;17.6;139.2
0;022;2;263;233;32453.9;3.5;6.9;13.8;33.4;765.7
0;022;3;103;87;31606.8;3.5;13.8;41.2;268.4;1478.4
0;022;4;72;65;57044.7;6.9;115.7;456.9;1157;3506.6
0;023;1;607;457;13660.2;3.5;6.9;10.9;22.5;80.1
0;023;2;290;244;20050.5;3.5;6.9;16.4;38.6;200.5
0;023;3;188;173;34662;5.9;9.4;20.5;87.3;1449.1
0;023;4;42;41;33641.5;21.9;148.9;360.9;1042.1;2143.3
0;024;1;1410;1165;23912.8;6.8;6.9;13.8;20.8;46.4
0;024;2;1648;1430;35606;5.9;6.9;13.8;20.8;69.1
0;024;3;515;457;45926.3;6.8;10.4;20.8;51.9;462.1
0;024;4;67;66;30052.3;6.8;20.6;135.9;461;2106.3
0;025;1;3509;626;12298.4;2.5;6;6.9;16.1;78.5
0;025;2;172;72;2649.3;2.3;6.9;13.8;26.9;161
0;025;3;44;18;5402.7;1.3;6.9;20.5;323.4;1688.4
0;025;4;4;4;2299.5;344.8;356.1;487.9;793.6;978.9
0;026;1;671;232;7431.4;3.4;6.9;10.4;29.3;122.5
0;026;2;391;234;24689.8;3.5;6.9;15.6;63;564
0;026;3;196;149;67875.6;3.7;20.8;92.5;413.7;2247.8
0;026;4;65;61;53547.3;13.8;182.6;401.2;1014.9;2724.8
0;040;1;268;22;1851.1;1.9;7.1;14.2;79.5;402.1
0;040;2;237;58;6945.7;1.5;10.7;25.7;146.6;861.7
0;040;3;116;59;12007.9;3.7;20.3;56.3;213.6;1084.1
0;040;4;25;19;11560.7;2;20.5;190.3;746;3697.9
0;041;1;595;125;11149;2.1;6.9;10.4;58.4;428.7
0;041;2;976;257;41592.3;2.5;6.9;31.1;162.5;803.7
0;041;3;613;286;86545.6;2.8;12.5;110.8;321.4;1388
0;041;4;104;85;54743.9;8.6;91.9;302.8;1075.5;2161.1
0;042;1;2384;282;24499.9;2.4;8.2;21.2;70.6;289.4
