vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;36345;17800.63;17800.63;18172.44;18544.26;18544.26
0;001;2;34;596564;3163.02;17780.06;18308.13;18780.31;20097.04
0;001;3;91;1899814;17967.1;18826.48;19814.92;21505.14;28601.03
0;001;4;116;3854099;19255.29;22233.84;28359.25;37980.8;68423.66
0;002;2;8;137978;14177.3;15817.21;17102.39;18280.14;21401.21
0;002;3;66;1301731;15975.75;17560.26;18698.42;21236.91;27233.9
0;002;4;91;2691902;17841;20536.6;25198.91;34620.28;57234.87
0;003;1;323;2674110;279.79;3021.37;3394.95;10407.99;31004.95
0;003;2;389;3899234;648.76;3230.49;4088.3;11982.99;33756.33
0;003;3;82;944995;928.66;3620.93;6590.17;13980.2;35037.67
0;003;4;72;1784154;6795.68;14457.76;18793.57;35562.76;52487.91
0;004;1;1;13719;13719.43;13719.43;13719.43;13719.43;13719.43
0;004;2;19;168689;2710.51;4202.11;7002.37;13144.18;18899.67
0;004;3;118;1440297;3037.76;8218.98;10594.42;15263.03;29804.41
0;004;4;950;19034931;6180.04;12726.05;17755.68;25127.5;40427.83
0;005;1;2;11661;4640.29;4640.29;5830.34;7020.4;7020.4
0;005;2;19;154033;2424.02;4727.74;6063.12;10241.37;21776.77
0;005;3;154;1641443;2969.11;6135.34;10353.68;13471.08;21222.83
0;005;4;503;7629986;5457.71;9252.38;13180.82;18320.76;31689.59
0;006;3;4;103731;15714.14;17378.45;19888.21;34487.1;48240.56
0;006;4;5;142983;18708.89;26705.37;29999.95;31469.37;36099.86
0;020;1;281;700950;658.6;1508.37;2353.39;3134.05;5172.85
0;020;2;107;372543;724.48;2478.06;3290.14;4620.5;7043.39
0;020;3;288;1359505;1488.52;2888.73;4053.37;5872.05;9789.79
0;020;4;167;1458523;2907.88;5246.3;7597.25;10985.26;17783.38
0;021;1;1228;4776179;799.2;2773.23;4187.42;4896.39;6104.3
0;021;2;1418;6752426;1679.48;4053.17;4706.87;5444.31;7750.36
0;021;3;849;5187304;2317.08;4607;5469.37;6992.75;11724.03
0;021;4;451;4635497;3578.68;5886.55;8871.21;13099.2;21689.13
0;022;1;261;448611;448.42;1573.84;1773.03;2019.57;2636.34
0;022;2;320;750040;549.79;1690.49;1874.68;2519.21;5340.51
0;022;3;211;920040;1492.71;2325.07;3389.22;5511.66;10118.89
0;022;4;137;1236162;2020.8;5178.93;8173.08;11674.71;22193.44
0;023;1;925;908046;109.37;255.36;608.36;1538.69;3509.85
0;023;2;520;861588;141.48;330.01;1475.82;2176.37;4807.54
0;023;3;218;753383;349.24;1974.2;3017.35;4525.05;7269.53
0;023;4;47;396844;1610.87;3694.2;6952.22;10671.78;23103.9
0;024;1;1759;2982205;1084.2;1472.41;1659.61;1824.12;2614.46
0;024;2;1771;3394993;1159.18;1546.54;1728.99;1972.95;3231
0;024;3;780;2317166;1405.04;1899.2;2535.25;3446.04;5997.46
0;024;4;128;795312;1866.99;2918.03;4777.89;7191.77;15120.63
0;026;1;2168;1393639;145.06;290.49;448.86;640.41;1807.54
0;026;2;800;603100;145.06;231.28;407.76;766.77;2659.63
0;026;3;294;655691;292.13;807.63;1765.58;2986.47;6193.56
0;026;4;43;286709;1148.85;2433.26;4051.33;8717.52;17186.87
0;040;1;113;50054;28.77;183.04;348.85;661.48;1125.9
0;040;2;189;149299;96.26;314.82;582.53;1005.24;2265.16
0;040;3;106;144173;202.7;529.11;1074.26;1721.33;3406.53
0;040;4;23;86553;750.69;1279.66;2464.46;3746.71;11278.72
0;041;1;322;423533;70.5;251.27;606.23;2790.94;3711.95
0;041;2;1031;993950;79.15;254.72;510.44;1109.28;3694.2
0;041;3;1248;1724035;136.69;357.92;772.08;2099.23;4211.75
0;041;4;136;320200;206.33;710.53;1684.96;3311.93;6583.54
0;042;1;1842;860497;43.62;174.28;360.1;611.62;1303.23
0;042;2;6202;4470172;127.68;376.55;614.95;935.6;1661.81
0;042;3;3288;3498696;261.07;588.68;906.46;1364.36;2348.2
0;042;4;322;647009;276.18;754.54;1250.05;2172.23;6185.79
0;043;1;1876;472889;23.4;56.72;141.8;344.59;755.53
0;043;2;888;377954;28.36;85.82;241.14;533.78;1449.12
0;043;3;148;165394;101.54;421.17;818.11;1356.34;3015.4
0;043;4;13;32215;285.2;650.19;1462.44;2400.89;9776.83
0;044;1;477;325376;29.47;223.33;503.88;951.02;1708.4
0;044;2;982;1024441;46.8;370.91;771.16;1300.64;2821.71
0;044;3;1445;1924721;86.29;442.61;929.43;1673.8;3908.23
0;044;4;295;894948;241.05;997.82;2054;3943.27;9281.36
0;045;1;1329;1051801;241.81;552.57;737.22;983.05;1453.89
0;045;2;8006;8603327;307.3;638.17;880.24;1240.72;2453.72
0;045;3;4970;7461657;335.09;764.12;1149.49;1778.99;3962.02
0;045;4;989;2685694;406.08;1180.83;2001.6;3346.17;7775.45
0;046;1;180;105266;28.94;286.72;563.28;754.25;1445.88
0;046;2;543;413883;157.38;433.37;684.05;965.83;1623.88
0;046;3;324;342134;176.7;577.62;894.55;1302.94;2376.93
0;046;4;25;42210;351.08;803.23;1353.88;2632.34;4036.14
0;047;1;1987;1182986;155.01;400.68;561.54;757.82;1130.46
0;047;2;4096;2837674;200.14;455.63;641.47;848.29;1318.55
0;047;3;1094;1061106;279;589.81;846.18;1220.51;2003.01
0;047;4;82;200894;540.35;1011.96;1784.95;2740.97;6282.12
0;048;1;1616;850063;28.77;168.21;341.71;544.17;1416.48
0;048;2;1175;690263;58.58;252.63;492.46;796.35;1391.89
0;048;3;1128;874822;41.36;215.28;589.88;1005.57;2263.98
0;048;4;55;142401;358.96;899.08;1794.57;3300.67;7327.87
