vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;5;164.44;4.37;16.79;26.48;48.74;68.06
0;-p;001;1;B;6;3604.69;33.29;317.72;450.95;590.67;1761.1
0;-p;001;1;C;6;98.56;0.46;1.97;5.6;8.21;76.71
0;-p;001;1;D;1;12.87;12.87;12.87;12.87;12.87;12.87
0;-p;001;1;H;5;359.55;10.66;20.8;36.52;132.65;158.92
0;-p;001;1;J;4;1347.9;61.43;207.88;406.98;466.07;472.5
0;-p;001;1;L;3;1221.43;221.34;221.34;389.35;610.74;610.74
0;-p;001;1;M;6;211.16;0.69;28.02;37.74;49.75;57.21
0;-p;001;1;N;6;1059.31;25.19;85.53;128.82;257.97;432.98
0;-p;001;1;R;2;11.6;4.64;4.64;5.8;6.96;6.96
0;-p;001;1;S;1;2.26;2.26;2.26;2.26;2.26;2.26
0;-p;001;1;V;4;589.48;81.8;82.87;121.87;211.87;263.94
0;-p;001;2;A;11;274.64;9.6;15.96;24.24;29.5;59.13
0;-p;001;2;B;12;5835.47;137.12;260.33;484.9;674.66;975.69
0;-p;001;2;C;10;314.8;1.06;1.76;5.36;7.85;266.39
0;-p;001;2;H;11;942.8;23.76;48.77;66.72;104.36;261.89
0;-p;001;2;J;9;5680.56;244.86;292.05;440.92;965.04;1531.03
0;-p;001;2;L;12;6317.1;40.13;284.42;446.39;721.36;1430.74
0;-p;001;2;M;11;507.14;9.34;9.34;37.36;93.4;94.56
0;-p;001;2;N;11;1768.03;107.76;113.46;153.59;201.83;261.09
0;-p;001;2;R;6;39.69;2.94;4.63;5.74;8.85;11.78
0;-p;001;2;V;5;474.54;1.86;8.56;85.37;103.35;275.4
0;-p;001;3;A;31;1878.58;18.06;26.04;49.39;89.2;127.1
0;-p;001;3;B;31;29266.34;198.96;461.09;727.12;988.9;3559.1
0;-p;001;3;C;31;7943.64;3.94;7.35;14.01;52.13;1381.75
0;-p;001;3;D;12;144.25;5.2;5.2;9.03;9.86;38.18
0;-p;001;3;H;30;3438.96;15.6;27.6;86.7;155.82;290.72
0;-p;001;3;J;26;52410.85;119.7;402.53;746.66;1531.36;9979.05
0;-p;001;3;L;30;23712.6;146.88;312.38;537.17;828.99;2787.82
0;-p;001;3;M;28;1391.77;9.34;27.58;48.82;61.28;112.09
0;-p;001;3;N;30;6372.07;48.97;101.71;140.35;320.38;532.55
0;-p;001;3;R;14;569.58;0.71;1.94;6.08;10.31;350.72
0;-p;001;3;V;24;4581.51;2.48;6.04;134.47;351.51;568.6
0;-p;001;4;A;98;9986.35;14.26;32.12;65.47;126.97;284.75
0;-p;001;4;B;98;217568;447.64;889.77;1509.68;2482.13;7497.29
0;-p;001;4;C;97;22352.27;3.94;15.79;40.93;229.71;1441.51
0;-p;001;4;D;61;1072.51;2.55;5.2;8.44;14.13;104.61
0;-p;001;4;G;4;34.81;6.21;6.21;8.09;11.19;12.42
0;-p;001;4;H;87;33836.93;15.61;32.44;143.22;336.21;2239.32
0;-p;001;4;J;92;396413.4;101.29;315.9;907.84;3208.56;11997.06
0;-p;001;4;L;91;124698.65;101.31;281.1;720.22;1175.23;6620.44
0;-p;001;4;M;97;5085.94;4.66;19.5;41.6;66.55;158.78
0;-p;001;4;N;98;37733.48;74.7;127.25;199.24;388.29;1360.74
0;-p;001;4;P;5;1000.12;6.66;22.76;22.76;45.52;902.42
0;-p;001;4;R;60;1691.26;0.67;4.36;12.79;36.3;94.08
0;-p;001;4;S;15;109.58;1.9;2.24;2.48;5.74;55.44
0;-p;001;4;V;89;23589.08;4.64;24.78;157.14;348.49;810.45
0;-p;002;1;A;1;32.81;32.81;32.81;32.81;32.81;32.81
0;-p;002;1;B;1;5032.53;5032.53;5032.53;5032.53;5032.53;5032.53
0;-p;002;1;C;1;77.06;77.06;77.06;77.06;77.06;77.06
0;-p;002;1;H;1;136.11;136.11;136.11;136.11;136.11;136.11
0;-p;002;1;J;1;34.2;34.2;34.2;34.2;34.2;34.2
0;-p;002;1;L;1;1615.56;1615.56;1615.56;1615.56;1615.56;1615.56
0;-p;002;1;M;1;6.73;6.73;6.73;6.73;6.73;6.73
0;-p;002;1;N;1;344.35;344.35;344.35;344.35;344.35;344.35
0;-p;002;1;R;1;0.49;0.49;0.49;0.49;0.49;0.49
0;-p;002;1;V;1;138.58;138.58;138.58;138.58;138.58;138.58
0;-p;002;2;A;6;267.1;7.18;32.88;46.99;56.79;76.26
0;-p;002;2;B;6;3921.19;194.46;441.76;490.03;773.16;1531.75
0;-p;002;2;C;6;1276.22;34.62;49.45;76.15;272.1;767.75
0;-p;002;2;D;2;10.4;5.2;5.2;5.2;5.2;5.2
0;-p;002;2;H;5;1069.24;118.31;185.5;215.56;217.34;332.53
0;-p;002;2;J;6;3156.74;27.36;60.83;118.19;978.98;1853.19
0;-p;002;2;L;5;10909.23;1231.04;1594.68;2039.83;2862.03;3181.65
0;-p;002;2;M;6;243.57;10.15;13.58;36.49;44.97;101.88
0;-p;002;2;N;6;966.35;103.84;108.11;150.44;220.3;233.22
0;-p;002;2;R;2;6.08;2.32;2.32;3.04;3.76;3.76
0;-p;002;2;S;1;2.48;2.48;2.48;2.48;2.48;2.48
0;-p;002;2;V;4;3520.34;87.03;119.33;294.03;1640.84;2845.25
0;-p;002;3;A;24;1041.94;14.25;27.49;35.88;43.44;142.45
0;-p;002;3;B;24;18618.31;306.27;435.28;562.01;1111.21;1614.12
0;-p;002;3;C;24;1595;9.49;17.45;28.07;81.28;193.16
0;-p;002;3;D;6;33.95;2.55;2.85;5.2;5.2;12.95
0;-p;002;3;G;1;14.28;14.28;14.28;14.28;14.28;14.28
0;-p;002;3;H;24;3047.19;48.65;71.65;111.19;179.69;240.09
0;-p;002;3;J;24;17624.98;13.67;71.56;350.28;791.02;3279.6
0;-p;002;3;L;24;46460.91;367.23;544.91;1108.38;2614.97;5579.19
0;-p;002;3;M;24;1735.73;3.36;15.23;27.16;45.41;76.42
0;-p;002;3;N;24;3863.48;90.63;111.02;147.75;183.75;282.05
0;-p;002;3;R;19;249.79;0.49;2.44;4;11.63;94.59
0;-p;002;3;S;1;7.61;7.61;7.61;7.61;7.61;7.61
0;-p;002;3;V;17;4227.13;1.44;9.47;138.57;346.46;831.48
0;-p;002;4;A;75;7030.04;8.21;50.61;85.26;120;196.73
0;-p;002;4;B;76;115954.16;277.49;682;1027.36;1763.02;5254.22
0;-p;002;4;C;76;24046.74;13.36;36.15;71.87;366.32;1263.98
0;-p;002;4;D;48;703.02;5.1;5.2;7.22;14.66;58.65
0;-p;002;4;G;3;26.57;6.07;6.07;6.83;13.67;13.67
0;-p;002;4;H;76;17441.33;41.54;118.88;189.82;311.69;513.88
0;-p;002;4;J;76;184037.61;23.91;316.71;1971.76;3383.84;8201.37
0;-p;002;4;L;76;199250.87;186.53;921.33;2108.89;3899.99;6265.71
0;-p;002;4;M;75;6113.2;3.36;27.16;41.55;75.45;309.83
