vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;5;143.16;21.8;24.64;27.36;30.92;38.44
0;-p;001;1;B;5;2240.6;287.84;319.9;329.84;438.12;864.9
0;-p;001;1;C;3;138.28;1.56;1.56;65.48;71.24;71.24
0;-p;001;1;H;5;578.12;104.68;108.8;110.72;124.36;129.56
0;-p;001;1;J;5;287.56;7.12;15.52;64.4;85.52;115
0;-p;001;1;L;5;859.13;77.6;119.28;186.36;209.93;265.96
0;-p;001;1;M;5;94.44;16.48;17.32;18.12;19.52;23
0;-p;001;1;N;5;650.56;106.08;114.88;122.48;136.52;170.6
0;-p;001;1;P;2;19.68;9.84;9.84;9.84;9.84;9.84
0;-p;001;1;R;3;3.72;0.2;0.2;1.08;2.44;2.44
0;-p;001;2;A;18;474.72;6.12;16.56;20.66;31.72;70.48
0;-p;001;2;B;18;16360;291.56;421.76;757.78;952.6;4130.48
0;-p;001;2;C;18;350.4;0.68;2.28;7.04;9.68;142.44
0;-p;001;2;D;4;10.04;1.68;1.68;1.68;3.34;5
0;-p;001;2;H;18;1891.24;13.08;20.36;35.62;80.48;1046.28
0;-p;001;2;J;18;96739.14;7.12;17.32;135.48;822.01;67243.26
0;-p;001;2;L;18;6462.82;86.12;111.13;198.04;245.08;2086.24
0;-p;001;2;M;18;240.84;1.04;6.72;9.76;20.2;43.48
0;-p;001;2;N;18;1801.08;11.12;34.8;96.54;137.88;391.44
0;-p;001;2;P;1;9.84;9.84;9.84;9.84;9.84;9.84
0;-p;001;2;R;10;93.12;0.4;1.72;5.86;11.32;37.88
0;-p;001;2;V;8;4066.3;0.72;202.62;582.04;831.5;833.26
0;-p;001;3;A;84;4074.76;8.12;25.38;38.72;59.84;90.28
0;-p;001;3;B;84;140956.39;227.32;571.97;1283.21;2375.1;4655.8
0;-p;001;3;C;81;2159.72;0.88;3.08;6.56;15.64;100.4
0;-p;001;3;D;28;75.4;1.68;1.68;1.68;3.36;5
0;-p;001;3;G;6;345.36;0.04;0.28;0.72;1.44;342.16
0;-p;001;3;H;79;7096.37;11.36;17.96;34.08;61.24;563
0;-p;001;3;J;84;328637.27;12.12;82.77;347.5;1149.19;18539.2
0;-p;001;3;L;83;41356.33;64.49;140.55;232.9;356.29;2687.69
0;-p;001;3;M;83;1399.56;6.12;9.2;13.8;23.56;40.4
0;-p;001;3;N;84;8101.08;16.96;39.86;80.7;126.84;220.92
0;-p;001;3;P;2;11.72;1.88;1.88;5.86;9.84;9.84
0;-p;001;3;R;51;779.27;0.08;2.79;7.76;14.04;51.48
0;-p;001;3;S;2;7.08;2.8;2.8;3.54;4.28;4.28
0;-p;001;3;V;54;23165.26;1.76;28.4;47.96;833.46;1708.76
0;-p;001;4;A;112;12728.44;10.2;41.44;66.86;142.28;341.6
0;-p;001;4;B;114;530171.4;558.8;1318.64;3180.47;5579.32;17021.39
0;-p;001;4;C;112;9117.96;1;5.88;17.58;62.12;291.4
0;-p;001;4;D;29;204.72;1.68;1.68;3.36;5.04;43.24
0;-p;001;4;G;7;60.6;0.2;0.36;5.72;19.44;28.6
0;-p;001;4;H;106;57293.94;18.04;46.96;154.75;539.63;2605.58
0;-p;001;4;J;113;952013.43;69.16;653.68;1896.35;7821.36;47643.57
0;-p;001;4;L;110;122114.27;87.45;285.06;509.69;2052.23;3554.95
0;-p;001;4;M;110;4296.68;6.72;13;26.48;45.76;90.04
0;-p;001;4;N;113;28416.88;34.96;89.96;171.72;293.8;805.64
0;-p;001;4;P;32;505.76;0.12;1.64;9.82;11.76;19.68
0;-p;001;4;R;78;1635.81;0.36;3.92;10.56;21.56;75.84
0;-p;001;4;S;5;13.44;1;2.16;3.16;3.16;3.96
0;-p;001;4;V;93;30491.99;6.32;39.2;103.72;232.16;2078.75
0;-p;002;2;A;10;255.32;7.2;19;24.08;35.76;48.36
0;-p;002;2;B;10;10792.46;199.76;703.89;976.8;1490.72;2155.71
0;-p;002;2;C;10;826.24;6.24;20.24;46.56;57.28;303.64
0;-p;002;2;G;1;0.76;0.76;0.76;0.76;0.76;0.76
0;-p;002;2;H;10;885.56;35.48;60.36;76.26;90.92;240.36
0;-p;002;2;J;10;10956.9;5.8;26.28;321.71;558.49;7836.96
0;-p;002;2;L;10;31337.76;265.89;1899.43;2931.49;4465.48;6533.78
0;-p;002;2;M;8;116.76;6.72;9.94;15.36;19.36;20.72
0;-p;002;2;N;10;836.48;22.6;40.32;73.58;124.92;183.8
0;-p;002;2;P;1;37.8;37.8;37.8;37.8;37.8;37.8
0;-p;002;2;R;6;93.14;0.8;2.44;7.46;37.22;37.76
0;-p;002;2;S;1;4.08;4.08;4.08;4.08;4.08;4.08
0;-p;002;2;V;5;770.52;34.36;42.6;166.29;194.69;332.58
0;-p;002;3;A;62;3391.56;5.68;27.08;55.44;74.16;95.28
0;-p;002;3;B;62;48446.16;162.83;366.17;550.7;928.76;1899.66
0;-p;002;3;C;62;3021.44;2.96;12.48;27.6;55.56;155.56
0;-p;002;3;D;27;63.56;1.68;1.68;1.68;3.32;5
0;-p;002;3;G;3;12;1.16;1.16;5.12;5.72;5.72
0;-p;002;3;H;62;5525.62;41.48;60.4;77.78;101;145.32
0;-p;002;3;J;62;133842.17;34.32;138.75;808.59;2053.84;7726.68
0;-p;002;3;L;62;166865.48;564.74;1792.75;2575.16;3356.38;4996.91
0;-p;002;3;M;60;939.2;6.72;10.36;13.8;18.74;29.1
0;-p;002;3;N;62;8074.28;47.44;67.56;98.98;131.96;289.52
0;-p;002;3;P;1;38.72;38.72;38.72;38.72;38.72;38.72
0;-p;002;3;R;40;1328.06;0.84;3.68;9.46;31.53;115.7
0;-p;002;3;S;15;85.48;2.04;4.08;6.12;7.04;10.84
0;-p;002;3;V;39;7653.06;0.72;1.76;6.96;166.29;1164.03
0;-p;002;4;A;106;13844.12;16.44;35.96;69.74;140.88;463.68
0;-p;002;4;B;106;225376.35;332.32;666.04;1350.87;2441.52;7120.4
0;-p;002;4;C;106;21037.57;5.24;18.32;53.54;213.08;821.76
0;-p;002;4;D;47;258.96;1.68;1.68;3.32;3.36;26.8
0;-p;002;4;G;6;533.77;0.12;0.2;6.44;7.32;513.25
0;-p;002;4;H;106;18677.82;51.08;78.2;121.52;215.2;487.06
0;-p;002;4;J;106;832179.17;33.36;686.58;1993.48;8735.86;41841.92
0;-p;002;4;L;106;296051.38;410.84;1770.17;2718.44;3413.84;6147.94
0;-p;002;4;M;104;3694.24;6.72;10.24;16.84;33.34;149.8
0;-p;002;4;N;106;46105.44;47.8;104.24;172.5;409.2;1255.72
0;-p;002;4;P;5;195.48;6.6;18.88;18.88;56.64;94.48
0;-p;002;4;R;87;5594.85;0.44;1.84;10.64;62.1;204.26
0;-p;002;4;S;37;392.4;0.64;4.08;6.4;10.2;41.08
0;-p;002;4;V;86;19238.3;1.76;13.88;62.5;337.18;741.2
0;-p;003;1;A;273;44722.9;0.88;82.2;145.72;221.72;397.36
0;-p;003;1;B;283;120038.18;6.2;137.72;331.76;686.4;1092.8
0;-p;003;1;C;204;1725.52;0.32;0.82;2;4.8;17.84
0;-p;003;1;D;11;145.68;1.68;2.04;3.8;19.28;58.64
0;-p;003;1;G;26;82.12;0.36;0.64;1.98;3.8;10.72
0;-p;003;1;H;232;6151.91;2.12;4.4;8.26;28.12;111.08
0;-p;003;1;J;274;329581.37;6.6;271.51;817.38;1510.99;3339.01
0;-p;003;1;L;254;676784.65;11.74;867.54;2087.19;3497.83;8245.23
0;-p;003;1;M;115;519.36;0.12;0.28;0.48;3.08;14.32
0;-p;003;1;N;231;6919.85;0.68;6.92;15.8;31.8;103.36
0;-p;003;1;P;35;829.84;0.52;18.88;18.88;37.76;41.88
0;-p;003;1;R;130;818.84;0.12;0.24;0.54;1.92;35.72
0;-p;003;1;S;16;51.76;1.32;1.82;2.82;4.48;7.36
0;-p;003;1;V;73;18508.56;1.96;14.32;51.28;198.5;1590.2
0;-p;003;2;A;429;92672.68;72.8;134.88;193.28;273.12;451.96
0;-p;003;2;B;431;306556.73;117.12;264.76;584.48;954.8;1568.72
0;-p;003;2;C;370;2909.92;0.32;1.52;3.48;8.92;24.6
0;-p;003;2;D;43;239.16;1.68;2.04;3.24;8.16;15.28
0;-p;003;2;G;30;164.88;0.28;2.12;5.64;6.68;15.84
0;-p;003;2;H;391;14386.74;2.12;4.44;9.08;23.92;109.92
0;-p;003;2;J;431;1195979.25;268.56;714.75;1204.26;2209.69;11750
0;-p;003;2;L;428;1260576.17;422.55;1254.6;2110.62;3502.47;10204.77
0;-p;003;2;M;219;2149.04;0.08;0.2;0.36;0.6;115.6
0;-p;003;2;N;400;12440.89;1.84;9.02;19.04;37.1;103.56
0;-p;003;2;P;85;2529.68;1.04;18.88;18.88;37.8;68.76
0;-p;003;2;R;276;1556.7;0.12;0.16;0.6;2.08;40.48
0;-p;003;2;S;50;260.04;0.8;1.64;2.82;5.32;21.44
0;-p;003;2;V;155;30588.23;3.16;22.72;57.06;148.3;389.46
0;-p;003;3;A;80;22403.1;89.9;170.76;245.54;352.74;490.1
0;-p;003;3;B;81;119487.01;233.16;561.08;1103.16;1949.44;3725.88
0;-p;003;3;C;74;4412.92;0.64;2.2;6.58;24.52;255.32
0;-p;003;3;D;14;125.04;2;2.96;5.4;9.52;35.72
0;-p;003;3;G;9;34.92;0.4;2.28;2.68;5.72;8.12
0;-p;003;3;H;75;5128.64;2.68;12.2;31.12;75.52;288.76
0;-p;003;3;J;80;668703.39;902.09;1587.21;4491.13;8948.49;31605.99
0;-p;003;3;L;79;255447.8;816.59;1311.97;2504.19;3724.33;9937.51
0;-p;003;3;M;43;974.2;0.12;0.36;0.8;6.72;144.6
0;-p;003;3;N;79;17803.07;2.32;22.16;48.88;157.84;1203.44
0;-p;003;3;P;30;866;0.64;18.88;19.32;39.28;58.16
0;-p;003;3;R;60;1118.71;0.12;0.46;1.48;8.28;104.42
0;-p;003;3;S;19;65.96;1.56;2.04;2.8;4.88;9.04
0;-p;003;3;V;53;11701.5;5.28;34.84;74.88;162.71;308.49
0;-p;003;4;A;73;30523.59;55.68;193.68;302.28;529.72;1302
0;-p;003;4;B;73;177491.46;390.12;998.64;1487.44;3225.72;8106.04
0;-p;003;4;C;70;9070.04;0.96;4.44;17.04;78.32;712.96
0;-p;003;4;D;13;136.36;1.68;3.24;7.56;17;34
0;-p;003;4;G;17;132.6;0;0.76;2.28;4.96;83.88
0;-p;003;4;H;72;29403.2;5.24;37.38;91.16;163.41;2450.89
0;-p;003;4;J;73;1412877.04;1276.53;4122.92;12026.36;21907.86;69272.71
0;-p;003;4;L;72;445538.94;471.03;1787.11;4055.41;9460.26;17229.83
0;-p;003;4;M;47;898.96;0.2;0.4;1.28;9.2;124.12
0;-p;003;4;N;73;21341.92;4.04;28.92;70.92;204.12;1793.2
0;-p;003;4;P;25;797.6;1.56;18.88;18.88;41.24;75.56
0;-p;003;4;R;57;1260.55;0.12;1.12;6.12;33.91;118.44
0;-p;003;4;S;23;121.88;0.8;1.56;3.04;6.12;18.76
0;-p;003;4;V;60;40670.01;6.7;42.55;140.41;324.28;4282.33
0;-p;004;1;A;1;15.56;15.56;15.56;15.56;15.56;15.56
0;-p;004;1;B;2;267.64;18.28;18.28;133.82;249.36;249.36
0;-p;004;1;C;1;81.96;81.96;81.96;81.96;81.96;81.96
0;-p;004;1;H;2;35.44;7.48;7.48;17.72;27.96;27.96
0;-p;004;1;J;1;98.72;98.72;98.72;98.72;98.72;98.72
0;-p;004;1;M;1;26.72;26.72;26.72;26.72;26.72;26.72
0;-p;004;1;N;1;488.16;488.16;488.16;488.16;488.16;488.16
0;-p;004;1;R;1;11.72;11.72;11.72;11.72;11.72;11.72
0;-p;004;2;A;18;644.88;0.44;12.6;27.42;51.36;143.04
0;-p;004;2;B;18;12659.18;52.16;151.16;515.44;954.64;2749.96
0;-p;004;2;C;17;2580.22;0.32;8.08;46.8;113.48;972.84
0;-p;004;2;D;2;3.36;1.68;1.68;1.68;1.68;1.68
0;-p;004;2;H;13;297.83;1.12;5.74;21.04;30.92;63.95
0;-p;004;2;J;17;13632.28;4.52;75.12;189.84;851.08;5203.64
0;-p;004;2;M;17;431.44;3.08;6.72;16.36;44.2;97.76
0;-p;004;2;N;18;8190.88;40.32;124.08;250.88;575.84;2022.04
0;-p;004;2;R;14;535.51;0.4;6.27;10.14;38.57;178.6
0;-p;004;2;S;2;10.08;2.12;2.12;5.04;7.96;7.96
0;-p;004;2;V;13;1064.99;1.8;8.72;52.08;155.6;300
0;-p;004;3;A;114;6785.24;9.88;23.48;51;83.88;152.8
0;-p;004;3;B;117;113990.46;149.68;369.04;550.88;1235;3268.04
0;-p;004;3;C;116;25245.67;1.24;19.22;64.18;230.44;1159.8
0;-p;004;3;D;16;1998.08;1.68;1.68;3.02;8.06;1854.76
0;-p;004;3;G;4;29.6;5.72;5.72;6.36;9.08;11.16
0;-p;004;3;H;84;8131.91;1.91;7.84;31.66;71.75;287.97
0;-p;004;3;J;114;139528.99;14.16;200.04;533.62;1081.16;3684.88
0;-p;004;3;L;3;1057.18;0.39;0.39;17.99;1038.8;1038.8
0;-p;004;3;M;112;5493.52;3.6;11.66;19.9;38.08;207.44
0;-p;004;3;N;116;117729.63;40.92;185.94;480.18;1155.29;3315.08
0;-p;004;3;P;6;108.28;0.12;1.28;14.74;28.28;49.12
0;-p;004;3;R;86;4086.67;1.4;7.99;30.74;57.96;150.74
0;-p;004;3;S;27;427.84;0.4;2.16;6.48;25.56;55.08
0;-p;004;3;V;98;8712.12;1.8;28.65;57.02;120.32;285.97
0;-p;004;4;A;877;97394.44;9.4;36.52;75.48;136.92;289.16
0;-p;004;4;B;885;2325371.64;279.2;759.12;1486.68;2756.63;6569.14
0;-p;004;4;C;864;313880.98;4.76;43.66;124.18;435.02;1515.36
0;-p;004;4;D;120;8005.52;1.68;1.68;4.66;14.9;267.96
0;-p;004;4;G;45;623.8;0.24;1.08;5.72;10.88;36.6
0;-p;004;4;H;689;141287.76;1.76;10.76;40.12;99.63;865.16
