vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;2;357.26
0;001;2;46;540.61
0;001;3;106;601.62
0;001;4;103;1192.59
0;002;2;8;587.32
0;002;3;81;1899.95
0;002;4;110;2671.65
0;003;1;319;24.01
0;003;2;367;26.02
0;003;3;126;77.79
0;003;4;93;128.84
0;004;1;12;1136.12
0;004;2;41;1604.9
0;004;3;218;1639.14
0;004;4;1144;2610.52
0;005;1;1;152.39
0;005;2;10;148.36
0;005;3;65;185.01
0;005;4;270;267.72
0;006;2;3;106.77
0;006;3;5;195.12
0;006;4;3;379.47
0;020;1;246;250.98
0;020;2;86;593.3
0;020;3;241;418.73
0;020;4;190;704.64
0;021;1;1226;1114.22
0;021;2;1806;791.95
0;021;3;1074;1010.61
0;021;4;568;1223.73
0;022;1;233;1230.22
0;022;2;213;1213.72
0;022;3;59;1526
0;022;4;25;1541.1
0;023;1;861;1702.59
0;023;2;402;840.05
0;023;3;147;848.33
0;023;4;46;1642.37
0;024;1;2201;1448.01
0;024;2;1595;1172.24
0;024;3;994;958.11
0;024;4;201;1226.76
0;026;1;2242;1854.33
0;026;2;703;2779.47
0;026;3;276;2593.6
0;026;4;63;1347.3
0;040;1;172;5.26
0;040;2;205;3.46
0;040;3;102;11.55
0;040;4;12;901.53
0;041;1;356;9.87
0;041;2;1161;5.31
0;041;3;1174;13.24
0;041;4;144;14.79
0;042;1;2412;8.86
0;042;2;6459;3.92
0;042;3;2754;11.13
0;042;4;293;21.9
0;043;1;2264;0.75
0;043;2;803;2.59
0;043;3;121;12.28
0;043;4;17;33.64
0;044;1;504;16.64
0;044;2;909;3.49
0;044;3;1532;13.19
0;044;4;447;26.38
0;045;1;1961;0.73
0;045;2;8455;7.49
0;045;3;3776;13.76
0;045;4;833;37.49
0;046;1;175;7.99
0;046;2;375;3.81
0;046;3;158;12.34
0;046;4;15;47.49
0;047;1;3089;1.61
0;047;2;3908;0.55
0;047;3;813;16.75
0;047;4;70;15.66
0;048;1;1699;1.53
0;048;2;1337;8.12
0;048;3;852;7.3
0;048;4;46;29.51
0;049;1;90;0.86
0;049;2;360;1.67
0;049;3;132;20.83
0;049;4;66;47.35
0;050;1;265;0.7
0;050;2;443;1.97
0;050;3;171;9.73
0;050;4;43;35.59
0;051;1;1229;0.02
0;051;2;321;0.33
0;051;3;40;3.11
0;051;4;6;1.16
0;052;1;1008;4.72
0;052;2;716;14.76
0;052;3;659;8.76
0;052;4;107;35.11
0;053;1;7760;1.11
0;053;2;5257;2.48
0;053;3;2743;7.93
0;053;4;446;9.92
0;054;1;4857;0.12
0;054;2;1708;0.63
0;054;3;164;1.56
0;054;4;8;11.2
0;055;1;964;3.57
0;055;2;1364;20.01
0;055;3;640;20.09
0;055;4;157;55.14
0;056;1;147;0
0;056;2;133;0.44
0;056;3;26;0.27
0;056;4;13;50.45
0;057;1;6701;0.13
0;057;2;1689;0.41
0;057;3;253;6.12
0;057;4;39;16.57
0;058;1;11513;6.9
0;058;2;5217;10.64
0;058;3;1641;9.23
0;058;4;234;26.01
0;070;1;338;179.17
0;070;2;168;257.17
0;070;3;26;277.04
0;070;4;4;193.94
0;073;1;8361;257.76
0;073;2;2235;255.24
0;073;3;140;242.96
0;073;4;9;161.86
0;080;1;256;5.65
0;080;2;341;0.87
0;080;3;62;8.1
0;080;4;3;35.47
0;082;1;1276;4.45
0;082;2;1290;6.94
0;082;3;298;2.21
0;082;4;19;6.39
0;089;1;1155;418.34
0;089;2;508;503.35
0;089;3;198;594.11
0;089;4;44;853.77
0;090;1;43;0
0;090;2;156;487.55
0;090;3;72;819.81
0;090;4;29;1037.29
0;091;1;7;40.37
0;091;2;577;8742.96
0;091;3;63;503.95
0;091;4;19;750.1
0;092;1;2995;272.12
0;092;2;1419;642.64
0;092;3;219;687.29
0;092;4;10;416.95
0;093;1;4749;84.68
0;093;2;502;78.12
0;093;3;56;104.84
0;093;4;4;773.83
0;095;1;147;1.1
0;095;2;28;0
0;095;3;3;0
0;097;1;6720;4.48
0;097;2;986;3.18
0;097;3;69;68.71
0;097;4;4;276.75
0;098;1;11625;68.51
0;098;2;1778;70.06
0;098;3;228;82.13
0;098;4;75;312.57
0;110;1;361;36.43
0;110;2;635;46.91
0;110;3;485;50.7
0;110;4;99;97.76
0;111;1;3414;0.87
0;111;2;2114;4.16
0;111;3;266;6.34
0;111;4;11;7.51
0;113;1;10829;0.22
0;113;2;7593;2.1
0;113;3;899;4.26
0;113;4;88;10.14
0;114;1;2411;8.58
0;114;2;1481;6.94
0;114;3;410;6.91
0;114;4;60;17.17
0;115;1;40929;1.32
0;115;2;14821;0.45
0;115;3;628;13.34
0;115;4;83;44.17
0;120;1;808;1081.35
0;120;2;1243;1036.83
0;120;3;696;708.68
0;120;4;336;598
0;121;1;1045;568.01
0;121;2;1422;566.5
0;121;3;915;358.06
0;121;4;410;433.43
0;130;1;13;84.86
0;130;2;114;36.77
0;130;3;389;36.32
0;130;4;419;82.62
0;131;1;81;21.99
0;131;2;308;26.07
0;131;3;313;29.49
0;131;4;69;45.66
0;132;1;8;0
0;132;2;33;0
0;132;3;53;5.75
0;132;4;10;0
0;133;1;25;0
0;133;2;563;6.19
0;133;3;557;9.02
0;133;4;200;17.23
0;134;1;1210;0.89
0;134;2;2477;4.87
0;134;3;1450;10.09
0;134;4;254;24.31
0;135;1;1734;4.52
0;135;2;804;27.01
0;135;3;831;16.02
0;135;4;133;54.39
0;136;1;515;56.51
0;136;2;3188;40.07
0;136;3;3344;37.03
0;136;4;529;75.74
0;137;1;784;5.42
0;137;2;2489;6.08
0;137;3;3779;18.5
0;137;4;1074;35.11
0;138;1;5899;0.07
0;138;2;3790;0.15
0;138;3;1196;0.21
0;138;4;67;6.4
0;139;1;7141;0.99
0;139;2;12308;1.83
0;139;3;10070;7.38
0;139;4;1978;23.66
0;140;1;3637;3.07
0;140;2;9817;3.29
0;140;3;11647;4.28
0;140;4;3012;18.08
0;141;1;3114;0.65
0;141;2;1798;1.79
0;141;3;943;1.26
0;141;4;77;3.84
0;142;1;390;21.67
0;142;2;796;18.06
0;142;3;655;10.86
0;142;4;129;49.89
0;143;1;1718;36.56
0;143;2;2401;23.46
0;143;3;1469;30.23
0;143;4;414;45.03
0;144;1;11212;2.2
0;144;2;8413;3.94
0;144;3;3489;5.9
0;144;4;330;33.85
0;160;1;10;3563.81
0;160;2;15;2921.63
0;160;3;39;2696.74
0;160;4;23;4326.83
0;161;1;1301;13413.89
0;161;2;240;13609.63
0;161;3;70;17516.63
0;161;4;48;42875.03
0;162;1;33;3506.42
0;162;2;101;4767.47
0;162;3;184;5140.98
0;162;4;170;5445.02
0;163;1;354;3973.43
0;163;2;1575;4608.05
0;163;3;1165;5217.01
0;163;4;353;5439.06
0;165;1;8;1959.61
0;165;2;553;1522.3
0;165;3;314;1911.34
0;165;4;134;2321
0;166;1;662;1458.97
0;166;2;2087;1528.32
0;166;3;1448;1691.53
0;166;4;248;2146.21
0;167;1;1720;3053.94
0;167;2;1082;3145.2
0;167;3;654;3163.34
0;167;4;228;2919.46
0;169;1;541;1162.18
0;169;2;1042;1213.28
0;169;3;476;1324.84
0;169;4;271;1787.09
0;170;1;30;5504.65
0;170;2;161;5289.05
0;170;3;84;4643.14
0;170;4;21;4686.66
0;171;1;2928;4576.93
0;171;2;2374;4601.31
0;171;3;690;4654.48
0;171;4;116;4653.9
0;174;1;3300;1751.96
0;174;2;3481;1798.94
0;174;3;1199;1863.74
0;174;4;523;2268.87
0;175;1;14284;2071.24
0;175;2;7534;2065.07
0;175;3;2092;2204.94
0;175;4;764;4250.91
0;176;1;1186;4110.68
0;176;2;1122;6063.62
0;176;3;439;8671.13
0;176;4;21;11045.57
0;177;1;484;1369.4
0;177;2;196;2988.02
0;177;3;93;3269.23
0;177;4;18;1931.96
0;180;1;2307;55.4
0;180;2;371;111.94
0;180;3;296;156.37
0;180;4;105;375
0;181;1;10737;1309.68
0;181;2;6540;1281.82
0;181;3;1589;1381.62
0;181;4;324;1666.65
0;182;1;1802;1979.68
0;182;2;1963;1436.86
0;182;3;597;1199.37
0;182;4;203;1754.38
0;190;1;1816;83.56
0;190;2;3341;76
0;190;3;1446;60.09
0;190;4;394;193.8
0;191;1;8605;90.68
0;191;2;5772;90.74
0;191;3;471;127.05
0;191;4;28;239.76
0;192;1;6612;140.98
0;192;2;5664;134.27
0;192;3;1760;171.91
0;192;4;316;198.83
0;193;1;15;1.13
0;193;2;54;11.7
0;193;3;81;73.47
0;193;4;45;21.87
0;194;1;1822;35.64
0;194;2;10097;12.58
0;194;3;8459;20.43
0;194;4;1551;54.65
0;196;1;253;47.21
0;196;2;224;19.66
0;196;3;341;31.26
0;196;4;190;41.06
0;197;1;1451;79.97
0;197;2;2238;46.73
0;197;3;1519;49.85
0;197;4;214;111.18
0;198;1;2183;18.83
0;198;2;2028;26.89
0;198;3;522;18.9
0;198;4;76;136.37
0;199;1;1209;5.09
0;199;2;1121;7.67
0;199;3;260;42.22
0;199;4;32;29.87
0;200;1;251;23.09
0;200;2;574;12.78
0;200;3;370;13.9
0;200;4;65;6.94
0;201;1;8272;56.01
0;201;2;8886;329.13
0;201;3;2776;304.83
0;201;4;411;244.87
0;203;1;3347;2.7
0;203;2;1577;6.13
0;203;3;175;2.28
0;203;4;4;20.66
0;204;1;4652;12.97
0;204;2;4776;6.77
0;204;3;1137;10.7
0;204;4;87;23.86
0;205;1;69;182.34
0;205;2;201;1.17
0;205;3;106;108.8
0;205;4;22;33.8
0;206;1;231;216.75
0;206;2;588;144.82
0;206;3;325;100.81
0;206;4;107;47.34
0;207;1;2573;68.54
0;207;2;1824;60.91
0;207;3;995;30.35
0;207;4;192;77.01
0;220;1;918;300.89
0;220;2;1126;355.7
0;220;3;1149;848.45
0;220;4;452;1001.46
0;221;1;5827;1003.9
0;221;2;5414;961.7
0;221;3;3213;944.54
0;221;4;1217;941.48
0;222;1;2226;194.08
0;222;2;1722;234.6
0;222;3;600;227.78
0;222;4;269;486.6
0;223;1;1999;203.7
0;223;2;1440;255.13
0;223;3;655;325.38
0;223;4;194;544.68
0;224;1;892;127.98
0;224;2;474;132.67
0;224;3;163;171.88
0;224;4;83;203.62
0;225;1;8609;170.73
0;225;2;4015;222.84
