vrai_hop;rdrg;N;moy_gemid
0;724;3215;5.06
0;740;513;447.89
0;750;460;0.37
0;751;2142;3.53
0;752;337;0.55
0;753;1127;0.93
0;754;2116;1.62
0;755;2307;1.82
0;756;3983;2.59
0;757;4473;4.55
0;758;545;9.1
0;759;281;6.96
0;760;4710;0.43
0;770;534;0.77
0;772;1682;5.01
0;773;571;2.42
0;774;513;0.18
0;775;7889;1.54
0;776;950;4.28
0;791;4356;431.59
0;811;1445;2.41
0;812;10484;3.11
0;813;5239;51.29
0;815;2192;4.21
0;816;1691;1.87
0;841;17;78.26
0;842;234;24.9
0;843;20;50.06
0;844;622;4.14
0;850;9172;1152
0;860;2845;19.26
0;861;32454;8.32
0;862;14476;30.13
0;863;890;1.51
0;890;131;70.11
0;892;265;35.84
0;893;47;2.8
0;894;314;37.47
0;910;148;1175.92
0;911;160;1221.23
0;912;1202;1407.17
0;930;1288;16.92
0;950;4518;825.07
0;951;12290;327.78
0;952;4932;303.62
0;955;33;0
0;956;462;9.34
