vrai_hop;rdrg;N;moy_gemid
0;001;233;518.74
0;002;195;3498.13
0;003;956;43.37
0;004;1398;3019.28
0;005;324;263.48
0;006;11;244.75
0;020;723;521.37
0;021;4713;1413.98
0;022;517;1418.81
0;023;1360;1182.47
0;024;5409;3226.76
0;026;2916;2284.94
0;040;389;44.35
0;041;2760;10.11
0;042;10956;5.38
0;043;3191;2.64
0;044;3047;24.69
0;045;14623;33.39
0;046;569;4.24
0;047;7444;2.89
0;048;4031;4.6
0;049;660;6.91
0;050;1001;3.01
0;051;1084;0.68
0;052;2535;7.07
0;053;16267;1.76
0;054;6536;0.71
0;055;3540;9.28
0;056;295;5.63
0;057;7797;1.35
0;058;18566;8.69
0;070;524;212.76
0;073;10386;260.64
0;080;633;7.7
0;082;2743;2.3
0;089;1837;444.28
0;090;297;561.91
0;091;702;6961.79
0;092;5792;395.66
0;093;4642;88.11
0;095;147;4.26
0;097;7000;5.58
0;098;12936;72.79
0;110;1411;60.28
0;111;5925;2.3
0;113;23069;1.67
0;114;4180;12.55
0;115;66533;0.53
0;120;3769;887.11
0;121;3963;457.66
0;130;857;59.47
0;131;821;25.91
0;132;118;2.21
0;133;1190;19.85
0;134;5467;7.94
0;135;3639;16.29
0;136;7381;41.27
0;137;8491;14.44
0;138;11769;0.17
0;139;32547;5.04
0;140;31509;5.74
0;141;4746;0.76
0;142;1971;16.58
0;143;5473;30.03
0;144;21105;4.16
0;160;77;3439.53
0;161;1739;11748.52
0;162;536;5223.05
0;163;3333;4869.3
0;165;1023;1837.73
0;166;4137;1698.9
0;167;3214;3257.81
0;169;2174;1358.63
0;170;414;5263.29
0;171;6748;4572.08
0;174;9038;1809.48
0;175;30694;2375.22
0;176;2209;5411.44
0;177;788;1647.53
0;180;2624;141.3
0;181;18405;1399.36
0;182;4563;2177.19
0;190;6853;74.3
0;191;12065;97.84
0;192;13647;131.68
0;193;220;29.65
0;194;25147;13.35
0;196;932;52.2
0;197;4995;54.34
0;198;3973;22.12
0;199;2631;3.36
0;200;1220;81.08
0;201;18254;88.2
0;203;4222;1.02
0;204;10487;14.44
0;205;427;54.56
0;206;1255;97.75
0;207;5246;33.11
0;220;3450;665.18
0;221;15850;995.69
0;222;4641;259.67
0;223;4279;280.57
0;224;1695;144.14
0;225;12317;184.81
0;226;6277;125.05
0;227;7752;634.91
0;228;13841;499.75
0;229;3317;356.98
0;240;6302;152.19
0;241;7614;38.41
0;242;653;57.45
0;243;6360;114.3
0;244;9817;13.18
0;245;3455;9.83
0;246;1319;15.36
0;247;8337;11.27
0;248;5006;7.72
0;249;30511;2.55
0;251;5593;3.38
0;252;2726;89.01
0;253;2970;39.53
0;254;20645;35.92
0;260;2598;770.09
0;261;1665;666.53
0;262;473;262.6
0;263;19610;236.4
0;264;2812;307.26
0;279;1453;51.39
0;280;3630;31.1
0;281;4500;249.87
0;282;6811;60.08
0;283;2609;53.91
0;284;10911;186.6
0;301;31022;1846.95
0;302;26876;2699.71
0;303;424;5688.18
0;304;7806;2445.42
0;305;1131;289.19
0;308;10584;783.24
0;309;3641;463.6
0;310;16643;130.65
0;312;628;158.91
0;313;17210;502.03
0;314;15579;303.54
0;315;34161;611.96
0;316;4857;250.38
0;317;9623;253.84
0;320;11029;443.5
0;321;6901;1048.95
0;322;1355;1665.35
0;340;1641;36.49
0;341;3553;2.34
0;342;8411;11.83
0;343;2315;27.88
0;344;1834;12.97
0;346;3332;9.06
0;347;18085;4.38
0;349;2391;15.51
0;351;12627;17.01
0;361;4805;46.51
0;362;4848;232.94
0;363;14892;68.46
0;364;7175;87.65
0;380;1870;13.29
0;381;741;5.78
0;382;904;45.1
0;383;13104;2.71
0;384;6983;2.76
0;385;5103;3.99
0;401;623;202.46
0;403;13007;1065.59
0;404;6454;347.54
0;405;344;503.25
0;420;10331;3.95
0;421;6103;20.54
0;422;4902;6.42
0;423;472;17.44
0;424;3222;7.1
0;425;4174;7
0;440;360;90.25
0;441;1715;473.5
0;442;2238;392.38
0;443;9810;193.47
0;444;827;90.94
0;445;1373;896.77
0;446;13793;92.51
0;447;565;697.68
0;461;1821;42.04
0;462;899;10.13
0;463;24913;7.9
0;465;10762;70.93
0;466;2721;27.59
0;468;10298;15.51
0;469;2709;30.6
0;470;2603;52.84
0;480;3963;1111.95
0;481;1172;866.13
0;482;8355;63.75
0;483;2054;27.63
0;484;2022;314.36
0;500;1102;22.91
0;501;5365;7.52
0;510;726;515.88
0;511;661;439.57
0;512;1089;414.19
0;513;13254;233.37
0;514;4509;405.75
0;517;608;50.62
0;518;1869;174.24
0;519;4322;234.51
0;530;1170;45.64
0;531;860;7.72
0;532;1709;20.96
0;540;23476;1.99
0;541;2733;1.7
0;542;1850;6.92
0;544;1506;7.14
0;545;1203;149.68
0;546;529;36.29
0;560;83252;0.27
0;561;1802;1.66
0;563;3015;0.09
0;564;750;0.55
0;565;1087;0
0;566;12686;1.13
0;580;141;4.88
0;581;21;22.51
0;583;18;3968.27
0;588;78;599.26
0;589;15;110.17
0;591;95;124.53
0;593;172;116.37
0;602;180;83.56
0;603;36;56.02
0;607;273;87.42
0;608;114;49.31
0;609;66;513.79
0;611;158;77.82
0;612;296;52.13
0;613;33;36.65
0;614;342;27.28
0;621;132;33.38
0;622;254;23.59
0;623;52;12.01
0;625;163;12.77
0;626;312;2.67
0;630;117;1353.39
0;631;104;410.79
0;633;403;68.38
0;634;499;22.81
0;636;198;7.45
0;639;474;7.09
0;640;1573;0.59
0;650;164;413.17
0;651;908;103.94
0;660;3800;7.54
0;661;1180;5.75
0;662;899;0.78
0;663;10427;22.37
0;680;923;625.03
0;681;3629;184.34
0;690;1176;46.26
0;691;3062;42.81
0;692;428;10.35
0;694;2591;45.51
0;695;1265;18.27
0;696;20585;29.93
0;710;2852;380.89
0;711;2479;189.97
0;720;13136;30.85
0;721;4163;19.34
0;722;3481;2.51
0;723;9783;1.15
