vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;2;A;40;1195.24;8.3;12.72;19.74;36.92;61.32
0;-p;001;2;B;40;27713.28;98.97;266.46;453.57;1014.35;1939.24
0;-p;001;2;C;38;606.68;0.24;0.72;3.64;14.28;91.92
0;-p;001;2;D;7;17.6;1.64;1.64;1.64;3.28;6.12
0;-p;001;2;G;1;0.04;0.04;0.04;0.04;0.04;0.04
0;-p;001;2;H;40;1456.84;6.08;19.02;38.66;49.74;61.3
0;-p;001;2;J;40;73306.4;17.54;133.64;336.23;691.15;12478.05
0;-p;001;2;L;40;44080.85;43.49;72.85;1027.75;1923.47;2789.28
0;-p;001;2;M;40;711.36;5.4;8.66;12.08;18.38;59.14
0;-p;001;2;N;40;3073.56;15.32;35.48;63.94;88.58;220
0;-p;001;2;P;1;3.16;3.16;3.16;3.16;3.16;3.16
0;-p;001;2;R;18;146.12;0.08;1.68;4.4;10.56;41.68
0;-p;001;2;S;1;3;3;3;3;3;3
0;-p;001;2;V;17;1700.6;1.76;47.6;82.68;165.36;248.04
0;-p;001;3;A;94;4333.36;8.64;18.76;26.74;40.96;104.72
0;-p;001;3;B;94;125380.91;172.48;451;907.77;1806.07;4638.7
0;-p;001;3;C;86;1948.96;0.24;2;4.32;11.8;127.28
0;-p;001;3;D;27;88.52;1.64;1.64;1.68;3.24;5.48
0;-p;001;3;G;1;16.52;16.52;16.52;16.52;16.52;16.52
0;-p;001;3;H;94;7109.74;5.6;12.72;24.82;52;335.32
0;-p;001;3;J;94;96146.92;55.12;199.12;419.31;721.36;4250.31
0;-p;001;3;L;94;109293.35;60.6;92.45;1206.86;1969.22;2851.62
0;-p;001;3;M;94;1634.56;5.4;10.04;14.64;19.28;39.08
0;-p;001;3;N;94;10737.16;27.6;50.24;89.88;135.16;194.28
0;-p;001;3;P;5;34.16;0.28;2.2;2.96;9.84;18.88
0;-p;001;3;R;41;376.35;0.24;2.55;5.28;5.44;18.64
0;-p;001;3;S;1;2.04;2.04;2.04;2.04;2.04;2.04
0;-p;001;3;V;53;4286.8;3.08;29.24;45.56;111.32;276.48
0;-p;001;4;A;98;14096.12;10.12;29.32;68.92;146.48;641.4
0;-p;001;4;B;98;383636.88;530.4;1407.38;3082.6;4714.56;10909.35
0;-p;001;4;C;97;13655.86;0.72;5.12;13.48;33.96;201.24
0;-p;001;4;D;28;360.8;1.64;1.64;2.46;3.28;109.12
0;-p;001;4;G;4;2379.2;0.64;5.16;9.86;1184.44;2358.84
0;-p;001;4;H;94;48930.79;12.48;29.6;72.92;359.22;2226.08
0;-p;001;4;J;98;287730.52;143.8;507.09;1147.05;2264.9;16713.16
0;-p;001;4;L;98;139849.63;77.14;229.73;1754.31;2086.59;2905.83
0;-p;001;4;M;96;2692.12;6.96;12.24;17.08;25.94;110.2
0;-p;001;4;N;98;18245.6;21.48;56.64;111.26;214.64;608.64
0;-p;001;4;P;13;423.76;0.28;1.68;3.84;29.48;216.04
0;-p;001;4;R;71;810.48;0.32;1.64;5.28;13.64;46.04
0;-p;001;4;S;9;49.24;0.28;1.24;4.88;7.84;15.68
0;-p;001;4;V;89;17345.14;1.76;35.92;98.04;231.36;572.72
0;-p;002;1;A;2;16.04;1.28;1.28;8.02;14.76;14.76
0;-p;002;1;B;2;546.73;259.17;259.17;273.36;287.56;287.56
0;-p;002;1;C;2;29.28;8.56;8.56;14.64;20.72;20.72
0;-p;002;1;H;2;55.84;0.24;0.24;27.92;55.6;55.6
0;-p;002;1;J;2;547.42;6.84;6.84;273.71;540.58;540.58
0;-p;002;1;L;1;2650.85;2650.85;2650.85;2650.85;2650.85;2650.85
0;-p;002;1;M;2;13.48;5.4;5.4;6.74;8.08;8.08
0;-p;002;1;N;2;127.68;57.44;57.44;63.84;70.24;70.24
0;-p;002;1;R;2;6.28;0.28;0.28;3.14;6;6
0;-p;002;1;S;1;8.28;8.28;8.28;8.28;8.28;8.28
0;-p;002;1;V;1;38.6;38.6;38.6;38.6;38.6;38.6
0;-p;002;2;A;5;305.76;48.04;57.32;59.64;64.88;75.88
0;-p;002;2;B;5;5411.55;186.43;818.11;1213.35;1311.04;1882.62
0;-p;002;2;C;4;32.52;1.64;1.68;5.4;14.58;20.08
0;-p;002;2;D;3;8.28;1.68;1.68;3.28;3.32;3.32
0;-p;002;2;H;5;531.31;41.84;64.21;69.44;128.08;227.74
0;-p;002;2;J;5;4263.58;579.73;595.56;752.05;1106.98;1229.26
0;-p;002;2;L;5;10107.48;670.44;769.73;2170.26;3226.59;3270.46
0;-p;002;2;M;5;63.12;5.68;11.4;12;16.16;17.88
0;-p;002;2;N;5;726.4;92.8;103.72;108.72;130.08;291.08
0;-p;002;2;P;1;1.96;1.96;1.96;1.96;1.96;1.96
0;-p;002;2;R;3;6.72;1.72;1.72;1.72;3.28;3.28
0;-p;002;2;V;4;26.88;1.76;2.62;4.36;10.82;16.4
0;-p;002;3;A;70;3442.24;12.76;23.48;43.52;73.2;94.04
0;-p;002;3;B;70;74080.39;164.46;350.87;986.17;1439.97;3024.12
0;-p;002;3;C;69;6740.28;4.08;9.56;32.92;101.8;340.4
0;-p;002;3;D;29;61.16;1.64;1.64;1.68;1.68;3.36
0;-p;002;3;G;3;23.12;0.96;0.96;10.72;11.44;11.44
0;-p;002;3;H;70;6046.75;37.28;56.6;76.3;102.04;171.2
0;-p;002;3;J;70;64217.08;13.96;68.43;530.24;1184.88;2477.25
0;-p;002;3;L;70;154375.87;316.57;1770.38;2149.76;2812.31;3619.45
0;-p;002;3;M;69;816.64;5.4;8.08;10.76;14.24;21.52
0;-p;002;3;N;70;11471.72;49.32;86.12;115.56;195.36;392.8
0;-p;002;3;P;2;47.64;9.84;9.84;23.82;37.8;37.8
0;-p;002;3;R;38;961.83;0.68;3.28;6.94;23.28;161.67
0;-p;002;3;S;13;186.96;0.12;4.16;8.28;12.44;94.08
0;-p;002;3;V;46;20384.6;1.76;5.24;31.82;82.68;2689.03
0;-p;002;4;A;118;16719.52;13.2;38.16;78.66;166.84;389.76
0;-p;002;4;B;118;309493.43;288.92;969.33;1956.91;2941.69;8072.23
0;-p;002;4;C;117;37673.14;3.2;15.48;68.36;203.08;1604.64
0;-p;002;4;D;53;244;1.64;1.64;1.68;4.88;14.68
0;-p;002;4;G;3;191;1.4;1.4;3.72;185.88;185.88
0;-p;002;4;H;118;20539.19;47.56;75.72;108.9;203.2;350.48
0;-p;002;4;J;118;580699.29;42.44;749.78;1608.91;4748.98;20326.09
0;-p;002;4;L;118;305167.71;772;1935.78;2502.15;3127.08;5039.78
0;-p;002;4;M;117;3987.48;4.88;10.76;18.84;32.32;81.16
0;-p;002;4;N;118;69101.08;55.4;142.84;258.28;585.72;2358.44
0;-p;002;4;P;11;206.04;1.96;4.92;18.88;18.92;56.64
0;-p;002;4;R;97;4652.89;0.96;3.28;7.48;37.03;223.85
0;-p;002;4;S;42;945.76;0.16;4.16;8.62;24.96;94.2
0;-p;002;4;V;91;20943.53;3.52;17.6;45.68;118.2;759.22
0;-p;003;1;A;237;32500.04;25.8;81.48;130.92;171.92;287.32
0;-p;003;1;B;239;127049.84;33.64;179.2;371.12;773;1294.32
0;-p;003;1;C;206;2222.6;0.4;1.24;2.2;4.64;14.28
0;-p;003;1;D;17;70.84;1.44;1.52;2.84;4.48;15.44
0;-p;003;1;G;22;122.32;0.16;1.16;2.2;5.24;21.36
0;-p;003;1;H;217;5914.49;2.12;5.36;12.12;22.32;73.68
0;-p;003;1;J;233;355066.96;52.22;317.03;615.45;1765.63;6205.01
0;-p;003;1;L;237;1096552.95;290.84;1630.64;2532.36;7789.81;12541.06
0;-p;003;1;M;78;582.72;0.08;0.24;0.32;0.92;85.88
0;-p;003;1;N;202;3137.16;0.4;4.04;8.06;19;54.96
0;-p;003;1;P;47;1214.64;0.48;18.88;18.88;37.8;56.68
0;-p;003;1;R;89;503.44;0.08;0.12;1.44;3.48;31.96
0;-p;003;1;S;23;56.36;0.4;1.56;2.68;2.8;5.92
0;-p;003;1;V;58;5171.85;5.85;27.88;58.95;124.88;280.99
0;-p;003;2;A;440;66464.76;34.08;91.54;139.96;191.24;309.3
0;-p;003;2;B;440;309014.21;112.64;271.68;599.26;978.46;1672.2
0;-p;003;2;C;393;3640.48;0.48;1.6;3.68;6.96;22.72
0;-p;003;2;D;29;149;1.52;2.84;3.24;7.52;12.04
0;-p;003;2;G;32;252.6;0.44;2.14;5.36;6.72;35.72
0;-p;003;2;H;402;14147.09;2.12;4.24;9.28;21.88;85.32
0;-p;003;2;J;434;677970.97;138.83;518.28;801.25;1443.77;5700.66
0;-p;003;2;L;436;2215456.3;1121.87;1757.25;2495.87;6698.06;13960.84
0;-p;003;2;M;207;1446.64;0.08;0.24;0.36;1;85.76
0;-p;003;2;N;415;12412.77;1.56;7;14.88;32.24;92.48
0;-p;003;2;P;70;1806.36;1.56;18.88;18.88;18.88;75.56
0;-p;003;2;R;220;1033.44;0.08;0.08;0.34;2.72;23.94
0;-p;003;2;S;54;254.04;1.56;2.68;3;5.6;12.28
0;-p;003;2;V;157;17008.96;3.16;25.8;53.6;134.64;287.37
0;-p;003;3;A;146;31392.31;54.28;98.84;148.6;220.08;373.48
0;-p;003;3;B;146;163642.61;148.36;453.2;774.34;1253.84;3331.64
0;-p;003;3;C;132;3524.64;0.48;1.68;4.42;13.12;105.88
0;-p;003;3;D;24;285.92;1.64;3.04;3.58;7.52;59.4
