vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;2017047;652.41;1909.63;4142.49;10441.79;27809.34
0;002;2186018;3740.13;5642.27;7424.85;12930.32;33726.72
0;003;7954289;63.52;2466.9;4276.69;9439.77;30391.69
0;004;7969607;669.07;2649.43;4820.81;8299.54;19416.07
0;005;3989869;944.92;2136.79;3674.92;5958.27;13931.74
0;006;115530;2866.47;5617.34;9535.92;14286.8;26050.35
0;020;703585;52.24;145.8;369.65;1022.83;3434.33
0;021;3283772;75.12;245.84;442.13;862.67;2953.03
0;022;571942;31.56;60.96;121.36;558.11;2902.74
0;023;567167;8.22;46.66;84.36;264.58;1294.52
0;024;1118094;47.36;80.12;120.36;219.84;746.34
0;026;526457;3.8;24.56;44.68;86.84;566.64
0;040;167169;0;28.36;91.36;263.4;1532.89
0;041;1289414;15.48;87.96;172.87;397.4;1960.91
0;042;2011063;0;19.97;61.14;141.4;630.92
0;043;4720058;0;88.08;312.8;2626.78;7237.52
0;044;1311030;1;32.12;118.96;343.59;1426.48
0;045;4150842;7;40.42;99.88;253.6;1073.28
0;046;155394;3.56;30.08;68;133.24;462.04
0;047;542566;0.88;10.96;34.3;78.92;216.17
0;048;1466779;0;10.88;44.4;104.9;2454.4
0;049;1814910;8.76;149.88;553.88;5178.61;9799.52
0;050;469220;1.44;65.08;235.73;664.87;2311.56
0;051;159104;2.12;16.68;43;95.28;618.15
0;052;427193;0;3.48;30.61;111.24;682.88
0;053;1515846;0;1.04;13.85;64;398.52
0;054;252723;0;4.12;16.94;51.24;141.8
0;055;616474;0.44;19.16;63.56;194.59;1122.12
0;056;118364;0;10.8;35.48;110.92;585.56
0;057;188170;0;0;1.36;9.5;69
0;058;964252;0;0;0;33.03;227.72
0;070;57240;22.2;41;56.67;90.48;316.92
0;073;547195;6.12;18;33.16;47.08;77.36
0;080;126463;7.76;33.48;90.98;240.1;576
0;082;246709;0;5.24;28.56;83.04;320.9
0;089;396455;46.72;78.76;114.42;191.94;713.52
0;090;248455;61.96;282.41;550.7;1097.6;3095.66
0;091;227526;51.68;114.66;190.76;368.6;1429.86
0;092;399324;35.96;63.28;87.64;130.87;286.4
0;093;581084;27.36;42.6;55.12;75.02;170.27
0;095;67690;23.56;40.12;56.26;85.95;213.48
0;097;527841;18.36;32.64;42.56;56.6;128.72
0;098;1315139;22.68;39.52;53.64;80.96;207.29
0;110;869338;5;37.92;85.84;318.06;2095.7
0;111;214548;0;4.88;18.24;55.6;134.84
0;113;865655;0;4.4;19.06;53.48;171.64
0;114;1008142;0;17.16;41;92.1;715.44
0;115;532510;0;0;0;0;36
0;120;1522068;97.8;175.5;316.04;639.75;2214.32
0;121;2110014;23.04;67.08;148.31;370.96;2015.53
0;130;3668137;262.46;763.58;1368.86;2448.54;5756.09
0;131;775808;8.32;223.09;689.32;1389.76;2780.8
0;132;11209;0;0;12.06;64.04;628.5
0;133;435356;0;14.28;83.12;254.08;1242.73
0;134;1450018;26.92;84;139.24;241.08;1011
0;135;413492;2.5;29.24;68.52;156.32;592.38
0;136;4136989;1.64;53.44;151;446.22;2848.27
0;137;3971592;12.6;108.48;250.32;594.31;1754.8
0;138;314350;0;4.24;11.92;27.8;71.12
