vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;46;3;40;52;58;66
0;002;49;24;40;52;61;66
0;003;47;12;37;50;59;68
0;004;63;28;53;67;75;82
0;005;59;41;51;58;68;80
0;020;50;7;28;53;72;86
0;021;56;18;44;58;70;81
0;022;49;2;22;57;72;81
0;023;50;10;39;50;64;78
0;024;70;52;65;71;77;83
0;025;53;25;41;52;67;81
0;026;55;12;39;57;74;87
0;040;51;4;31;56;74;86
0;041;60;27;52;63;72;81
0;042;73;42;68;76;81;90
0;043;46;22;36;45;56;74
0;044;71;41;64;75;81;90
0;045;74;51;68;76;82;90
0;046;74;52;68;76;83;90
0;047;74;50;68;76;83;90
0;048;58;25;45;60;72;83
0;049;33;0;6;28;57;77
0;050;36;2;8;31;64;81
0;051;13;1;5;8;17;38
0;052;59;8;43;65;77;89
0;053;37;1;11;37;57;80
0;054;37;8;22;35;49;73
0;055;48;4;24;50;73;87
0;056;31;0;4;23;54;81
0;057;25;1;7;18;36;74
0;058;50;0;38;53;69;85
0;070;50;7;32;50;72;86
0;071;62;26;53;67;75;84
0;072;50;3;22;57;74;86
0;073;74;53;70;76;81;89
0;080;30;0;3;16;59;82
0;081;53;18;36;54;71;81
0;082;56;5;42;62;75;86
0;090;59;38;51;60;68;76
0;091;49;3;40;54;66;78
0;092;34;14;18;29;46;67
0;093;41;14;28;40;54;70
0;094;44;11;28;44;58;77
0;095;20;0;0;6;42;59
0;096;52;21;39;53;67;79
0;097;17;3;5;16;26;40
0;098;36;7;21;34;48;69
0;110;60;42;52;59;69;80
0;111;61;26;49;65;76;86
0;112;65;26;54;69;78;88
0;113;18;0;2;5;28;76
0;114;25;2;15;19;32;69
0;115;37;0;9;38;59;80
0;120;62;39;56;65;71;78
0;121;60;24;50;64;73;81
0;122;63;25;54;66;74;86
0;130;69;41;63;72;78;88
0;131;20;3;13;19;26;38
0;132;2;0;0;0;3;7
0;133;74;47;68;76;83;92
0;134;69;35;61;72;80;89
0;135;61;24;46;64;77;89
0;136;67;47;60;68;75;84
0;137;65;4;56;73;82;91
0;138;3;0;0;0;2;8
0;139;52;1;11;67;80;91
0;140;69;44;63;71;78;87
0;141;20;0;0;2;39;77
0;142;64;24;54;69;77;86
0;143;53;18;31;55;74;87
0;144;46;0;4;55;76;89
0;160;7;0;0;0;3;48
0;161;64;37;56;67;74;80
0;162;69;49;64;71;77;84
0;163;65;37;60;69;75;81
0;164;71;69;69;70;72;72
0;165;67;48;61;68;74;80
0;166;66;48;60;67;73;79
0;167;35;0;6;39;57;75
0;168;65;43;58;68;74;82
0;169;70;51;65;72;77;84
0;170;78;64;73;78;84;91
0;171;75;56;71;77;82;90
0;172;73;51;66;74;81;90
0;173;67;46;60;69;76;85
0;174;62;42;52;63;72;80
0;175;63;40;55;65;72;80
0;176;76;56;71;77;83;91
0;177;75;53;70;77;83;90
0;178;70;47;63;71;79;89
0;179;52;30;42;52;63;75
0;180;69;42;61;72;79;88
0;190;69;45;59;70;79;89
0;191;63;36;55;66;73;80
0;192;65;45;57;66;73;79
0;193;64;29;57;68;76;89
0;194;77;57;72;79;85;92
0;195;64;31;52;68;77;88
0;196;70;32;63;74;81;90
0;197;68;42;60;70;77;88
0;198;69;47;62;71;78;87
0;199;65;37;54;68;77;87
0;200;66;0;59;74;82;90
0;201;69;40;62;72;79;89
0;202;68;45;59;70;78;87
0;203;58;31;46;58;71;83
0;204;62;13;49;70;79;89
0;205;68;40;60;71;79;89
0;206;58;16;49;63;72;80
0;207;64;26;52;68;78;89
0;220;54;25;40;54;69;82
0;221;66;36;57;69;77;87
0;222;40;0;0;48;72;86
0;223;56;2;44;61;73;85
0;224;53;18;38;53;70;84
0;225;26;8;13;21;35;64
0;226;49;24;37;47;60;77
0;227;53;13;43;55;68;79
0;228;54;4;42;57;70;81
0;229;56;18;39;59;73;86
0;240;70;47;61;71;78;89
0;241;60;13;45;66;78;89
0;242;57;19;42;57;74;88
0;243;43;0;2;49;72;87
0;244;67;40;56;70;79;89
0;245;44;17;29;41;59;79
0;246;74;44;68;77;85;93
0;247;61;5;46;70;80;90
0;248;51;3;35;54;72;88
0;249;24;0;2;10;42;80
0;250;48;1;18;54;74;87
0;260;59;34;49;61;70;79
0;261;67;39;57;71;78;89
0;262;63;31;52;67;76;85
0;263;57;28;44;58;69;80
0;264;62;33;52;64;73;85
0;280;57;38;48;56;66;78
0;281;69;47;62;71;78;88
0;282;53;26;41;50;66;82
0;283;51;12;38;53;67;81
0;284;66;30;55;70;79;90
0;300;73;45;66;75;83;92
0;301;80;63;74;80;87;93
0;302;68;48;63;70;76;83
0;303;27;10;14;17;41;68
0;304;49;28;38;47;58;73
0;305;59;19;44;61;76;89
0;306;67;43;60;70;76;85
0;307;33;0;15;29;54;76
0;308;75;27;71;80;87;94
0;309;47;7;17;47;74;88
0;310;51;29;40;49;63;77
0;311;43;5;24;44;62;77
0;312;52;16;35;53;71;86
0;313;45;17;30;44;60;76
0;314;50;16;37;52;65;77
0;315;53;11;39;56;70;83
0;316;46;14;29;47;63;78
0;317;45;18;34;44;57;75
0;318;46;16;29;45;62;78
0;319;43;14;27;43;57;77
0;320;48;16;32;47;64;80
0;340;64;2;51;77;86;93
0;341;72;24;66;78;86;92
0;342;49;6;15;54;76;88
0;343;71;41;64;74;81;90
0;344;46;2;21;51;69;85
0;345;47;1;28;51;70;87
0;346;56;13;43;60;73;84
0;347;55;25;41;55;71;84
0;348;67;11;59;73;81;90
0;349;68;39;60;71;79;88
0;350;53;13;36;54;72;88
0;351;48;3;29;50;70;86
0;360;64;26;50;70;80;90
0;361;53;11;36;54;72;86
0;362;60;37;50;59;70;83
0;363;48;21;37;48;59;75
0;364;45;15;28;44;61;80
0;380;74;45;67;77;86;93
0;381;55;4;38;61;75;87
0;382;64;41;54;66;75;87
0;383;49;4;32;50;69;85
0;384;51;6;26;52;77;90
0;385;42;0;17;42;67;85
0;400;64;47;56;66;71;82
0;401;49;16;38;52;63;76
0;402;56;28;43;56;69;87
0;403;39;22;30;38;47;59
0;404;50;25;39;49;61;74
0;405;47;23;34;45;60;78
0;420;58;14;45;63;75;86
0;421;38;0;5;39;64;85
0;422;44;0;3;50;80;91
0;423;40;0;13;44;61;77
0;424;60;21;47;65;76;88
0;440;48;23;39;49;58;68
0;441;64;31;58;68;74;82
0;442;66;43;58;68;75;82
0;443;47;2;29;51;68;80
0;444;62;34;52;65;73;79
0;445;64;34;54;67;76;86
0;446;62;28;50;66;75;85
0;447;62;29;52;65;74;83
0;460;70;33;62;75;82;92
0;461;70;46;63;72;79;88
0;462;45;4;20;47;68;84
0;463;44;0;15;41;75;89
0;464;50;24;37;50;62;77
0;465;46;22;34;45;58;75
0;466;57;25;43;58;73;86
0;467;62;8;51;70;78;89
0;468;57;9;45;64;75;86
0;480;67;54;62;67;72;79
0;481;41;1;7;48;68;81
0;482;71;56;65;71;77;86
0;483;36;3;14;34;58;76
0;484;42;1;5;54;71;82
0;500;71;44;66;74;80;89
0;501;57;11;43;62;73;85
0;510;58;37;48;57;69;79
0;511;60;35;50;62;71;83
0;512;65;42;57;66;73;82
0;513;47;26;37;45;54;73
0;514;61;37;52;63;71;80
0;515;43;19;29;40;54;78
0;516;36;23;30;35;40;48
0;517;52;27;38;50;66;81
0;518;51;25;35;50;67;79
0;530;67;42;57;69;76;87
0;531;34;17;25;31;40;68
0;532;43;15;28;38;55;82
0;540;30;22;27;30;33;38
0;541;32;23;28;32;36;40
0;542;30;21;26;30;33;38
0;543;29;20;26;29;33;39
0;544;30;19;25;30;35;41
0;560;29;21;26;29;32;37
0;561;29;20;25;28;32;38
0;562;31;22;27;30;34;40
0;563;28;20;24;28;31;37
0;564;30;20;25;29;34;40
0;565;28;19;23;27;31;37
0;566;28;20;24;28;32;38
0;583;0;0;0;0;0;0
0;590;0;0;0;0;0;0
0;591;0;0;0;0;0;0
0;592;0;0;0;0;0;0
0;593;0;0;0;0;0;0
0;600;0;0;0;0;0;0
0;601;0;0;0;0;0;0
0;602;0;0;0;0;0;0
0;603;0;0;0;0;0;0
0;610;0;0;0;0;0;0
0;611;0;0;0;0;0;0
0;612;0;0;0;0;0;0
0;613;0;0;0;0;0;0
0;614;0;0;0;0;0;0
0;620;0;0;0;0;0;0
0;621;0;0;0;0;0;0
0;622;0;0;0;0;0;0
0;623;0;0;0;0;0;0
0;624;0;0;0;0;0;0
0;625;0;0;0;0;0;0
0;626;0;0;0;0;0;0
0;630;0;0;0;0;0;0
0;631;0;0;0;0;0;0
0;632;0;0;0;0;0;0
0;633;0;0;0;0;0;0
0;634;0;0;0;0;0;0
0;635;0;0;0;0;0;0
0;636;0;0;0;0;0;0
0;637;0;0;0;0;0;0
0;638;0;0;0;0;0;0
0;639;0;0;0;0;0;0
