vrai_hop;rdrg;N;moy_gemid
0;001;147;570.31
0;002;107;1902.47
0;003;527;19.51
0;004;1934;575.91
0;005;467;158.77
0;020;624;175.78
0;021;3855;656.16
0;022;728;454.91
0;023;1143;930.72
0;024;4045;202.06
0;025;3454;23.6
0;026;1431;1354.74
0;040;612;50.51
0;041;2690;6.27
0;042;8457;1.06
0;043;2243;4.6
0;044;3047;18.41
0;045;7648;3.47
0;046;9514;3.72
0;047;8214;2.1
0;048;5449;3.54
0;049;785;2.79
0;050;709;15.97
0;051;1035;0
0;052;1993;4.84
0;053;13495;4.26
0;054;4370;0.36
0;055;1407;1.21
0;056;1339;1.08
0;057;11493;0.14
0;058;18213;7.96
0;070;543;68.64
0;071;5445;28.74
0;072;2967;22.07
0;073;11481;155.29
0;080;320;3.06
0;081;600;0.52
0;082;2435;1.33
0;090;350;174.21
0;091;525;5713.31
0;092;2902;175.69
0;093;7637;1.15
0;094;2156;2.21
0;095;448;0.75
0;096;967;0.73
0;097;11287;0.05
0;098;14429;10.19
0;110;1848;22.21
0;111;3404;0.5
0;112;1098;3.85
0;113;11281;2.67
0;114;5260;0.52
0;115;3957;0.19
0;120;1502;409.87
0;121;3914;156.64
0;122;574;123.1
0;130;1506;38.8
0;131;590;6.5
0;132;55;0
0;133;3493;10.26
0;134;4399;4.28
0;135;1487;3.23
0;136;9404;16.79
0;137;6032;6.09
0;138;321;0.34
0;139;26810;2.38
0;140;24113;2.87
0;141;11815;0.31
0;142;1184;6.76
0;143;2839;34.59
0;144;22762;2.32
0;160;109;2029.46
0;161;589;4237.41
0;162;691;4369.9
0;163;2472;4217.07
0;164;2;1606.18
0;165;2839;1556.58
0;166;4797;1316.77
0;167;677;2586.12
0;168;3035;1313.42
0;169;804;1300.65
0;170;311;5236.53
0;171;4948;5228.85
0;172;842;268.2
0;173;13570;925.88
0;174;3490;2073.43
0;175;17863;1577.05
0;176;1912;4068.88
0;177;903;2598.38
0;178;560;36.32
0;179;12797;3.34
0;180;930;39.37
0;190;11190;134.14
0;191;7617;68.21
0;192;22366;60.5
0;193;214;10.36
0;194;16649;8.84
0;195;1270;4.62
0;196;1228;12.74
0;197;8894;35.62
0;198;4717;155.68
0;199;3357;1.58
0;200;1388;17.55
0;201;17444;8.89
0;202;6943;74.94
0;203;4944;4.15
0;204;7771;1.26
0;205;793;9.98
0;206;871;57.48
0;207;4779;40.49
0;220;5214;311.15
0;221;12743;326.23
0;222;664;23.71
0;223;1368;116.46
0;224;1821;55.37
0;225;13473;114.59
0;226;10450;4.42
0;227;8471;74.38
0;228;19365;158.31
0;229;2298;56.83
0;240;7067;25.42
0;241;9615;2.48
0;242;849;5.62
0;243;9789;0.62
0;244;6790;2.36
0;245;2914;1.44
0;246;1073;2.09
0;247;6555;1.81
0;248;542;8.46
0;249;28617;0.39
0;250;26213;1.95
0;260;1521;152.46
0;261;826;139.14
0;262;1091;81.31
0;263;15425;267.51
0;264;1065;94.56
0;280;4072;8.25
0;281;4512;41.71
0;282;4914;27.34
0;283;4165;8.08
0;284;6847;55.76
0;300;217;2030.03
0;301;5734;1448.19
0;302;26243;1867.92
0;303;179;4959.43
0;304;4753;2710.55
0;305;165;73.93
0;306;1110;527.23
0;307;277;175.53
0;308;9051;366.46
0;309;1836;255.83
0;310;17201;285.66
0;311;70;3.51
0;312;804;66.89
0;313;26608;61.38
0;314;10159;39.52
0;315;23967;51.48
0;316;6408;30.16
0;317;7826;12.67
0;318;5370;6.25
0;319;3814;11.61
0;320;5741;145.96
