vrai_hop;rdrg;N;moy_gemid
0;340;1155;3.8
0;341;2947;0.74
0;342;10338;0.38
0;343;5828;9.74
0;344;426;3.35
0;345;329;3.03
0;346;3063;3.48
0;347;19416;3.06
0;348;4726;1.34
0;349;1818;0.62
0;350;3044;1.51
0;351;3643;1.86
0;360;1167;31.69
0;361;3611;22.18
0;362;5832;25.51
0;363;12924;18.21
0;364;8006;21.83
0;380;1684;2.11
0;381;1437;0.57
0;382;1454;5.08
0;383;7433;1.17
0;384;6288;0.21
0;385;3311;1.01
0;400;215;235.69
0;401;344;34.48
0;402;276;39.75
0;403;6400;76.5
0;404;5879;1.25
0;405;1386;256.59
0;420;9567;1.1
0;421;4546;0.8
0;422;8256;1.15
0;423;430;3.83
0;424;3012;2.87
0;440;294;21.92
0;441;973;317.38
0;442;1500;44.76
0;443;2906;52.74
0;444;151;143.23
0;445;1838;158.62
0;446;13389;5.06
0;447;1622;458.75
0;460;3318;9.81
0;461;1399;18.33
0;462;684;5.29
0;463;12389;0.91
0;464;2437;0.77
0;465;10263;1.7
0;466;993;4.96
0;467;2574;1.27
0;468;4274;10.03
0;480;4329;8.89
0;481;1275;66.32
0;482;9145;4.57
0;483;4634;16.09
0;484;2414;2.95
0;500;1422;8.39
0;501;2671;2.04
0;510;2071;49.88
0;511;535;109.12
0;512;773;88.7
0;513;24714;89.31
0;514;6844;262.18
0;515;2216;16.3
0;516;3138;24.77
0;517;3329;6.23
0;518;989;62.04
0;530;1304;23.47
0;531;931;0.35
0;532;2105;13.17
0;540;18457;0.5
0;541;521;1.11
0;542;295;4.32
0;543;350;21.07
0;544;3106;3.32
0;560;82406;0.04
0;561;767;0.15
0;562;1312;153.4
0;563;6451;0.22
0;564;939;0
0;565;1009;0
0;566;8388;0.07
0;580;193;13.35
0;581;40;0
0;583;2;1907.66
0;590;14;91.48
0;591;45;27.58
0;592;19;165.42
0;593;102;9.38
0;600;22;225.55
0;601;82;8.86
0;602;149;7.21
0;603;186;3.21
0;610;18;194.3
0;611;85;3.76
0;612;152;6.48
0;613;60;0
0;614;292;0.97
0;620;23;115.18
0;621;111;19.04
0;622;122;3.35
0;623;84;1.35
0;624;211;0.27
0;625;113;2.01
0;626;268;0
0;630;77;891.26
0;631;97;94.51
0;632;211;16.52
0;633;382;7.24
0;634;236;5.27
0;635;64;3.11
0;636;319;2.78
0;637;1207;0.52
0;638;1507;0.22
0;639;246;0.85
0;640;388;0.02
0;650;262;215.37
0;651;730;22.5
0;660;1475;10.14
0;661;1470;4.18
0;662;220;3.72
0;663;7756;2.93
0;664;1692;3.9
0;680;416;176.23
0;681;1010;113.95
0;682;929;58.68
0;683;1104;95.43
0;690;1269;29.35
0;691;4189;22.54
0;692;701;6.59
0;693;25290;18.53
0;694;1926;18.54
0;710;769;209.2
0;711;952;53.8
0;720;4587;10.92
0;721;1738;2.87
0;722;2110;1.79
0;723;5670;0.12
0;724;2002;3.24
0;740;1031;293.94
0;750;609;0.05
0;751;5926;0.28
0;752;892;0.04
0;753;879;0.22
0;754;7876;0.18
0;755;1699;0.31
0;756;3937;0.42
0;757;7991;0.79
0;758;927;0
0;759;413;2.05
0;760;4379;0.44
0;770;1113;0
0;771;462;0.98
0;772;120;0.24
0;773;373;0
0;774;98;0
0;775;9109;0.28
0;776;1274;1.61
0;790;1043;22.45
0;791;2554;110.91
0;792;1286;119.99
0;810;1382;1.94
0;811;872;0.51
0;812;11520;0.86
0;813;3017;19.43
0;814;374;0.92
0;815;1317;0.89
0;830;34;3.34
0;831;8;31.63
0;832;227;13.55
0;833;70;0.25
0;840;530;0.01
0;850;2547;456.98
0;860;5302;8.04
0;861;3671;2.35
0;862;30427;11.67
0;870;2;165.27
0;871;5;119.1
0;872;29;105.89
0;873;29;110.17
0;890;41;47.49
0;891;153;16.28
0;892;79;2.93
0;893;269;4.02
0;894;135;3.29
0;910;551;781.57
0;911;532;258.35
0;930;529;22.92
0;931;78;8.96
0;950;6285;537.69
0;951;752;25.98
0;952;5022;41.86
0;955;258;2.55
0;956;234;174.76
