vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;6;6;8683.25;230.63;737.75;1277.37;1720.77;3439.36
0;001;2;12;12;22154.77;263.85;1392.68;1771.38;2253.55;3347.43
0;001;3;31;31;131710.15;1640.63;2225.24;3064.13;5107.06;12561.38
0;001;4;98;98;875172.38;1241.71;2626.37;4322.92;10770.99;25034.31
0;002;1;1;1;7418.42;7418.42;7418.42;7418.42;7418.42;7418.42
0;002;2;6;6;25348.94;482.9;3274.83;4395.79;5081.78;7717.85
0;002;3;24;24;98520.3;1367.58;1881.8;3326.53;6796.13;7909.03
0;002;4;76;76;607550.55;1800.55;5139.95;7021.72;9416.56;19522.62
0;003;1;40;39;218888.91;20.37;1193.4;6092.78;7432.8;13512.04
0;003;2;80;79;568498.78;444.22;3504.69;5768.64;9534.4;16870.45
0;003;3;200;200;1559458.68;1910.75;3892.48;5823.76;9714.8;20333.96
0;003;4;207;207;2661011.94;3300.53;6172.33;9188.08;15354.18;36618.15
0;004;1;33;33;23295.45;33.46;86.65;359.48;813.37;3028.86
0;004;2;73;72;152102.1;13.16;542.61;1299.58;3332.54;6376.23
0;004;3;259;259;899689.32;287.29;1247.43;2598.78;4435.15;9826.08
0;004;4;1569;1567;11644374.11;1370.36;3408.48;5772.37;9480.48;18649.12
0;005;1;67;67;47795.62;42.57;326.67;506.33;825.02;2150
0;005;2;143;143;123434.74;91.11;416.05;645.24;1038.01;2387.5
0;005;3;128;128;189851.85;180.09;564.49;1161.41;1659.29;4081.06
0;005;4;129;129;416791.76;356.54;1127.45;2504.42;4646.18;8420.05
0;020;1;124;122;31727.14;36;104.98;189.95;346.01;633.06
0;020;2;132;131;59046.51;72.21;169.87;280.94;460.8;1321.5
0;020;3;171;169;148486.9;106.79;234.42;532.22;1182.23;2854.72
0;020;4;197;197;488746.38;283.21;835.65;1710.23;3264.21;7737.6
0;021;1;1235;1225;486844.1;31.43;152.27;329.59;517.65;924.52
0;021;2;1194;1193;744411.51;97.37;279.24;480.13;712.57;1664.24
0;021;3;750;750;953661.22;176.88;482.4;834.66;1472.62;4160.03
0;021;4;676;675;1903332.46;422.11;1083.71;1922.15;3582.43;7852.55
0;022;1;223;220;29451.93;30.28;60.95;87.72;131.15;375.66
0;022;2;282;281;73237.05;29.35;73.01;117.8;223.82;1021.71
0;022;3;127;126;103009.33;55.5;139.59;385.02;1020.12;2920.48
0;022;4;96;96;203668.23;103.26;556.81;1404.06;3416.44;6425.05
0;023;1;575;564;93299.29;13.67;55.6;96.18;170.46;543.19
0;023;2;327;321;118369.09;30.27;96.61;204.12;450.07;1205.3
0;023;3;200;200;152501.38;59.49;153.99;371.22;1083.67;2576.53
0;023;4;41;41;114285.21;416.32;937.24;2451.24;3826.95;5844.05
0;024;1;1234;1234;189039.57;49.91;88.88;126.86;178.84;325.11
0;024;2;2011;2010;404693.71;69.6;120.1;169.32;237.08;422.91
0;024;3;682;681;325280.44;94.75;176.72;282.7;480.71;1221.26
0;024;4;118;118;194823.51;194.29;520.05;1162.08;2311.84;5275.34
0;025;1;3195;3088;154053.31;3.15;14.61;37.06;59.8;121.45
0;025;2;208;207;25546.14;4.01;22.2;56.91;149.66;459.42
0;025;3;45;45;12079.64;4.63;32.18;108.07;350.25;1180.89
0;025;4;6;6;18421.32;326.55;1155.42;2392.22;3516.89;8638.02
0;026;1;631;602;80148.3;4.79;47.42;82.92;140.41;358.33
0;026;2;456;446;139515.34;11.04;64.35;130.13;253.38;1171.68
0;026;3;244;244;194403.06;48.44;146.91;304.3;724.39;2325.91
0;026;4;100;100;219008.8;180.71;683.93;1605.61;2849.3;6242.35
0;040;1;213;183;22742.94;1.79;12.21;36.23;93.7;654.59
0;040;2;267;235;56353.07;4.31;25.15;90.08;266.73;1041.51
0;040;3;108;101;64363.34;5.17;56.34;171.95;636.51;2189.28
0;040;4;24;24;40265.8;77.63;586.22;1104.52;2260.78;5236.83
0;041;1;493;480;106959.62;10.94;69.32;140.16;262.22;683.72
0;041;2;1151;1129;440296.19;16.21;92;185.48;376.63;1507.24
0;041;3;862;852;534834.56;34.36;149.2;360.48;738.6;2045.99
0;041;4;184;183;270303.03;68.1;229.03;678.24;1791.81;4600.32
0;042;1;2262;1761;158666.74;1.45;10.91;33.4;80.94;255.13
