vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;71939.28;29155.46;29155.46;35969.64;42783.82;42783.82
0;001;2;643668.44;9253.85;24076.21;26395.44;29813.3;36520.81
0;001;3;1532371.64;20109.35;23573.17;28575.54;32477.24;61706.69
0;001;4;5157891.95;22135.73;27789.16;34187.64;48256.56;117787.64
0;002;2;413256.52;19611.82;23870.93;25942.37;30947;38082.16
0;002;3;1014787.89;23330.65;27251.23;28906.61;35308.63;60333.32
0;002;4;3537814.55;27007.46;33287.34;40463.82;58375.71;90987.6
0;003;1;1416229.85;948.98;6422.99;16680.11;22981;36379.73
0;003;2;1779517.54;4813.06;12561.38;19037.12;24353.1;33589.78
0;003;3;3871574.65;11314.26;16517.42;21190.23;26797.8;42936.95
0;003;4;7211498.23;12322.54;19034.24;28563.81;45449.34;78163.18
0;004;1;339645.16;1633.07;3848.42;9100.42;18941.67;32191.53
0;004;2;1457043.69;2577;7792.46;12848.22;23576.31;34865.39
0;004;3;7400456.92;4056.32;12887.38;21604.53;30501.63;50444.63
0;004;4;57358158.02;11410.17;22129.88;32566.89;47571.37;82952.38
0;005;1;902369.79;2715.95;7122.18;10490.03;14192.15;19519.73
0;005;2;1789009.47;1765.9;8158.67;10994.96;14909.56;21296.02
0;005;3;1759625.5;2960.56;8114.89;13002.54;17749.65;29406.22
0;005;4;3255253.25;7962.19;14383.03;20191.84;27211.18;48012.97
0;020;1;1019652.25;2289.56;3783.6;4910.62;6823.77;11172.55
0;020;2;1044599.25;2902.85;5177.68;7193.7;9462.85;18191.44
0;020;3;1753718.38;2838.67;5204.69;8181.07;12432.73;25825.86
0;020;4;3912847.1;3901.37;8300.7;14962.42;22621.24;48076.3
0;021;1;9474532.02;1921.19;4990.01;6869.67;8792.54;15075.78
0;021;2;10950413.11;2873.86;6234.91;8408.16;11221.11;19347.33
0;021;3;9868393.26;3880;7996.24;11513.99;16886.71;35678.1
0;021;4;11025674.13;4280.05;10259.82;17580.88;26742.55;45183.68
0;022;1;1182793.08;1281.25;2968.23;4186.2;5497.93;10465.63
0;022;2;2066589.08;1938.76;3883.16;5409.13;8324.22;15753.44
0;022;3;1281001;2664.69;5173.32;9675.65;15468.16;29801.71
0;022;4;1187075.25;3765.46;6916.69;12120.8;23438.26;50133.69
