vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;51;15;47;56;61;69
0;002;49;19;39;54;61;65
0;003;48;11;38;53;60;69
0;004;64;32;55;68;76;84
0;005;59;40;52;59;67;78
0;020;56;8;37;63;77;86
0;021;55;15;43;57;70;82
0;022;50;1;24;59;74;83
0;023;52;20;42;52;63;79
0;024;71;53;65;73;78;85
0;025;55;25;43;54;68;83
0;026;57;13;43;60;76;86
0;040;46;3;21;50;69;83
0;041;62;31;53;64;73;83
0;042;76;49;72;79;84;90
0;043;46;22;35;46;56;72
0;044;72;44;64;76;83;90
0;045;75;51;68;77;83;91
0;046;75;52;68;77;83;91
0;047;74;48;68;77;83;91
0;048;61;30;51;63;74;84
0;049;40;0;13;43;62;82
0;050;50;2;30;55;74;87
0;051;21;0;5;15;33;58
0;052;62;10;51;68;79;89
0;053;39;2;13;40;60;82
0;054;38;9;23;37;50;73
0;055;57;4;38;63;79;90
0;056;38;0;7;37;66;85
0;057;24;0;5;15;36;76
0;058;52;0;43;54;66;82
0;070;51;9;32;51;71;85
0;071;62;28;54;66;75;84
0;072;56;5;45;61;73;84
0;073;75;54;71;78;83;88
0;080;27;0;3;11;50;85
0;081;55;18;41;57;73;85
0;082;56;3;40;62;76;87
0;090;60;33;53;61;70;80
0;091;51;2;42;56;67;80
0;092;33;14;18;28;44;65
0;093;43;15;31;43;56;72
0;094;47;11;32;48;61;79
0;095;23;0;1;24;41;56
0;096;54;26;43;55;68;79
0;097;21;3;9;21;30;45
0;098;36;8;22;35;49;69
0;110;61;45;53;60;69;82
0;111;63;30;51;66;78;86
0;112;68;24;60;72;81;89
0;113;16;0;2;5;25;68
0;114;32;1;13;25;52;77
0;115;45;0;29;50;63;81
0;120;62;39;56;64;72;78
0;121;59;20;50;63;73;82
0;122;59;23;50;62;72;84
0;130;68;32;61;73;80;87
0;131;20;0;11;20;27;40
0;132;1;0;0;0;2;3
0;133;69;16;63;74;82;91
0;134;69;36;59;73;81;89
0;135;65;30;52;69;81;90
0;136;68;49;60;69;77;84
0;137;67;6;57;75;83;92
0;138;3;0;0;1;2;8
0;139;50;1;7;63;80;91
0;140;70;47;63;73;80;87
0;141;15;0;0;2;20;76
0;142;63;19;52;70;78;86
0;143;55;19;32;57;75;86
0;144;44;0;3;49;75;88
0;160;7;0;0;0;4;49
0;161;64;37;56;67;74;81
0;162;70;47;63;73;78;84
0;163;66;36;60;70;77;83
0;164;60;60;60;60;60;60
0;165;68;49;61;70;75;82
0;166;68;50;61;69;75;81
0;167;43;0;21;49;64;76
0;168;66;41;59;69;76;84
0;169;70;53;64;72;77;84
0;170;77;60;72;79;84;90
0;171;76;57;71;78;83;89
0;172;73;53;67;75;82;89
0;173;68;48;61;70;77;85
0;174;64;43;54;64;74;84
0;175;64;40;56;66;74;82
0;176;76;54;71;78;84;91
0;177;74;47;68;77;82;89
0;178;71;49;62;73;79;87
0;179;55;32;44;55;66;77
0;180;70;45;62;73;80;87
0;190;71;46;61;74;82;90
0;191;65;40;57;67;75;83
0;192;66;46;58;67;74;82
0;193;66;26;58;70;79;87
0;194;78;58;73;80;85;93
0;195;65;31;52;69;79;89
0;196;70;34;62;75;83;91
0;197;69;40;60;72;80;88
0;198;70;49;61;72;79;86
0;199;67;39;57;70;79;88
0;200;67;0;60;77;84;92
0;201;69;38;62;73;81;89
0;202;68;45;58;70;80;87
0;203;59;30;47;59;73;84
0;204;64;12;52;72;81;89
0;205;66;41;56;69;79;87
0;206;63;30;55;66;75;84
0;207;63;24;50;67;79;88
0;220;54;23;40;54;69;83
0;221;65;36;56;68;77;86
0;222;43;0;0;47;72;85
0;223;59;10;49;64;75;84
0;224;55;19;42;56;72;84
0;225;29;8;14;23;39;66
0;226;50;25;38;49;60;79
0;227;56;28;46;57;68;81
0;228;56;7;45;60;72;83
0;229;57;19;43;60;74;85
0;240;71;48;62;72;80;88
0;241;61;14;48;67;79;88
0;242;59;19;45;62;76;87
0;243;43;0;2;50;73;86
0;244;66;39;54;69;79;87
0;245;45;16;28;42;60;82
0;246;73;43;67;77;84;92
0;247;60;4;45;69;81;91
0;248;54;8;38;58;72;86
0;249;26;0;2;11;47;82
0;250;52;2;27;59;76;87
0;260;61;35;52;62;72;80
0;261;67;37;58;70;79;87
0;262;65;35;55;69;78;86
0;263;55;26;42;56;69;81
0;264;62;36;53;64;74;84
0;280;58;39;49;58;67;80
0;281;70;47;61;72;79;86
0;282;54;26;42;52;66;83
0;283;55;18;44;56;68;82
0;284;66;29;54;70;80;89
0;300;73;52;67;75;81;89
0;301;80;62;76;82;86;93
0;302;68;48;61;70;76;83
0;303;30;10;14;17;49;74
0;304;52;30;41;50;62;76
0;305;64;28;52;67;78;86
0;306;69;45;63;72;78;85
0;307;31;0;15;27;49;74
0;308;76;35;72;81;86;94
0;309;47;6;18;48;74;87
0;310;52;30;41;51;64;78
0;311;42;6;24;40;61;75
0;312;54;14;39;56;72;85
0;313;45;17;29;44;60;78
0;314;51;17;40;54;65;78
