vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;1;2.3;2.3;2.3;2.3;2.3;2.3
0;001;1;B-110;1;1.6;1.6;1.6;1.6;1.6;1.6
0;001;1;B-112ap;1;2.7;2.7;2.7;2.7;2.7;2.7
0;001;1;B-116p;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;1;B-119b;1;1.7;1.7;1.7;1.7;1.7;1.7
0;001;1;B-131;1;4;4;4;4;4;4
0;001;1;B-134o;1;30;30;30;30;30;30
0;001;2;B-106;1;34;34;34;34;34;34
0;001;2;B-107a;8;26.9;2;2.4;3.3;4;5.5
0;001;2;B-107b;1;5.1;5.1;5.1;5.1;5.1;5.1
0;001;2;B-108b;7;38.3;0.3;1.7;3.7;12;14
0;001;2;B-110;8;10;0.4;1;1.2;1.6;2
0;001;2;B-111;12;24.3;0.7;1;1.7;2.3;6.3
0;001;2;B-112ap;8;30.7;2.3;2.8;3.8;4;7
0;001;2;B-112b;1;16.4;16.4;16.4;16.4;16.4;16.4
0;001;2;B-114;3;17.3;1.3;1.3;2.7;13.3;13.3
0;001;2;B-116p;8;10;0.3;1.2;1.3;1.3;2
0;001;2;B-121;3;3.3;0.7;0.7;1.3;1.3;1.3
0;001;2;B-124p;4;15.5;0.5;1.6;3.8;6.1;7.5
0;001;2;B-125o;3;8.7;0.7;0.7;1;7;7
0;001;2;B-125p;3;13.5;1.5;1.5;5;7;7
0;001;2;B-131;14;80.5;2.5;3.5;5;7;15
0;001;2;B-132;4;6;1;1;1;2;3
0;001;2;B-134o;11;433;2;21;37.5;52.5;67.5
0;001;2;B-134p;1;1;1;1;1;1;1
0;001;3;B-106;3;12.4;1.5;1.5;3.5;7.4;7.4
0;001;3;B-107a;48;188.9;1.1;2.4;2.9;4;9.3
0;001;3;B-107b;8;25.1;0.3;0.5;3.2;5.2;7.1
0;001;3;B-108b;28;126;0.3;2.3;4.6;5.6;9.7
0;001;3;B-109;3;12.5;1;1;3.5;8;8
0;001;3;B-110;18;15.6;0.4;0.4;0.8;1.2;2
0;001;3;B-111;27;82.5;0.3;1.3;2.7;4;7.3
0;001;3;B-112ap;48;207.7;2.3;3;3.5;4.3;9.7
0;001;3;B-112b;8;27.6;0.4;1.6;2.6;5.4;8
0;001;3;B-114;8;34;0.3;2.3;3.7;6.5;8.7
0;001;3;B-115;1;4;4;4;4;4;4
0;001;3;B-116p;38;54.2;0.3;0.7;1;1.7;3.3
0;001;3;B-118;1;20;20;20;20;20;20
0;001;3;B-119a;4;22.9;0.4;0.5;1.8;11;19
0;001;3;B-119b;3;19.7;0.3;0.3;1.7;17.7;17.7
0;001;3;B-121;10;12.7;0.7;0.7;1;2;2.7
0;001;3;B-123;1;1;1;1;1;1;1
0;001;3;B-124p;13;86.8;0.3;2.8;3.5;12;16.5
0;001;3;B-125bis;1;8;8;8;8;8;8
0;001;3;B-125o;17;101.5;1.5;2.5;5;8;18
0;001;3;B-125p;8;48.5;1;1;2.3;5;31
0;001;3;B-131;51;397.3;2.5;4.5;7;8;13.3
0;001;3;B-132;7;36;0.3;1;2;5;23.3
0;001;3;B-134o;58;2147;5;10;30;52.5;105
0;001;3;B-134p;17;102;1;2;4;10;16
0;001;4;B-105;1;1.8;1.8;1.8;1.8;1.8;1.8
0;001;4;B-106;11;66.3;0.5;1;3.3;8.5;25.5
0;001;4;B-107a;68;376.6;0.3;2.3;3.1;6;14
0;001;4;B-107b;31;230.3;0.3;1.1;2.9;12.1;28.1
0;001;4;B-108b;70;631.4;0.9;4.6;7.4;12.6;22.6
0;001;4;B-109;19;138;0.5;2.5;4;9.5;32
0;001;4;B-110;35;50.8;0.4;0.4;0.8;1.6;5.6
0;001;4;B-111;31;167.3;0.3;1.7;4;8.3;14
0;001;4;B-112ap;65;359.7;1.3;3;4;7.7;13.7
0;001;4;B-112b;28;167.2;0.8;2.6;5.8;8.4;12.4
0;001;4;B-112c;3;21.5;1;1;8.5;12;12
0;001;4;B-114;52;779.7;0.7;3.8;7.8;19;51
0;001;4;B-115;4;20.8;0.4;0.4;2.6;10;15.2
0;001;4;B-116o;1;10.5;10.5;10.5;10.5;10.5;10.5
0;001;4;B-116p;52;433.5;0.5;1.3;3.3;7.3;51.3
0;001;4;B-118;6;76;1;3;11.8;19.5;29
0;001;4;B-119a;8;25.2;0.4;0.8;1.4;4.2;12
0;001;4;B-119b;3;56.9;0.7;0.7;11.7;44.5;44.5
0;001;4;B-120;6;105.7;1.7;3.3;5.8;43.7;45.3
0;001;4;B-121;26;380;0.7;0.7;3.3;16;66.7
0;001;4;B-123;5;5;1;1;1;1;1
0;001;4;B-124p;66;693;1.5;3;5.1;11.3;34.3
0;001;4;B-125bis;2;12;5;5;6;7;7
0;001;4;B-125o;45;519.5;1;3;8;11.8;40
0;001;4;B-125p;38;227;1;2;4;7;18
0;001;4;B-126b;10;101;0.5;5;6.5;15.5;29.5
0;001;4;B-127;4;13.9;0.9;0.9;2.3;6.1;8.5
