vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;2;13;11912;0;195.26;769.29;1179.06;2997.25
0;001;3;34;57768;0;476.4;1307.75;2529.54;5636.42
0;001;4;153;625353;292.89;1330.36;2557.35;5491.94;13977.41
0;002;2;4;5170;0;48.81;213.66;2536;4742.31
0;002;3;24;30175;0;210.77;884.38;1995.63;3745.57
0;002;4;109;297540;97.63;488.15;1087.78;2912.47;12188.07
0;003;1;66;41554;0;0;0;247.9;3399.81
0;003;2;82;84038;0;0;146.44;1226.76;3727.66
0;003;3;140;327565;48.81;792.82;1548.81;2644.53;9342.2
0;003;4;463;2050340;404.37;1319.84;2647.96;5212.55;14793.39
0;004;1;9;466;0;0;0;0;466.05
0;004;2;58;4243;0;0;0;195.26;325.02
0;004;3;189;70732;0;0;97.63;390.52;1073.93
0;004;4;2123;2892647;0;173.16;585.78;1595.97;5021.44
0;005;1;39;1043;0;0;0;0;292.89
0;005;2;145;8189;0;0;0;0;329.7
0;005;3;104;19746;0;0;0;195.26;1171.56
0;005;4;154;94682;0;0;195.26;585.78;1790.55
0;020;1;118;2588;0;0;0;0;158.8
0;020;2;188;13758;0;0;0;0;644.52
0;020;3;188;48784;0;0;0;292.89;1292.07
0;020;4;301;95765;0;0;110.43;415.23;1146.51
0;021;1;1170;15346;0;0;0;0;97.63
0;021;2;1678;45077;0;0;0;0;173.16
0;021;3;716;44512;0;0;0;9.11;359.07
0;021;4;783;168328;0;0;0;195.26;805.37
0;022;1;160;165;0;0;0;0;0
0;022;2;311;1596;0;0;0;0;18.22
0;022;3;111;3145;0;0;0;0;195.26
0;022;4;76;5847;0;0;0;62.35;578.11
0;023;1;734;2982;0;0;0;0;0
0;023;2;401;9295;0;0;0;0;173.53
0;023;3;207;47038;0;0;0;247.9;1186.86
0;023;4;66;32612;0;0;97.63;618.99;2044.39
0;024;1;1154;5603;0;0;0;0;0
0;024;2;2319;24650;0;0;0;0;73.62
0;024;3;634;27606;0;0;0;0;232.07
