vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;5920788;19879.42;25753.68;31091.52;44564.67;84495.45
0;002;4270975;21466.37;28214.3;34256.77;43206.2;86173.03
0;003;14917555;8356.65;16636.09;22266.79;32674.97;65461.97
0;004;67508409;6687.45;18946.2;30046.85;45843.92;76754.52
0;005;7296571;3321.64;8495.37;12794.99;19606.4;39445.23
0;020;7102178;2814.18;4745.56;7825.48;14119.16;32487.77
0;021;45361023;2737.17;6297.16;8903.63;13777.72;30250.68
0;022;5992790;1701.24;3834.77;5497.26;9858.49;23358.77
0;023;8325062;1043.97;2679.45;4672.78;8289.03;21479.6
0;024;20255601;2171.88;2788.41;3414.36;5037.33;13103.99
0;025;5411193;676.82;901.14;1106.61;1478.99;3751.95
0;026;11662891;878.25;2188.86;5405.04;10649.45;23999.68
0;040;2939707;591.39;1321.13;2635.75;5208.5;15814.38
0;041;15932370;861.28;2279.87;4172.12;7296.17;17085.96
0;042;46648562;756.32;2224.7;4004.69;6872.78;15603.3
0;043;6089774;603.93;1190;1958.21;2992.6;7358.99
0;044;18419879;621.66;1522.78;3760.69;7733.08;19257.87
0;045;54570958;1362.72;2858.6;4657.67;8499.95;21872.21
0;046;54241648;909.27;2238.97;3845.99;6723.31;16940.98
0;047;31059683;950.97;1909.57;2846.95;4402.5;9829.51
0;048;17911061;617.79;1280.64;2352.09;4030.53;8812.22
0;049;5690415;768.24;2689.91;4862.23;9045.74;21167.2
0;050;3288573;698.38;1729.97;3030.45;5602.84;13944.1
0;051;2057341;710.9;1102.53;1567.67;2292.96;4418.26
0;052;7415973;557.89;1100.19;2293.78;4628.47;11338.15
0;053;33919566;522.48;868.6;1487.47;2824.38;7683.16
0;054;7248059;483.02;753.6;1186.36;1999.04;4224.99
0;055;6356419;653.5;1555.86;2977.89;5809.7;13356.32
0;056;3511035;498.83;836.88;1472.23;2909.76;9365.41
0;057;11182264;416.82;531.21;685.27;980.04;2242.66
0;058;35785981;442.62;621.53;816.84;1660.55;7386.6
0;070;1479117;990.52;1478.72;2025.63;2926.57;7894.14
0;071;14382529;1194.46;1934.98;2444.31;3016.66;4567.29
0;072;4648807;702.04;979.04;1206.78;1639.84;3444.52
0;073;18518985;1110.05;1269.68;1437.15;1706.42;2590.43
0;080;889391;885.34;1512.6;2187.78;3270.48;6933.25
0;081;1475788;688.86;1287.49;1999.61;3139.18;5597.87
0;082;6881289;531.71;1212.8;2065.4;3326.73;7941.94
0;090;3180841;937.3;1827.77;7384.79;12116.08;27684.84
0;091;5870356;1663.52;3164.06;6578.43;23079.12;24525.37
0;092;7588928;967.33;1628.54;2308.42;3129;4768.23
0;093;15212590;973.4;1396.16;1858.46;2305.5;3421.48
0;094;3959850;653.03;972.38;1254.39;1772.07;4557.57
0;095;905453;982.06;1323.25;1758.63;2401.41;4057.2
0;096;1890264;971.89;1324.83;1719.34;2173.53;3672.92
