vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;1;42;41.5;41.5;41.5;41.5;41.5
0;001;1;2;1;37;36.51;36.51;36.51;36.51;36.51
0;001;1;3;1;302;302.21;302.21;302.21;302.21;302.21
0;001;2;1;1;64;63.71;63.71;63.71;63.71;63.71
0;001;2;2;1;37;36.51;36.51;36.51;36.51;36.51
0;001;2;3;1;582;582.14;582.14;582.14;582.14;582.14
0;001;3;1;28;1925;41.5;63.71;71.4;80.88;89.27
0;001;3;2;28;1021;36.51;36.51;36.51;36.51;36.51
0;001;3;3;28;12564;243.93;322.47;398.75;482.67;680.15
0;001;4;1;143;10590;54.23;67.93;75.18;79.4;90.31
0;001;4;2;142;5173;35.7;36.51;36.51;36.51;36.51
0;001;4;3;143;123726;328.15;409.46;583.89;1054.53;2406.81
0;002;2;1;1;83;82.6;82.6;82.6;82.6;82.6
0;002;2;2;1;37;36.51;36.51;36.51;36.51;36.51
0;002;2;3;1;602;601.54;601.54;601.54;601.54;601.54
0;002;3;1;15;1153;58.45;67.98;78.91;83.13;92.45
0;002;3;2;15;548;36.51;36.51;36.51;36.51;36.51
0;002;3;3;15;8811;76.02;558.88;591.53;719.27;775.73
0;002;4;1;123;9276;54.23;71.4;78.15;83.13;96.67
0;002;4;2;123;4520;35.7;36.51;36.51;36.51;36.51
0;002;4;3;123;128921;431.07;569.73;728.38;1069.81;3307.75
0;003;1;1;43;2963;41.5;62.01;71.4;78.91;85.42
0;003;1;2;43;1569;36.51;36.51;36.51;36.51;36.51
0;003;1;3;43;10375;92.01;102.85;139.72;383.21;568.16
0;003;2;1;71;5066;41.5;62.01;73.47;79.19;97.93
0;003;2;2;71;2534;25.55;36.51;36.51;36.51;36.51
0;003;2;3;71;27443;98.17;158.28;399.48;490.9;832.1
0;003;3;1;182;12665;41.5;62.01;67.56;78.91;96.67
0;003;3;2;182;6541;35.7;36.51;36.51;36.51;36.51
0;003;3;3;182;94197;288.65;381.04;495.36;586.58;920.03
0;003;4;1;396;28576;45.19;63.76;74.82;81.28;96.67
0;003;4;2;396;14308;35.7;36.51;36.51;36.51;36.51
