vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;2;181.64
0;001;2;37;261.56
0;001;3;86;367.14
0;001;4;90;1080.03
0;002;2;7;1101.46
0;002;3;48;2246.42
0;002;4;84;2237.58
0;003;1;217;48.33
0;003;2;450;21.1
0;003;3;142;51.18
0;003;4;118;116.37
0;004;1;8;1419.4
0;004;2;72;1690.58
0;004;3;312;1635.01
0;004;4;1458;2645.35
0;005;1;3;0
0;005;2;20;455.06
0;005;3;118;133.8
0;005;4;443;309.06
0;006;2;2;514.45
0;006;3;2;239.88
0;006;4;2;82.77
0;020;1;157;277.86
0;020;2;96;414.95
0;020;3;199;543.23
0;020;4;138;771.35
0;021;1;860;1655.29
0;021;2;1521;878.02
0;021;3;1240;845.97
0;021;4;646;2180.73
0;022;1;177;1330.75
0;022;2;165;1258.44
0;022;3;80;1306.72
0;022;4;26;2821.13
0;023;1;543;1646.72
0;023;2;335;653.51
0;023;3;164;962.1
0;023;4;57;991.36
0;024;1;1563;3407.15
0;024;2;1442;2221.96
0;024;3;1386;4670.69
0;024;4;339;6461.89
0;026;1;1334;2241.83
0;026;2;597;2756.55
0;026;3;260;2437.45
0;026;4;72;1681.32
0;040;1;90;2.61
0;040;2;137;42.04
0;040;3;95;30.26
0;040;4;14;14.35
0;041;1;275;11.28
0;041;2;910;9.72
0;041;3;1083;10.42
0;041;4;200;34.72
0;042;1;1519;2.63
0;042;2;4750;3
0;042;3;2644;9.21
0;042;4;298;25.93
0;043;1;1589;1
0;043;2;894;2.58
0;043;3;145;9.77
0;043;4;15;31.54
0;044;1;417;23.52
0;044;2;768;5.59
0;044;3;1322;36.9
0;044;4;517;34.92
0;045;1;1514;13.4
0;045;2;7499;16.7
0;045;3;4125;49.61
0;045;4;875;117.32
0;046;1;96;5.08
0;046;2;291;6.17
0;046;3;129;3.81
0;046;4;13;47.31
0;047;1;2234;0.56
0;047;2;3289;0.64
0;047;3;785;3.07
0;047;4;48;39.4
0;048;1;1051;5.4
0;048;2;991;2.04
0;048;3;885;5.34
0;048;4;51;80.08
0;049;1;38;0.36
0;049;2;282;3.55
0;049;3;118;28.24
0;049;4;61;40.18
0;050;1;151;0.18
0;050;2;344;9.59
0;050;3;193;7.55
0;050;4;67;24.41
0;051;1;206;0.07
0;051;2;159;0.13
0;051;3;33;0.29
0;051;4;5;66.83
0;052;1;921;0.06
0;052;2;516;1.24
0;052;3;571;12.82
0;052;4;137;35.55
0;053;1;6077;1.98
0;053;2;4851;1.02
0;053;3;2737;6.68
0;053;4;469;15.34
0;054;1;3049;0.31
0;054;2;1371;0.14
0;054;3;180;1.67
0;054;4;14;30.96
0;055;1;873;6.23
0;055;2;1376;10.99
0;055;3;790;13.74
0;055;4;188;40.01
0;056;1;102;0
0;056;2;98;0
0;056;3;45;11.85
0;056;4;5;16.37
0;057;1;5285;0.05
0;057;2;1356;1.93
0;057;3;242;3.19
0;057;4;40;12.12
0;058;1;8448;7.69
0;058;2;4320;18.75
0;058;3;1832;14.25
0;058;4;297;23.98
0;070;1;264;144.42
0;070;2;125;185.05
0;070;3;33;572.22
0;070;4;2;950.65
0;073;1;5524;284.52
0;073;2;1810;273.05
0;073;3;109;205.61
0;073;4;18;157.09
0;080;1;120;12.78
0;080;2;260;3.82
0;080;3;57;0.38
0;080;4;5;10.52
0;082;1;906;3.24
0;082;2;1113;3.1
0;082;3;293;2.37
0;082;4;23;33.65
0;089;1;791;349.71
0;089;2;397;465.71
0;089;3;208;741.61
0;089;4;56;986.18
0;090;1;41;37.9
0;090;2;134;573.84
0;090;3;70;966.07
0;090;4;24;1556.54
0;091;1;5;0
0;091;2;607;8471.9
0;091;3;76;456.23
0;091;4;26;393.04
0;092;1;3003;264.42
0;092;2;1439;717.64
0;092;3;148;756.5
0;092;4;11;795.71
0;093;1;2599;93.96
0;093;2;376;85.39
0;093;3;39;75.63
0;093;4;4;181.37
0;095;1;95;2.51
0;095;2;29;0
0;095;3;10;16.09
0;097;1;3401;5.83
0;097;2;635;2.63
0;097;3;47;21.92
0;097;4;7;135.18
0;098;1;7436;59.49
0;098;2;1553;77.75
0;098;3;235;100.42
0;098;4;60;344.86
0;110;1;257;57.97
0;110;2;471;57.66
0;110;3;368;57.62
0;110;4;98;120.21
0;111;1;2345;1.37
0;111;2;1848;1.82
0;111;3;373;3.12
0;111;4;15;19.03
0;113;1;7077;0.28
0;113;2;6071;1.92
0;113;3;1272;2.64
0;113;4;155;15.78
0;114;1;1572;15.19
0;114;2;1019;7.03
0;114;3;319;5.29
0;114;4;73;18.05
0;115;1;35268;2.32
0;115;2;11825;3.16
0;115;3;590;12.26
0;115;4;84;22.3
0;120;1;695;1202.37
0;120;2;1257;1163.22
0;120;3;696;784.5
0;120;4;414;538.11
0;121;1;761;585.21
0;121;2;1416;487.56
0;121;3;1085;338.31
0;121;4;672;353.72
0;130;1;45;81.01
0;130;2;293;32.53
0;130;3;868;40.22
0;130;4;1028;59.62
0;131;1;27;31.58
0;131;2;205;26.26
0;131;3;337;33.43
0;131;4;68;34.19
0;132;1;9;0
0;132;2;32;0.65
0;132;3;45;4.89
0;132;4;7;8.04
0;133;1;11;0
0;133;2;1278;3.78
0;133;3;2111;6.07
0;133;4;636;25.11
0;134;1;1083;3.62
0;134;2;2154;5.63
0;134;3;1763;8.4
0;134;4;380;23.36
0;135;1;1229;4.21
0;135;2;805;24.55
0;135;3;912;29.09
0;135;4;153;37.08
0;136;1;436;62.1
0;136;2;2200;44.59
0;136;3;3023;44.14
0;136;4;554;70.34
0;137;1;717;5.52
0;137;2;1813;3.8
0;137;3;3685;19.66
0;137;4;1256;37.75
0;138;1;1821;0.29
0;138;2;1404;0.14
0;138;3;806;0.4
0;138;4;67;5.04
0;139;1;8795;0.22
0;139;2;14757;1.36
0;139;3;22174;3.46
0;139;4;4827;17.26
0;140;1;1879;18.17
0;140;2;5434;9.87
0;140;3;10550;9.15
0;140;4;3453;15.05
0;141;1;1421;0.46
0;141;2;927;1.28
0;141;3;700;5.96
0;141;4;58;31.86
0;142;1;298;19.25
0;142;2;612;20.23
0;142;3;656;17.27
0;142;4;151;38.09
0;143;1;1340;38.09
0;143;2;1657;31.07
0;143;3;1336;35.06
0;143;4;415;58.95
0;144;1;7743;1.74
0;144;2;6396;4.07
0;144;3;3263;5.11
0;144;4;389;19.43
0;160;1;9;4423.1
0;160;2;10;2709.77
0;160;3;30;3522.92
0;160;4;17;3412.34
0;161;1;1259;12363.05
0;161;2;249;13067.98
0;161;3;95;12495.56
0;161;4;48;32156.87
0;162;1;28;3478.98
0;162;2;105;4835.16
0;162;3;180;5329.71
0;162;4;185;5597.13
0;163;1;198;4451.46
0;163;2;1132;4788.38
0;163;3;1036;5359.17
0;163;4;304;5560.68
0;165;1;6;1722.76
0;165;2;482;1725.1
0;165;3;319;2008.08
0;165;4;143;2727.83
0;166;1;332;1523.08
0;166;2;1657;1716.71
0;166;3;1344;1849.73
0;166;4;245;2394.92
0;167;1;951;3046.92
0;167;2;792;3118.77
0;167;3;772;3583.79
0;167;4;288;3322.63
0;169;1;335;1286.04
0;169;2;718;1311.64
0;169;3;397;1495.18
0;169;4;256;1876.06
0;170;1;27;5593.54
0;170;2;225;5558.83
0;170;3;134;4827.92
0;170;4;20;4794.36
0;171;1;2816;4590.58
0;171;2;2638;4642.37
0;171;3;973;4729.93
0;171;4;138;4651.54
0;174;1;3308;1764.72
0;174;2;3609;1778.37
0;174;3;1407;1848.55
0;174;4;534;2150.13
0;175;1;13862;2210.23
0;175;2;8810;2160.96
0;175;3;2586;2579.92
0;175;4;1093;7233.67
0;176;1;644;3872.54
0;176;2;845;5511
0;176;3;492;8896.19
0;176;4;14;8157.72
