vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;15;12;12;15;18;18
0;001;2;13.1;8;11;14;15;19
0;001;3;20;10;13;17;25;36
0;001;4;56.4;13;23;44;80;132
0;002;2;23.9;18;19;24.5;28;30
0;002;3;28.3;18;22.5;26.5;32.5;50
0;002;4;50.6;14;29;42;61;150
0;003;1;18.2;2;9.5;19;24;36.5
0;003;2;25.8;15;20;24;29;43
0;003;3;41.1;14;23;33;51;106
0;003;4;55.8;23;37;51;74;118
0;004;1;19;8;8;19;30;30
0;004;2;36.1;7;11;22;35;120
0;004;3;48.2;1;20;37;64;139
0;004;4;68.4;5;34;57;92;168
0;005;1;18;18;18;18;18;18
0;005;2;41.2;8;25;31;47;116
0;005;3;42.1;10;24;35;49;92
0;005;4;61;16;33;51;80;136
0;006;2;18;12;12;19;23;23
0;006;3;22.5;11;11;13;34;53
0;006;4;45.8;40;41.5;44;50;55
0;020;1;11.7;3;6;9;14;30
0;020;2;15.1;1;7;10.5;16;51
0;020;3;24.5;1;8;18;32;71
0;020;4;42.3;4;15;31;55;120
0;021;1;9.7;3;5;7;10;24
0;021;2;13;4;6;9;14;36
0;021;3;23.4;3;8;15;28;77
0;021;4;42.2;5;15;29;55;127
0;022;1;6.1;2;3;5;7;15
0;022;2;14.6;2;5;8;16;53
0;022;3;28;2;8;19;35;86
0;022;4;39.3;1;10;28;51;124
0;023;1;4.3;1;2;3;5;11
0;023;2;11.4;2;3;6;11;41
0;023;3;34.7;4;9;17;42.5;118
0;023;4;46.6;7;16;33;50;144
0;024;1;4;2;3;3;4;7
0;024;2;5.8;2;3;4;6;14
0;024;3;21.6;3;5;11;25;84
0;024;4;31.9;2;6;20;46;116
0;026;1;2.9;1;1;2;3;7
0;026;2;5.9;1;2;3;5;21
0;026;3;23.5;2;7;15;28;75
0;026;4;60.1;5;27.5;46.5;80.5;171
0;040;1;6;1;2;4;7;18
0;040;2;12.7;1;4;6;14;52
0;040;3;26.1;2;9;16;34;89
0;040;4;50.1;4;13;27;63.5;154
0;041;1;6.9;1;2;4;7;25
0;041;2;10.9;1;4;7;13;34
0;041;3;17.7;2;7;13;22;51
0;041;4;23.9;2;7;20;32;65
0;042;1;9.4;1;2;5;12;28
0;042;2;17.2;2;6;12;21;49
0;042;3;25.3;4;11;19;31;65
0;042;4;33.1;6;16;25;44;78
0;043;1;3.7;1;2;3;5;9
0;043;2;8.2;1;2;5;8;25
0;043;3;15.5;1;3;9;21;47
0;043;4;35.8;12;21;34;45;88
0;044;1;8.8;1;2;5;10;27
0;044;2;14.2;1;3;8;16;54.5
0;044;3;18.5;1;2;10;21.5;70
0;044;4;29.2;1;4;17;36;112
0;045;1;6.6;1;3;5;8;16
0;045;2;14.1;2;5;8;14;49
0;045;3;24.9;3;8;15;29;87
0;045;4;33.1;2;11;23;43;101
