vrai_hop;rdrg;N;moy_gemid
0;001;154;553.53
0;002;105;1936.43
0;003;545;30.29
0;004;1769;568.36
0;005;433;152.01
0;020;609;144.24
0;021;3749;447.4
0;022;668;332.79
0;023;1127;836.28
0;024;3640;173.32
0;025;3729;8.1
0;026;1323;1081.76
0;040;646;14.65
0;041;2288;8.8
0;042;7137;0.75
0;043;1940;1.8
0;044;2842;18.57
0;045;5070;1.23
0;046;10973;4.57
0;047;8255;2.1
0;048;5577;1.94
0;049;922;1.31
0;050;947;0.46
0;051;3299;0.03
0;052;1997;4.83
0;053;12246;0.43
0;054;4681;0.11
0;055;1385;1.88
0;056;1405;0.42
0;057;13421;0.04
0;058;15964;3.31
0;070;540;48.31
0;071;5389;16.77
0;072;4036;27.53
0;073;14824;96.66
0;080;275;0
0;081;636;0.19
0;082;2643;0.95
0;090;412;109.16
0;091;440;4941.87
0;092;2520;171.18
0;093;7635;1.19
0;094;2379;2.4
0;095;403;0.53
0;096;913;4.54
0;097;11476;0.06
0;098;15777;3.05
0;110;1794;14.63
0;111;3464;0.13
0;112;1081;3.69
0;113;11430;0.2
0;114;6517;0.3
0;115;3927;0.37
0;120;1517;314.96
0;121;3880;99.97
0;122;514;155.92
0;130;1298;47.52
0;131;571;19.08
0;132;55;0
0;133;2973;10.36
0;134;3965;7.15
0;135;1464;4.85
0;136;9319;15.44
0;137;5430;5.73
0;138;473;0
0;139;24522;2.65
0;140;23078;2.89
0;141;11981;0.47
0;142;1290;3.53
0;143;2683;34.65
0;144;23304;1.95
0;160;88;1604.63
0;161;417;4940.9
0;162;656;4271.05
0;163;2208;3962.51
0;164;2;1937
0;165;2652;1542.39
0;166;5395;1322.6
0;167;459;2217.03
0;168;2733;966.44
0;169;904;1203.56
0;170;221;4927.75
0;171;4203;5334.6
0;172;783;276.41
0;173;12850;820.99
0;174;2386;2110.4
0;175;15212;1702.15
0;176;1817;4221.41
0;177;820;2979.93
0;178;505;23.51
0;179;14260;2.17
0;180;931;68.25
0;190;10647;104.1
0;191;6563;70.93
0;192;21516;53.34
0;193;169;14.51
0;194;15573;8.13
0;195;1527;2.28
0;196;1335;12.08
0;197;10052;24.41
0;198;5494;72.49
0;199;3787;4.83
0;200;1636;30.93
0;201;17103;14.44
0;202;9356;70.81
0;203;4867;5.28
0;204;7468;2.61
0;205;1020;13.17
0;206;859;44.25
0;207;5432;41.97
0;220;5218;239.36
0;221;11877;166.28
0;222;726;16.76
0;223;1206;79.64
0;224;1503;39.56
0;225;13188;89.29
0;226;10161;4.01
0;227;8312;52.88
0;228;19168;65.51
0;229;2528;48.03
0;240;6273;18.53
0;241;9863;2.54
0;242;848;1.61
0;243;9538;1
0;244;5912;1.06
0;245;2581;3.02
0;246;856;12.47
0;247;5943;1.26
0;248;443;2.04
0;249;26441;0.3
0;250;26390;1.36
0;260;1403;130.64
0;261;812;126.96
0;262;1566;96.76
0;263;14299;234.46
0;264;1124;78.14
0;280;4107;5.3
0;281;4074;27.89
0;282;4737;23.88
0;283;4019;6.83
0;284;6507;51.84
0;300;238;1638.8
