vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;2267837;3896.09;6603.52;7784.49;14014.17;37543.98
0;002;1575115;3143.14;8937.11;11651.58;17207.82;37112.44
0;003;6042695;2048.55;5719.98;8555.22;11688.27;19891.08
0;004;34031092;3208.94;8202.48;14124.03;22540.21;43090.1
0;005;4248543;1366.25;4715.04;7338.78;11415.88;25707
0;020;3868129;497.12;1870.02;3782.65;7437.99;15966.98
0;021;21773735;859.96;2143.6;3687.39;6449.7;16200.4
0;022;2909586;624.7;1705.23;2647.98;5314.5;13983.24
0;023;4208015;458.3;904.14;1763.52;3806.64;13367.64
0;024;9448239;474.74;937.36;1294.62;2157.7;7022.4
0;025;2326183;236.42;354.19;527.7;819.75;2446.26
0;026;5379123;292.73;817.14;1388.35;4274.27;14014.36
0;040;1533887;294.69;772.36;1620.15;3686.44;11008.17
0;041;11496853;461.66;1289.94;2700.2;5142.94;12955.05
0;042;46456016;493.66;1724.38;3351.26;5964.2;12974.71
0;043;3961248;280.74;745.44;1274.35;2230.38;5877.12
0;044;11495045;246.93;591.48;2313;5260.6;13578.4
0;045;58991920;663.57;1725.22;3013.2;5546.94;15086.5
0;046;10579827;315.06;1051.05;2090.06;3676.57;9235.42
0;047;18057479;449.02;1026.68;1755.04;2901.19;6700.6
0;048;13311201;289.88;810.06;1478.4;2711.04;6326.1
0;049;3188133;474.74;1815.94;3008.64;5269.14;13658.4
0;050;2520833;294.23;1167.28;2252.72;4458.07;12291.3
0;051;1446948;431.54;720.88;1032.32;1662.96;3655.2
0;052;4652201;247.82;512.14;1261.4;2820.33;8387.68
0;053;22418082;246.34;446.16;844.95;1848;5616.02
0;054;4770771;236.47;372.24;662.19;1292.72;3120.8
0;055;5855753;263.13;856.92;2157.7;4517.58;10979.89
0;056;2130386;236.42;446.16;830.14;1830.58;5405.4
0;057;5484870;220.92;248.56;292.44;504.58;1529.22
0;058;20614871;225.92;263.85;384.09;591.16;4363.38
0;070;765981;257.07;589.38;1000.96;1726.16;3934.5
0;071;5606042;294.69;702.9;877.32;1294.62;2260.35
0;072;2021935;239.29;311.67;527.7;904.14;2157.7
0;073;3240995;233.34;286.28;461.66;584.88;1062.57
0;080;605054;466.68;936;1409.34;2157.7;4604.47
0;081;1041897;280.74;737.31;1184.5;2050.38;4520.7
0;082;5492495;262.5;740.79;1413.85;2474.04;5893.8
0;090;1972088;354.19;923.75;4933.9;7799.96;24671.43
0;091;1533922;588.46;1174.26;1634.28;3226.35;9377.33
0;092;2865025;244.88;478.58;607.04;940.11;1891.33
0;093;4946228;241.42;430.54;519.72;783.22;1554.28
0;094;2095293;234.02;407.71;588.92;1141.47;3524.49
0;095;555469;255.84;500.98;815.42;1296.96;2830.08
0;096;1053980;263.85;576.98;848.31;1262.13;2057.13
0;097;4893218;233.34;289.88;493.64;645;1234.37
0;098;9797928;239.29;380.49;530.92;819.42;1634.28
0;110;5366783;311.67;774.75;1350.66;2927.26;10061.9
0;111;6562825;256.07;658.74;1174.83;2048.55;4669.56
0;112;1128110;234.02;455.64;752.16;1289.94;2694.12
0;113;12872988;249.23;509.74;799.23;1245.21;2693.68
0;114;3470737;239.97;419.97;757.05;1294.62;3988.2
0;115;4267396;229.71;245.32;318.7;815.42;2415.38
0;120;7656728;1713.84;2902.35;3873.75;5295.8;10596.78
0;121;15717931;465.94;1182.51;2712.42;5040.96;11651.58
0;122;3050546;490.64;1193.9;2814.35;5864.33;17141.85
0;130;10402154;1145.75;3125.22;5195.01;8196.44;16646.93
0;131;2319888;515.82;1172.23;2887.5;5051.41;7767.72
0;132;232134;311.67;1116.15;2230.9;3313.8;6594.48
0;133;12359462;246.95;892.32;2270.52;4077.1;9062.34
0;134;13748114;573.94;1808.28;2662.54;4055.49;8421.38
0;135;4009254;246.94;736.77;1506.57;3269.16;8690.79
0;136;26178166;292.41;777.14;1594.12;3527.3;9041.4
0;137;28143283;692.49;2009.07;3438.15;5703.75;11415.88
0;138;939817;683.46;1049.2;1449.4;2029.16;4317.49
0;139;84416602;572.56;1223.13;1975.44;3348.45;7443.28
0;140;77286588;466.68;1589.56;2519.55;3972.71;8314.68
0;141;21407982;292.81;768.18;1218.64;1848;3631.88
0;142;3981276;391.61;982.04;2038.55;3783.22;8137.26
0;143;7154138;388.57;987.52;1674.48;2902.35;6736.8
0;144;41449617;241.42;468;1057;2157.7;5525.73
0;160;853496;2589.24;3773.44;4972.77;7685.19;15387.12
0;161;2999039;549.62;927.57;1657.44;4348.2;10600.46
0;162;7106719;2490.1;4095.78;6143.03;9566.04;21605.59
0;163;14617598;2221.47;3239.99;4435.2;6286.28;12572.56
0;164;13456;13456.08;13456.08;13456.08;13456.08;13456.08
0;165;13617955;2125.92;3220.03;4580.48;6555.36;12982.05
0;166;17132550;1974.64;2811.6;3669.39;4699.93;8599.6
0;167;2347709;511.72;859.96;1356.21;3883.86;8980.4
