vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;30385;968.66;1937.32;5009.76;5914.88;9303.84
0;001;2;65509;2342.9;5009.76;6761.25;8230.32;31053.12
0;001;3;239476;5409;6372.94;7892.6;10308.76;22186.08
0;001;4;2048780;5917.73;9371.6;13077.76;20025.32;43728.76
0;002;2;40452;3745.43;7028.7;9399.64;9808.32;10469.83
0;002;3;160231;789.26;7892.6;8893.03;10367.25;16227
0;002;4;1371158;3220.56;9417.54;12262.1;18835.09;34710.48
0;003;1;172789;357.84;1183.89;3749.41;7212;17753.19
0;003;2;636035;857.52;3223.8;4957.2;7763.28;11719.5
0;003;3;1832420;3028.09;5367.6;7806.74;10377.36;14425.6
0;003;4;3470475;4513.32;6490.4;9886.32;14994.56;29481.4
0;004;1;125221;467.22;2157.64;5019.14;9037.07;41838.38
0;004;2;394310;1741.56;3693.92;5772.71;9043.11;12164.81
0;004;3;2095922;2153.55;5387.47;9399.34;15199.24;27726
0;004;4;28791993;4156.2;9101.26;14995.94;23976.81;47326.58
0;005;1;273031;808.2;3080.11;4967.08;7355.12;12799.36
0;005;2;786378;1803;4017.15;6315.36;9192.5;15526.56
0;005;3;1278027;1980.48;4931.2;8084.91;12028.09;21475.34
0;005;4;2113515;2917.97;5576.74;10469.83;20673.5;53418.12
0;020;1;300723;922.72;1558.97;2286.97;3578.4;5716.8
0;020;2;620550;1090.68;2677;3586.44;6083.28;11785.5
0;020;3;752329;272.46;923.92;3995.5;7578.39;13166.16
0;020;4;2084499;768;2704.5;6135.25;12498.8;27511.38
0;021;1;3966488;856.14;1901.46;3091.7;4552.1;8426.24
0;021;2;5892475;824.32;2173.76;3623.84;5276.31;11375.61
0;021;3;4967972;919.23;3133.2;5409;8652.17;18407.01
0;021;4;7485451;927.51;3438.72;7790.16;14837.76;33708.87
0;022;1;338698;484.33;1053.64;1937.32;2852.19;4904.16
0;022;2;900773;824.32;1634.72;2852.19;4701.76;9479.68
0;022;3;773685;754.5;2507.64;5784.5;9329.05;17164.56
0;022;4;859154;453.06;1645.91;5927.33;13746.88;35129.19
0;023;1;1164058;324.59;782.46;1236.48;1973.55;4436.28
0;023;2;1124481;571.68;1480.05;2731.26;4381.05;7855.93
0;023;3;1252753;1226.04;3168.04;5368.31;11363.23;23451.34
0;023;4;557277;1874.82;5131.23;9196.19;16123.48;29836.66
0;024;1;1364945;450.08;772.35;1105.75;1468.08;2399.04
0;024;2;4372433;633.82;1027;1395.35;2104;4358.97
0;024;3;3125995;798.21;1417.92;2704.5;5618.8;13163.63
0;024;4;862116;1065.4;3551.67;6259.68;12007.24;24526.09
0;025;1;1927797;235.35;391.23;515.14;798;1789.21
0;025;2;232248;267.81;501.7;829.32;1509;3186.47
0;025;3;213189;363.56;567.46;1756.56;4922.4;10779.02
0;025;4;57637;1373.34;1375.65;5637.06;6774.69;31220.64
0;026;1;847581;291.25;694.68;951.09;1431.36;3641.68
0;026;2;1496745;488.66;1071.24;1937.32;3772.65;8359.9
0;026;3;2047672;872.79;2929.85;4792.83;8863.14;16400.3
0;026;4;1191956;2276.05;6063.98;9524.42;16393.2;31010.25
0;040;1;199647;244.68;439.14;803.43;1569.55;3327.12
0;040;2;501592;316.91;789.26;1820.56;3129.84;8399.58
