vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;33;2;21;42;45;47
0;001;2;45;10;41;50;55;57
0;001;3;46;4;37;52;61;65
0;001;4;48;3;41;53;60;68
0;002;1;51;40;40;50;61;61
0;002;2;56;46;47;53;65;68
0;002;3;54;33;48;56;64;67
0;002;4;45;21;33;47;58;64
0;003;1;50;22;40;52;62;69
0;003;2;47;13;40;50;59;68
0;003;3;48;17;37;51;59;68
0;003;4;44;7;36;49;57;67
0;004;1;55;19;47;54;69;79
0;004;2;61;21;53;65;75;84
0;004;3;62;28;50;66;75;85
0;004;4;63;29;54;67;75;81
0;005;1;58;45;52;57;66;76
0;005;2;58;43;49;56;66;79
0;005;3;58;41;51;57;69;81
0;005;4;62;37;54;63;72;81
0;020;1;39;3;19;40;58;76
0;020;2;51;2;31;55;74;86
0;020;3;54;10;33;57;77;87
0;020;4;55;14;37;60;75;86
0;021;1;55;15;43;57;70;82
0;021;2;54;17;43;56;69;79
0;021;3;57;21;47;61;71;81
0;021;4;59;26;47;61;72;84
0;022;1;45;1;14;55;70;81
0;022;2;49;3;27;57;72;80
0;022;3;49;2;23;55;74;80
0;022;4;58;15;50;64;75;80
0;023;1;49;24;40;49;61;74
0;023;2;46;5;33;48;62;80
0;023;3;55;17;40;60;73;82
0;023;4;58;22;40;65;73;81
0;024;1;68;50;63;70;75;82
0;024;2;71;54;66;72;77;83
0;024;3;72;54;67;73;78;86
0;024;4;73;59;67;73;79;87
0;025;1;53;25;41;52;67;81
0;025;2;53;25;37;54;67;80
0;025;3;60;41;50;60;71;80
0;025;4;75;66;71;77;79;80
0;026;1;46;9;33;46;63;79
0;026;2;59;13;45;64;77;87
0;026;3;70;38;64;73;80;89
0;026;4;64;6;54;73;84;90
0;040;1;43;3;24;41;66;85
0;040;2;53;5;35;60;76;86
0;040;3;64;6;56;70;80;90
0;040;4;57;1;46;69;78;87
0;041;1;57;18;48;59;70;81
0;041;2;60;29;52;63;72;81
0;041;3;61;31;54;65;72;81
0;041;4;63;9;59;65;76;87
0;042;1;68;29;63;72;79;87
0;042;2;74;49;70;77;83;90
0;042;3;76;52;72;78;84;90
0;042;4;77;54;73;79;86;91
0;043;1;43;22;34;42;52;66
0;043;2;52;25;39;52;63;79
0;043;3;59;28;48;62;71;84
0;043;4;63;42;54;62;74;80
0;044;1;72;43;65;76;84;92
0;044;2;73;47;67;75;82;90
0;044;3;68;38;59;72;80;89
0;044;4;73;48;67;75;83;90
0;045;1;69;45;62;71;79;88
0;045;2;73;51;67;75;81;90
0;045;3;77;55;72;79;85;91
0;045;4;77;55;73;79;85;92
0;046;1;71;48;64;72;79;89
0;046;2;74;53;68;76;81;90
0;046;3;78;59;73;79;86;92
0;046;4;79;63;74;80;86;93
0;047;1;70;43;62;72;80;89
0;047;2;74;51;69;76;82;90
0;047;3;78;58;73;79;86;92
0;047;4;78;58;74;80;85;90
0;048;1;50;18;38;50;65;79
0;048;2;61;33;51;64;73;83
0;048;3;64;36;52;67;77;87
0;048;4;67;42;58;71;79;86
0;049;1;17;0;4;10;27;55
