vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;1;262.65
0;001;2;18;636.42
0;001;3;57;618.58
0;001;4;127;1813.74
0;002;2;11;1930.17
0;002;3;35;1902.93
0;002;4;118;3775.96
0;003;1;71;24.18
0;003;2;190;60.38
0;003;3;278;13.21
0;003;4;243;53.31
0;004;1;11;174.52
0;004;2;59;362.85
0;004;3;221;669.87
0;004;4;1940;1329.97
0;005;1;34;155.76
0;005;2;134;231.92
0;005;3;122;280.81
0;005;4;174;432.31
0;020;1;132;170.49
0;020;2;223;224.18
0;020;3;190;308.43
0;020;4;270;421.31
0;021;1;1211;843.86
0;021;2;1935;2307.04
0;021;3;700;1877.76
0;021;4;686;1833.92
0;022;1;174;1104.21
0;022;2;346;1001.1
0;022;3;120;831.76
0;022;4;123;708.72
0;023;1;566;1069.33
0;023;2;404;507.77
0;023;3;192;1625.93
0;023;4;55;2168.23
0;024;1;1049;174.8
0;024;2;2365;203.91
0;024;3;619;356.27
0;024;4;104;521.71
0;025;1;2046;264.69
0;025;2;252;1212.47
0;025;3;43;1018.33
0;025;4;9;3048.43
0;026;1;549;433.94
0;026;2;378;2203.82
0;026;3;217;2397.9
0;026;4;118;2186.34
0;040;1;167;6.38
0;040;2;216;98.64
0;040;3;139;39.9
0;040;4;48;97.79
0;041;1;324;11.21
0;041;2;1318;5.24
0;041;3;1008;13.41
0;041;4;221;29.66
0;042;1;2176;1.21
0;042;2;6132;2.47
0;042;3;3310;5.44
0;042;4;458;21.75
0;043;1;1120;0.68
0;043;2;668;1.87
0;043;3;150;3.62
0;043;4;19;112.51
0;044;1;359;3.26
0;044;2;1013;3.58
0;044;3;1249;28.04
0;044;4;515;48.92
0;045;1;791;0.08
0;045;2;8068;3.77
0;045;3;4055;6.82
0;045;4;1990;31.76
0;046;1;171;2.51
0;046;2;743;5.03
0;046;3;267;9.64
0;046;4;48;152.51
0;047;1;1412;0.83
0;047;2;4441;1.55
0;047;3;1274;7.01
0;047;4;99;12.53
0;048;1;1298;9.28
0;048;2;1321;8.34
0;048;3;2161;1.45
0;048;4;105;9.41
0;049;1;101;0.97
0;049;2;288;0.31
0;049;3;129;8.43
0;049;4;119;24.79
0;050;1;171;4.06
0;050;2;281;1.85
0;050;3;143;1.16
0;050;4;65;10.05
0;051;1;968;0.02
0;051;2;315;0.11
0;051;3;41;0.18
0;051;4;11;13.15
0;052;1;764;2.97
0;052;2;757;0.71
0;052;3;724;5.73
0;052;4;213;17.46
0;053;1;6621;0.11
0;053;2;4817;1.03
0;053;3;2611;3.47
0;053;4;543;18.04
0;054;1;3436;0.06
0;054;2;1738;0.91
0;054;3;189;1.62
0;054;4;7;52.64
0;055;1;710;0.81
0;055;2;817;1.87
0;055;3;553;7.58
0;055;4;315;29.3
0;056;1;852;0.58
0;056;2;525;3.42
0;056;3;158;11.59
0;056;4;50;35.86
0;057;1;7387;0.02
0;057;2;1098;0.2
0;057;3;167;11.54
0;057;4;19;12.88
0;058;1;8780;5.27
0;058;2;5065;4.79
0;058;3;1170;17.46
0;058;4;206;21.07
0;070;1;321;137.16
0;070;2;185;166.19
0;070;3;26;321.2
0;070;4;3;81.57
0;071;1;2880;253.73
0;071;2;2619;250.53
0;071;3;115;220.89
0;071;4;7;498.73
0;072;1;1201;71.43
0;072;2;392;116.45
0;072;3;30;122.89
0;072;4;3;404.02
0;073;1;3206;206.61
0;073;2;1355;214.73
0;073;3;119;245.38
0;073;4;5;1741.45
0;080;1;251;1.08
0;080;2;102;0.35
0;080;3;17;2.52
0;080;4;2;0
0;081;1;291;1.34
0;081;2;350;0.93
0;081;3;90;3.87
0;081;4;5;2.88
0;082;1;781;9.36
0;082;2;1075;5.37
0;082;3;384;3.68
0;082;4;25;14.35
0;090;1;80;6.14
0;090;2;49;270.13
0;090;3;41;583.85
0;090;4;138;552.82
0;091;1;310;8961.23
0;091;2;177;3868.42
0;091;3;23;11.4
0;091;4;82;409.93
0;092;1;3382;314.8
0;092;2;404;324.41
0;092;3;58;482.45
0;092;4;10;280.68
0;093;1;5812;64.3
0;093;2;952;68.55
0;093;3;62;66.18
0;093;4;15;270.34
0;094;1;1341;9.4
0;094;2;399;21.44
0;094;3;53;44.17
0;094;4;14;30.28
0;095;1;639;11.08
0;095;2;126;13.51
0;095;3;7;50.88
0;096;1;820;0.52
0;096;2;234;2.22
0;096;3;6;0
0;096;4;3;8.8
0;097;1;6686;1.89
0;097;2;952;2.52
0;097;3;64;12.76
0;097;4;6;81.27
0;098;1;10803;48.99
0;098;2;1637;43.68
0;098;3;126;47.17
0;098;4;30;1443.3
0;110;1;381;20.09
0;110;2;643;35.03
0;110;3;497;58.91
0;110;4;116;129.86
0;111;1;2402;0.2
0;111;2;2025;2.77
0;111;3;360;0.88
0;111;4;13;9
0;112;1;496;8.53
0;112;2;388;8.11
0;112;3;178;1.83
0;112;4;22;38.43
0;113;1;7283;0.18
0;113;2;4978;1.81
0;113;3;670;1.42
0;113;4;77;40.27
0;114;1;2576;11.94
0;114;2;1192;8.08
0;114;3;395;5.12
0;114;4;90;17.24
0;115;1;20665;0.33
0;115;2;10743;0.72
0;115;3;741;1.43
0;115;4;104;6.49
0;120;1;350;338.01
0;120;2;836;356.69
0;120;3;343;401.05
0;120;4;208;553.75
0;121;1;1116;222.83
0;121;2;1970;234.75
0;121;3;851;215.06
0;121;4;515;355.21
0;122;1;185;89.24
0;122;2;305;187.05
0;122;3;143;271.08
0;122;4;126;322.55
0;130;1;6;18.3
0;130;2;43;5.68
0;130;3;215;22.01
0;130;4;1455;61.55
0;131;1;54;20.98
0;131;2;233;12.54
0;131;3;422;22.46
0;131;4;132;30.37
0;132;1;21;1.03
0;132;2;30;0
0;132;3;38;5.74
0;132;4;19;18.61
0;133;1;188;13.06
0;133;2;413;2.01
0;133;3;596;11.78
0;133;4;237;28.99
0;134;1;572;2.02
0;134;2;2214;2.68
0;134;3;1546;12.2
0;134;4;380;11.94
0;135;1;479;0.89
0;135;2;704;3.11
0;135;3;444;22.13
0;135;4;115;38.09
0;136;1;493;26.72
0;136;2;3693;22.23
0;136;3;3672;42.42
0;136;4;458;73.54
0;137;1;484;0.89
0;137;2;1751;3.32
0;137;3;2505;10.13
0;137;4;1844;30.08
0;138;1;339;0
0;138;2;149;0.34
0;138;3;56;5.53
0;138;4;22;126.47
0;139;1;8592;0.61
0;139;2;11502;3.76
0;139;3;9313;3.82
0;139;4;3597;16.51
0;140;1;3111;1.65
0;140;2;9167;2.26
0;140;3;9078;4.72
0;140;4;2723;13.31
0;141;1;7943;0.69
0;141;2;4333;2.54
0;141;3;1911;3.19
0;141;4;221;19.86
0;142;1;226;6.42
0;142;2;656;8.73
0;142;3;521;7.91
0;142;4;138;19.3
0;143;1;953;45.29
0;143;2;1623;42.85
0;143;3;843;50.2
0;143;4;249;93.92
0;144;1;10076;1.75
0;144;2;10295;3.3
0;144;3;4578;8.48
0;144;4;810;29.34
0;160;1;10;1787.07
0;160;2;19;2017.04
0;160;3;27;3012.6
0;160;4;73;2625.92
0;161;1;256;14557.12
0;161;2;564;15064.47
0;161;3;579;15663.88
0;161;4;125;15520.57
0;162;1;72;2955.92
0;162;2;166;3689.76
0;162;3;312;4253.62
0;162;4;328;4793.15
0;163;1;398;3295.28
0;163;2;971;3984.09
0;163;3;1348;4131.28
0;163;4;760;4676.83
0;164;2;1;1119.29
0;164;3;1;1333.56
0;165;1;84;1291.47
0;165;2;842;1355.08
0;165;3;810;1823.53
0;165;4;382;2429.33
0;166;1;201;1240.33
0;166;2;1927;1323.41
0;166;3;1126;1424.75
0;166;4;371;1755.6
0;167;1;469;3399.4
0;167;2;455;2917.04
0;167;3;181;2832.1
0;167;4;78;2792.34
0;168;1;671;2001.2
0;168;2;1684;2250.88
0;168;3;696;2002.16
0;168;4;541;3639.77
0;169;1;86;1088.22
0;169;2;236;1061.78
0;169;3;206;1087.7
0;169;4;218;978.86
0;170;1;22;4496.92
0;170;2;234;4778.69
0;170;3;154;4994.47
0;170;4;41;4633.49
0;171;1;2371;4594.25
0;171;2;3935;4713.07
0;171;3;1193;4808.89
0;171;4;226;4625.1
0;172;1;59;208.62
0;172;2;172;357.4
0;172;3;294;543.9
0;172;4;197;755
0;173;1;6970;1192.87
0;173;2;8460;1143.51
0;173;3;2521;1018.92
0;173;4;553;1284.63
0;174;1;1811;1703.17
0;174;2;3433;1745.71
0;174;3;814;1745.36
0;174;4;497;2267.42
0;175;1;11799;1647.84
0;175;2;9000;1771.24
0;175;3;1704;1718.56
0;175;4;352;1794.08
0;176;1;1272;4526.38
0;176;2;1130;4700.38
0;176;3;238;5594.74
0;176;4;10;3310.03
0;177;1;379;1933.23
0;177;2;392;1860.22
0;177;3;132;1348.96
0;177;4;26;975.45
0;178;1;62;31.06
0;178;2;187;42.51
0;178;3;138;54.76
0;178;4;18;73.71
0;179;1;4297;4.91
0;179;2;474;11.5
0;179;3;31;17.99
0;179;4;7;9.93
0;180;1;157;44.71
0;180;2;207;40.45
0;180;3;319;99.94
0;180;4;154;259.59
0;190;1;1525;61.35
0;190;2;4231;52.23
0;190;3;1922;34.7
0;190;4;1159;124.13
0;191;1;3697;71.6
0;191;2;3146;70.47
0;191;3;2630;100.2
0;191;4;326;335.82
0;192;1;8897;66.36
0;192;2;12355;66.27
0;192;3;942;69.54
0;192;4;70;327.1
0;193;1;7;0
0;193;2;62;0.08
0;193;3;68;5.63
0;193;4;79;146.9
0;194;1;1089;12.13
0;194;2;8808;10.47
0;194;3;8074;14.34
0;194;4;1903;55.84
0;195;1;253;8.39
0;195;2;308;7.71
0;195;3;433;12.19
0;195;4;77;19.58
0;196;1;188;20.58
0;196;2;180;2.18
0;196;3;178;32.7
0;196;4;167;98.1
0;197;1;1243;101.33
0;197;2;2255;61.07
0;197;3;1407;35.85
0;197;4;262;52.35
0;198;1;855;127.52
0;198;2;1797;59.78
0;198;3;401;61.96
0;198;4;79;155.78
0;199;1;821;12.19
0;199;2;1515;3.93
0;199;3;365;2.25
0;199;4;38;24.74
0;200;1;176;39.86
0;200;2;597;17.56
0;200;3;331;28.22
0;200;4;93;125.66
0;201;1;5411;33.62
0;201;2;9391;42.19
0;201;3;3334;73.86
0;201;4;754;70.2
0;202;1;700;11.29
0;202;2;1187;22.94
0;202;3;310;16.53
0;202;4;54;84.36
0;203;1;2963;0.35
0;203;2;3190;1.46
0;203;3;376;3.07
0;203;4;28;8.91
0;204;1;3289;2.76
0;204;2;4401;8.63
0;204;3;1200;6.55
0;204;4;121;9.51
0;205;1;47;2.67
0;205;2;166;6.76
0;205;3;95;6.89
0;205;4;22;19.08
0;206;1;108;99.56
0;206;2;384;134.28
0;206;3;519;92.14
0;206;4;373;69.84
0;207;1;2226;33.48
0;207;2;2147;46.57
0;207;3;757;16.55
0;207;4;291;41.59
0;220;1;1867;248.61
0;220;2;960;419.16
0;220;3;1041;510.28
0;220;4;632;629.07
0;221;1;3144;830.46
0;221;2;5326;765.09
0;221;3;4176;670.83
0;221;4;2102;700.81
0;222;1;328;61.19
0;222;2;207;122
0;222;3;63;217.04
0;222;4;32;239.11
0;223;1;978;185.53
0;223;2;862;222.08
0;223;3;352;271.02
0;223;4;112;354.49
0;224;1;1127;113.82
0;224;2;633;112.26
0;224;3;300;115.37
0;224;4;124;177.5
0;225;1;9373;72.51
0;225;2;3409;71.74
0;225;3;244;71.92
0;225;4;53;204.14
0;226;1;7256;104.21
0;226;2;1437;99.54
0;226;3;202;95.48
0;226;4;62;197.94
0;227;1;5889;78.29
0;227;2;2660;97.76
0;227;3;347;104.17
0;227;4;68;121.5
0;228;1;11929;120.16
0;228;2;3084;102.29
0;228;3;270;105.82
0;228;4;49;214.31
0;229;1;670;94.5
0;229;2;737;173.67
0;229;3;360;215.25
0;229;4;296;209.23
0;240;1;931;63.69
0;240;2;3120;118.58
0;240;3;2358;182.89
0;240;4;506;266.24
0;241;1;2245;5.55
0;241;2;4162;12.37
0;241;3;1947;24.11
0;241;4;572;53.27
0;242;1;166;7.11
0;242;2;347;26.41
0;242;3;256;32.46
0;242;4;107;65.76
0;243;1;3938;21.64
0;243;2;3715;36.19
0;243;3;1098;44.7
0;243;4;521;168.63
0;244;1;3691;1.82
0;244;2;3868;4.87
0;244;3;1205;10.11
0;244;4;379;18.41
0;245;1;1157;6.42
0;245;2;1050;8.09
0;245;3;337;11.68
0;245;4;279;17.53
0;246;1;257;13.26
0;246;2;641;9.54
0;246;3;366;12.22
0;246;4;212;48
0;247;1;2616;6.35
0;247;2;3175;16.66
0;247;3;1402;19.56
0;247;4;901;55.93
0;248;1;222;13.01
0;248;2;280;18.16
0;248;3;155;24.98
0;248;4;103;51.88
0;249;1;15002;0.9
0;249;2;9890;2.7
0;249;3;2413;6.89
0;249;4;744;29.29
0;250;1;13185;6.73
0;250;2;10918;18.07
0;250;3;3979;29.1
0;250;4;2126;58.48
0;260;1;297;377.56
0;260;2;668;461.15
0;260;3;389;578.43
0;260;4;664;510.05
0;261;1;85;254.5
0;261;2;200;343.15
0;261;3;126;356.09
0;261;4;157;404.81
0;262;1;230;119.13
0;262;2;337;77.63
0;262;3;89;95.28
0;262;4;105;180.18
0;263;1;11398;229.29
0;263;2;5471;227.23
0;263;3;658;229.91
0;263;4;132;259.77
0;264;1;224;192.48
0;264;2;274;208.67
0;264;3;212;338.17
0;264;4;214;344.5
0;280;1;141;31.21
0;280;2;1203;38.78
0;280;3;1727;31.72
0;280;4;744;60.93
0;281;1;345;170.68
0;281;2;2071;223.04
0;281;3;1908;213.68
0;281;4;397;284.7
0;282;1;1595;62.59
0;282;2;2760;80.54
0;282;3;964;86.31
0;282;4;755;108.54
0;283;1;846;32.89
0;283;2;1396;35.68
0;283;3;1136;62.54
0;283;4;444;157.67
0;284;1;2870;133.83
0;284;2;4392;187.5
0;284;3;1798;224.95
0;284;4;630;281.58
0;300;1;332;2915.1
0;300;2;208;2904.45
0;300;3;144;2269.26
0;300;4;32;3749.88
0;301;1;1001;1428.41
0;301;2;2418;1504.7
0;301;3;2009;1536.95
0;301;4;393;1638.97
0;302;1;20890;2131.8
0;302;2;15234;2179.99
0;302;3;2242;2061.46
0;302;4;274;2245.44
0;303;1;143;4411.73
0;303;2;87;4668.94
0;303;3;44;5865.74
0;303;4;13;5174.6
0;304;1;5989;2313.39
0;304;2;2133;2508.63
0;304;3;648;2625.44
0;304;4;69;3061.97
0;305;1;27;121.57
0;305;2;70;105.56
0;305;3;93;202.5
0;305;4;46;433.36
0;306;1;1511;1852.82
0;306;2;1094;1892.69
