vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;5186541;6031.5;9284.38;13478.2;22316.55;60890.67
0;002;5518625;10610.72;14318.25;18804.3;29115.84;87126.59
0;003;16806161;6040.32;10497.3;15043.44;20972.43;43875.09
0;004;42610638;1428.58;12719.97;23923.5;40878.72;78547.14
0;005;9456671;6656.85;13823.38;22245.67;34172.54;62968.68
0;006;223774;12600.23;14625.03;18266.31;22464.48;39790.2
0;020;9327683;1088.37;3702.78;7441.83;15449.94;36699.96
0;021;41240880;1396.14;2870.82;4577.76;8941.8;31650.05
0;022;3458353;1080.42;1982.16;3266.06;6298.24;21454.95
0;023;7804391;406.57;789.04;1767.3;4364.05;23874.12
0;024;20354768;660.72;1266.96;1892.07;3315.85;14832.57
0;026;10148088;382.03;476.63;875.44;2010.48;14135.11
0;040;3755245;439.41;1265.18;2861.1;8444.1;29042.64
0;041;16857281;512.78;1759.04;3589.46;7262.19;19509.74
0;042;83781539;528.75;2516.52;5171.7;9084.16;19480.95
0;043;7122007;389.05;558.63;1206.3;2198.7;7202.8
0;044;23314803;422.32;1006.85;3618.9;8159.78;24850.72
0;045;95549852;788.98;2016.36;3618.9;7425.09;21368.87
0;046;2349377;431.57;879.28;1828.48;3900.9;10585.89
0;047;22181511;437.29;1014.99;1879.84;3344;8045.89
0;048;12917152;406.03;737.24;1610.88;3655.33;12019.21
0;049;5048950;572.22;2414.43;4705.93;8775.34;25098.85
0;050;4873490;470.75;1645.68;3385.36;6529.6;15789.51
0;051;3014401;437.29;903.69;1330.8;2014.95;5019.77
0;052;8248807;402.72;660.72;1570.02;3911.2;11220.82
0;053;36271955;391.12;544.4;910.84;2259.18;7885.92
0;054;9778682;388.97;482.42;904.14;1741.08;4060.3
0;055;16527851;442.84;1398.39;3179.68;6529.6;17665.92
0;056;1237521;397.46;788.98;1884.44;4506.24;12613.8
0;057;9626149;375.11;423.69;482.42;819.64;3810.8
0;058;55480254;388.74;476.63;673.91;2819.76;12205.89
0;070;944283;413.93;528.75;676.53;1353.06;5656.1
0;073;8590694;393.64;485.97;565.61;663.17;1465.82
0;080;2177752;565.61;1338.36;2254.6;3919.05;9620.38
0;082;7170385;406.03;603.15;1221.57;2799.6;8536
0;089;4790941;407.78;439.41;680.21;1846.76;11428
0;090;3711286;521.86;2005.62;9402.15;17516.59;34994.36
0;091;2769695;517.17;860.72;1754.88;4178.58;16297.06
0;092;4361036;386.56;434.07;525.68;1005.52;2142.87
0;093;3833886;376.95;423.51;477.15;660.72;1679.76
0;095;306464;472.96;696.43;1328.85;2029.59;3664.55
0;097;5609541;365.24;418;471.11;673.91;1762.8
0;098;15047625;376.02;432.91;528.75;900.86;2706.12
0;110;6333443;420.92;714.29;1821.21;4400.72;16259.76
0;111;12461989;398.7;700.78;1319.28;2547.16;6455.4
0;113;27594134;395.4;680.21;1019.1;1589.37;3509.76
0;114;7979004;391.12;517.17;971.94;1880.43;6319.74
0;115;35685506;368.62;423.51;478.47;626.81;1070.81
0;120;21393372;1668.18;3262.24;5014.48;7871.22;19544.9
0;121;24195793;626.81;2195.75;3919.44;7381.41;20661.75
0;130;10726783;2764.23;5441.85;9102.1;14482.3;29649
0;131;4518865;673.91;1989.51;5736.88;8775.34;11273.89
0;132;331597;567.76;1197.42;2045.2;4214.9;9285.77
0;133;6260884;407.78;1070.81;3091.69;5879.64;14571.92
0;134;22029536;565.61;1699.92;2921.92;5039.28;11513.84
0;135;15460844;430.36;1298.73;2755.5;5755.62;13963.33
0;136;36801393;427.67;1088.37;2961.68;6303.02;15560.19
0;137;55729939;945.92;3013.8;5130.37;8590.95;17905.59
