vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;5;5;307.2;7.1;15.5;64.4;95.4;124.8
0;001;2;18;18;1312;3.6;17;47.9;144;225.6
0;001;3;84;83;32997.1;12.1;62.9;138.1;339.8;1343.9
0;001;4;114;113;324640.6;66.2;309.8;835.9;2272.4;11329.7
0;002;2;10;10;1143.3;11.1;13;23.8;201;546.4
0;002;3;62;62;46021;11.8;77.4;151.2;492.9;1398
0;002;4;106;106;555588;16.8;301.6;796.5;3636.1;27818.8
0;003;1;290;269;181968.5;6.3;92.9;417.6;761.5;2274.2
0;003;2;434;429;884036.3;83.2;400.4;727.7;1184.8;10506.6
0;003;3;81;80;564535.8;464.4;1107;3539.4;7502;25705.1
0;003;4;74;72;1122439;524.2;3247.1;10801.6;17835;65745.3
0;004;1;2;1;101.6;101.6;101.6;101.6;101.6;101.6
0;004;2;18;17;13634.3;4.5;75.1;189.8;851.1;5203.6
0;004;3;117;114;126750.9;14.2;176.2;510.6;1054.2;2420.3
0;004;4;890;876;2471053.8;44;501.5;1154.2;2628.8;12338.5
0;005;2;17;17;14225.9;35.4;266.6;621.6;1029.4;3787
0;005;3;123;119;112612.6;61;208.8;529.8;924.2;3017.5
0;005;4;439;437;835698.8;116.5;493.8;983.7;1871.3;6633.1
0;006;3;5;5;2587.2;132.2;183.4;280.5;644.5;1346.7
0;006;4;3;3;10084;474.2;474.2;891.2;8718.7;8718.7
0;020;1;267;233;3643.5;1.8;3.6;5.5;13.5;63
0;020;2;92;83;6064.4;3.3;3.7;7.6;30.2;168.6
0;020;3;261;243;28760.3;3.3;6.6;24.1;92.5;550.6
0;020;4;202;193;86114.7;5.4;83.7;262.2;563.2;1569
0;021;1;1161;1066;15055.7;3.3;3.7;5.7;10.7;37
0;021;2;1397;1323;37784.2;3.3;3.7;6.9;12;95.6
0;021;3;938;907;128613.3;3.3;5;11.4;64.5;754.7
0;021;4;469;466;242679.5;3.8;25.5;200.8;616;1858.4
0;022;1;208;196;3549;1.8;3.6;3.8;11;46.3
0;022;2;317;294;6908.3;1.8;3.6;6;12.6;64
0;022;3;219;200;37813.3;1.8;3.8;19.4;215.4;905.2
0;022;4;142;140;96069.1;3.8;55.3;296.9;752.2;2659.5
0;023;1;912;786;8742.4;3.3;3.6;5.3;11.4;31.6
0;023;2;542;463;22263.5;3.3;3.6;7;17.8;202.4
0;023;3;216;199;40619.2;3.5;8.9;20.8;168.4;855.2
0;023;4;44;43;45745;5.2;151.9;339.4;927.8;4396.5
0;024;1;1643;1151;8635.1;3.3;3.6;3.8;10.7;15.5
0;024;2;1850;1450;13772.9;3.3;3.6;5.5;10.7;20.1
0;024;3;815;644;21124.2;3.3;3.7;7.6;17.8;179.6
0;024;4;132;120;69108.3;3.7;29;158.2;450.4;2355.3
0;026;1;2081;1044;7522.9;1.6;3.6;3.8;8.8;21.4
0;026;2;771;501;5775.4;2;3.6;3.8;9.6;28.8
0;026;3;260;209;17871.1;2;3.8;10.1;44.1;554.6
0;026;4;40;34;19136.1;3.8;135.2;372.6;685.8;2221.9
0;040;1;123;10;1810.8;0.4;0.7;3.7;59.8;1658.4
0;040;2;182;39;1029;1;2.1;8.3;21.4;200.9
0;040;3;111;63;5743.4;1;4.1;17.4;119.1;413
0;040;4;23;21;18586.2;2.9;55.4;115.4;446.2;1924.8
0;041;1;309;80;1038.1;1.6;3.5;3.7;6.6;35.7
0;041;2;1071;268;12438.8;0.8;3.5;5.7;28.1;180.8
0;041;3;1354;582;41553.5;1;4.7;16.7;63;311.4
0;041;4;148;108;18244.6;2.3;8.4;71.4;255.9;572.5
0;042;1;1839;141;3072.8;0.8;2.3;4.1;14.7;114.2
0;042;2;6063;1394;44107.4;1;4;7.7;28.6;140.8
0;042;3;3408;1729;124514.9;1.6;5;18.2;70.7;358
0;042;4;336;268;75839.2;4.1;43.6;126.5;363.5;938.2
0;043;1;1902;57;1466.5;0.1;1.4;4.1;10.7;221.9
0;043;2;946;137;4773.7;0.6;3.6;5.2;18.1;199.3
0;043;3;141;56;6609.4;1.5;4.1;9.5;108.5;590.1
0;043;4;16;13;4599.7;6.7;107;309.6;434.9;1330.2
0;044;1;419;67;2024.4;1.4;3.7;9.6;41.5;144.6
0;044;2;896;178;9177.2;1.2;4.4;17.7;54.7;222
0;044;3;1522;579;57149.8;2.2;7.6;34.6;92;446.8
0;044;4;308;234;70122.9;5.2;36.2;146.6;362.6;1010.4
0;045;1;1273;47;1764.2;0.4;3.5;5.2;33.8;108.6
0;045;2;8062;1251;40568.3;0.8;3.3;7.8;32.2;117.8
0;045;3;5142;2565;262826.5;1.8;7.6;33.2;91.4;404.8
0;045;4;1048;893;262472.1;5.8;44.3;117.9;368.6;993.7
0;046;1;156;9;85.8;0.4;3;3.6;5.8;57
0;046;2;530;49;1802.1;1.6;3.9;7.1;24.7;142.3
0;046;3;264;84;7708.8;1.3;4.8;16.1;100.4;456.2
0;046;4;30;22;17586.6;4.4;52.7;307.4;661.4;2384.1
0;047;1;1935;58;1214.7;0.3;1.9;6.8;19.1;100.5
0;047;2;4098;455;11091;0.5;2.6;5.2;22.1;99.6
0;047;3;1172;446;30750.1;1.2;4.5;22.7;69.1;331.2
0;047;4;74;62;11727.1;4.1;20.8;62.8;281.7;662.8
0;048;1;1536;148;2732.6;0.5;2.4;6.2;18.5;83.5
0;048;2;1153;186;5412.7;0.6;3.1;7.3;26.2;118.4
0;048;3;1203;298;23417.4;1;4.6;12.3;64.3;329.3
0;048;4;50;37;24812.3;10.6;72.1;140.7;429.6;4374.5
0;049;1;98;92;14868.1;18.1;60.6;133;246.8;346.4
0;049;2;323;141;31006.9;2.8;39.5;137.2;284.8;565.6
0;049;3;159;127;42719.7;4.3;90.7;237.6;432.6;1014.4
0;049;4;84;79;58563;10;88.3;306.8;671.9;4226.8
0;050;1;206;65;3203.2;2.3;6.8;29.6;57.5;176.8
0;050;2;284;110;11890.9;1.4;20.3;45.8;162;356.7
0;050;3;194;120;27714.2;2.3;32.4;92.6;204.7;956.4
0;050;4;41;39;63985.8;7.5;126.4;341.8;753;7615.5
0;051;1;847;464;21684.7;7.4;20;34.6;57.8;125.5
0;051;2;423;268;18713.7;7.8;26.2;42.8;71.9;247.7
0;051;3;51;40;3301;9.1;20.1;40.5;93.9;348.9
0;051;4;6;6;3292.4;33.2;138.2;269.6;719.5;1862.3
0;052;1;891;26;312.3;0.3;1.4;6.7;13.6;53
0;052;2;798;161;5576.4;0.6;3.3;7.6;28.9;137.3
0;052;3;842;389;35303.4;1.4;7.8;36.7;89.3;350.1
0;052;4;191;150;42750.4;6.8;44.9;93.6;301.9;1135
0;053;1;6749;304;6547.7;0.8;2.2;5.3;18.2;76.6
0;053;2;5060;708;23941.3;0.8;4.1;10.6;33.9;114.1
0;053;3;2762;819;70982.6;1.3;7.4;28.6;75.3;388.6
0;053;4;393;335;88884.1;8.2;44.6;117.4;342.5;908.1
0;054;1;4283;130;1930.2;0.4;2.3;5.9;17.6;60.5
0;054;2;2000;154;5086.3;0.4;2.6;5.6;19.9;167.4
0;054;3;216;48;1308.2;0.4;2.9;6.3;25.2;108.9
0;054;4;12;6;2188.3;42.9;45.3;203.9;741.5;950.7
0;055;1;730;136;3238.3;1.8;4.4;13.7;33.4;79
0;055;2;1015;329;11978.2;2.1;5.6;16.9;41;135.1
0;055;3;772;385;37077.2;2.2;10.6;33.2;91.1;401.8
0;055;4;245;207;67862;5.7;41.3;124.9;355.6;1218.5
0;056;1;383;72;1645.4;1;4.3;10.9;28.8;66.6
0;056;2;310;109;3420.8;0.6;6.1;13.3;36.1;86.6
0;056;3;135;66;4693.6;1.5;7.8;21.2;79.7;249.9
0;056;4;36;29;9748.4;11.4;67.3;132.7;520.4;1125.2
0;057;1;7012;270;2850;0.9;2.5;4.7;11.3;35.4
0;057;2;1611;287;5083.7;0.9;3;8.3;19.4;59.8
0;057;3;225;96;7960.6;1.1;7;18.2;55.6;338.3
0;057;4;26;21;4307;10;29.8;69.1;281.6;709.6
0;058;1;9897;267;4302.4;0.6;3.3;4.4;13.6;60.6
0;058;2;5063;480;34393.1;1;3.6;8;32.9;298.4
0;058;3;1314;474;37517.2;1.2;5.7;18.5;70.8;366.1
0;058;4;169;123;35160.4;3.3;19.7;122.2;359.6;990.8
0;070;1;286;164;2332.7;1.8;3.8;6.5;13.6;42.9
0;070;2;161;132;4083;2;6.3;10.7;26.4;62.4
0;070;3;36;29;1366.9;4.1;10.5;22.6;61.8;119.1
0;073;1;7761;2832;14532.8;0.5;1.5;2;3.1;13
0;073;2;2719;1294;10856.2;0.5;1.5;2;2.2;17.8
0;073;3;216;110;10327.2;1.1;2;2;7.1;210.1
0;073;4;3;2;993.8;218.4;218.4;496.9;775.4;775.4
0;080;1;245;222;12466.2;5.7;11.1;19.6;39.1;117.8
0;080;2;324;147;11816.3;2.4;9.7;20.6;49.6;184
0;080;3;86;58;7579.4;1;11.4;39.6;148.3;784.7
0;080;4;7;6;15481.1;6.3;140.6;208.6;444.6;14472.3
0;082;1;1097;223;4217.5;1.5;3.9;9.9;23.3;64.2
0;082;2;1274;290;6448.7;1.2;3.6;8.2;21.8;69.1
0;082;3;335;137;7691;1;4.3;15.2;49.3;240.4
0;082;4;31;25;6147.4;3.8;31;132;318.6;584
0;089;1;1218;1183;15876.6;2.2;6.6;11;14.7;37.6
0;089;2;445;434;10851.2;2.3;7.9;11.3;15.2;66.3
0;089;3;179;174;26041.2;2;24.4;64.8;134.1;713.2
0;089;4;30;30;19273.8;5;35.4;320.6;694.7;3187.5
0;090;1;13;6;61.7;7.4;8.8;9.2;12.4;14.6
0;090;2;122;114;15765.9;4.4;27.6;66.6;124.4;615.6
0;090;3;76;73;18711.3;21.4;60;122;370.1;945.9
0;090;4;32;32;40317.4;61.4;286.4;645.7;1054.4;7143.4
0;091;1;127;101;2985;3.5;5.4;15.5;41.6;78.8
0;091;2;412;387;12202;2.5;5.6;14.1;31;102.6
0;091;3;64;63;12928.1;14.8;39.2;78.6;300.8;752.2
0;091;4;15;15;5077;4.7;54.2;79.2;654.1;1524.7
0;092;1;2691;2542;34280.2;2.3;5.4;10;15.2;36.2
0;092;2;762;729;14027.8;2.3;6.8;11.4;19.9;49.5
0;092;3;75;72;11990.2;3.3;13.3;37.2;72.3;222.4
