vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;-p;001;1;A;A02BA;1;0.2
0;-p;001;1;A;A02BC;2;24.92
0;-p;001;1;A;A03FA;1;3.48
0;-p;001;1;A;A05AA;1;7.6
0;-p;001;1;A;A06AD;1;4.28
0;-p;001;1;A;A10AB;1;4.96
0;-p;001;1;A;A10BX;1;0.16
0;-p;001;1;B;B01AB;2;86.6
0;-p;001;1;B;B02AA;2;10.4
0;-p;001;1;B;B02BC;1;49.86
0;-p;001;1;B;B05AA;2;1872.48
0;-p;001;1;B;B05BA;2;237.4
0;-p;001;1;B;B05BB;2;96.76
0;-p;001;1;B;B05BC;1;4.8
0;-p;001;1;B;B05XA;1;3.36
0;-p;001;1;C;C02AC;2;0.88
0;-p;001;1;C;C03CA;2;1.64
0;-p;001;1;C;C03DA;1;0.16
0;-p;001;1;C;C08CA;2;3.52
0;-p;001;1;H;H02AB;2;98.44
0;-p;001;1;J;J01DC;2;39.6
0;-p;001;1;J;J01GB;1;9.88
0;-p;001;1;J;J02AC;1;91.48
0;-p;001;1;J;J05AF;1;63.05
0;-p;001;1;J;J06BB;1;8550.96
0;-p;001;1;L;L04AA;2;1142.36
0;-p;001;1;L;L04AD;2;1007.13
0;-p;001;1;M;M03AC;2;46.88
0;-p;001;1;N;N01AB;2;152.2
0;-p;001;1;N;N01AH;1;6.44
0;-p;001;1;N;N01AX;2;22.96
0;-p;001;1;N;N02AC;1;0.4
0;-p;001;1;N;N02AX;2;5.56
0;-p;001;1;N;N02BE;2;6.2
0;-p;001;1;R;R05CB;1;1.93
0;-p;001;1;S;S01EC;1;3.28
0;-p;001;1;V;V08AA;1;4.96
0;-p;001;2;A;A02BA;8;56.76
0;-p;001;2;A;A02BC;16;329.36
0;-p;001;2;A;A03FA;8;18.12
0;-p;001;2;A;A05AA;6;73.04
0;-p;001;2;A;A07AA;3;25.28
0;-p;001;2;A;A07DA;1;2.12
0;-p;001;2;A;A07EC;1;31.24
0;-p;001;2;A;A10AB;16;196.84
0;-p;001;2;A;A10AC;1;4.96
0;-p;001;2;A;A10AE;1;9.92
0;-p;001;2;A;A10BB;1;0.44
0;-p;001;2;B;B01AB;17;684.08
0;-p;001;2;B;B01AC;3;1.36
0;-p;001;2;B;B02AA;7;47.84
0;-p;001;2;B;B02BC;3;921.94
0;-p;001;2;B;B02BD;2;1427.3
0;-p;001;2;B;B05AA;17;5746.55
0;-p;001;2;B;B05BA;17;768.88
0;-p;001;2;B;B05BB;17;1787.44
0;-p;001;2;B;B05BC;9;42.72
0;-p;001;2;B;B05CB;3;24.12
0;-p;001;2;B;B05XA;2;6.32
0;-p;001;2;C;C01AA;1;0.76
0;-p;001;2;C;C01CA;4;17.88
0;-p;001;2;C;C01DA;3;10.12
0;-p;001;2;C;C02AC;4;4.84
0;-p;001;2;C;C03CA;10;15.84
0;-p;001;2;C;C03DA;2;2.52
0;-p;001;2;C;C07AB;5;10.72
0;-p;001;2;C;C08CA;8;477.12
0;-p;001;2;C;C10AA;2;15.76
0;-p;001;2;D;D01AC;3;5.16
0;-p;001;2;H;H01CB;1;236.49
0;-p;001;2;H;H02AB;17;1722.44
0;-p;001;2;J;J01CA;5;119.04
0;-p;001;2;J;J01CR;5;859.12
0;-p;001;2;J;J01DB;2;19.4
0;-p;001;2;J;J01DC;3;165.6
0;-p;001;2;J;J01DD;6;198.24
0;-p;001;2;J;J01DF;2;172
0;-p;001;2;J;J01DH;1;134.76
0;-p;001;2;J;J01EE;5;6.6
0;-p;001;2;J;J01FF;1;5.32
0;-p;001;2;J;J01GB;4;25.04
0;-p;001;2;J;J01MA;4;156.68
0;-p;001;2;J;J01XA;4;370.92
0;-p;001;2;J;J01XB;1;9.72
0;-p;001;2;J;J02AC;5;204.88
0;-p;001;2;J;J05AB;8;11667.76
0;-p;001;2;L;L04AA;12;10412.73
0;-p;001;2;L;L04AD;17;3322.87
0;-p;001;2;M;M01AB;4;3.44
0;-p;001;2;M;M01AE;1;3.52
0;-p;001;2;M;M03AC;16;564.12
0;-p;001;2;N;N01AB;16;1175.04
0;-p;001;2;N;N01AH;15;666.36
0;-p;001;2;N;N01AX;17;785.4
0;-p;001;2;N;N02AC;9;13.84
0;-p;001;2;N;N02AX;13;47.96
0;-p;001;2;N;N02BE;11;175.76
0;-p;001;2;N;N03AB;1;1.12
0;-p;001;2;N;N05CD;11;5.96
0;-p;001;2;N;N06AB;1;11.28
0;-p;001;2;P;P01AB;1;10.24
0;-p;001;2;R;R03AK;2;0.8
0;-p;001;2;R;R05CB;2;20.38
0;-p;001;2;R;R06AE;1;2.08
0;-p;001;2;V;V03AE;1;9.36
0;-p;001;2;V;V03AK;3;1496.66
0;-p;001;2;V;V08AA;1;0.88
0;-p;001;2;V;V08AB;2;77.2
0;-p;001;2;V;V08CA;1;116.56
0;-p;001;3;A;A02BA;27;116.12
0;-p;001;3;A;A02BC;62;1181.24
0;-p;001;3;A;A03FA;47;140.76
0;-p;001;3;A;A04AA;6;77.52
0;-p;001;3;A;A05AA;23;340.48
0;-p;001;3;A;A06AD;4;21.4
0;-p;001;3;A;A07AA;29;335.44
0;-p;001;3;A;A07DA;2;2.52
0;-p;001;3;A;A10AB;58;919.6
0;-p;001;3;A;A10AC;6;64.64
0;-p;001;3;A;A10AD;3;37.84
0;-p;001;3;A;A10AE;6;158.76
0;-p;001;3;A;A10BA;5;2.16
0;-p;001;3;A;A10BB;3;2.96
0;-p;001;3;A;A10BX;3;8.64
0;-p;001;3;A;A11CC;1;3.2
0;-p;001;3;B;B01AA;1;0.28
0;-p;001;3;B;B01AB;68;2999.04
0;-p;001;3;B;B01AC;9;4.48
0;-p;001;3;B;B02AA;33;239.2
0;-p;001;3;B;B02BC;24;18464.68
0;-p;001;3;B;B02BD;7;19861.73
0;-p;001;3;B;B03AC;1;84.32
0;-p;001;3;B;B05AA;65;42302.68
0;-p;001;3;B;B05BA;67;3615.96
0;-p;001;3;B;B05BB;68;6805.08
0;-p;001;3;B;B05BC;33;162.76
0;-p;001;3;B;B05CB;13;150.75
0;-p;001;3;B;B05XA;15;176.24
0;-p;001;3;C;C01AA;3;0.84
0;-p;001;3;C;C01BD;3;22.84
0;-p;001;3;C;C01CA;34;211.6
0;-p;001;3;C;C01CE;1;63.36
0;-p;001;3;C;C01DA;17;104.32
0;-p;001;3;C;C02AC;16;12.04
0;-p;001;3;C;C02CA;1;4.16
0;-p;001;3;C;C03BA;2;2.32
0;-p;001;3;C;C03CA;57;163.52
0;-p;001;3;C;C03DA;15;24.28
0;-p;001;3;C;C07AA;11;12.72
0;-p;001;3;C;C07AB;20;48.08
0;-p;001;3;C;C08CA;30;1217.36
0;-p;001;3;C;C09AA;7;11.6
0;-p;001;3;C;C09BB;1;5.16
0;-p;001;3;C;C09CA;3;26.64
0;-p;001;3;C;C10AA;6;84.68
0;-p;001;3;C;C10AB;1;0.56
0;-p;001;3;D;D01AC;16;41.84
0;-p;001;3;G;G04BD;1;33.28
0;-p;001;3;G;G04CA;2;18.16
0;-p;001;3;H;H01CB;2;1355.47
0;-p;001;3;H;H02AB;63;4340.92
0;-p;001;3;H;H03AA;4;3.44
0;-p;001;3;J;J01CA;34;622.64
0;-p;001;3;J;J01CR;18;4058.32
0;-p;001;3;J;J01DB;12;93.6
0;-p;001;3;J;J01DC;13;321.96
