vrai_hop;rdrg;N;moy_gemid
0;001;243;1139.24
0;002;165;2830.14
0;003;866;50.01
0;004;1088;2883.66
0;005;678;243.66
0;006;9;323.5
0;020;843;358.9
0;021;3946;883.04
0;022;929;1540.68
0;023;1710;1994.4
0;024;4438;1455.26
0;026;3305;2036.52
0;040;431;12.62
0;041;2737;11.16
0;042;11654;3.9
0;043;2925;1.86
0;044;3199;38.2
0;045;15294;10.38
0;046;1072;14.59
0;047;7259;2.74
0;048;3974;4.86
0;049;676;9.82
0;050;710;3.88
0;051;1408;0.34
0;052;2737;4.38
0;053;15253;1.64
0;054;6118;0.71
0;055;2743;8.43
0;056;830;8.63
0;057;8840;0.4
0;058;16039;15.61
0;070;530;137.02
0;073;11343;241.55
0;080;676;2.98
0;082;2666;9.47
0;089;1702;736.24
0;090;263;531.42
0;091;628;6468.3
0;092;3366;292.02
0;093;6384;80.84
0;095;839;19.57
0;097;7500;3.42
0;098;14165;63.01
0;110;1782;56.57
0;111;5082;0.54
0;113;16548;1.04
0;114;3960;9.15
0;115;45723;1.49
0;120;2386;550.59
0;121;4198;333.15
0;130;1409;58.78
0;131;762;27.21
0;132;115;2.57
0;133;1163;18.27
0;134;5141;7.06
0;135;2744;18.46
0;136;7888;36.49
0;137;7083;15.59
0;138;10186;0.31
0;139;31861;5.08
0;140;28223;5.41
0;141;5454;1.56
0;142;1779;15.7
0;143;5745;38.66
0;144;26405;3.6
0;160;146;2227.1
0;161;1764;13857.47
0;162;916;4835.1
0;163;3789;4243
0;165;1884;1766.33
0;166;3392;1491.42
0;167;791;2686.91
0;169;2458;1470.38
0;170;422;4910.64
0;171;7324;4752
0;173;21073;1445.42
0;174;7516;1880.85
0;175;22455;2207.56
0;176;2837;4849.77
0;177;920;1647.9
0;180;3675;60
0;190;8117;69.47
0;191;12102;128.54
0;192;20100;74.88
0;193;234;17.44
0;194;21632;12.8
0;196;868;58.29
0;197;6153;75.65
0;198;5527;30.43
0;199;2592;3.29
0;200;1137;61.21
0;201;19929;43.89
0;203;5393;2.1
0;204;9813;5.43
0;205;272;150.8
0;206;974;137.14
0;207;5090;42.73
0;220;3216;640.39
0;221;15428;852.32
0;222;2299;270.4
0;223;2895;291.81
0;224;1628;126.45
0;225;12713;145.42
0;226;7827;101.89
0;227;6557;555.77
0;228;17466;454.17
0;229;2306;290.29
0;240;6442;143.78
0;241;8771;17.73
0;242;850;49.16
0;243;7894;45.42
0;244;9112;6.12
0;245;3018;8.82
0;246;1593;16.78
0;247;8510;22.85
0;248;4859;6.48
0;249;28720;2.59
0;251;6485;3.84
0;252;1858;127.74
0;253;2320;25.37
0;254;22341;20.06
0;260;2247;669.28
0;261;532;394.11
0;262;872;222.1
0;263;18734;237.51
0;264;991;315.37
0;279;1424;54.65
0;280;3823;41.15
0;281;4616;269.81
0;282;6567;78.17
0;283;3205;49.3
0;284;10845;188.07
0;301;26406;1907.84
0;302;21591;2724.23
0;303;300;5960.58
0;304;9342;2911.54
0;305;1001;256.53
0;308;10339;766.22
0;309;2501;382.27
0;310;18160;232.19
0;312;301;92.08
0;313;21776;390.01
0;314;15820;266.98
0;315;35568;517.68
0;316;5498;191.98
0;317;6678;69.2
0;320;7964;306.21
0;321;7071;1373.53
0;340;1409;42.06
0;341;3719;2.8
0;342;8251;11.71
0;343;2161;24.5
0;344;1287;8.58
0;346;3421;10.43
0;347;20213;7.12
0;349;2141;15.29
0;351;12203;13.72
0;361;3200;40.78
0;362;6140;133.5
0;363;13371;74.15
0;364;9048;121.21
0;380;2260;16.92
0;381;1276;8.93
0;382;1158;45.15
0;383;10787;2.77
0;384;8147;3.63
0;385;4549;4.39
0;401;577;213.88
0;403;11754;1124.74
0;404;6882;273.66
0;405;622;565.65
0;420;11378;3.34
0;421;5579;15.78
0;422;4522;6.54
0;423;503;21.3
0;424;3136;6.2
0;425;4778;7.82
0;440;454;106.03
0;441;1063;534.35
0;442;1880;346.16
0;443;2805;228.95
0;444;1782;132.81
0;445;1771;656.71
0;446;16805;85.1
0;447;1260;727.01
0;460;4611;43.71
0;461;1320;31.73
0;462;857;10.21
0;463;18806;5.94
0;465;11606;51.46
0;466;2813;44.14
0;468;10987;27.12
0;480;3851;578.36
0;481;1271;354.33
0;482;7861;29.58
0;483;2693;39
0;484;1469;47.73
0;500;895;19.59
0;501;4123;7.76
0;510;1865;411.4
0;511;445;466.98
0;512;764;257.8
0;513;14377;178.43
0;514;7680;501.85
0;517;644;39.17
0;518;2723;101.78
0;519;4775;173.8
0;530;1078;48.44
0;531;1081;2.9
0;532;2277;22.57
0;540;24500;1.57
0;541;354;12.44
0;542;271;6.34
0;544;2012;6.44
0;545;1310;149.74
0;546;560;35.44
0;560;92141;0.21
0;561;1700;6.99
0;563;5881;0.18
0;564;1127;0.65
0;565;814;0
0;566;11700;1.49
0;580;175;2.39
0;581;20;13.46
0;583;11;3330.67
0;588;62;532.25
0;589;9;64.02
0;591;80;102.26
0;593;176;79.8
0;602;169;68.53
0;603;42;60.62
0;607;243;76.49
0;608;116;43.97
0;609;64;643.97
0;611;137;29.62
0;612;255;53.08
0;613;37;37.87
0;614;352;19.12
0;621;106;33.23
0;622;169;36.71
0;623;36;30
0;625;146;10.72
0;626;240;3.31
0;630;85;1448.56
0;631;111;436.71
0;633;299;23.51
0;634;284;36.11
0;636;125;10.29
0;639;363;4.73
0;640;852;1.39
0;650;214;379.82
0;651;662;98.51
0;660;4014;10.29
0;661;1034;4.62
0;662;624;2.07
0;663;9916;18.37
0;680;804;610.38
0;681;2537;118.79
0;690;1139;51.67
0;691;2875;42.23
0;692;863;12.86
0;693;26777;35.89
0;694;2327;41.87
0;710;1209;466.18
0;711;1501;187.42
0;720;9296;38.88
0;721;4142;27.01
0;722;3530;2.41
0;723;7934;0.76
0;724;2833;7.03
0;740;308;680.5
0;750;384;0.36
0;751;3404;2.53
0;752;442;0.72
0;753;729;1.1
0;754;3852;1.47
0;755;1575;1.81
0;756;2869;0.89
0;757;4369;1.92
0;758;665;0.79
0;759;274;3.57
0;760;4302;0.85
0;770;695;0.8
0;772;1423;8.31
0;773;407;1.49
0;774;228;3.41
0;775;8671;2.41
0;776;1214;1.94
0;791;4019;496.1
0;811;1114;0.83
0;812;9972;2.24
0;813;5338;98
0;815;2798;4.24
0;816;2325;1.88
0;841;21;298.07
0;842;147;47.35
0;843;116;79.25
0;844;690;2.17
0;850;4317;1172.19
0;860;3052;11.89
0;861;39293;5.33
0;862;12598;45
0;863;912;0.32
0;890;114;63.16
0;892;249;67.23
0;893;45;4.73
0;894;341;52.04
0;910;140;975.48
0;911;166;1003.88
0;912;850;1476.06
0;930;863;33.97
0;950;2970;1106.85
0;951;4363;590.3
0;952;4069;394.25
0;955;22;0
0;956;280;186.48
