vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;51;51;51;51;51;51
0;001;2;43;15;32;50;53;54
0;001;3;47;9;41;52;59;69
0;001;4;49;1;43;54;62;69
0;002;1;53;53;53;53;53;53
0;002;2;54;44;47;51;63;64
0;002;3;48;27;36;47;59;67
0;002;4;48;19;41;54;60;64
0;003;1;47;17;30;50;59;70
0;003;2;54;26;46;56;63;72
0;003;3;46;6;38;51;58;68
0;003;4;50;14;44;55;61;70
0;004;1;53;34;47;52;60;72
0;004;2;63;26;54;64;73;88
0;004;3;61;24;52;64;75;84
0;004;4;64;29;54;67;76;83
0;005;1;57;43;50;57;64;74
0;005;2;58;42;51;58;64;79
0;005;3;61;42;52;61;70;80
0;005;4;61;41;53;60;71;84
0;020;1;40;3;18;41;60;80
0;020;2;57;3;45;62;76;86
0;020;3;63;17;52;68;79;87
0;020;4;61;14;51;67;77;85
0;021;1;55;14;43;57;71;83
0;021;2;53;19;41;54;67;80
0;021;3;55;11;45;58;70;81
0;021;4;60;15;50;65;75;84
0;022;1;48;0;24;55;74;81
0;022;2;50;0;26;58;73;83
0;022;3;49;0;18;61;74;81
0;022;4;58;3;48;61;76;87
0;023;1;50;29;41;49;58;72
0;023;2;53;19;42;53;67;78
0;023;3;54;14;38;56;74;83
0;023;4;59;13;46;65;76;86
0;024;1;69;52;63;71;77;83
0;024;2;71;55;66;72;77;84
0;024;3;73;56;67;75;80;86
0;024;4;76;57;71;77;82;87
0;025;1;54;25;42;53;68;82
0;025;2;55;20;43;56;69;83
0;025;3;68;25;63;72;80;92
0;025;4;58;19;43;62;76;84
0;026;1;47;14;34;48;60;76
0;026;2;60;15;48;64;78;87
0;026;3;70;31;64;75;83;90
0;026;4;69;13;66;75;82;87
0;040;1;37;4;13;36;58;82
0;040;2;50;3;33;56;74;86
0;040;3;56;6;41;62;76;86
0;040;4;47;4;20;48;76;82
0;041;1;53;9;41;56;67;80
0;041;2;61;31;54;62;72;82
0;041;3;64;41;56;65;74;83
0;041;4;64;38;56;66;74;84
0;042;1;68;26;62;73;81;87
0;042;2;75;50;72;78;83;90
0;042;3;78;61;75;80;85;91
0;042;4;78;59;75;80;84;91
0;043;1;41;20;32;41;50;65
0;043;2;49;23;38;48;60;76
0;043;3;58;33;48;57;70;80
0;043;4;61;44;55;62;66;80
0;044;1;70;34;61;76;84;91
0;044;2;73;47;67;76;83;90
0;044;3;71;41;61;76;83;91
0;044;4;74;48;68;77;83;90
0;045;1;69;43;59;71;80;87
0;045;2;72;49;66;75;81;89
0;045;3;78;56;72;80;85;93
0;045;4;79;59;74;80;85;92
0;046;1;70;47;62;72;80;87
0;046;2;73;50;67;75;82;90
0;046;3;78;57;73;80;85;93
0;046;4;80;64;75;81;87;94
0;047;1;67;40;57;70;79;86
0;047;2;74;50;67;76;82;90
0;047;3;79;59;74;80;85;92
0;047;4;79;60;74;81;86;93
0;048;1;51;15;40;51;66;81
0;048;2;62;36;53;64;74;84
0;048;3;65;40;56;68;77;85
0;048;4;71;44;63;74;82;88
0;049;1;21;0;3;18;34;57
0;049;2;44;1;25;47;64;80
0;049;3;37;0;7;37;62;80
0;049;4;41;0;3;46;68;81
0;050;1;49;2;21;56;74;85
0;050;2;43;3;19;43;67;84
0;050;3;52;2;33;58;73;84
0;050;4;54;0;38;61;77;85
0;051;1;16;0;5;10;27;42
0;051;2;22;0;5;16;35;61
0;051;3;21;0;0;7;35;74
0;051;4;45;0;25;35;78;83
0;052;1;52;2;36;58;69;83
0;052;2;62;13;46;68;80;91
0;052;3;66;8;58;73;81;91
0;052;4;69;35;61;73;81;91
0;053;1;27;1;7;24;44;66
0;053;2;45;2;22;49;67;82
0;053;3;47;2;26;51;71;84
0;053;4;62;9;51;66;78;90
0;054;1;34;8;19;32;45;67
0;054;2;45;12;31;45;59;79
0;054;3;51;14;35;50;72;84
0;054;4;57;17;36;70;71;85
0;055;1;41;2;18;43;65;82
0;055;2;60;12;46;66;78;88
0;055;3;67;16;57;75;83;92
0;055;4;67;22;55;74;82;90
0;056;1;27;0;3;20;46;77
0;056;2;52;4;34;58;74;85
0;056;3;63;5;48;70;82;91
0;056;4;67;39;53;70;81;89
0;057;1;21;0;5;14;31;67
0;057;2;44;3;15;43;73;86
0;057;3;64;6;54;73;80;91
0;057;4;66;6;52;76;84;92
0;058;1;47;0;39;51;59;75
0;058;2;55;0;47;58;70;83
0;058;3;69;33;61;74;82;90
0;058;4;71;15;67;77;83;92
0;070;1;49;7;31;50;68;83
0;070;2;52;12;33;52;72;86
0;070;3;61;25;43;65;79;81
0;070;4;59;40;44;58;74;79
0;071;1;63;27;54;67;75;83
0;071;2;61;24;51;65;75;83
0;071;3;61;0;53;72;78;86
0;071;4;54;30;44;49;67;82
0;072;1;51;4;35;56;71;84
0;072;2;63;18;52;69;78;86
0;072;3;64;21;55;68;78;90
0;072;4;78;67;74;79;85;86
0;073;1;75;50;71;78;83;89
0;073;2;75;55;72;78;82;88
0;073;3;74;41;70;77;83;87
0;073;4;74;58;66;75;82;90
0;080;1;27;0;2;8;54;84
0;080;2;38;0;3;38;70;89
0;080;3;47;1;3;63;81;90
0;080;4;81;81;81;81;81;81
0;081;1;45;10;31;45;60;80
0;081;2;57;20;42;60;73;83
0;081;3;66;44;55;69;78;86
0;081;4;70;51;56;74;80;85
0;082;1;46;1;25;48;69;83
0;082;2;59;6;48;63;75;86
0;082;3;69;38;61;74;81;90
0;082;4;74;45;66;78;86;95
0;090;1;57;31;46;59;70;78
0;090;2;62;42;55;62;72;81
0;090;3;62;51;54;62;68;80
0;090;4;63;46;54;62;70;79
0;091;1;39;0;15;44;60;72
0;091;2;57;5;52;60;72;82
0;091;3;56;0;50;59;67;79
0;091;4;60;38;51;58;69;78
0;092;1;32;14;18;27;44;63
0;092;2;40;14;22;38;54;77
0;092;3;47;16;29;43;67;82
0;092;4;54;17;29;54;76;94
0;093;1;42;15;30;41;54;70
0;093;2;50;15;39;53;64;77
0;093;3;55;11;41;58;74;84
0;093;4;63;36;48;65;72;87
0;094;1;43;9;27;44;58;78
0;094;2;52;17;42;52;66;80
0;094;3;60;29;49;63;72;86
0;094;4;63;35;57;63;69;79
0;095;1;20;0;0;10;39;55
0;095;2;34;0;15;40;49;62
0;095;3;2;0;0;0;4;7
0;095;4;1;0;0;0;1;1
0;096;1;50;20;38;50;62;78
0;096;2;59;26;48;60;73;82
0;096;3;56;6;41;63;76;89
0;096;4;86;78;78;86;93;93
0;097;1;21;3;8;20;29;43
0;097;2;24;2;7;23;34;59
0;097;3;19;1;4;9;27;65
0;097;4;39;4;19;44;53;78
0;098;1;35;8;21;34;47;66
0;098;2;45;5;31;48;61;77
0;098;3;48;1;21;56;70;83
0;098;4;61;36;53;58;74;85
0;110;1;60;45;53;59;67;80
0;110;2;61;46;54;60;69;82
0;110;3;61;45;53;60;69;81
0;110;4;64;46;54;64;74;83
0;111;1;56;24;44;57;71;83
0;111;2;68;37;58;71;79;87
0;111;3;76;48;71;79;84;90
0;111;4;81;69;75;83;87;95
0;112;1;64;25;54;68;77;86
0;112;2;69;35;61;73;81;90
0;112;3;70;27;64;76;82;90
0;112;4;69;42;61;76;85;86
0;113;1;13;0;1;4;21;48
0;113;2;19;0;1;4;32;77
0;113;3;32;0;2;14;68;85
0;113;4;48;0;3;66;82;89
0;114;1;28;1;6;24;43;72
0;114;2;35;1;4;32;61;80
0;114;3;50;2;32;56;71;86
0;114;4;56;14;47;60;73;84
0;115;1;28;0;3;20;49;75
0;115;2;49;0;41;53;64;80
0;115;3;51;0;6;62;78;90
0;115;4;69;43;58;72;83;93
0;120;1;57;20;51;59;68;77
0;120;2;62;39;56;64;71;78
0;120;3;64;40;58;66;73;79
0;120;4;64;37;59;67;73;79
0;121;1;53;19;39;56;68;78
0;121;2;59;20;50;63;73;82
0;121;3;64;31;56;68;76;85
0;121;4;63;22;56;68;76;84
