vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;2;868;422.68;422.68;433.76;444.84;444.84
0;001;1;3;2;3;1.6;1.6;1.6;1.6;1.6
0;001;1;4;2;123;48;48;61.4;74.8;74.8
0;001;1;5;2;60;25.6;25.6;30.16;34.72;34.72
0;001;1;6;2;8;2.03;2.03;4.03;6.03;6.03
0;001;1;7;2;86;42.08;42.08;42.76;43.44;43.44
0;001;1;8;2;44;20.64;20.64;21.92;23.2;23.2
0;001;1;9;2;2332;1142.14;1142.14;1166.15;1190.16;1190.16
0;001;1;11;2;94;46.81;46.81;46.81;46.81;46.81
0;001;2;1;37;9683;138.44;195.36;243.48;305.64;520.12
0;001;2;2;11;46;3.2;3.2;3.2;3.2;11.2
0;001;2;3;3;5;1.6;1.6;1.6;1.6;1.6
0;001;2;4;37;1447;24;28.8;33.6;43.2;82.4
0;001;2;5;37;1558;12.72;25.44;31.12;54.08;97.92
0;001;2;6;18;193;2.03;4.47;10.6;13.2;31.67
0;001;2;7;37;1045;11.84;17.28;25.84;37.44;49.52
0;001;2;8;37;774;10.88;14.24;18.52;25.44;42.24
0;001;2;9;32;14693;12;16;21.4;933.12;1554.29
0;001;2;11;11;562;46.81;46.81;46.81;46.81;93.62
0;001;3;1;86;37765;165.76;266.88;369.08;472.32;839.86
0;001;3;2;22;175;3.13;3.2;4;11.75;24.8
0;001;3;3;29;54;1.56;1.6;1.6;1.6;4
0;001;3;4;85;7111;24;43.2;57.6;91.2;133.2
0;001;3;5;86;7594;13.52;28.08;59.52;105.28;245.44
0;001;3;6;57;740;2;4;8.32;16.59;51.81
0;001;3;7;86;4144;15.68;29.76;39.48;48.24;98.48
0;001;3;8;86;2766;13.36;19.68;25.62;37.12;71.04
0;001;3;9;78;65710;6;24.8;1133.74;1238.18;1600.26
0;001;3;11;49;3259;46.81;46.81;46.81;93.62;140.43
0;001;4;1;90;116655;409.68;549.76;859.64;1287.24;3546.72
0;001;4;2;48;1134;3.2;6;12.84;22.94;91.89
0;001;4;3;31;223;1.56;1.6;1.6;3.2;41.2
0;001;4;4;89;16945;43.2;80.39;116.8;197.2;526.4
0;001;4;5;89;26651;39.68;118.56;195.6;328;962.56
0;001;4;6;77;2161;2.03;4.47;15.27;37.67;117.59
0;001;4;7;90;11734;41.28;65.92;90.88;159.68;362.8
0;001;4;8;89;9190;26.72;45.16;64.48;101.36;266.56
0;001;4;9;89;85981;18.75;291.64;1137.32;1259.79;2167.18
0;001;4;11;49;5383;46.81;46.81;93.62;93.62;421.29
0;002;2;1;7;3245;198.16;394.24;473.36;556.08;679.76
0;002;2;2;5;20;2;2;4;5.2;7.2
0;002;2;3;2;22;11.2;11.2;11.2;11.2;11.2
0;002;2;4;7;677;28.8;57.6;91.2;134.4;206.8
0;002;2;5;7;725;27.92;37.52;103.92;166.24;193.2
0;002;2;6;7;108;7.6;10;13.34;24.8;26.1
0;002;2;7;7;335;16.16;38.32;41.92;62.64;77.12
0;002;2;8;7;159;14.8;17.92;24.08;28.96;29.12
0;002;2;9;7;2557;13.2;17.2;90.42;1074.52;1096.52
0;002;2;11;2;187;46.81;46.81;93.62;140.43;140.43
0;002;3;1;48;27610;301.4;449.5;554.92;692;917.4
0;002;3;2;28;203;2;3.4;5.2;10.8;18.73
0;002;3;3;16;201;10.94;11.2;11.2;11.2;22.4
0;002;3;4;47;4314;43.2;62.4;82.4;105.6;163.2
0;002;3;5;48;5721;21.68;36.32;114.49;180.32;235.28
0;002;3;6;40;890;10.03;18.94;21.34;25.01;34
0;002;3;7;48;2827;27.52;43.6;55.56;69.36;91.2
0;002;3;8;48;1488;12.12;18;24.28;37.68;54.8
0;002;3;9;47;36109;6;98.39;1103.72;1191.36;1237.38
0;002;3;11;30;2285;46.81;46.81;46.81;93.62;187.24
0;002;4;1;84;128145;412.88;593.96;1023.78;2113.34;3977.6
0;002;4;2;61;841;3.2;6.4;7.6;14.8;46
0;002;4;3;43;875;10.94;11.2;11.2;11.2;86.4
0;002;4;4;83;18237;38.4;95.12;154.99;282.4;639.2
0;002;4;5;84;27452;83.68;164.52;226.12;417.8;825.2
0;002;4;6;82;3042;10;23.64;30.4;42.9;83.19
0;002;4;7;84;12615;39.12;66.48;99.64;180.24;392.07
0;002;4;8;84;9153;17.28;28.64;45.65;116.76;321.76
0;002;4;9;84;70729;46.8;153.2;1073.92;1237.18;1940.64
0;002;4;11;56;6666;46.81;46.81;93.62;140.43;327.67
0;003;1;1;217;41882;95.16;137.36;175.68;225.64;330.2
0;003;1;2;57;482;3.2;4;7.2;9.2;20
0;003;1;3;1;13;12.8;12.8;12.8;12.8;12.8
0;003;1;4;101;7185;2.8;16.8;81.6;106.8;150.63
0;003;1;5;217;28924;16;49.28;97.52;177.76;354.32
0;003;1;6;209;8046;9.6;22.4;33.6;45.2;94.14
0;003;1;7;217;9381;23.04;30.64;37.76;50.8;70.4
0;003;1;8;206;2967;2.08;7.36;11.68;18.72;31.68
0;003;1;9;157;3882;1.6;4.4;10;32.4;74.82
0;003;1;11;96;6273;46.81;46.81;46.81;46.81;140.43
0;003;2;1;450;101698;107.16;158.05;205.31;270;410.36
0;003;2;2;144;1262;3.2;4;7.2;11.2;20.4
0;003;2;3;5;155;1.6;25.6;25.6;38.4;64
0;003;2;4;234;17515;2.8;11.2;73.2;115.2;201.2
0;003;2;5;448;82209;39.04;99.4;151.32;242.84;408.56
0;003;2;6;436;19397;6;22.4;39.8;61.23;99.74
0;003;2;7;450;22372;26.88;36.16;45;55.6;90.09
0;003;2;8;435;7638;2.88;8.32;14.84;21.12;45.55
0;003;2;9;370;12897;1.6;6.4;17.76;46.8;118.41
0;003;2;11;211;12558;46.81;46.81;46.81;46.81;93.62
0;003;3;1;142;63533;135.04;196.88;287.3;420.64;1049.1
0;003;3;2;62;861;2;5.2;8.8;16.4;42
0;003;3;3;4;64;2;7.4;18.4;24.8;25.6
0;003;3;4;103;10185;2.8;8.4;53.2;139.6;296
0;003;3;5;142;48244;91.36;170.8;254.48;369.2;798
0;003;3;6;140;9476;6.8;25.27;52.83;89.45;170.12
0;003;3;7;142;11603;31.68;44.48;57.44;81.45;228.96
0;003;3;8;139;5059;4.32;13.12;21.12;37.6;123.48
0;003;3;9;130;9089;3.2;9.6;36.6;79.2;217.2
0;003;3;11;73;6426;46.81;46.81;46.81;93.62;234.05
0;003;4;0;1;0;0;0;0;0;0
0;003;4;1;117;97203;224.24;358.44;567.68;984.76;2189.7
0;003;4;2;71;1333;4;7.2;12;20.7;51.2
0;003;4;3;18;1274;1.6;12.8;38.4;102.4;268.8
0;003;4;4;117;19924;33.6;96.8;142.8;216.4;389.2
0;003;4;5;117;65909;139.54;315.28;493.76;695.68;1382.9
0;003;4;6;116;13278;33.6;66.04;95.3;142;257.84
0;003;4;7;117;15143;47.6;69.44;107.55;164.66;333.77
0;003;4;8;117;7459;10.4;26.16;47.52;83.52;170.57
0;003;4;9;117;15034;11.72;45.92;79.92;178.1;327.39
0;003;4;11;69;7770;46.81;46.81;93.62;140.43;280.86
0;004;1;0;1;0;0;0;0;0;0
0;004;1;1;7;3439;8.8;18.84;63.2;269.12;2867.2
0;004;1;2;1;2;2;2;2;2;2
0;004;1;5;3;585;17.2;17.2;17.28;550.56;550.56
0;004;1;6;1;52;51.6;51.6;51.6;51.6;51.6
