vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;7;7;7079.43;58.14;643.28;959.66;1559.29;1875.89
0;001;2;7;5;9417.39;612.48;941.79;1808.7;1918.82;4135.6
0;001;3;25;23;110500.23;1385.29;1875.59;2430.59;4493.63;12572.84
0;001;4;127;127;1335585.29;1940.25;3541.68;6374.06;14596.33;31562.17
0;002;2;5;5;28893.74;1931.35;4537.76;6021.12;7136.74;9266.77
0;002;3;19;18;97959.97;1096.57;3539.44;5306.38;6782.93;13048
0;002;4;97;97;1286772.26;2916.02;5742.84;8168.65;14038.58;32772.99
0;003;1;34;32;107921.63;37.71;103.72;1321.25;5107.03;11085.97
0;003;2;117;113;493567.73;110.98;1503.96;3405.7;6384.86;10822.53
0;003;3;226;224;1485348.49;513.41;3161.8;5424.41;8353.01;17392.53
0;003;4;303;303;3916102.85;2876.99;5196.6;7472.45;14295.38;36882.82
0;004;1;16;16;20900.83;33.78;164.38;789.62;2479.64;4076.74
0;004;2;65;65;131907.06;165.64;684.79;1256.48;2473.97;6313.85
0;004;3;202;202;672589.78;373.89;1350.98;2594.12;4490.26;8884.82
0;004;4;1833;1826;15035520.76;1472.2;3583.5;6101.85;10313.06;21854.81
0;005;1;48;48;26869.68;105.07;295.28;482.77;642.19;1495.24
0;005;2;113;113;85930.8;121.83;337.39;640.84;971.44;1884.16
0;005;3;146;146;170348.03;170.94;486.07;780.75;1314.81;3590.06
0;005;4;148;148;530164.04;384.2;1052.42;2504.81;4203.11;11482.16
0;020;1;104;103;22262.22;37.88;83.85;145.16;280.35;543.78
0;020;2;137;135;48656.66;53.12;146.15;237.09;465.27;1213.35
0;020;3;161;161;114097.46;74.93;229.05;444.52;885.56;1980.21
0;020;4;237;235;562666.29;257.87;804.8;1618.45;3174.84;6651.99
0;021;1;1098;1095;397917.44;27.22;133.59;308.54;501.6;892.77
0;021;2;1342;1337;836530.4;114;276.4;470.06;740.71;1623.12
0;021;3;764;761;803447.74;168.11;467.78;750.47;1286.53;2889.62
0;021;4;755;754;2208086.09;363.98;991.29;2007.41;3554.39;8204.52
0;022;1;155;151;15078.99;32.19;56.69;77.8;108.16;205.01
0;022;2;251;250;58510.13;38.06;75.8;124.35;216.23;834.6
0;022;3;115;113;80991.51;41.72;149.02;284.9;771.86;2597.73
0;022;4;96;96;213595.23;116.05;560.67;1374.42;2980.85;7846.97
0;023;1;627;610;89444.69;8.53;49.73;83.29;149.04;381.34
0;023;2;339;335;145786.16;25.88;98.57;221.14;402.14;1865.36
0;023;3;159;158;171906.37;61.41;242.03;573.15;1335.26;3061.14
0;023;4;47;47;116288.7;319.85;799.98;1542.69;3118.18;8289.79
0;024;1;1111;1111;155155.16;52.63;86.09;121.19;170.03;296.03
0;024;2;2360;2354;437696.39;65.11;104.75;148.67;215.63;416.35
0;024;3;709;708;281990.83;87.43;151.13;256.61;444.51;1166.67
0;024;4;107;107;168319.07;177.37;557.62;970.87;2165.57;5112.94
0;025;1;2681;2607;163324.77;3.37;17.65;40.64;60.44;127.13
0;025;2;196;194;19766.09;6.25;24.36;57.57;123.38;323.93
0;025;3;63;60;34249.93;8.32;46.81;106.78;308.23;1678.93
0;025;4;7;7;15818.05;206.67;286.32;420.4;4281.06;7442.26
0;026;1;623;607;79440.65;2.27;48.4;77.76;133.93;271.06
0;026;2;502;497;105196.3;9.31;48.18;111.66;213.2;647.83
0;026;3;334;330;210017.08;34.92;132.13;272.5;692.4;2473.82
0;026;4;101;101;258034.3;180.77;581.46;1400.43;2746.98;9976.6
0;040;1;164;134;15002.97;1.56;9.65;27.47;62.94;455.49
0;040;2;209;177;32948.26;1.76;11.75;48.41;156.45;767.6
0;040;3;131;125;55840.35;14.17;85.6;183.42;542.43;1498.39
0;040;4;50;47;53335.3;13.87;130.56;744.77;1605.52;3033.75
0;041;1;375;359;79725.31;9.44;62.88;121.26;227.49;606.38
