vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;11.3;2;4;13;16;26
0;001;2;24.7;5;13;15;23;84
0;001;3;23;13;14;20;25;62
0;001;4;45;14;22;34;56;105
0;002;2;19.6;13;15;23;23;24
0;002;3;22;2;19;22;24;41
0;002;4;40.1;8;22;30;46;122
0;003;1;12.7;1;3;9.5;17;39
0;003;2;15.6;2;9;15;21;33
0;003;3;21.6;7;17;21;25;35
0;003;4;31.8;16;21;27;37;66
0;004;1;20.8;2;7.5;17.5;21.5;114
0;004;2;22.2;5;14;19;26;53
0;004;3;36.9;8;20;33;50;80
0;004;4;62.3;16;33;54;80;142
0;005;1;16;3;10;15;19.5;32
0;005;2;19.4;5;13;17;24;42
0;005;3;28.5;7;15;24;35;67
0;005;4;45.2;9;19;34.5;59.5;115
0;020;1;9.4;3;5;7;10.5;21
0;020;2;17.1;4;9;12;19;50
0;020;3;16.7;1;3;13;24;47
0;020;4;33.2;3;10;22;45;114
0;021;1;11;2;6;9;13;26
0;021;2;13.9;3;7;11;16;37
0;021;3;22.5;3;10;17;27;61
0;021;4;36.4;4;12;26;46;110
0;022;1;7;1;4;6;9;14
0;022;2;12.1;2;5;8;15;36
0;022;3;24.5;2;8;19;36;76
0;022;4;31.7;2;7;21.5;41;106
0;023;1;6.1;1;3;4;7;14
0;023;2;12.4;2;5;9;15;33
0;023;3;28.4;4;11;19;36;82
0;023;4;43;6;16;29;65;105
0;024;1;4.4;2;3;4;5;8
0;024;2;6.6;2;4;5;7;16
0;024;3;17.5;3;5;10;19;61
0;024;4;33.5;4;13;23;50;86
0;025;1;2.5;1;1;2;2;5
0;025;2;3.7;1;2;3;4.5;10
0;025;3;11.3;2;2;5;16;34
0;025;4;23.9;5;6;19;29;72
0;026;1;4.1;1;2;3;4;12
0;026;2;10.4;2;3;6.5;13;29
0;026;3;24.8;3;11;18;29;69
0;026;4;48.4;8;24;36;59;127
0;040;1;4.5;1;1;3;5;11
0;040;2;8.6;1;2;6;11;24
0;040;3;19.7;2;6;12;22;58
0;040;4;24.4;2;6;19;32;92
0;041;1;6.2;1;2;4;7;17
0;041;2;10.5;1;4;7;13;30
0;041;3;18.3;2;7;14;23;49
0;041;4;25.4;3;11;20;34;60
0;042;1;10.8;1;3;6;13;35
0;042;2;16.4;2;7;12;20;47
0;042;3;24;4;11;18;29;62
0;042;4;32.7;4;16.5;25;42;84
0;043;1;4.3;1;2;3;5;11
0;043;2;7.8;2;4;5;9;20
0;043;3;16.5;1;6;12.5;20;46
0;043;4;34.5;3;12;26;47;99
0;044;1;7;1;1;4.5;10;23
0;044;2;13.8;1;3;9;17;45
0;044;3;16.4;1;2;9;20;61
0;044;4;31.2;1;8;21;42;106
0;045;1;7.8;2;4;6;9;19
0;045;2;14.6;3;6;10;16;42
0;045;3;23.5;3;9;15;27;76
0;045;4;33.4;4;13;25;45;94
0;046;1;6.7;1;2;5;8;16
0;046;2;11.9;2;5;8;14;35
0;046;3;21.3;2;8;15;24;71
0;046;4;29.8;3;11;22;38;88
0;047;1;5.3;1;2;4;7;12
0;047;2;8.4;2;4;7;10;20
0;047;3;14.2;3;7;11;17;35
0;047;4;28.7;3;11;18;37;91
0;048;1;4;1;1;2;5;12
0;048;2;8.2;2;4;6;10;19
0;048;3;10.2;1;3;7;12;30
0;048;4;28.9;5;12;22;35;75
0;049;1;9.9;3;7;9;11;17
0;049;2;11.1;1;4;9;14;29
0;049;3;18.1;2;10;14;21;47
0;049;4;30.4;2;10;21;40;92
0;050;1;7.7;1;3;6;9;20
0;050;2;8.7;1;3;6;11;26
0;050;3;20;2;8;14;23;64
0;050;4;37.9;5;15;29;45.5;108
0;051;1;4.2;1;3;3;5;9
0;051;2;6.7;2;4;6;8;16
0;051;3;9;2;4;7;11;25
0;051;4;13;3;6;14.5;19;22
0;052;1;3.3;1;1;2;4;9
0;052;2;6.8;1;2;5;9;17
0;052;3;12.7;1;4;9;16;36
0;052;4;16.7;1;3;9;22;60
0;053;1;3;1;1;2;3;8
0;053;2;6.3;1;2;4;8;18
0;053;3;9.8;1;3;6;12;30
0;053;4;25.1;3;10;17;31;75
0;054;1;3.1;1;1;2;4;8
0;054;2;5;1;2;4;7;12
0;054;3;7.9;1;3;5;9;22
0;054;4;11.3;2;2;10;18;22
0;055;1;5.4;1;2;4;7;16
0;055;2;9.7;1;4;8;12;26
0;055;3;14.7;1;2;11;21;44
0;055;4;26.8;1;8;18;35;90
0;056;1;3.3;1;1;2;4;9
0;056;2;8;1;3;6;10;21
0;056;3;19.2;2.5;8;14;23;56
0;056;4;25.6;1;5;25;39;79
0;057;1;1.5;1;1;1;2;3
0;057;2;4.3;1;1;2;5;15
0;057;3;10.6;1;3;6;12;35
0;057;4;19.6;1;6;16;31;46
0;058;1;1.6;1;1;1;1;4
0;058;2;4.5;1;1;1;4;18
0;058;3;14.9;1;3;11;19;42
0;058;4;31.6;2;12;22.5;41;83
0;070;1;3.5;1;2;3;4;8
0;070;2;4.9;1;2;3;6;13
0;070;3;11;1;3;6.5;17;38
0;070;4;92;92;92;92;92;92
0;071;1;2.5;1;2;2;3;5
0;071;2;3.5;1;2;3;4;8
0;071;3;7.4;1;2;4;9;24
0;071;4;30;15;15;30;45;45
0;072;1;2;1;1;2;2;4
0;072;2;3.4;1;2;2;3;9
0;072;3;6.8;1;2;3;11;18
0;072;4;21;21;21;21;21;21
0;073;1;1.8;1;1;2;2;3
0;073;2;2.4;1;1;2;2;5
0;073;3;5.6;1;2;2;7;19
0;073;4;16.1;1;4;10.5;24;52
0;080;1;4.8;1;3;5;6;10
0;080;2;7.6;2;4;7;10;16
0;080;3;11;2;8;10.5;13.5;22
0;080;4;8;7;7;8;9;9
0;081;1;4;1;2;3;5;10
0;081;2;6;1;3;5;7.5;14
0;081;3;8.5;2;4;7;11;22
0;081;4;15.6;1;1;7;24;60
0;082;1;3.7;1;1;3;5;9
0;082;2;6.9;1;4;5;8;16
0;082;3;13.1;4;7;10;15;37
0;082;4;26.1;3;13;21;33;65
0;090;1;2.7;1;1;2;3;4
