vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;14;12;12;14;16;16
0;001;2;10.6;7;8;10;12;17
0;001;3;20.9;8;12;15.5;24;43
0;001;4;52.3;12;24;35.5;60;161
0;002;2;23.9;16;20;23;27;32
0;002;3;25.3;13;19;23;26.5;49
0;002;4;55.7;17;28.5;38;65.5;138
0;003;1;22.4;14;17;20;25;37
0;003;2;25.8;15;19;23;29;41
0;003;3;37.2;17;22;29;39;81
0;003;4;50.9;17;31;42;60;129
0;004;1;10.3;1;1;1;15.5;46
0;004;2;17.3;1;4;13;25;45
0;004;3;30.1;1;13;26;42;76
0;004;4;60;3;27;49;81;155
0;005;1;23;13;13;24;32;32
0;005;2;32.8;8.5;23;30.5;46;59
0;005;3;44.1;11;26;36;54;105
0;005;4;60;20;36;52;75;128
0;006;2;16.5;16;16;16.5;17;17
0;006;3;26.5;16;16;26.5;37;37
0;006;4;16.5;16;16;16.5;17;17
0;020;1;10.9;2;5;7;11;41
0;020;2;15.7;1;5;8;14.5;54
0;020;3;26.9;1;8;18;35;95
0;020;4;43.6;4;17;31;63;141
0;021;1;7.8;2;4;6;8;19
0;021;2;10.8;3;5;6;10;32
0;021;3;17.8;3;6;10;19;62
0;021;4;44.1;3;13;28;57;141
0;022;1;4.6;1;2;3;5;12
0;022;2;10;2;4;5;9;36
0;022;3;18.2;2;3.5;6.5;17;78
0;022;4;40.4;3;16;23.5;42;133
0;023;1;3.3;1;1;2;4;9
0;023;2;12.8;1;3;6;10;53
0;023;3;35.7;3;8;15;40.5;151
0;023;4;63.3;6;22;43;84;201
0;024;1;3.2;1;2;3;4;6
0;024;2;4.8;2;2;3;5;13
0;024;3;15.4;1;3;7;16;58
0;024;4;29.2;1;5;18;39;102
0;026;1;2.3;1;1;1;2;6
0;026;2;7.4;1;1;2;7;33
0;026;3;25.3;1;7;15;30;87.5
0;026;4;60.9;6;18;35.5;86.5;202
0;040;1;6.5;1;1;3;5;21
0;040;2;14.5;1;2;5;12;66
0;040;3;25.6;1;6;11;23;144
0;040;4;37.6;5;13;32.5;49;104
