vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;17;680;1;A;A02BA;19;18.04
0;17;680;1;A;A02BC;96;351.36
0;17;680;1;A;A03AB;1;0.48
0;17;680;1;A;A03FA;91;165.08
0;17;680;1;A;A04AA;30;174.4
0;17;680;1;A;A07AA;1;0.28
0;17;680;1;A;A07EC;1;0.76
0;17;680;1;A;A09AA;2;13.32
0;17;680;1;A;A10AB;13;84.64
0;17;680;1;A;A10AC;1;4.24
0;17;680;1;A;A10AD;2;20.24
0;17;680;1;A;A10AE;2;21.28
0;17;680;1;A;A10BA;7;0.92
0;17;680;1;A;A10BB;3;2.52
0;17;680;1;A;A10BX;1;8
0;17;680;1;B;B01AB;133;1966
0;17;680;1;B;B01AC;18;1.68
0;17;680;1;B;B02AA;17;63.92
0;17;680;1;B;B02BC;14;2634.3
0;17;680;1;B;B03AC;1;146.4
0;17;680;1;B;B05AA;10;368.72
0;17;680;1;B;B05BA;37;1094
0;17;680;1;B;B05BB;167;4637.76
0;17;680;1;B;B05BC;1;4.6
0;17;680;1;B;B05CA;1;1.44
0;17;680;1;B;B05CB;7;78.39
0;17;680;1;B;B05XA;12;46.84
0;17;680;1;B;B05XB;1;120.06
0;17;680;1;C;C01AA;1;0.2
0;17;680;1;C;C01BC;3;5.48
0;17;680;1;C;C01BD;1;1.76
0;17;680;1;C;C02AC;39;29.88
0;17;680;1;C;C03BA;2;0.88
0;17;680;1;C;C03CA;7;8.48
0;17;680;1;C;C03DA;2;0.44
0;17;680;1;C;C07AA;4;1.6
0;17;680;1;C;C07AB;25;7.04
0;17;680;1;C;C07AG;1;0.96
0;17;680;1;C;C07BB;2;1.56
0;17;680;1;C;C07FB;1;0.36
0;17;680;1;C;C08CA;27;257.04
0;17;680;1;C;C09AA;15;11.84
0;17;680;1;C;C09BB;6;13
0;17;680;1;C;C09BX;1;1.16
0;17;680;1;C;C09CA;2;0.8
0;17;680;1;C;C09DA;2;6.4
0;17;680;1;C;C09DB;1;1.84
0;17;680;1;C;C09DX;1;0.92
0;17;680;1;C;C10AA;28;17.48
0;17;680;1;C;C10AB;3;3.08
0;17;680;1;D;D07AB;1;4.32
0;17;680;1;D;D07AC;1;1.52
0;17;680;1;D;D07AD;1;3.24
0;17;680;1;G;G01AF;1;5.24
0;17;680;1;G;G04BD;1;0.8
0;17;680;1;H;H01BA;1;14.32
0;17;680;1;H;H01CB;7;8098.02
0;17;680;1;H;H02AB;79;340.68
0;17;680;1;H;H03AA;14;1.76
0;17;680;1;H;H04AA;1;16.48
0;17;680;1;J;J01CA;2;14.08
0;17;680;1;J;J01CR;19;914.52
0;17;680;1;J;J01DB;122;594.12
0;17;680;1;J;J01DC;7;35.88
0;17;680;1;J;J01DD;4;197.12
0;17;680;1;J;J01EE;1;253.68
0;17;680;1;J;J01FA;1;87.36
0;17;680;1;J;J01FF;1;3.92
0;17;680;1;J;J01MA;5;27.6
0;17;680;1;J;J01XD;20;95.2
0;17;680;1;J;J01XE;2;1.04
0;17;680;1;J;J01XX;3;12.2
0;17;680;1;J;J02AC;1;85.12
0;17;680;1;J;J05AB;5;18.66
0;17;680;1;J;J05AR;1;58.14
0;17;680;1;J;J07AG;1;15.44
0;17;680;1;L;L01BC;1;87.72
0;17;680;1;L;L01CB;1;30.6
0;17;680;1;L;L01DB;1;52.28
0;17;680;1;L;L01XA;3;182.04
0;17;680;1;L;L01XX;1;1065.85
0;17;680;1;L;L02BG;1;2.88
0;17;680;1;L;L03AA;1;814.99
0;17;680;1;L;L04AX;1;517.12
0;17;680;1;M;M01AB;81;135.48
0;17;680;1;M;M01AE;23;6.92
0;17;680;1;M;M03AC;146;757.88
0;17;680;1;M;M04AA;7;1.16
0;17;680;1;N;N01AB;111;2061.32
0;17;680;1;N;N01AH;131;364.28
0;17;680;1;N;N01AX;156;808.08
0;17;680;1;N;N01BB;1;15.2
0;17;680;1;N;N02AA;25;9.36
0;17;680;1;N;N02AB;3;46
0;17;680;1;N;N02AC;65;42.92
0;17;680;1;N;N02AX;112;157.4
0;17;680;1;N;N02BA;3;5.96
0;17;680;1;N;N02BE;165;1701.72
0;17;680;1;N;N03AA;1;1.8
0;17;680;1;N;N03AB;1;1.08
0;17;680;1;N;N03AF;1;1.28
0;17;680;1;N;N03AG;2;30.64
0;17;680;1;N;N03AX;5;18.92
0;17;680;1;N;N04BC;1;1.08
0;17;680;1;N;N05CD;25;11.28
0;17;680;1;N;N05CM;4;85.84
0;17;680;1;N;N06AA;1;0.36
0;17;680;1;N;N06AB;5;2.92
0;17;680;1;N;N06AX;1;0.16
0;17;680;1;P;P01AB;5;78.64
0;17;680;1;R;R01AD;2;5.44
0;17;680;1;R;R03AC;4;12.52
0;17;680;1;R;R03AK;5;159.92
0;17;680;1;R;R03AL;31;96.92
0;17;680;1;R;R03BA;3;36
0;17;680;1;R;R03BB;9;8.92
0;17;680;1;R;R03DC;3;4.08
0;17;680;1;R;R05CB;8;2.46
0;17;680;1;R;R06AE;5;2.2
0;17;680;1;R;R06AX;2;1.2
0;17;680;1;S;S01ED;1;3.04
0;17;680;1;V;V03AB;38;5622.24
0;17;680;1;V;V03AF;1;114.85
0;17;680;1;V;V07AB;5;17.21
0;17;680;1;V;V08AA;1;15.12
0;17;680;1;V;V08AB;16;773.84
0;17;680;1;V;V08CA;3;92.4
0;17;680;2;A;A01AB;1;5.6
0;17;680;2;A;A02BA;48;130.32
0;17;680;2;A;A02BC;259;1336.88
0;17;680;2;A;A03AA;1;0.16
0;17;680;2;A;A03FA;199;499.24
0;17;680;2;A;A04AA;85;1619
0;17;680;2;A;A04AD;1;56.36
0;17;680;2;A;A05AA;2;14.68
0;17;680;2;A;A07AA;4;32.64
0;17;680;2;A;A07EA;1;5.12
0;17;680;2;A;A07EC;4;8
0;17;680;2;A;A09AA;3;75.4
0;17;680;2;A;A10AB;57;402.8
0;17;680;2;A;A10AC;1;3.4
0;17;680;2;A;A10AD;1;6
0;17;680;2;A;A10AE;11;118
0;17;680;2;A;A10BA;28;13.24
0;17;680;2;A;A10BB;13;21.16
0;17;680;2;A;A10BD;1;9.32
0;17;680;2;A;A10BH;6;95.28
0;17;680;2;A;A10BX;5;193.52
0;17;680;2;B;B01AA;1;0.08
0;17;680;2;B;B01AB;313;7767.76
0;17;680;2;B;B01AC;68;18.36
0;17;680;2;B;B01AD;2;118.72
0;17;680;2;B;B01AE;1;12.52
0;17;680;2;B;B01AF;10;112.64
0;17;680;2;B;B02AA;35;149.6
0;17;680;2;B;B02BC;54;14458.72
0;17;680;2;B;B03AC;5;796
0;17;680;2;B;B05AA;57;2333.84
0;17;680;2;B;B05BA;151;6689.64
0;17;680;2;B;B05BB;356;14973.84
0;17;680;2;B;B05BC;4;23
0;17;680;2;B;B05CA;2;2.88
0;17;680;2;B;B05CB;12;657.27
0;17;680;2;B;B05CX;3;29.31
0;17;680;2;B;B05XA;26;370.4
0;17;680;2;B;B05XB;1;200.1
0;17;680;2;C;C01AA;3;0.68
0;17;680;2;C;C01BC;6;33.04
0;17;680;2;C;C01BD;12;17.36
0;17;680;2;C;C01CA;1;3.44
0;17;680;2;C;C01DA;4;1.84
0;17;680;2;C;C01DX;5;21.48
0;17;680;2;C;C01EB;1;0.64
0;17;680;2;C;C02AC;107;81.28
0;17;680;2;C;C02CA;8;28.2
0;17;680;2;C;C03BA;3;1.24
0;17;680;2;C;C03CA;64;56.2
0;17;680;2;C;C03DA;17;7.64
0;17;680;2;C;C03EA;1;0.2
0;17;680;2;C;C07AA;12;5.44
0;17;680;2;C;C07AB;83;53.6
0;17;680;2;C;C07AG;5;8.84
0;17;680;2;C;C07BB;6;5.24
0;17;680;2;C;C07FB;1;1.52
0;17;680;2;C;C08CA;81;392.4
0;17;680;2;C;C08DA;2;0.64
0;17;680;2;C;C08DB;8;5.92
0;17;680;2;C;C09AA;24;25.6
0;17;680;2;C;C09BA;3;7.08
0;17;680;2;C;C09BB;5;26.36
0;17;680;2;C;C09CA;16;21.72
0;17;680;2;C;C09DA;5;4.64
0;17;680;2;C;C09DB;2;4.76
0;17;680;2;C;C09DX;1;6.2
0;17;680;2;C;C10AA;74;104.32
0;17;680;2;C;C10AB;8;19.08
0;17;680;2;C;C10AX;2;4.36
0;17;680;2;C;C10BA;1;21.8
0;17;680;2;D;D01AC;1;4.08
0;17;680;2;D;D07AD;1;3.24
0;17;680;2;G;G01AF;2;5.96
0;17;680;2;G;G03DC;1;1
0;17;680;2;G;G04BD;5;25.28
0;17;680;2;G;G04CA;1;1.2
0;17;680;2;H;H01BA;1;1.79
0;17;680;2;H;H01CB;29;34575.64
0;17;680;2;H;H02AB;192;1912.84
0;17;680;2;H;H03AA;32;10.2
0;17;680;2;H;H05BA;1;24.48
0;17;680;2;J;J01AA;1;1.56
0;17;680;2;J;J01CA;7;380.44
0;17;680;2;J;J01CR;64;4404.12
0;17;680;2;J;J01DB;244;4079.28
0;17;680;2;J;J01DC;15;159.56
0;17;680;2;J;J01DD;10;572.92
0;17;680;2;J;J01DH;6;2248.8
0;17;680;2;J;J01EE;10;17.04
0;17;680;2;J;J01FA;10;446
0;17;680;2;J;J01FF;16;389.16
0;17;680;2;J;J01GB;4;67.88
0;17;680;2;J;J01MA;17;560.48
0;17;680;2;J;J01XA;3;703.72
0;17;680;2;J;J01XD;53;355.96
0;17;680;2;J;J01XE;7;6.4
0;17;680;2;J;J01XX;3;12.12
0;17;680;2;J;J02AC;4;136
0;17;680;2;J;J04AB;5;11.76
0;17;680;2;J;J05AB;18;302.71
0;17;680;2;J;J07AG;2;30.88
0;17;680;2;J;J07BB;2;13.52
0;17;680;2;L;L01AA;11;471.76
0;17;680;2;L;L01AX;1;35.87
0;17;680;2;L;L01BC;5;111.57
0;17;680;2;L;L01CA;11;331.99
0;17;680;2;L;L01CB;2;73.8
0;17;680;2;L;L01CD;2;638.49
0;17;680;2;L;L01DA;1;308.46
0;17;680;2;L;L01DB;10;569.2
0;17;680;2;L;L01DC;2;32.09
0;17;680;2;L;L01XA;9;820.9
0;17;680;2;L;L01XC;14;39403.27
0;17;680;2;L;L01XX;11;21913.67
0;17;680;2;L;L02BA;1;8.1
0;17;680;2;L;L02BG;1;3.46
0;17;680;2;L;L03AA;10;10956.47
0;17;680;2;L;L04AD;1;72.41
0;17;680;2;L;L04AX;14;11460.69
0;17;680;2;M;M01AB;145;336.8
0;17;680;2;M;M01AE;42;15.56
0;17;680;2;M;M01AH;4;4.48
0;17;680;2;M;M01AX;1;0.44
0;17;680;2;M;M03AC;318;1897.12
0;17;680;2;M;M03BX;1;2.16
0;17;680;2;M;M04AA;24;11.92
0;17;680;2;M;M05BA;3;302.08
0;17;680;2;M;M05BX;1;282.6
0;17;680;2;N;N01AB;235;4799.56
0;17;680;2;N;N01AH;273;1202.36
0;17;680;2;N;N01AX;329;1983.92
0;17;680;2;N;N01BB;3;121.48
0;17;680;2;N;N02AA;53;125.12
0;17;680;2;N;N02AB;17;270.24
0;17;680;2;N;N02AC;134;108.32
0;17;680;2;N;N02AE;1;1
0;17;680;2;N;N02AX;230;379.92
0;17;680;2;N;N02BA;8;7.28
0;17;680;2;N;N02BE;338;4736.76
0;17;680;2;N;N03AF;2;3.84
0;17;680;2;N;N03AG;3;28.76
0;17;680;2;N;N03AX;21;489.36
0;17;680;2;N;N04BA;3;2.12
0;17;680;2;N;N04BC;1;2.2
0;17;680;2;N;N04BD;1;0.92
0;17;680;2;N;N05AD;6;12.4
0;17;680;2;N;N05AH;4;22.28
0;17;680;2;N;N05AL;4;8.84
0;17;680;2;N;N05AX;3;2.72
0;17;680;2;N;N05CD;80;36.52
0;17;680;2;N;N05CM;3;274.72
0;17;680;2;N;N06AA;8;1.76
0;17;680;2;N;N06AB;21;53.44
0;17;680;2;N;N06AX;28;79.52
0;17;680;2;N;N06DA;1;11.84
0;17;680;2;N;N07AA;9;52.36
0;17;680;2;N;N07CA;3;7.64
0;17;680;2;P;P01AB;15;108.44
0;17;680;2;P;P01CX;1;37.8
0;17;680;2;R;R01AD;1;2.72
0;17;680;2;R;R03AC;7;65.04
0;17;680;2;R;R03AK;9;217.6
0;17;680;2;R;R03AL;87;439.08
0;17;680;2;R;R03BA;6;83.36
0;17;680;2;R;R03BB;14;86.84
0;17;680;2;R;R03DC;4;7.92
0;17;680;2;R;R05CB;14;32.22
0;17;680;2;R;R06AE;25;5.64
0;17;680;2;R;R06AX;2;2.68
0;17;680;2;S;S01AA;1;2.68
0;17;680;2;S;S01BA;1;1.56
0;17;680;2;S;S01CA;1;1.24
0;17;680;2;S;S01EC;1;0.8
0;17;680;2;S;S01ED;1;0.72
0;17;680;2;S;S01EE;1;3.16
0;17;680;2;S;S03CA;2;3.52
0;17;680;2;V;V03AB;91;12582.14
0;17;680;2;V;V03AE;3;25.2
0;17;680;2;V;V03AF;9;8943.44
0;17;680;2;V;V07AB;11;48.73
0;17;680;2;V;V08AA;20;204.4
0;17;680;2;V;V08AB;71;3410.2
0;17;680;2;V;V08CA;31;1036.56
0;17;680;3;A;A01AB;3;14.08
0;17;680;3;A;A02BA;39;106.96
0;17;680;3;A;A02BC;208;2251.08
0;17;680;3;A;A03AB;2;16
0;17;680;3;A;A03FA;153;800.92
0;17;680;3;A;A04AA;79;2553.76
0;17;680;3;A;A05AA;1;1.32
0;17;680;3;A;A06AD;1;4.12
0;17;680;3;A;A07AA;12;61.6
0;17;680;3;A;A07EA;1;42.44
0;17;680;3;A;A09AA;4;545.88
0;17;680;3;A;A10AB;51;447.92
0;17;680;3;A;A10AC;2;24.52
0;17;680;3;A;A10AD;7;64.6
0;17;680;3;A;A10AE;10;125.68
0;17;680;3;A;A10BA;21;10.08
0;17;680;3;A;A10BB;8;17.64
0;17;680;3;A;A10BD;1;21.96
0;17;680;3;A;A10BJ;2;375.68
0;17;680;3;A;A10BX;2;2.04
0;17;680;3;A;A11CC;1;1.64
0;17;680;3;B;B01AA;3;2.8
0;17;680;3;B;B01AB;214;10074.36
0;17;680;3;B;B01AC;57;32.88
0;17;680;3;B;B01AD;5;412.52
0;17;680;3;B;B01AF;7;146.68
0;17;680;3;B;B01AX;1;30.12
0;17;680;3;B;B02AA;48;243.52
0;17;680;3;B;B02BC;40;10641.53
0;17;680;3;B;B02BD;1;296.69
0;17;680;3;B;B03AC;8;1112.64
0;17;680;3;B;B03XA;5;3994.96
0;17;680;3;B;B05AA;77;6497.46
0;17;680;3;B;B05BA;149;20525.6
0;17;680;3;B;B05BB;236;17150.2
0;17;680;3;B;B05BC;10;46
0;17;680;3;B;B05CA;2;2.88
0;17;680;3;B;B05CB;18;307.53
0;17;680;3;B;B05CX;1;22.05
0;17;680;3;B;B05XA;42;1207.04
0;17;680;3;B;B05XB;1;200.1
0;17;680;3;C;C01AA;3;0.48
0;17;680;3;C;C01BC;3;5.52
0;17;680;3;C;C01BD;8;26.92
0;17;680;3;C;C01CA;3;16.4
0;17;680;3;C;C01DA;3;13
0;17;680;3;C;C01DX;2;28.08
0;17;680;3;C;C02AC;54;66.88
0;17;680;3;C;C02CA;3;20
0;17;680;3;C;C02KX;1;734.07
0;17;680;3;C;C03BA;2;0.28
0;17;680;3;C;C03CA;79;120.16
0;17;680;3;C;C03DA;15;9.68
0;17;680;3;C;C03EA;1;0.56
0;17;680;3;C;C07AA;6;2.76
0;17;680;3;C;C07AB;72;69.64
0;17;680;3;C;C07AG;4;14
0;17;680;3;C;C07BB;1;0.96
0;17;680;3;C;C08CA;68;347.36
0;17;680;3;C;C08DB;5;12.8
0;17;680;3;C;C09AA;29;53.24
0;17;680;3;C;C09BA;3;10.36
0;17;680;3;C;C09BB;2;11.36
0;17;680;3;C;C09BX;2;5.36
0;17;680;3;C;C09CA;16;36
0;17;680;3;C;C09DA;3;6.52
0;17;680;3;C;C09DB;2;14.56
0;17;680;3;C;C09DX;1;7.8
0;17;680;3;C;C10AA;56;129.28
0;17;680;3;C;C10AB;4;8.52
0;17;680;3;C;C10AC;1;1.44
0;17;680;3;C;C10AX;2;9.04
0;17;680;3;C;C10BA;1;5.4
0;17;680;3;C;C10BX;1;3.8
0;17;680;3;D;D01AC;3;6.52
0;17;680;3;D;D07AC;2;4.4
0;17;680;3;G;G03CA;1;0.4
0;17;680;3;G;G04BD;8;20.6
0;17;680;3;H;H01BA;3;103.92
0;17;680;3;H;H01CB;34;37406.91
0;17;680;3;H;H02AB;142;2746.6
0;17;680;3;H;H03AA;32;25.92
0;17;680;3;H;H04AA;2;65.92
0;17;680;3;H;H05BA;1;152.4
0;17;680;3;H;H05BX;1;24.08
0;17;680;3;J;J01AA;2;2.24
0;17;680;3;J;J01CA;8;353.12
0;17;680;3;J;J01CR;83;7362.48
0;17;680;3;J;J01DB;167;1129.28
0;17;680;3;J;J01DC;13;321
0;17;680;3;J;J01DD;15;1686.68
0;17;680;3;J;J01DE;2;455.8
0;17;680;3;J;J01DH;15;3777.08
0;17;680;3;J;J01EE;23;36.8
0;17;680;3;J;J01FA;22;1999.68
0;17;680;3;J;J01FF;9;162.6
0;17;680;3;J;J01GB;10;394.92
0;17;680;3;J;J01MA;52;1391.64
0;17;680;3;J;J01XA;5;790.88
0;17;680;3;J;J01XD;37;470.68
0;17;680;3;J;J01XE;3;3.08
0;17;680;3;J;J01XX;8;32.4
0;17;680;3;J;J02AC;11;484.96
0;17;680;3;J;J02AX;1;3633.15
0;17;680;3;J;J04AB;7;22.28
0;17;680;3;J;J04AC;1;3.4
0;17;680;3;J;J04AK;1;8.72
0;17;680;3;J;J05AB;32;599.8
0;17;680;3;J;J06BA;5;16553.68
0;17;680;3;J;J07AG;4;61.76
0;17;680;3;J;J07BB;1;6.76
0;17;680;3;L;L01AA;12;549.46
0;17;680;3;L;L01AC;1;572.4
0;17;680;3;L;L01AD;1;340.29
0;17;680;3;L;L01AX;2;2050.66
0;17;680;3;L;L01BA;1;2524.32
0;17;680;3;L;L01BB;2;415.52
0;17;680;3;L;L01BC;12;5141.46
0;17;680;3;L;L01CA;9;174.64
0;17;680;3;L;L01CB;3;139.14
0;17;680;3;L;L01CD;1;170.2
0;17;680;3;L;L01DB;10;600.3
0;17;680;3;L;L01DC;1;15.59
0;17;680;3;L;L01XA;13;1297.9
0;17;680;3;L;L01XB;3;662.79
0;17;680;3;L;L01XC;15;75642.49
0;17;680;3;L;L01XE;1;2681.74
0;17;680;3;L;L01XX;14;64422.13
0;17;680;3;L;L02BA;3;4.95
0;17;680;3;L;L03AA;16;13370.75
0;17;680;3;L;L04AA;4;2035.83
0;17;680;3;L;L04AD;3;58.68
0;17;680;3;L;L04AX;24;59102.32
0;17;680;3;M;M01AB;74;174.24
0;17;680;3;M;M01AE;25;10.88
0;17;680;3;M;M01AH;4;7.24
0;17;680;3;M;M01AX;1;0.12
0;17;680;3;M;M03AC;200;1089.28
0;17;680;3;M;M03BX;3;7.6
0;17;680;3;M;M04AA;26;36.52
0;17;680;3;M;M05BA;9;666.84
0;17;680;3;M;M05BX;1;282.6
0;17;680;3;N;N01AB;147;3419.04
0;17;680;3;N;N01AH;184;743.08
0;17;680;3;N;N01AX;212;1883.88
0;17;680;3;N;N01BB;1;15.2
0;17;680;3;N;N02AA;56;178.48
0;17;680;3;N;N02AB;33;549.12
0;17;680;3;N;N02AC;73;79.6
0;17;680;3;N;N02AE;3;10.48
0;17;680;3;N;N02AX;173;460.2
0;17;680;3;N;N02BA;14;21.68
0;17;680;3;N;N02BE;227;4793.12
0;17;680;3;N;N02BG;1;0.24
0;17;680;3;N;N03AA;2;7.4
0;17;680;3;N;N03AB;2;0.32
0;17;680;3;N;N03AF;1;3.4
0;17;680;3;N;N03AG;3;51
0;17;680;3;N;N03AX;29;391.52
0;17;680;3;N;N04AA;1;0.12
0;17;680;3;N;N04BA;4;22.9
0;17;680;3;N;N04BC;2;11
0;17;680;3;N;N05AD;12;47.16
0;17;680;3;N;N05AH;5;59.88
0;17;680;3;N;N05AL;1;2.08
0;17;680;3;N;N05AX;3;8.8
0;17;680;3;N;N05CD;64;83.96
0;17;680;3;N;N05CM;5;240.4
0;17;680;3;N;N06AA;7;7.28
0;17;680;3;N;N06AB;26;70.48
0;17;680;3;N;N06AX;34;135.2
0;17;680;3;N;N07AA;2;16
0;17;680;3;N;N07BA;1;9.16
0;17;680;3;N;N07CA;6;4.04
0;17;680;3;P;P01AB;17;146.08
0;17;680;3;P;P01CX;3;75.52
0;17;680;3;R;R01AD;2;6.88
0;17;680;3;R;R03AC;5;46.76
0;17;680;3;R;R03AK;6;249.24
0;17;680;3;R;R03AL;66;443.2
0;17;680;3;R;R03BA;9;101.12
0;17;680;3;R;R03BB;24;185.8
0;17;680;3;R;R03CC;1;0.48
0;17;680;3;R;R03DA;1;0.28
0;17;680;3;R;R03DC;6;20.12
0;17;680;3;R;R05CB;6;5.48
0;17;680;3;R;R06AE;19;6.36
0;17;680;3;R;R06AX;2;0.48
0;17;680;3;S;S01AA;2;6.92
0;17;680;3;S;S01CA;1;2.8
0;17;680;3;S;S01EC;2;2
0;17;680;3;S;S01ED;6;33.36
0;17;680;3;S;S01EE;1;0.2
0;17;680;3;S;S03CA;2;4.24
0;17;680;3;V;V03AB;60;8019.96
0;17;680;3;V;V03AE;2;17.64
0;17;680;3;V;V03AF;19;6712.01
0;17;680;3;V;V07AB;16;97.24
0;17;680;3;V;V08AA;33;309.16
0;17;680;3;V;V08AB;101;5108.6
0;17;680;3;V;V08CA;36;1605.48
0;17;680;3;V;V08DA;1;47.6
0;17;680;4;A;A01AB;7;48.04
0;17;680;4;A;A02BA;19;132.12
0;17;680;4;A;A02BC;122;3018.8
0;17;680;4;A;A03AB;1;4
0;17;680;4;A;A03FA;113;1241.16
0;17;680;4;A;A04AA;65;3564
0;17;680;4;A;A04AD;5;295.4
0;17;680;4;A;A05AA;3;15.04
0;17;680;4;A;A06AD;4;24.68
0;17;680;4;A;A07AA;27;1924.52
0;17;680;4;A;A07DA;5;3.84
0;17;680;4;A;A09AA;1;12.28
0;17;680;4;A;A10AB;58;643.84
0;17;680;4;A;A10AC;6;51.96
0;17;680;4;A;A10AD;4;57.12
0;17;680;4;A;A10AE;8;78.92
0;17;680;4;A;A10BA;12;7.68
0;17;680;4;A;A10BB;7;6.08
0;17;680;4;A;A10BH;4;57.2
0;17;680;4;A;A10BX;3;45.68
0;17;680;4;B;B01AA;2;1.16
0;17;680;4;B;B01AB;124;17632.88
0;17;680;4;B;B01AC;37;26.84
0;17;680;4;B;B01AD;5;850.68
0;17;680;4;B;B01AF;5;94.4
0;17;680;4;B;B02AA;34;610.36
0;17;680;4;B;B02BB;1;418.7
0;17;680;4;B;B02BC;24;6788.62
0;17;680;4;B;B02BD;3;1786.46
0;17;680;4;B;B03AC;9;1051.84
0;17;680;4;B;B03XA;7;4027.2
0;17;680;4;B;B05AA;67;21190.8
0;17;680;4;B;B05BA;121;51510.04
0;17;680;4;B;B05BB;139;28562.96
0;17;680;4;B;B05BC;12;78.2
0;17;680;4;B;B05CA;3;5.76
0;17;680;4;B;B05CB;13;146.4
0;17;680;4;B;B05CX;1;7.35
0;17;680;4;B;B05XA;46;1203.8
0;17;680;4;B;B05XB;1;560.28
0;17;680;4;C;C01AA;1;0.44
0;17;680;4;C;C01BC;2;25.72
0;17;680;4;C;C01BD;18;132.2
0;17;680;4;C;C01CA;10;124.96
0;17;680;4;C;C01CE;1;380.04
0;17;680;4;C;C01DA;4;14.32
0;17;680;4;C;C01DX;5;98.76
0;17;680;4;C;C01EB;1;72.84
0;17;680;4;C;C02AC;50;124.72
0;17;680;4;C;C02CA;3;172.32
0;17;680;4;C;C03BA;4;1.28
0;17;680;4;C;C03CA;94;399.28
0;17;680;4;C;C03DA;15;27
0;17;680;4;C;C03EA;2;0.52
0;17;680;4;C;C03EB;1;0.64
0;17;680;4;C;C07AA;8;6.4
0;17;680;4;C;C07AB;61;84.68
0;17;680;4;C;C07AG;5;14.24
0;17;680;4;C;C07BB;1;0.84
0;17;680;4;C;C08CA;54;1726.48
0;17;680;4;C;C08DB;2;9.12
0;17;680;4;C;C09AA;28;64.76
0;17;680;4;C;C09BB;4;20.2
0;17;680;4;C;C09BX;2;6.84
0;17;680;4;C;C09CA;10;41.24
0;17;680;4;C;C09DA;4;17.32
0;17;680;4;C;C09DX;1;205.16
0;17;680;4;C;C10AA;43;128.72
0;17;680;4;C;C10AB;2;5.88
0;17;680;4;C;C10AX;4;32.6
0;17;680;4;D;D01AC;2;3.32
0;17;680;4;D;D05AX;1;38.88
0;17;680;4;D;D07AB;1;4.32
0;17;680;4;D;D07AC;4;29.44
0;17;680;4;D;D07AD;3;25.96
0;17;680;4;G;G01AF;3;15.84
0;17;680;4;G;G03BA;1;5.04
0;17;680;4;G;G04BD;7;103.64
0;17;680;4;H;H01BA;4;138.36
0;17;680;4;H;H01CB;17;24925.01
0;17;680;4;H;H02AB;106;4090.2
0;17;680;4;H;H03AA;22;29.12
0;17;680;4;H;H03BB;2;1.6
0;17;680;4;H;H04AA;1;32.96
0;17;680;4;H;H05BA;2;24.4
0;17;680;4;J;J01AA;7;1699.28
0;17;680;4;J;J01CA;12;524.72
