vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107b;1;6;6;6;6;6;6
0;001;1;B-108b;1;57;57;57;57;57;57
0;001;1;B-110;3;31;7;7;11;13;13
0;001;1;B-125p;1;121;121;121;121;121;121
0;001;2;B-107a;14;229;8;12;15;18;31
0;001;2;B-107b;3;40;2;2;13;24;24
0;001;2;B-108b;8;1461;35;72;164;290;375
0;001;2;B-110;16;125;2;4;7;11;20
0;001;2;B-111;11;229;3;11;20;26;62
0;001;2;B-112ap;15;702;28;31;42;46;93
0;001;2;B-112b;1;189;189;189;189;189;189
0;001;2;B-114;1;256;256;256;256;256;256
0;001;2;B-115;1;34;34;34;34;34;34
0;001;2;B-116p;6;55;2;2;8;18;18
0;001;2;B-118;2;1465;444;444;733;1021;1021
0;001;2;B-119b;2;5;1;1;2;4;4
0;001;2;B-123;1;4;4;4;4;4;4
0;001;2;B-124p;3;213;24;24;43;146;146
0;001;2;B-125o;6;38;1;6;7;8;9
0;001;2;B-125p;1;124;124;124;124;124;124
0;001;2;B-131;25;45;0;1;1;1;3
0;001;2;B-132;3;25;5;5;10;10;10
0;001;2;B-134o;13;1088;7;10;12;24;774
0;001;2;B-134p;6;2705;9;17;51;103;2474
0;001;2;B-259;1;160;160;160;160;160;160
0;001;3;B-106;2;170;15;15;85;155;155
0;001;3;B-107a;34;483;2;7;10;15;35
0;001;3;B-107b;12;485;2;4;24;67;164
0;001;3;B-108b;30;6010;28;78;132;334;538
0;001;3;B-109;2;275;73;73;138;202;202
0;001;3;B-110;37;229;2;2;3;7;20
0;001;3;B-111;35;904;4;11;26;35;57
0;001;3;B-112ap;33;1253;7;28;37;46;74
0;001;3;B-112b;11;834;13;13;81;122;216
0;001;3;B-114;6;3774;41;49;331;975;2048
0;001;3;B-115;1;189;189;189;189;189;189
0;001;3;B-116p;23;238;4;6;8;13;28
0;001;3;B-119a;2;29;7;7;15;22;22
0;001;3;B-119b;4;167;4;7;31;77;100
0;001;3;B-121;5;141;9;19;19;28;66
0;001;3;B-123;2;8;4;4;4;4;4
0;001;3;B-124p;17;5416;16;78;113;303;2302
0;001;3;B-125o;12;103;0;2;3;6;52
0;001;3;B-125p;10;731;14;29;64;97;185
0;001;3;B-126b;1;1;1;1;1;1;1
0;001;3;B-131;38;33;0;0;1;1;2
0;001;3;B-132;16;215;0;3;8;22;60
0;001;3;B-134o;52;1698;4;15;20;29;107
0;001;3;B-134p;30;38345;9;9;21;68;9873
0;001;4;B-105;1;1;1;1;1;1;1
0;001;4;B-106;12;1714;3;25;92;245;495
0;001;4;B-107a;66;2038;3;11;16;31;99
0;001;4;B-107b;34;1081;2;6;23;46;121
0;001;4;B-108b;60;15925;15;60;164;442;690
0;001;4;B-109;15;5471;66;166;275;512;893
0;001;4;B-110;47;401;2;2;4;9;20
0;001;4;B-111;42;1273;3;4;19;42;86
0;001;4;B-112ap;63;3716;9;28;42;65;158
0;001;4;B-112b;32;11050;13;54;130;189;2667
0;001;4;B-112c;3;1147;100;100;324;723;723
0;001;4;B-114;44;23673;37;140;420;683;1402
0;001;4;B-115;3;2054;592;592;688;774;774
0;001;4;B-116o;1;1;1;1;1;1;1
0;001;4;B-116p;45;1567;4;6;14;32;87
0;001;4;B-118;5;14119;710;888;977;3641;7903
0;001;4;B-119a;15;784;4;7;22;29;357
0;001;4;B-119b;4;165;1;9;30;73;104
0;001;4;B-120;1;1;1;1;1;1;1
0;001;4;B-121;16;2284;9;24;38;169;780
0;001;4;B-124p;67;21628;17;78;199;390;1145
0;001;4;B-125o;32;491;1;4;9;22;52
0;001;4;B-125p;29;5862;12;41;124;170;611
0;001;4;B-126b;10;14;0;1;1;2;4
0;001;4;B-127;2;6;1;1;3;5;5
0;001;4;B-131;63;379;0;1;2;3;25
0;001;4;B-132;33;896;3;4;8;24;164
0;001;4;B-134o;88;6891;7;15;29;95;263
0;001;4;B-134p;63;294750;17;51;137;4893;25107
0;001;4;B-259;16;23774;270;513;798;2093;6453
0;002;2;B-107b;3;4;1;1;2;2;2
0;002;2;B-108b;1;264;264;264;264;264;264
0;002;2;B-110;4;83;3;15;27;27;27
0;002;2;B-111;2;91;4;4;45;87;87
0;002;2;B-112ap;1;5;5;5;5;5;5
0;002;2;B-112b;2;1244;528;528;622;716;716
0;002;2;B-112c;1;599;599;599;599;599;599
0;002;2;B-114;1;24;24;24;24;24;24
0;002;2;B-116p;3;123;35;35;39;48;48
0;002;2;B-119a;5;108;19;19;19;22;30
0;002;2;B-131;7;13;1;1;1;2;4
0;002;2;B-134o;6;130;7;9;18;29;49
0;002;2;B-134p;1;615;615;615;615;615;615
0;002;3;B-105;1;5;5;5;5;5;5
0;002;3;B-106;8;1122;18;66;171;189;253
0;002;3;B-107a;1;14;14;14;14;14;14
0;002;3;B-107b;23;363;1;2;2;13;82
0;002;3;B-108b;25;6656;73;132;199;441;538
0;002;3;B-110;48;1011;7;14;18;24;32
0;002;3;B-111;17;408;4;9;19;31;91
0;002;3;B-112ap;5;200;5;19;37;56;84
0;002;3;B-112b;9;1521;13;13;13;390;603
0;002;3;B-112c;1;349;349;349;349;349;349
0;002;3;B-114;14;5230;110;268;341;402;1024
0;002;3;B-115;1;447;447;447;447;447;447
0;002;3;B-116p;39;1218;6;20;35;45;57
0;002;3;B-118;2;3;1;1;1;2;2
0;002;3;B-119a;32;554;10;14;16;18;28
0;002;3;B-119b;4;149;17;20;24;55;82
0;002;3;B-120;5;23;3;3;3;3;11
0;002;3;B-121;13;630;9;9;19;28;404
0;002;3;B-124p;7;843;16;17;130;212;312
0;002;3;B-125o;9;72;2;3;4;7;25
0;002;3;B-125p;6;555;41;69;76;97;196
0;002;3;B-131;65;144;1;1;2;3;4
0;002;3;B-134o;53;1798;2;10;32;46;73
0;002;3;B-134p;3;6145;51;51;120;5974;5974
0;002;3;B-259;1;724;724;724;724;724;724
0;002;4;B-105;2;7;2;2;4;5;5
0;002;4;B-106;12;4501;18;54;176;458;1355
0;002;4;B-107a;8;169;0;4;11;22;94
0;002;4;B-107b;40;778;2;2;3;23;94
0;002;4;B-108b;57;13890;21;85;210;387;546
0;002;4;B-109;4;2147;220;226;282;847;1362
0;002;4;B-110;63;1433;3;12;20;28;52
0;002;4;B-111;29;1012;4;8;17;45;121
0;002;4;B-112ap;13;806;3;19;65;73;167
0;002;4;B-112b;34;12636;13;50;256;390;1684
0;002;4;B-112c;12;2494;25;50;113;305;711
0;002;4;B-114;55;42603;37;232;414;975;3218
0;002;4;B-115;2;791;310;310;396;482;482
0;002;4;B-116p;68;7090;8;32;48;78;283
0;002;4;B-117;1;359;359;359;359;359;359
0;002;4;B-118;8;23276;3;8;18;355;22511
0;002;4;B-119a;64;1775;4;14;22;29;74
0;002;4;B-119b;6;446;4;4;37;94;269
0;002;4;B-120;8;269;3;3;5;51;148
0;002;4;B-121;38;14406;9;19;66;423;2180
0;002;4;B-123;1;8;8;8;8;8;8
0;002;4;B-124p;46;13004;43;83;201;312;1041
0;002;4;B-125bis;2;175;35;35;87;140;140
0;002;4;B-125o;25;407;1;4;11;20;37
0;002;4;B-125p;14;3253;14;34;173;331;682
0;002;4;B-127;1;3;3;3;3;3;3
0;002;4;B-131;90;408;0;1;2;3;11
0;002;4;B-132;8;320;2;3;8;57;182
0;002;4;B-134o;90;31037;5;14;41;133;1923
0;002;4;B-134p;39;134978;68;429;1716;5880;13023
0;002;4;B-259;2;6924;757;757;3462;6167;6167
0;003;1;B-105;60;1235;3;17;22;25;35
0;003;1;B-107a;3;59;0;0;0;58;58
0;003;1;B-107b;12;204;0;4;15;27;48
0;003;1;B-108b;52;13156;78;151;218;320;566
0;003;1;B-109;2;764;100;100;382;664;664
0;003;1;B-110;4;22;2;2;5;8;10
0;003;1;B-112ap;6;343;19;28;42;93;121
0;003;1;B-112b;39;12115;88;166;239;390;704
0;003;1;B-112c;59;20437;125;212;274;412;811
0;003;1;B-114;70;22920;110;183;238;427;683
0;003;1;B-116o;1;12;12;12;12;12;12
0;003;1;B-116p;20;1034;11;22;38;70;151
0;003;1;B-118;2;536;3;3;268;533;533
0;003;1;B-119a;2;24;9;9;12;15;15
0;003;1;B-119b;2;154;24;24;77;130;130
0;003;1;B-121;3;699;61;61;93;545;545
0;003;1;B-123;3;12;4;4;4;4;4
0;003;1;B-124p;50;15509;69;187;291;422;599
0;003;1;B-125o;153;1781;1;7;11;15;26
0;003;1;B-125p;47;7291;25;69;192;207;248
0;003;1;B-131;107;212;0;0;1;2;8
0;003;1;B-132;18;504;0;1;9;60;155
0;003;1;B-134o;262;77835;6;44;67;105;2560
0;003;1;B-134p;138;76777;51;103;175;274;2675
0;003;2;B-105;22;392;2;5;15;30;34
0;003;2;B-106;11;1275;66;71;110;131;298
0;003;2;B-107a;13;415;4;17;22;39;111
0;003;2;B-107b;13;471;1;12;22;44;102
0;003;2;B-108b;111;31681;21;126;208;416;755
0;003;2;B-109;2;532;266;266;266;266;266
0;003;2;B-110;1;3;3;3;3;3;3
0;003;2;B-111;5;143;5;10;11;45;72
0;003;2;B-112ap;10;334;9;9;23;46;102
0;003;2;B-112b;25;6222;88;151;214;352;415
0;003;2;B-112c;78;22318;37;158;249;362;586
0;003;2;B-114;166;57238;85;171;282;451;911
0;003;2;B-115;7;2202;34;69;241;396;1032
0;003;2;B-116p;64;4137;11;32;49;76;173
0;003;2;B-118;4;12;1;1;3;5;6
0;003;2;B-119a;13;179;2;7;10;16;40
0;003;2;B-119b;7;491;4;11;18;108;243
0;003;2;B-120;1;3;3;3;3;3;3
0;003;2;B-121;7;938;31;44;53;88;592
0;003;2;B-123;7;29;4;4;4;4;4
0;003;2;B-124p;116;31624;31;111;225;339;706
0;003;2;B-125o;193;2748;1;7;12;19;36
0;003;2;B-125p;59;7199;14;55;99;152;329
