vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-111;2;4;0.7;0.7;2;3.3;3.3
0;001;1;B-116p;1;0.5;0.5;0.5;0.5;0.5;0.5
0;001;1;B-134o;1;15;15;15;15;15;15
0;001;1;B-134p;1;2;2;2;2;2;2
0;001;2;B-107a;5;26.7;0.5;1.8;2.6;4.9;17
0;001;2;B-107b;2;8.9;0.6;0.6;4.4;8.3;8.3
0;001;2;B-108b;4;18.3;1.4;1.7;2;7.4;12.9
0;001;2;B-110;2;2;0.8;0.8;1;1.2;1.2
0;001;2;B-111;3;13;3;3;4.7;5.3;5.3
0;001;2;B-112ap;6;18;1;2;2.8;3.3;6
0;001;2;B-114;1;3;3;3;3;3;3
0;001;2;B-115;2;4;0.8;0.8;2;3.2;3.2
0;001;2;B-116p;4;2.8;0.3;0.4;0.8;1;1
0;001;2;B-119b;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;2;B-121;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;2;B-124p;4;10;1.8;1.8;1.9;3.3;4.5
0;001;2;B-125o;3;20;5;5;5;10;10
0;001;2;B-125p;1;4;4;4;4;4;4
0;001;2;B-131;5;34;5;5;6;8;10
0;001;2;B-132;1;1;1;1;1;1;1
0;001;2;B-134o;8;112;2;6.5;11;22.5;30
0;001;2;B-134p;3;7;1;1;1;5;5
0;001;3;B-107a;34;144.5;1.4;2.6;3;4.5;10.8
0;001;3;B-107b;7;35.1;0.6;1.1;3.4;10;13.7
0;001;3;B-108b;15;86.6;0.3;1.7;4.6;9.1;15.1
0;001;3;B-110;12;12;0.4;0.8;1;1.2;1.6
0;001;3;B-111;13;25.7;1;1.3;1.7;2.7;3
0;001;3;B-112ap;32;129;1.7;3;3.3;5;7
0;001;3;B-112b;1;3.6;3.6;3.6;3.6;3.6;3.6
0;001;3;B-114;4;16;1.7;1.8;3.2;6.2;8
0;001;3;B-115;2;9.6;4.8;4.8;4.8;4.8;4.8
0;001;3;B-116o;1;18.3;18.3;18.3;18.3;18.3;18.3
0;001;3;B-116p;27;33.5;0.3;0.5;1;2;2.3
0;001;3;B-119a;2;21;4;4;10.5;17;17
0;001;3;B-119b;3;10.7;0.7;0.7;3.3;6.7;6.7
0;001;3;B-120;2;34.8;1.5;1.5;17.4;33.3;33.3
0;001;3;B-121;4;8.7;0.7;0.7;1;3.7;6
0;001;3;B-124p;11;37.8;1;1.8;2.8;3.5;9
0;001;3;B-125bis;1;10;10;10;10;10;10
0;001;3;B-125o;12;79.5;1;3.5;5.5;8.3;21
0;001;3;B-125p;9;45.5;1;3;5;5.5;14
0;001;3;B-131;38;220;2.5;4;5;7;12
0;001;3;B-132;10;22.7;0.3;0.7;1.3;2.7;8.3
