vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;1;22852;22851.99;22851.99;22851.99;22851.99;22851.99
0;001;1;2;1;1292;1292.16;1292.16;1292.16;1292.16;1292.16
0;001;1;3;1;455;455.47;455.47;455.47;455.47;455.47
0;001;1;6;1;112;111.91;111.91;111.91;111.91;111.91
0;001;1;7;1;107;107.1;107.1;107.1;107.1;107.1
0;001;1;9;1;238;237.55;237.55;237.55;237.55;237.55
0;001;1;12;1;781;780.77;780.77;780.77;780.77;780.77
0;001;2;1;27;386977;11640.15;14334.59;14334.59;14334.59;18231.95
0;001;2;2;25;33621;1079.02;1292.16;1344.81;1347.98;1669.49
0;001;2;3;28;17535;370.83;475.67;576.63;664.76;1219.96
0;001;2;4;8;1346;0;60.93;82.06;280.95;497.85
0;001;2;6;28;11974;165.9;253.07;332.36;488.33;836.15
0;001;2;7;28;4289;30.6;85.8;126.82;205.92;379.2
0;001;2;9;28;9600;0.3;239.53;312.28;400.02;699.19
0;001;2;10;2;634;317.02;317.02;317.02;317.02;317.02
0;001;2;12;28;20020;64.86;263.28;943.77;986.99;1302.71
0;001;3;1;41;611206;7519.26;14334.59;14334.59;14728.58;21284.57
0;001;3;2;40;61009;956.97;1313.51;1347.98;1526.67;2917.55
0;001;3;3;40;34441;329.05;644.75;815.05;1004.68;1428.88
0;001;3;4;21;3681;0;0;56.16;138.97;977.78
0;001;3;6;41;22830;215.28;345.41;519.72;614.78;1060.62
0;001;3;7;37;7144;72.68;121.6;175.96;223.08;344.95
0;001;3;9;40;15528;189.66;263.12;364.74;442.16;700.68
0;001;3;10;1;317;317.02;317.02;317.02;317.02;317.02
0;001;3;12;41;34807;234.44;565.81;824.94;948.6;1417.14
0;001;3;13;1;181;181.04;181.04;181.04;181.04;181.04
0;001;4;1;135;2196323;13664.81;14334.59;14486.28;15132.03;28624.12
0;001;4;2;133;230937;1034.33;1347.98;1525.98;1977.35;3308.9
0;001;4;3;136;198509;394.03;756.06;1074.03;1884.16;3381.37
0;001;4;4;96;212526;0;209.99;726.12;2364.85;7665.92
0;001;4;6;135;199250;224.54;616.45;1050.67;1876.72;3853.74
0;001;4;7;131;73371;100.26;199.71;347.34;669.45;1674.85
0;001;4;9;132;66762;141.77;313.27;448.01;571.62;1200.79
0;001;4;10;7;3157;303.9;317.02;317.02;634.04;951.06
0;001;4;12;136;258816;344.56;865.09;1370.47;2334.33;6177.6
0;001;4;13;26;5350;61.62;92.43;184.86;246.48;431.34
0;002;1;1;1;22748;22747.7;22747.7;22747.7;22747.7;22747.7
0;002;1;2;1;3099;3099.4;3099.4;3099.4;3099.4;3099.4
0;002;1;3;1;1383;1382.53;1382.53;1382.53;1382.53;1382.53
0;002;1;4;1;1037;1037.46;1037.46;1037.46;1037.46;1037.46
0;002;1;6;1;431;430.61;430.61;430.61;430.61;430.61
0;002;1;7;1;83;82.68;82.68;82.68;82.68;82.68
0;002;1;9;1;1;0.6;0.6;0.6;0.6;0.6
0;002;1;12;1;1999;1998.62;1998.62;1998.62;1998.62;1998.62
0;002;2;1;14;147310;9247.77;9343.19;10193.34;10193.34;17140.83
0;002;2;2;13;18548;1034.33;1344.81;1549.7;1549.7;1666.18
0;002;2;3;14;13853;744.83;865.99;885.63;1283.85;1355.3
0;002;2;4;14;11182;336.94;395.88;715.46;1009.63;1812.87
0;002;2;6;14;9305;260.12;325.4;468.24;1168.73;1515.28
0;002;2;7;8;820;30.6;69.47;112.43;134.28;156.98
0;002;2;9;14;5510;114.86;250.41;416.11;555.19;667.43
0;002;2;12;14;15917;490.05;739.65;1217.09;1439.35;1870.25
0;002;2;13;1;92;92.43;92.43;92.43;92.43;92.43
0;002;3;1;26;329290;9247.77;10193.34;10465;11878.73;23757.46
0;002;3;2;26;42047;1292.16;1347.98;1527.56;1748.26;2474.11
0;002;3;3;26;27848;374;910.57;1104.42;1244.17;1519.5
0;002;3;4;26;22558;336.94;366.96;709.66;1179.14;1812.87
0;002;3;6;26;19489;251.91;483.9;594.67;998.47;1700.57
