vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;5;5;5015.25;854.81;886.7;892.88;948.8;1432.06
0;001;2;18;18;128499.54;561.53;962.38;2340.39;3559.98;69340.52
0;001;3;84;84;558165.57;665.93;1542.63;3532.93;5508.76;22599.28
0;001;4;114;114;1749065.32;1342.91;4328.09;8614.7;17910;62814.52
0;002;2;10;10;56913.78;744.77;4227.56;5871.16;6707.68;11773.99
0;002;3;62;62;379286.79;2110.48;4555.58;5396.77;6763.42;11004.59
0;002;4;106;106;1483179.85;2394.94;5629.16;8371.52;14528.23;48717.61
0;003;1;290;289;1206880.54;34.88;1379.2;3534.73;5934.89;11749.79
0;003;2;434;433;2923010.11;1461.63;3236.62;4563.5;7216.01;19309.43
0;003;3;81;81;1108272.26;2847.07;6098.41;9601.74;15518.87;40360.03
0;003;4;74;73;2170264.15;3263.51;10702.58;20551.01;35047.83;91156.63
0;004;1;2;2;1025.92;46.24;46.24;512.96;979.68;979.68
0;004;2;18;18;40050.65;274.16;837;1312.6;2103.07;8285.54
0;004;3;117;117;433325.19;541.47;1301.14;2244.04;4126.48;9863.89
0;004;4;890;887;6750756.89;825.36;2630.67;5106.09;9009.09;21785.95
0;005;2;17;17;42526.87;171.04;1077.26;2242.19;3157.95;7429.35
0;005;3;123;122;346170.68;751.28;1322.34;1995.52;3530.89;8000.75
0;005;4;439;439;2272104.41;910.9;2145.35;3615.8;6101.23;13413.95
0;006;3;5;5;38506.01;2682.67;3873.31;6473.79;9443.61;16032.63
0;006;4;3;3;41413.11;8686.48;8686.48;10780.1;21946.53;21946.53
0;020;1;267;264;60515.35;34.36;73.46;130.72;252;787.34
0;020;2;92;92;32637.26;40.88;103.4;202.12;358;1062.56
0;020;3;261;258;191230.95;88.12;225.17;455.05;933.87;2422.32
0;020;4;202;202;410132.13;306.68;844.38;1696.64;2671.48;5092.33
0;021;1;1161;1157;411067.31;40.48;129.48;264.48;413.72;982.61
0;021;2;1397;1393;695994.35;74.84;216.2;355.44;535.65;1540.85
0;021;3;938;937;1027448.35;148.88;359.52;596.45;1120.12;2760.64
0;021;4;469;469;1004992.48;238.32;749.79;1513.73;2833.58;5919.26
0;022;1;208;208;17836.87;20.96;44.76;59.32;87.5;189.16
0;022;2;317;316;57543.26;23.12;49.48;75.02;135.3;531.69
0;022;3;219;219;159911.36;38.12;115.08;429.4;1000.24;2618.12
0;022;4;142;142;309293.7;100.36;654.79;1223.6;2744.92;7120.51
0;023;1;912;894;66463.53;7;29.64;46.94;70.88;254.81
0;023;2;542;533;121603.06;7.92;44.12;94.12;243.76;838.56
0;023;3;216;214;179654.77;58.16;193.76;408.59;1035.25;2503.6
0;023;4;44;43;100457.01;278.8;584.4;1511.63;2484.02;7398.52
0;024;1;1643;1639;216650.25;34.6;58.96;87.88;159;325.96
0;024;2;1850;1847;282028.95;40.88;65.44;100.12;169.36;418.48
0;024;3;815;814;366707.64;59.64;132.12;225.66;437.12;1208.75
0;024;4;132;131;229314.68;172.96;659.84;1116.28;1760.4;5816.75
0;026;1;2081;2051;114612.98;4.16;23.52;37.44;56.92;159.44
0;026;2;771;760;83601.53;7.1;26.14;47.86;101.68;401.22
0;026;3;260;259;285642.78;20.84;89.04;162.14;378.92;1559.12
0;026;4;40;40;69087.75;85.8;635.24;1295.95;1987.28;4654.63
0;040;1;123;108;12101.37;0.52;9.46;48.14;130.23;327.16
0;040;2;182;168;30873.15;1.44;20.2;57.2;156.18;576.54
0;040;3;111;110;45163.29;9.28;53.2;179.38;429.3;1146.04
0;040;4;23;23;31113.65;41.64;125.8;416.68;1370.2;4358.69
0;041;1;309;301;48108.9;3.56;41.68;83.12;138.02;555.66
0;041;2;1071;1059;250425.34;11.44;52.88;103.56;189.12;852.91
0;041;3;1354;1348;791914.11;32.16;101.36;204.6;465.66;2322.82
0;041;4;148;148;146688.37;18.64;214.44;427.84;1050.41;3682.92
0;042;1;1839;1534;363509.93;0.68;6.4;24.24;58.88;437.13
0;042;2;6063;5800;576182.79;2.68;16.56;42.08;89.17;259.23
0;042;3;3408;3369;678160.85;8.16;38.44;84.12;183.7;694.82
0;042;4;336;333;251697;31.36;135.04;355.85;861.36;2580.64
0;043;1;1902;1741;3084383.81;2.92;141.64;318.52;3002.93;6854.24
0;043;2;946;914;1787677.97;6.04;116.16;366.24;3429.51;7552.17
0;043;3;141;140;226583.84;14.4;99.93;320.44;1137.73;7767.39
0;043;4;16;16;33253.66;34.48;327.68;634.15;2483.76;13450.14
0;044;1;419;384;44453.12;2;10.08;46.16;98.2;453.52
0;044;2;896;848;146530.66;3.08;20.16;69.08;177.52;652.76
0;044;3;1522;1463;459475.6;5.6;42.2;135.52;338.12;1208.68
