vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;2;2;2489.96;1045.99;1045.99;1244.98;1443.97;1443.97
0;001;2;37;37;112611.8;391.4;747.42;1905.29;4686.76;8334.45
0;001;3;97;97;407845.86;717.35;1545.97;2773.67;4554.84;15542.45
0;001;4;107;107;1494099.51;1510.78;4789.67;10375.62;19334.99;41269.53
0;002;2;8;8;48348.21;3661.96;5092.5;5814.38;6651.48;9569.51
0;002;3;68;68;441290.33;2724.63;4642.82;5739.06;7184.1;14087.75
0;002;4;119;119;1696379.79;5124.45;6591.62;10099.25;15742.22;37748.34
0;003;1;340;340;1239172.25;34.6;493.83;2854.63;4857.19;12441.21
0;003;2;388;388;2583235.98;1495.85;2833.87;4214.11;7198.69;22009.6
0;003;3;97;97;1368779.3;2337.76;5281.65;9955.37;18952.91;35761.87
0;003;4;89;89;2763101.2;5458.73;14462.47;23175.05;37807.37;84570.72
0;004;1;2;2;3567.25;226.16;226.16;1783.62;3341.09;3341.09
0;004;2;23;23;42732.28;375.1;551.68;854.28;2995.23;6499.76
0;004;3;143;141;548263.92;541.96;1304.04;2479.5;4394;10335.39
0;004;4;983;976;7375043.08;1037.57;3213.76;5301.81;9073.06;20772.07
0;005;1;1;1;1081.98;1081.98;1081.98;1081.98;1081.98;1081.98
0;005;2;19;19;54898.87;747.1;1301.68;2007.88;3825.27;9020.08
0;005;3;167;166;514096.84;512.45;1404.18;2299.04;4017.34;8106.88
0;005;4;592;592;3419791.25;1119;2627.47;4078.22;6638.05;15422.21
0;006;2;3;3;15514.15;2999.46;2999.46;5617.34;6897.35;6897.35
0;006;3;4;4;33052.47;2866.47;6201.19;9555.58;10325.04;11074.84
0;006;4;4;4;66963.72;9413.95;11850.37;15749.71;21631.48;26050.35
0;020;1;283;283;74273.01;35.36;82.16;141.32;276.86;945.21
0;020;2;106;105;44835.61;59.2;132.96;241.84;493.16;1240.88
0;020;3;230;230;204689.26;129.2;276.76;540.75;1122.03;2797.32
0;020;4;179;179;379787.11;279.88;738.97;1644.72;2754.26;5603.76
0;021;1;1175;1168;449431.64;46.16;145.27;283.7;441.76;1341.71
0;021;2;1261;1259;768897.36;96.32;245.9;416.32;657.74;1768.64
0;021;3;852;850;915156.79;143.24;395.09;656.02;1367.05;3236.28
0;021;4;437;437;1150286.37;302.16;816.72;1575.16;3080.45;7901.08
0;022;1;236;235;21297.04;20.68;44.68;62.8;90.8;231.44
0;022;2;369;369;84126.09;33.56;56.64;88.05;215.64;946.8
0;022;3;234;234;207079.18;57.16;177.22;558.96;1186.66;2882.72
0;022;4;117;117;259440.1;209.2;629.38;1632.16;3231.85;6317.92
0;023;1;900;880;88675.49;9.12;39.42;60.7;97.88;314.14
0;023;2;555;546;164265.13;14.71;55.24;137.18;305.6;929.41
0;023;3;224;224;208327.88;70.48;214.38;483.35;1084.94;2898.32
0;023;4;41;41;105898.48;455.48;858.16;1418.72;2683.57;8494.28
0;024;1;1972;1965;278875.27;42.28;70.96;100.68;164.12;341.92
0;024;2;1842;1841;342611.9;48.84;80.84;113.14;186.92;501.28
0;024;3;726;726;327068.29;74.36;150.24;263.24;524.64;1335.36
0;024;4;106;106;169538.56;120.1;456.84;946.96;1820.48;5302.58
0;026;1;2285;2259;157984.05;3.96;21.92;38.92;61.16;198.01
0;026;2;804;788;116338;6.36;29.74;55.88;120.27;568.52
0;026;3;274;272;159964.75;24.72;94.92;210.47;569.17;1601.04
0;026;4;48;48;92169.74;180.52;458.72;957.08;2152.41;4809.63
0;040;1;130;113;17701.91;2.44;29.88;68.6;150.2;582.56
0;040;2;176;165;42649.08;2.64;30;91.36;230.2;837.36
0;040;3;99;97;46822.47;18.92;75;194.24;484.12;1910.89
0;040;4;24;23;59995.11;100.88;278.4;857.72;1624.33;5571.21
0;041;1;320;308;50400.32;9.28;64.18;111.68;161.1;531.8
