vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;39185.91;39185.91;39185.91;39185.91;39185.91;39185.91
0;001;2;923778.43;23574.83;28017.36;31080.5;34387.04;50176.9
0;001;3;1638982.35;23818.77;30053.09;37879.5;43340.54;67985.32
0;001;4;9480057.47;28192.79;37376.15;54828.4;85173.59;168757.57
0;002;1;52698.15;52698.15;52698.15;52698.15;52698.15;52698.15
0;002;2;563411.06;31875.9;33979.37;38017.95;45287.36;52965.56
0;002;3;1225577.81;31072.49;37262.88;41496.74;53490.98;62955.78
0;002;4;8412772;36363.27;43850.9;55411.1;87931.07;178905.98
0;003;1;912347.31;1368.77;2272.69;9547.69;23230.11;47843.4
0;003;2;4017451.25;2370.72;14059.39;21632.48;30926.6;49089.28
0;003;3;7207759.61;11261.87;18666.14;25217.56;34163.96;60981.46
0;003;4;13319459.04;18950.58;27578.26;43377.09;71132.23;141819.91
0;004;1;44399.06;1782.44;2419.3;3854.79;11130.15;21357.59
0;004;2;1062115.49;1778.52;7089.69;12029.83;25758.74;48282.05
0;004;3;6199233.77;4617.69;15275.31;23623.5;35859.61;65243.53
0;004;4;108798764.7;15813.42;29772.19;43964.27;65754.1;121202.41
0;005;1;314792.38;770.62;5440.02;11385.74;13413.36;17507.63
0;005;2;1728303.94;3411.83;8007.22;11966.57;17382.64;31977.63
0;005;3;2310779.35;3807.36;8816.2;15884.09;23214.48;42665.81
0;005;4;5476155.65;8625.52;16971.91;25355.01;41652.68;81025.51
0;020;1;892206.82;2207.66;4407.26;5803.18;7451.42;15441.68
0;020;2;1946201.69;3871.49;5643.18;8041.78;11181.05;22864.9
0;020;3;2307589.58;3736.2;6567.83;9703.56;17450.3;32848.92
0;020;4;6398318.04;6171.64;10984.83;17626.89;29489.87;56157.28
0;021;1;10214520.83;2947.98;6218.97;8161.62;10226.48;18712.28
0;021;2;21032727.43;3643.56;7774.08;9977.88;13372.5;24806.99
0;021;3;12284941.29;4897.18;10105.52;13402.12;19886.58;36172.9
0;021;4;21126138.99;7507.11;14931.34;22355.47;37158.19;66859.78
0;022;1;896246.59;1626.81;4790.39;5775.62;7081.27;12032.38
0;022;2;2880129.51;2726.45;5061.01;7035.61;9382.19;19045.98
0;022;3;1584824.21;2892.59;5864.92;9873.02;17425.15;29605.29
0;022;4;2545834.33;3227.58;10398.67;17399.41;29321.43;49070.91
0;023;1;2633896.13;1057.36;2134.82;3481.89;5160.27;11266.54
0;023;2;2888248.28;1481.76;3754.25;6693.75;9528.88;22565.01
0;023;3;3206944.19;3935.09;8731.95;12167.7;19470.47;45393.89
0;023;4;1964367.85;8141.19;16034.16;21701.37;34366.21;57060.44
0;024;1;4007845.05;2306.33;2925.45;3333.75;3939.3;5669.08
0;024;2;10790491.9;2541.76;3218.42;3686.39;4694.45;8294.41
0;024;3;6164577.48;3134.75;4612.65;7509.43;12153.86;28812.43
0;024;4;2568318.85;4264.42;11316.99;23425.23;39418.37;67405.85
0;025;1;4122735.27;783.74;1077.78;1344.48;1838.4;6246.21
0;025;2;993854.4;926.51;1302.21;2132.11;4105.7;12841.38
0;025;3;492096.83;945.37;1331.46;3341.16;11751.93;26215.56
0;025;4;107288.93;5942.4;12998.15;18449.49;25852.28;44046.61
0;026;1;3474309.03;1257.76;2855.69;5836.45;7009.23;12229.65
0;026;2;3579694.71;1547.05;4575.53;7045.71;11545.05;21363.78
0;026;3;3645312.15;3108.57;8834.08;13236.25;21568.76;40372.95
0;026;4;3002915.56;5723.93;13903.24;23361.62;37466.46;68955.62
0;040;1;384361.46;679.91;1148.29;1726.44;2843.38;6142.49
0;040;2;955922.41;918.82;1908.42;3611.62;5753.49;12873.44
0;040;3;1347928.23;1191.28;2803.99;6048.65;11375.35;29198.73
0;040;4;609824.61;1367.92;4771.52;10106.18;17219.97;41883.61
0;041;1;1449486.39;782.56;1651.37;3212.7;4990.21;11621.2
0;041;2;7433465.72;1117.92;2353.05;4101.79;6861.09;16012.75
0;041;3;10737243.97;1625.84;4325.45;7418.62;12376.58;26477.7
0;041;4;3240731.78;2451.84;6613.07;10977.93;17267.51;34324.71
0;042;1;10738839.2;753.25;1736.42;3268.91;6060.4;14852.51
0;042;2;45691725.47;1367.36;3476.3;5830.84;9434.2;20483.81
0;042;3;35025757.89;2275.17;5596.43;8774.56;13574.76;25550.31
0;042;4;7639213.86;2709.48;8573.32;13223.49;19949.4;40192.56
0;043;1;2884382.12;692.49;1324.67;2074.99;2923.38;5030.53
0;043;2;2980843.16;1034.23;2310.85;3278.35;4880.73;11210.28
0;043;3;1223259.64;1452.2;3274.32;5539.46;9480.74;20324.97
0;043;4;362351.18;2605.9;5884.51;9662.81;21246.42;112112.83
0;044;1;1427336.22;590.92;1170.99;2596.39;4757.53;11622.58
0;044;2;6292230.69;680.48;1897.55;4282.41;7808.93;18945.18
0;044;3;8586818.36;710.21;1708.73;4173.17;8663.47;23000.78
0;044;4;7959394.72;1602.21;5969.17;11522.71;19680.16;42787.83
0;045;1;3416746.4;959.97;2199.29;3165.89;4346.21;9436.51
0;045;2;48631665.51;1531.04;3034.04;4395.23;6779.41;17143.64
0;045;3;39863233.44;1724.41;4285.59;7001.98;11986.74;29582.52
0;045;4;33351804.41;2493.38;6842.42;11997.54;20428.99;43748.62
0;046;1;456039.74;755.91;1403.93;2077.31;2975.03;6326.88
0;046;2;3269240.25;933.16;2011.56;3184.35;4761.15;9273.62
0;046;3;2021772.86;1140.3;3424.44;5581.35;8618.87;18876.77
0;046;4;1091019.61;1753.63;5768.24;11125.13;18174.04;37860.04
0;047;1;3725626.43;797.3;1468.48;2144.17;3012.39;5235.71
0;047;2;16627787.34;1100.79;2141.01;3125.32;4485.59;8004.76
0;047;3;7614648.34;1652.23;3359.45;5302.04;7913.75;16989.14
0;047;4;1866854.06;3111.27;6870.04;11187.72;16528.66;35818.88
0;048;1;3161006.7;666.57;1087.23;1687.89;2921.69;5995.91
0;048;2;5894827.41;954.42;1968.33;3148.81;5107.49;9797.63
0;048;3;11919227.45;1020.69;2737.8;4692.97;7754.89;14086.35
0;048;4;1123777.57;2456.25;6824.48;10719.7;19433.71;43827.36
0;049;1;581203.78;768.12;2868.39;4246.35;5559.83;8923.67
0;049;2;2917205.78;1282.82;3649.25;7063.91;11221.42;22672.35
0;049;3;1390238.99;1721.95;5065.15;8358.33;14983.9;25778.66
0;049;4;2433002.51;2711.68;8429.55;14294.03;25542.92;50367.28
0;050;1;644068.88;933.57;2085.98;3536.06;5001.94;11383.1
0;050;2;1565842.63;992.85;2202.27;3832.99;6123.54;15448.76
0;050;3;1302458.87;2174.21;4881.03;7797.65;11105.79;18028.17
0;050;4;1223719.54;3808.77;6609.19;12634.51;24106.33;52149.17
0;051;1;1628729.29;926.5;1450.12;1985.84;2660.09;4469.72
0;051;2;847222.18;1097.24;1856.73;2738.66;4188.37;8456.88
0;051;3;107064.59;1640.33;2740.09;3573.45;5250.14;9267.46
0;051;4;83115.13;6128.73;7694.46;9960.99;17278.03;20230.6
0;052;1;1229707.44;628.68;889.22;1265.8;2052.82;3919.1
0;052;2;2716079.17;765.9;1445.28;2709.64;4582.13;10511.86
0;052;3;4479426.25;914.14;2612.04;4708.75;7720.21;18695.14
0;052;4;2989728.74;1211.2;4695.22;8559.25;15622.2;34981.94
0;053;1;11042739.47;649.17;879.79;1160.95;1813.98;3718.56
0;053;2;14375760.78;734.73;1203.81;2114.59;3600.05;8145.74
0;053;3;12123366.51;867.25;1707.48;3469.19;5884.42;13738.36
0;053;4;6251792.02;1699.96;6156.41;10175.67;17276.8;32522.43
0;054;1;5458749.1;606.77;826.73;1185.88;1859.53;3865.59
0;054;2;4392780.93;683.2;1172.73;1939.31;3167.89;5709.56
0;054;3;582224.73;766.18;1632.14;2701.21;3950.28;7931.22
