vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;8787458;17961.37;26581.28;33057.33;45163.55;97617.19
0;002;6735676;24648.09;30669.92;37364.33;52268.23;126622.95
0;003;16913279;6795.56;15018.48;20770.79;31779.24;65853.37
0;004;77981212;8591.18;20081.66;32441.64;48484.27;84150.17
0;005;6787983;2647.08;8110.03;12610.59;21006.61;40684.62
0;020;7157319;2633.69;5107.52;7914.85;13879.08;29198.53
0;021;47598418;2809.31;6527.38;9353.01;14454.47;31958.73
0;022;5945955;1935.95;4026.77;5693.57;10384.54;23907.14
0;023;7547902;1066.26;2708.06;4625.22;8807.22;21175.08
0;024;19764930;2284.14;2835.62;3465.44;4958.26;13297.94
0;025;5204634;686.87;922.5;1131.93;1567.66;4161.66
0;026;12275978;993.6;2666.39;6257.13;11041.06;23338.91
0;040;2851825;689.85;1368.65;2490.25;4943.28;17707.61
0;041;16036662;984.52;2416.33;4278.79;7648.5;16053.09
0;042;55556745;841.08;2384.28;4385.56;7475.41;16365.14
0;043;6514129;642.14;1232.63;2042.02;3183.6;8034.65
0;044;18976501;641.6;1648.96;3856.91;8172.81;20978.19
0;045;64611127;1423.41;2918.34;4752.7;8534.64;21614.16
0;046;46882689;928.19;2341.88;3899.28;6598.45;17423.21
0;047;30904613;958.97;1919.59;2908.83;4472.54;10003.6
0;048;19658248;632.46;1436.86;2538.43;4313.95;9271.72
0;049;6086142;1027.25;2919.33;5087.13;9254.08;23943.21
0;050;3770392;788.49;1780.49;3353.78;6132.66;15150.01
0;051;2045584;704.31;1198.16;1715.46;2532.92;5417.54
0;052;7876401;572.76;1093.85;2311.64;4790.2;11514.32
0;053;35716899;536.17;886.93;1505.31;2904.93;8195.97
0;054;6993865;494.78;774.01;1224.77;2113.32;4237.47
0;055;7237978;648.22;1495.16;2983.94;5685.91;15118.7
0;056;3604668;526.99;884.7;1540.85;2938.91;7960.37
0;057;10466762;430.94;547.25;699.39;984.39;2358.94
0;058;34861792;434.65;633.3;805.02;1388.1;6931.22
0;070;1579117;997.82;1470.92;2066.64;3328.4;8401.31
0;071;13634783;1216.83;1987.44;2444.59;3062.66;4546.72
0;072;4642485;713.12;1000.89;1246.2;1785.65;3824.35
0;073;14387422;1141.18;1286.02;1464.32;1733.05;2754.56
0;080;908130;862.2;1513.66;2197.99;3311.09;6319.95
0;081;1760195;747.39;1452.44;2167.53;3222.6;5886.33
0;082;7646717;550.81;1263.36;2182.27;3526.32;7924.44
0;090;3124427;1071.13;2517.34;8084.79;13529.23;29354.95
0;091;6480462;1728.05;3241.96;6740.5;23146.09;24784.67
0;092;7894290;1030.8;1644.86;2269.42;3172.1;4867.16
0;093;15351592;1003.12;1420.71;1896.41;2294.19;3388.24
0;094;3931789;695.25;1010.63;1321.26;1871.06;5016.54
0;095;985780;1033.1;1356.48;1723.02;2364.75;4078.34
0;096;1990552;995.81;1338.59;1705.91;2350.55;3965.36
0;097;10509605;627.49;772.71;962.11;1185.88;1971.54
0;098;23353308;784.14;1079.1;1407.22;1980.01;3204.2
0;110;8519115;779.64;1525.17;2481.75;4649.43;15221.55
0;111;9432136;625.67;1189.58;1946.74;3012.1;6051.48
0;112;1829621;438.18;700.12;1127.17;1779.49;4073.66
0;113;19677112;504.17;861.26;1250.18;1838.13;3611.88
0;114;7385071;553.49;918.3;1176.48;1611.96;3946.03
0;115;6758347;456.74;648.14;903.04;1571.98;3957.72
0;120;14590056;4365.43;6395.22;8042.66;10630.51;20367.61
0;121;26531253;1119.5;2472.37;4917.83;8418.91;18882.87
0;122;5018349;1149.2;2219.5;5559.51;10795.37;27035.8
0;130;22306254;3949.71;7586.48;11403.58;17148.83;31507.51
0;131;3531018;1065.33;2209.83;4227.81;7977.15;12538.62
0;132;125449;515.94;1450.55;2271.89;4481.25;10184.83
0;133;20220896;615.92;1894.96;3632.83;6238.09;14161.26
0;134;23790429;1409.7;2974.4;4217.04;6142.2;11725.21
0;135;5239491;572.09;1205.42;2322.9;4434.67;10890.82
0;136;41917957;847.77;1735.2;3004.5;5615.95;13534.15
0;137;45347859;1296.67;3191.33;5347.05;8733.34;18333.61
0;138;687356;800.36;1481.72;2053;2868.79;4967.11
0;139;117494112;1040.06;1933.44;3103.4;5159.7;10977.51
0;140;116276453;979.47;2467.02;3744.46;5688.35;11882.59
0;141;27370184;658.79;1213.58;1826.26;2732.08;5407.98
0;142;5554880;858.56;1955.4;3406.37;5605.65;12779.1
0;143;11106865;770.61;1693.38;2603.15;4293.66;9994.86
0;144;61404909;568.49;887.97;1709.3;3146.92;7840.78
0;160;1721981;8837.72;10733.01;12992.45;16993.07;34938.53
0;161;9751545;1672.7;2927.33;8092.42;23584.83;36011.78
0;162;17947651;11911.79;15460.72;19399.97;26472.98;44837.35
0;163;46303308;10858.6;13417.17;15266.62;18906.94;32346.84
0;165;44513117;9559.04;11835.62;14105.53;17527.53;30284.43
0;166;55388953;8304.34;9722.97;10998.76;12724.98;20215.93
0;167;7864367;3343.2;8096.51;9250.89;12600.84;23855.25
0;168;31441254;3154.22;5365.33;7663.09;11490.4;24684.16
0;169;8728946;4216.26;6818.67;8790.81;12340.07;29376.63
0;170;4783607;4554.78;9326.12;11543.63;15176.49;25974.74
0;171;50628929;2912.15;7543.57;8435.05;10112.33;15270.96
0;172;17328335;3617.73;8626.96;14865.88;25051.3;50762.27
0;173;87338724;2015.18;3075.51;4319.66;6702.56;15495.72
0;174;30787759;4057.57;5667.26;7152.59;8803.81;13228.37
0;175;96132982;1814.43;3591.38;4734.46;5719.82;9126.25
0;176;13127910;1213.08;5195.42;6169.19;7091.05;12323.2
0;177;4567576;1057.45;2037.84;5125.2;6434.56;12195.9
0;178;3935358;861.77;2197.74;4634.84;8146.07;18880.52
0;179;11968623;721.02;952.19;1112.45;1343.57;2067.46
0;180;8286276;1066.77;2272.43;4648.27;10666.21;26456.52
0;190;49825693;807.05;2117.71;3719.8;5686.64;11051.47
0;191;28295954;1311.51;1762.43;2255.85;4032.36;9061.11
0;192;49709650;1243.78;1534.95;1779.08;2208.2;5022.9
0;193;2173876;1827.19;4999.95;10516.4;16401.5;25846.19
0;194;88263383;1099.85;2508.53;3925.08;6210.23;13172.05
0;195;5006063;1073.17;2217.34;3327.67;5199.71;10495.07
0;196;3465650;396.15;606.67;1062.02;3138.17;10701.68
0;197;25572994;655.24;1064.23;1917.66;3707.98;9448.4
0;198;12789801;522.09;1239.16;1999.81;3544.7;7407.02
0;199;9351485;636.67;1408.37;2252.98;3496.99;6493.5
0;200;5003735;677.16;1538.04;2484.75;4323.13;10232.94
0;201;45788360;574.97;967.48;1797.64;3206.1;7373.55
0;202;16050682;560.49;1142.2;1906.58;3163.87;6225.94
0;203;8758014;532.18;788.31;1272.78;2134.82;4492.56
0;204;17692872;518.19;882.67;1567.03;2828.96;6388.64
0;205;2649500;762.41;1829.91;2913.86;4709.3;11095.2
0;206;5050481;685.59;1522.41;2975.51;5493.37;15192.63
0;207;16485863;622;1232.66;2161.12;3899.75;8832.01
0;220;36539288;1805.26;2534.71;3973.68;9391.25;24430.76
0;221;125161129;3576.67;5363.14;7147.54;10406.63;22849.19
0;222;2722646;1184.36;1947.43;2577.77;4279.57;13430.86
0;223;7977836;1313.78;2691.28;3993.33;6151.62;14365.88
0;224;8162990;1104.86;1763.99;3047.15;4989.89;10960.88
0;225;30053823;1177.85;1504.4;1848.02;2471.03;4480.71
0;226;17257213;674.18;957.4;1210.27;1683.23;4102.49
0;227;20340650;928.38;1306.04;1837.57;2658.28;5019.75
0;228;34490606;982.61;1287.6;1613.42;1989.81;2991.95
0;229;14338807;948.66;2075.66;3905.72;7115.72;19366.93
0;240;29278876;795.85;1541.35;2604.81;5041.26;12752.6
0;241;29801579;745.09;1439.28;2368;3890.58;8864.78
0;242;2969861;653.04;1345.4;2475.17;4428.96;10516.72
0;243;22051170;535.38;876.7;1462.68;2642.09;6524.92
0;244;23073365;765.7;1562.19;2449.13;3637.08;7297.98
0;245;9849169;781.2;1538.26;2752.36;4459.44;9454.89
0;246;5313831;771.47;2040.24;3510.78;5610.64;11671.28
0;247;23310920;598.35;1230.25;2176.66;3838.47;9832.73
0;248;2782674;969.42;2163.27;3504.8;5469.21;11445.7
0;249;48250178;513.12;871.16;1258.43;1866.98;4144.87
0;250;65456428;564.8;966.05;1511.57;2645.71;6738.46
0;260;19200716;2244.72;5099.32;7889.68;13518.56;33319.94
0;261;7639281;1844.47;3896.84;6733.22;11195.21;25406.93
0;262;7046481;2123.19;3157.04;4782.89;7532.65;20678.31
0;263;45792539;1648.78;1959.31;2284.67;2938.9;6047.8
0;264;7838156;996.73;2234.13;4536.68;8115.72;19259.69
0;280;22282472;883.23;2146.41;3865.97;6643.1;15806.09
0;281;19516376;828.93;1837.33;3315.68;5863.98;12878.49
0;282;21268806;975.55;1954.3;3072.14;5042.97;10824.19
0;283;14317550;592.33;956.31;1952.97;4119.11;10649.76
0;284;25840649;790.81;1587.34;2715.68;4352.88;9298.6
0;300;5282329;5972.71;8237.64;12518.63;20920.19;45415.78
0;301;61077752;4883.66;6688.59;8520.78;12370.26;23501.53
0;302;225802796;4930.36;6082.83;7161.07;8712.97;13936.73
0;303;2637192;5521.64;9873.95;12368.84;14545.5;24662.94
0;304;39105356;3331.8;5392.49;7009.8;8660.86;13735.57
0;305;2861051;1629.26;5199.92;10566.26;20623.42;42298.75
0;306;7131822;1135.11;3047.79;4102.98;5624.69;13766.07
0;307;1308145;1151.84;1954.24;3214.35;5497.47;12120.31
0;308;83913855;2944.05;4890.46;6843.46;11046.19;24122.22
0;309;13662002;1152.17;2409.31;4609.68;8699.74;24292.11
0;310;71201307;1512.97;2322.08;3102.8;4324.56;8875.7
0;311;242480;726.67;1049.02;1568.73;2582.25;7778.45
0;312;7015225;866.53;1806.3;4487.59;10946.84;29570.87
0;313;57058987;797.26;1108.98;1581.06;2493.45;6403.43
0;314;20016008;800.24;1169.45;1539.73;2095.82;3886.57
0;315;54559157;838.5;1115.37;1440.61;2061.77;5636.93
0;316;8357216;645.35;889.36;1134.59;1501.54;2711.14
0;317;14062664;702.95;962.6;1214.82;1742.81;4561.57
0;318;8156138;639.44;886.36;1088.85;1531.09;3935.73
0;319;6829686;665.18;922.61;1177.98;1718.95;5554.39
0;320;17297660;744.3;1027.07;1498.67;3309.55;11501.54
0;340;6355957;676.77;1590.52;3518.13;7074.9;16390.52
0;341;17535305;916.27;2231.44;4463.5;8085.85;15920.56
0;342;23541763;545.35;770.73;1051.85;1966.19;9499.45
0;343;35615090;1132.68;2536.07;4496.1;7620.66;15509.55
0;344;2957271;941.79;2579.95;4544.07;7964.79;21080.26
0;345;2119828;812.11;2241.31;3656.01;6870.66;14588.13
0;346;12363328;817.11;1687.79;2750.71;4757.66;11035.7
0;347;52313555;532.89;1018.51;1813.16;3290.92;8243.82
0;348;16225561;633.6;1340.36;2529.07;4625.17;10688.51
0;349;6825114;683.33;1106.89;1797.85;3615.49;10932.94
0;350;9891466;510.82;992.82;1876.56;3673.6;9338.76
0;351;11105403;559.49;971.83;1771.4;3429.33;8947.65
0;360;10817893;989.15;2583.45;6074.59;12846.93;36317.64
0;361;10854336;751.53;1160.33;1743.15;3491.42;9033.89
0;362;21745863;1705.64;2632.42;3353.28;4159.57;6400.99
0;363;27473197;771.76;1317.26;2014.28;2732.33;4204.11
0;364;18488659;665.41;1034.21;1490.71;2307.37;6779.65
0;380;12473957;1190.59;3110.74;5759.23;9916.54;21407.06
0;381;5730516;796.02;1820.19;2630.16;4406.16;11768.88
0;382;6325649;746.38;1634.66;2715.81;5440.45;14055.26
0;383;25085967;696.23;1371.47;2300.67;3839.25;8828.37
0;384;15231313;448.77;677.14;1148.5;2659.53;8872.21
0;385;8033959;460.95;828.86;1518.83;2904.28;7282.33
0;400;3617001;1594.42;6009.28;11193.33;17699.22;39758.11
