vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;25;23;23;25;27;27
0;001;2;22.3;12;15;21;24;38
0;001;3;21.3;3;13;16;23;51
0;001;4;39;10;17;27;49;114
0;002;2;21.7;14;17;20;25;40
0;002;3;28.9;15;21;26;29;74
0;002;4;42.3;19;24;29;45.5;97
0;003;1;17.1;2;5.5;18;24;31
0;003;2;20.1;5;16;20;23;33
0;003;3;24.5;15;19;22;28;40
0;003;4;32.5;14;21;28;37.5;68
0;004;1;22.2;3;7.5;15;28.5;59
0;004;2;30.5;3;11;21.5;42;97
0;004;3;46.1;4;21;38;62;121
0;004;4;65.9;17;35;56;85;151
0;005;1;21.4;8;14;19.5;28;41
0;005;2;23.7;3;15;19.5;29.5;50
0;005;3;28.8;6;16;23;37;66
0;005;4;43.4;13;23;37;54;98
0;020;1;11.8;3;6;9;12;26
0;020;2;15.6;2;8;11.5;20;42
0;020;3;20.2;1;5;14;26;77
0;020;4;33.4;2;10;27;47;93
0;021;1;12.4;3;7;11;14;27
0;021;2;15.8;3;8;12;19;39
0;021;3;26.6;3;11;18;32;80
0;021;4;38.4;3;14;28;52;106
0;022;1;8.5;2;5;7;11;20
0;022;2;14.6;3;6;10;17.5;38
0;022;3;27.6;2;8;21;38;86
0;022;4;34.5;3;8;23;44;122
0;023;1;6.5;2;3;5;8;17
0;023;2;15.6;2;6;11;18;44
0;023;3;26.3;5;8;18;35;78
0;023;4;44.3;3;19;32.5;48;155
0;024;1;5.7;2;4;5;6;12
0;024;2;8.7;3;5;6;10;21
0;024;3;20.5;3;6;13;25;65
0;024;4;38.4;3;12;26.5;46.5;144
0;025;1;2.7;1;2;2;3;6
0;025;2;5.7;1;2;4;7;15
0;025;3;12.3;2;2;9;17;38
0;025;4;38.7;2;8;12;16;151
0;026;1;5.1;1;2;3;5;15
0;026;2;13.9;2;4;8;18;46
0;026;3;32.2;3;13;22;44;99
0;026;4;46.7;5;19;34.5;59;147
0;040;1;6.9;1;2;4;7;20
0;040;2;11.4;1;3;6;13;41
0;040;3;24.4;2;7;15;30;76
0;040;4;25.2;1.5;7.5;16.5;36.5;65
0;041;1;8.2;1;3;5;10;23
0;041;2;13.6;2;5;10;16;38
0;041;3;19.8;3;9;15.5;25;50
0;041;4;27.9;4;11;23;36.5;65
0;042;1;11.5;1;3;7;14;34
0;042;2;17.5;2;7;12;20;49
0;042;3;24.9;4;11;19;31;66
0;042;4;36.5;5;16;27;48;96
0;043;1;5.1;1;2;4;5;14
0;043;2;10.1;2;4;6;10;32
0;043;3;16.5;2;5;12;25;45
0;043;4;33.7;11;15;27;45;89
0;044;1;9.5;1;1;6;13;30
0;044;2;16.4;1;3;11;21;52
0;044;3;17;1;2;10;21;64.5
0;044;4;28.8;1;8;22;39;98
0;045;1;10.3;1;4;8;12;28
0;045;2;17.9;3;7;12;20;56
0;045;3;26.9;3;11;19;34;76.5
0;045;4;35.6;3;15;28;48;99
0;046;1;8.5;1;2;6;10;25
0;046;2;14.4;2;6;10;17;43
0;046;3;23.6;2;9;16;29;73
0;046;4;34.6;3;12;25;46;97
0;047;1;6.5;1;3;5;8;16
0;047;2;9.8;2;5;7;12;25
0;047;3;18;4;8;12;20;53
0;047;4;31.2;2;13;25;42;77
0;048;1;4.7;1;2;3;6;14
0;048;2;9.5;2;5;8;12;23
0;048;3;12.4;1;4;9;16;34
0;048;4;30.7;5;16;22;32;95
0;049;1;9;1;7;9;11;16
0;049;2;11.8;1;3;9;14;32
0;049;3;18.8;1;8;12;21;67
0;049;4;19.3;1;8.5;15;25;50
0;050;1;6.1;1;3;5;7.5;14.5
0;050;2;8.4;1;3;5;11;27
0;050;3;16.1;2;6;12;22;39
0;050;4;22.7;1;10;18.5;30;60
0;051;1;4.1;2;3;4;5;8
0;051;2;6.3;2;4;5;8;12.5
0;051;3;8.1;2;3;5;11;22
0;051;4;21.5;3;5;10.5;32;87
0;052;1;3.8;1;1;2;5;11
0;052;2;9.9;1;4;8;12;29
0;052;3;14.2;1;4;10;18;41
0;052;4;20;1;4;11;28;79
0;053;1;3.7;1;1;2;4;10
0;053;2;7.5;1;3;5;9;22
0;053;3;11.1;1;3;7;13;32
0;053;4;24.6;2;9;17;29;71
0;054;1;3.4;1;1;2;4;9
0;054;2;5.8;1;2;4;8;15
