vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;1153;397.58;397.58;576.64;755.71;755.71
0;001;2;37;22013;313.97;523.52;583.55;648.88;905.78
0;001;3;97;85502;463.63;627.21;827.65;1014.79;1450.12
0;001;4;107;282916;682.43;1087.97;2302.52;3237.48;6490.42
0;002;2;8;7237;606.88;750.2;985.24;1028.83;1101.62
0;002;3;68;75535;494.8;939.84;1137.66;1272.25;1600.54
0;002;4;119;294754;899.78;1356.41;1955.31;2977.95;5946.75
0;003;1;340;131919;3.18;115.38;358.69;592.75;909.47
0;003;2;388;244893;214.16;393.56;575.57;769.86;1195.99
0;003;3;97;120422;324.98;657.49;983.15;1499.31;3363.04
0;003;4;89;179410;786.3;1136.22;1575.36;2703.7;4176.62
0;004;1;2;869;26.46;26.46;434.72;842.98;842.98
0;004;2;23;15078;139.31;203.9;384.22;1084.34;1465.52
0;004;3;143;156916;166.18;529.35;959.02;1382.32;2303.51
0;004;4;983;2057368;418.09;1095.03;1772.09;2687.5;4959.97
0;005;1;1;302;301.63;301.63;301.63;301.63;301.63
0;005;2;19;15881;285.5;539.01;690.28;1169.3;1734.87
0;005;3;167;155060;192.07;563.28;816.58;1241.34;1806.57
0;005;4;592;1018000;473.8;1000.01;1435.13;2073.96;3852.19
0;006;2;3;1933;387.42;387.42;759.61;785.96;785.96
0;006;3;4;4675;675.77;721.71;822.52;1615.6;2353.81
0;006;4;4;7067;1303.68;1350.17;1496.04;2183.08;2770.75
0;020;1;283;21061;0.4;21.98;54.27;102.35;217.21
0;020;2;106;14846;6.78;38.13;91.94;170.23;379.89
0;020;3;230;57711;41.51;112.07;184.06;334.71;652.98
0;020;4;179;123626;108;346.56;546.78;944.31;1735.31
0;021;1;1175;77152;2.39;28.51;54.76;86.5;167.47
0;021;2;1261;134171;15.48;50.26;80.92;128.4;286.76
0;021;3;852;208677;43.46;96.11;159.82;296.62;747.71
0;021;4;437;293114;99.32;249.78;487.73;861.64;1895.84
0;022;1;236;4564;0;0;9.56;19.45;61.3
0;022;2;369;21435;0;12.34;31.01;67.45;223.22
0;022;3;234;65418;12.44;57.46;175.32;365.42;918.24
0;022;4;117;87646;51.34;191.07;505.72;967.85;2185.38
0;023;1;900;9908;0;0;3.18;11.85;46.54
0;023;2;555;21014;0;4.8;19.5;52.49;138.45
0;023;3;224;35499;11.63;46.91;107.39;213.81;506.67
0;023;4;41;27624;143.11;272.38;451.44;918.85;1407.22
0;024;1;1972;86231;0.48;19.54;38.3;61.25;99.37
