vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;33749;5590.4;6033.96;6704.4;7374.84;8045.28
0;001;2;153579;5160.69;7009.9;8140.46;9084.4;13188.43
0;001;3;1047182;6880.92;9124.35;11334.57;14527.17;23759.2
0;001;4;4445582;4567.92;16966.56;26750.03;51873.8;121432.7
0;002;2;168275;11879.6;14079.24;15560.21;16429.13;26817.6
0;002;3;1091801;10932.53;12852.86;15008.88;18006.52;32154.5
0;002;4;3805940;9646.35;16411.35;24115.87;42144.29;101432.02
0;003;1;3395907;588.26;7020.9;10823.4;16077.25;25936.63
0;003;2;6822094;6741.93;10321.38;14356.32;18006.52;29499.36
0;003;3;2270383;10546.56;17775.71;24785.28;35001.19;50832.32
0;003;4;2766098;8761.8;17523.6;24145.83;44863.36;109431.25
0;004;1;19845;0;0;9922.6;19845.2;19845.2
0;004;2;193387;1549.8;3663.45;9684.29;12861.8;34340.74
0;004;3;3087449;2730.2;10932.53;19242.08;32566.5;74483.2
0;004;4;29914224;1764.78;14882.65;27609.21;44519.49;80913.6
0;005;2;238655;2431.59;11333.1;12670.97;19482.72;24750.54
0;005;3;2373399;5776.26;10263;15969.66;23171.12;41178.79
0;005;4;12113285;7660.62;15240.05;24450.5;35648.64;58457.4
0;006;3;149129;9112.87;10894.79;18225.74;19576.8;91318.78
0;006;4;64280;18924.24;18924.24;18926.73;26429.47;26429.47
0;020;1;1290119;794.42;2184.65;3745.17;6033.96;12318.75
0;020;2;569930;643.09;2682.39;4366.83;6480.35;21542.26
0;020;3;2693003;611.63;3738.8;7933.17;14356.32;25603.6
0;020;4;3463300;1625.96;6044.32;15151.74;24418.8;42908.16
0;021;1;5085824;1248.39;2480.65;3472.91;5000.17;10343.13
0;021;2;7737655;1632.36;2976.78;4197.16;6257.2;13820.8
0;021;3;10212914;2021.1;4380.04;7831.65;13215.69;32079.85
0;021;4;9274862;2452.98;7059.12;14744.13;27022.8;54771.06
0;022;1;575043;743.76;1422.99;2315.1;3324.59;7175.1
0;022;2;1574895;1100.76;2047.65;2936.82;5460.4;16017.07
0;022;3;2735823;788.52;3504.95;9788.4;17470;39609.6
0;022;4;3138744;1286.18;7408.32;16585.5;28639.8;62349.21
0;023;1;1389609;395.81;507.37;997.77;1957.68;4405.9
0;023;2;2362027;409.98;1003.28;2557.08;4887.75;14674.8
0;023;3;2921664;1949.6;4979.74;8668.88;16059.75;49242.2
0;023;4;1140463;4285.86;10498.23;20502.54;34850.08;60517.26
0;024;1;2890040;611.74;1030.8;1447.65;2011.32;3330.36
0;024;2;4521983;744.98;1279.74;1814.08;2525.7;6257.03
0;024;3;6664829;978.02;2223.4;4891.6;10289.44;27121.25
0;024;4;2572445;1397.6;7336.78;14362.75;26059.48;59581.49
0;026;1;2361932;371.88;420.95;611.63;1305.12;3061.24
0;026;2;2039474;398.49;652.56;1286.18;2465.68;8571.72
0;026;3;2730537;760.9;3235.64;6805.26;12994.44;32800.79
0;026;4;999223;2305.6;9404.19;19139.76;42029.8;57750.1
0;040;1;270186;370.29;482.55;1223.26;2364.4;9319.82
0;040;2;863703;408.83;1162.59;2499.83;5203.2;16114.89
