vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;2;61.48;22.96;22.96;30.74;38.52;38.52
0;-p;001;1;B;2;597.9;217.84;217.84;298.95;380.06;380.06
0;-p;001;1;C;2;27.2;11.16;11.16;13.6;16.04;16.04
0;-p;001;1;H;2;154.4;41.92;41.92;77.2;112.48;112.48
0;-p;001;1;J;2;616.2;184.48;184.48;308.1;431.72;431.72
0;-p;001;1;L;2;2325.01;67.75;67.75;1162.5;2257.26;2257.26
0;-p;001;1;M;2;86.28;18.36;18.36;43.14;67.92;67.92
0;-p;001;1;N;2;183.52;82.84;82.84;91.76;100.68;100.68
0;-p;001;1;R;1;6.28;6.28;6.28;6.28;6.28;6.28
0;-p;001;1;V;1;71.08;71.08;71.08;71.08;71.08;71.08
0;-p;001;2;A;46;1457.52;8.88;15.84;24.32;38.48;94.6
0;-p;001;2;B;46;52158.39;147.96;316.16;738.98;1897.98;3481.08
0;-p;001;2;C;40;601.2;0.4;2.6;4.72;11.1;79.16
0;-p;001;2;D;11;33.6;1.68;1.68;1.68;3.36;11.8
0;-p;001;2;H;46;2490.21;9.88;16.88;35.2;60.32;119.96
0;-p;001;2;J;46;143004.79;44.84;75.4;180;1858.72;18574.8
0;-p;001;2;L;46;43530.2;67.85;163.44;240.51;1979.44;3064.95
0;-p;001;2;M;44;860.56;5.44;9.34;12.36;16.06;66.08
0;-p;001;2;N;46;4064.32;23;45.36;79.24;121.88;162
0;-p;001;2;R;21;201.44;0.16;5.44;6.32;8.28;14.84
0;-p;001;2;S;1;2.56;2.56;2.56;2.56;2.56;2.56
0;-p;001;2;V;26;1746.28;1.76;10.44;41.44;121.44;182.16
0;-p;001;3;A;106;6137.2;6.56;19.2;31.22;47.64;142.68
0;-p;001;3;B;106;178299.61;208.16;494.08;1357.01;2332.48;4272.51
0;-p;001;3;C;104;1501.04;0.88;2.58;5.76;15.5;54.44
0;-p;001;3;D;33;65.48;1.68;1.68;1.68;1.68;3.36
0;-p;001;3;G;2;1.28;0.04;0.04;0.64;1.24;1.24
0;-p;001;3;H;105;7694.83;10.72;17.88;37;65.68;124.56
0;-p;001;3;J;106;298577.94;37.76;108.12;373.21;1326.67;8442.4
0;-p;001;3;L;105;113225.26;67.6;178.81;335.43;2030.61;2581.65
0;-p;001;3;M;99;1739.36;3.6;9.2;13.6;20.16;39.72
0;-p;001;3;N;106;11203.36;12.36;44;87.82;129.44;287.04
0;-p;001;3;P;7;45.96;1;1.96;9.84;9.84;9.84
0;-p;001;3;R;51;472.92;0.16;3.8;5.44;10.84;35.92
0;-p;001;3;S;4;16.72;2.16;2.64;3.14;5.72;8.28
0;-p;001;3;V;62;5794.8;1.96;32.76;60.72;142.64;284.96
0;-p;001;4;A;103;11271.48;20.04;40.6;60.12;117.12;247.92
0;-p;001;4;B;103;396227.24;668.04;1527.55;2473.05;5239.16;9884.2
0;-p;001;4;C;101;8288.94;1.8;5;11.04;49.84;291.8
0;-p;001;4;D;30;125.32;1.68;1.68;1.68;3.36;10.04
0;-p;001;4;G;4;1584.54;5.72;56.04;395.92;736.23;786.98
0;-p;001;4;H;102;40799.21;12.72;27.48;79.14;359.52;1854
0;-p;001;4;J;103;389193.93;76.63;434.33;844.73;3541.74;15121.38
0;-p;001;4;L;102;138877.45;59.25;247.21;539.3;2259.84;4112.5
0;-p;001;4;M;99;2958.36;6.32;12.24;19.6;34.28;96.52
0;-p;001;4;N;103;23797.24;33.08;92.56;156.68;246.92;547.84
0;-p;001;4;P;13;64.6;0.4;2.16;4.32;5;18.88
0;-p;001;4;R;62;1967.55;0.2;3.48;6.84;27.32;202.24
0;-p;001;4;S;3;23.52;2.12;2.12;4.16;17.24;17.24
0;-p;001;4;V;87;10640.42;3.24;24.92;70.44;182.08;446.4
0;-p;002;2;A;8;350.36;12.08;18.74;33.56;58.52;116.64
0;-p;002;2;B;8;5772.01;366.96;449.72;591.47;831.66;1659.34
0;-p;002;2;C;8;78.6;5.64;6.18;7.26;13.6;18.88
0;-p;002;2;D;2;3.36;1.68;1.68;1.68;1.68;1.68
0;-p;002;2;H;8;468;46.36;53.96;58.12;61.36;74.76
0;-p;002;2;J;8;26178.28;116.14;370.25;1381.87;6535.08;9487.74
0;-p;002;2;L;8;19448.55;877;2200.66;2363.37;3058.64;3326.2
0;-p;002;2;M;8;107.08;9.48;10.36;12.68;16.26;19
0;-p;002;2;N;8;908.44;63.24;73.1;107.08;142.4;200.04
0;-p;002;2;R;6;196.08;5.12;16.44;18.08;27.12;111.24
0;-p;002;2;S;4;29.04;4.16;4.16;4.16;10.36;16.56
0;-p;002;2;V;5;79.84;1.76;3.52;5.44;29.48;39.64
0;-p;002;3;A;81;5419.68;12.64;25.12;45.4;86.6;147.84
0;-p;002;3;B;81;102442.12;243.15;609.12;1141.86;1443.11;2475.83
0;-p;002;3;C;80;6134.24;1.9;9.96;24.32;87.44;294.2
0;-p;002;3;D;34;101.35;1.68;1.68;1.68;1.68;6.68
0;-p;002;3;G;3;9.76;0.64;0.64;2.52;6.6;6.6
0;-p;002;3;H;81;8798.76;45.36;62.08;83.6;118.84;265.16
0;-p;002;3;J;81;200607.28;17.04;290.29;1123.68;2562.75;7725.01
0;-p;002;3;L;81;203541.07;485.97;1754.63;2282.82;3084.7;5402.83
0;-p;002;3;M;78;1149.24;5.44;9.92;13.14;15.84;34.72
0;-p;002;3;N;81;13709.6;52.16;83.4;127.08;182.12;291.36
0;-p;002;3;P;3;43;2.08;2.08;3.16;37.76;37.76
0;-p;002;3;R;49;2643.43;0.72;1.72;6.88;22.6;417.23
0;-p;002;3;S;12;82.2;0.4;4.54;8.28;8.28;12.44
0;-p;002;3;V;52;4101.99;1.76;5.24;8.76;42.78;167.32
0;-p;002;4;A;110;16679.36;19.12;44.36;87.66;178.2;455.04
0;-p;002;4;B;110;285226.54;474;949.2;1626.69;2918.54;6663.59
